TRAVEL_ID,TRAVELER_ID,TRAVEL_NM,TRAVEL_PURPOSE,TRAVEL_PERSONA,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_STATUS_YMD,MVMN_NM,TRAVEL_MISSION_CHECK,activity_payment_sum,activity_payment_count,activity_store_count,lodging_payment_sum,lodging_payment_count,lodging_store_count,visit_dgstfn_avg,visit_revisit_avg,visit_rcmdtn_avg,visit_trip_days,visit_move_cnt,visit_rate,GENDER,AGE_GRP,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_ACCOMPANY,TRAVEL_DURATION_DAYS,TRAVEL_STATUS_LAG_DAYS,TRAVEL_START_YEAR,TRAVEL_START_MONTH,MISSION_CODE_COUNT,MISSION_CD_22,MISSION_CD_1,MISSION_CD_6,MISSION_CD_2,MISSION_CD_21,activity_history_rows,activity_type_unique,ACTIVITY_CD_1,ACTIVITY_CD_4,ACTIVITY_CD_5,ACTIVITY_CD_2,ACTIVITY_CD_3
e_e000645,e000645,E03,22,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-20,2023-05-21,,자가용,22;8;24,55900,4,4,0,0,0,3.6666666666666665,3.333333333333333,3.333333333333333,2,6,0.5,여,20,3,5.0,3,1,1,2인 여행(가족 외),1,,2023,5,3,1,0,0,0,0,7,3,4,2,1,0,0
e_e000646,e000646,E03,1;27;24;22;2,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-27,2023-05-28,,자가용,2;1;24,164600,3,3,0,0,0,3.5,3.0,3.0,2,4,0.0,여,20,7,7.0,3,4,0,나홀로 여행,1,,2023,5,3,0,1,0,1,0,5,5,1,1,1,1,0
e_e000647,e000647,E03,1;11;4;5;7,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-20,2023-05-23,,자가용,11;5;1,191499,5,5,0,1,1,5.0,5.0,5.0,4,8,0.375,여,30,4,9.0,3,3,1,2인 여행(가족 외),3,,2023,5,3,0,1,0,0,0,11,6,1,5,1,2,1
e_e000648,e000648,E03,8;21,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-29,2023-05-30,,자가용,21;8;26,151000,2,2,0,0,0,4.666666666666667,4.666666666666667,4.666666666666667,2,3,0.0,여,40,6,8.0,2,1,3,자녀 동반 여행,1,,2023,5,3,0,0,0,0,1,9,4,2,3,2,0,0
e_e000650,e000650,E01,1;21;22;3;6,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-06-02,2023-06-05,,대중교통 등,6;27;1,94900,4,4,0,0,0,4.888888888888889,4.777777777777778,4.888888888888889,4,9,0.1111111111111111,여,30,6,7.0,3,5,0,나홀로 여행,3,,2023,6,3,0,1,1,0,0,11,5,3,4,2,1,1
e_e000651,e000651,E03,21;24;26;27;8,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-21,2023-05-23,,자가용,8;21;24,107800,2,2,80000,1,1,4.0,3.375,3.875,3,8,0.0,여,60,3,9.0,1,1,3,자녀 동반 여행,2,,2023,5,3,0,0,0,0,1,16,5,3,5,5,1,2
e_e000655,e000655,E03,2;21;22;24;27,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-20,2023-05-23,,대중교통 등,2;21;22,37800,6,6,93000,2,2,4.0,3.909090909090909,3.909090909090909,4,11,0.0909090909090909,남,50,3,7.0,2,2,0,나홀로 여행,3,,2023,5,3,1,0,0,1,1,11,5,2,2,3,2,2
e_e000662,e000662,E01,1;4;6,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-20,2023-05-21,,대중교통 등,21;4;24,69490,4,4,0,0,0,4.125,3.75,3.75,2,8,0.25,남,30,5,8.0,3,6,0,나홀로 여행,1,,2023,5,3,0,0,0,0,1,12,4,3,4,1,4,0
e_e000664,e000664,E03,11;2;21;22;4,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-05,2023-06-06,,자가용,2;1;24,140200,8,7,0,0,0,4.333333333333333,4.0,4.333333333333333,2,3,0.0,남,30,6,6.0,2,1,2,자녀 동반 여행,1,,2023,6,3,0,1,0,1,0,4,3,2,0,0,1,1
e_e000666,e000666,E03,21;5;4;1;24;25;26,서울 외 수도권 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-05-26,2023-05-30,,대중교통 등,25;24;21,399600,13,11,0,0,0,4.769230769230769,4.6923076923076925,4.6923076923076925,5,13,0.5384615384615384,남,20,4,7.0,2,2,1,2인 여행(가족 외),4,,2023,5,3,0,0,0,0,1,21,7,8,2,5,1,1
e_e000669,e000669,E03,11;6;8,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-26,2023-05-29,,자가용,8;6;11,252460,9,8,116710,2,2,4.2727272727272725,4.181818181818182,4.181818181818182,4,11,0.0,남,30,8,8.0,2,2,3,자녀 동반 여행,3,,2023,5,3,0,0,1,0,0,21,6,7,3,5,2,3
e_e000672,e000672,E03,24;28,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-21,2023-05-22,,대중교통 등,28;24;5,571000,1,1,0,0,0,3.8333333333333335,3.8333333333333335,3.8333333333333335,2,6,0.0,남,60,6,7.0,3,20,9,3인 이상 여행(가족 외),1,,2023,5,3,0,0,0,0,0,8,5,1,2,2,0,0
e_e000673,e000673,E02,1;2;21;4;7,인천 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-27,2023-05-29,,대중교통 등,1;2;6,141000,4,4,110000,1,1,5.0,5.0,5.0,3,8,0.125,남,30,5,7.0,3,5,0,나홀로 여행,2,,2023,5,3,0,1,1,1,0,9,4,4,1,3,0,1
e_e000680,e000680,E01,1;23;27;4;6,서울 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-03,2023-06-07,,대중교통 등,1;6;23,1088350,12,12,1000000,1,1,3.9565217391304346,3.0434782608695654,3.608695652173913,5,23,0.2608695652173913,남,40,8,8.0,3,3,2,자녀 동반 여행,4,,2023,6,3,0,1,1,0,0,23,6,5,5,4,5,2
e_e000682,e000682,E03,1;2;3;5;6,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-05-23,2023-05-25,,대중교통 등,3;22;2,178750,9,9,45000,1,1,4.625,4.25,4.4375,3,16,0.3125,남,20,2,10.0,3,1,1,2인 가족 여행,2,,2023,5,3,1,0,0,1,0,25,7,7,3,6,5,1
e_e000686,e000686,E03,2,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-05,2023-06-06,,자가용,21;24;22,25400,2,2,0,0,0,4.0,4.0,4.0,2,1,0.0,남,30,4,7.0,3,8,1,2인 여행(가족 외),1,,2023,6,3,1,0,0,0,1,4,4,1,1,1,0,1
e_e000689,e000689,E01,1;4;6;5;22,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-05-26,2023-05-30,,대중교통 등,6;22;5,327498,8,7,0,0,0,4.3,4.2,4.5,5,10,0.2,남,20,2,6.0,2,1,1,2인 여행(가족 외),4,,2023,5,3,1,0,1,0,0,12,5,4,1,0,2,4
e_e000691,e000691,E01,26;6,서울 방문/수도권 거주/39세 이하/부부/일반미션,2023-05-21,2023-05-22,,자가용,22;26;6,63000,2,2,0,0,0,4.333333333333333,4.0,4.333333333333333,2,3,0.3333333333333333,여,30,4,9.0,3,6,1,2인 가족 여행,1,,2023,5,3,1,0,1,0,0,9,3,3,0,0,2,4
e_e000693,e000693,E02,12;2;21;22;4,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-20,2023-05-21,,자가용,9;25;24,61800,3,3,0,0,0,4.8,4.4,4.4,2,5,0.2,남,40,2,6.0,2,2,2,자녀 동반 여행,1,,2023,5,3,0,0,0,0,0,9,5,2,2,2,1,2
e_e000695,e000695,E01,6;22;4;24,서울 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-28,2023-05-30,,자가용,6;22;4,189700,6,6,0,0,0,3.9,3.6,3.5,3,10,0.3,여,30,4,7.0,2,3,1,2인 여행(가족 외),2,,2023,5,3,1,0,1,0,0,13,7,5,2,2,1,1
e_e000696,e000696,E01,11;9,서울 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,2023-05-19,2023-05-22,,자가용,2;9;11,300800,13,10,0,0,0,4.0,4.0,4.0,4,6,0.0,남,40,1,6.0,2,2,3,자녀 동반 여행,3,,2023,5,3,0,0,0,1,0,11,4,6,1,0,2,2
e_e000699,e000699,E01,1;2;21;4;5,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,2023-06-02,2023-06-05,,대중교통 등,25;27;4,158510,6,5,0,0,0,4.2,4.8,4.8,4,5,0.2,여,30,3,4.0,4,1,1,2인 여행(가족 외),3,,2023,6,3,0,0,0,0,0,13,4,6,3,3,0,0
e_e000700,e000700,E01,1;2;3;4;5,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-06-02,2023-06-05,,대중교통 등,1;21;2,431400,15,15,0,0,0,4.95,4.8,4.85,4,20,0.55,여,20,4,7.0,2,2,0,나홀로 여행,3,,2023,6,3,0,1,0,1,1,30,6,5,7,4,10,3
e_e000704,e000704,E03,6;26;24,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-06-10,2023-06-11,,자가용,6;26;22,72600,4,4,0,0,0,5.0,5.0,5.0,2,4,0.25,여,30,5,11.0,2,2,0,나홀로 여행,1,,2023,6,3,1,0,1,0,0,4,2,2,0,0,0,2
e_e000705,e000705,E03,1;5;6;7;9,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-19,2023-05-22,,대중교통 등,24;9;1,201950,9,9,0,0,0,4.230769230769231,3.923076923076923,3.8461538461538463,4,13,0.0,남,20,5,7.0,3,2,0,나홀로 여행,3,,2023,5,3,0,1,0,0,0,23,6,7,5,5,4,1
e_e000706,e000706,E03,2,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2023-05-19,2023-05-20,,대중교통 등,2;21;22,136500,2,1,0,0,0,5.0,5.0,5.0,2,1,1.0,여,20,8,7.0,3,3,5,3인 이상 여행(가족 외),1,,2023,5,3,1,0,0,1,1,3,2,2,0,0,0,1
e_e000707,e000707,E03,2;21;8,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-03,2023-06-06,,자가용,8;6;21,75790,3,3,100000,2,1,4.714285714285714,4.428571428571429,4.571428571428571,4,7,0.7142857142857143,남,40,2,8.0,2,2,3,자녀 동반 여행,3,,2023,6,3,0,0,1,0,1,13,4,5,3,3,0,2
e_e000709,e000709,E03,11;2;21;22,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,2023-05-21,2023-05-22,,자가용,2;22;21,43400,4,4,0,0,0,4.333333333333333,4.333333333333333,4.333333333333333,2,3,0.6666666666666666,남,60,8,8.0,3,2,2,3인 이상 여행(가족 외),1,,2023,5,3,1,0,0,1,1,10,4,2,3,3,0,2
e_e000710,e000710,E03,22;24;8,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-20,2023-05-22,,자가용,8;22;24,60000,5,4,120000,2,2,5.0,4.5,5.0,3,2,0.5,남,30,5,8.0,4,1,1,2인 여행(가족 외),2,,2023,5,3,1,0,0,0,0,7,3,3,0,1,3,0
e_e000715,e000715,E03,24;8;2;1;6;5;4;3;7;9;10;11;12;13;21;22;23;25;26;27;28,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-20,2023-05-22,,자가용,2;3;23,183300,4,4,124000,1,1,4.375,4.125,3.875,3,8,0.0,여,30,4,7.0,2,1,1,2인 여행(가족 외),2,,2023,5,3,0,0,0,1,0,12,6,3,2,3,1,1
e_e000717,e000717,E03,2;22,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,2023-05-20,2023-05-21,,대중교통 등,2;22;9,136800,6,6,0,0,0,4.375,4.75,4.75,2,8,0.625,여,30,4,8.0,1,1,3,부모 동반 여행,1,,2023,5,3,1,0,0,1,0,13,6,1,5,1,3,2
e_e000718,e000718,E03,22;24;3;4;6,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-26,2023-05-28,,대중교통 등,4;6;22,77400,6,6,96000,2,2,4.7,4.4,4.5,3,10,0.5,여,20,4,5.0,2,2,0,나홀로 여행,2,,2023,5,3,1,0,1,0,0,13,5,6,3,2,1,1
e_e000733,e000733,E03,24;25;26;27;28,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-20,2023-05-22,,자가용,28;11;22,277300,4,4,336000,1,1,4.0,3.25,3.75,3,4,0.25,남,30,5,10.0,2,2,3,자녀 동반 여행,2,,2023,5,3,1,0,0,0,0,10,4,4,2,2,0,2
e_e000734,e000734,E03,1;10;13;28;3,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-20,2023-05-24,,자가용,1;3;13,125250,9,9,0,1,1,4.545454545454546,4.181818181818182,4.2727272727272725,5,11,0.0,여,40,4,4.0,3,5,0,나홀로 여행,4,,2023,5,3,0,1,0,0,0,17,6,4,2,5,2,2
e_e000737,e000737,E02,1;28;5,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-20,2023-05-22,,자가용,28;21;2,179300,2,2,0,0,0,3.8,3.6,3.6,3,5,0.6,남,30,6,11.0,3,5,0,나홀로 여행,2,,2023,5,3,0,0,0,1,1,5,3,1,3,0,1,0
e_e000738,e000738,E02,1;21;22;3,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-20,2023-05-23,,대중교통 등,1;3;4,623860,12,11,0,0,0,5.0,5.0,5.0,4,12,0.5833333333333334,남,30,3,7.0,3,3,1,2인 여행(가족 외),3,,2023,5,3,0,1,0,0,0,20,5,8,4,3,3,0
e_e000743,e000743,E01,1;4;7,서울 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-23,2023-05-24,,자가용,4;22;1,19300,1,1,0,0,0,5.0,5.0,5.0,2,3,0.0,남,30,4,4.0,4,1,1,2인 여행(가족 외),1,,2023,5,3,1,1,0,0,0,3,2,2,0,0,1,0
e_e000745,e000745,E03,24;21;2;11,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-27,2023-05-28,,자가용,6;11;1,24000,1,1,0,0,0,4.0,4.0,4.0,2,1,0.0,여,40,5,9.0,2,1,2,3인 이상 여행(가족 외),1,,2023,5,3,0,1,1,0,0,7,5,0,1,1,1,3
e_e000746,e000746,E03,2;5;6,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-20,2023-05-21,,대중교통 등,2;5;6,38600,5,5,0,0,0,4.0,4.0,4.0,2,2,0.5,남,30,4,7.0,3,4,1,2인 여행(가족 외),1,,2023,5,3,0,0,1,1,0,4,3,2,1,0,0,1
e_e000747,e000747,E03,24;4;6;8;9,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-20,2023-05-22,,자가용,8;11;21,255650,4,4,318000,2,1,5.0,4.0,4.0,3,5,0.0,여,40,1,8.0,3,6,6,3인 이상 여행(가족 외),2,,2023,5,3,0,0,0,0,1,6,5,2,1,1,1,1
e_e000748,e000748,E01,1;22;26,서울 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-20,2023-05-21,,대중교통 등,11;26;22,262300,3,3,0,0,0,4.75,4.5,4.5,2,4,0.0,여,30,4,9.0,3,3,1,2인 가족 여행,1,,2023,5,3,1,0,0,0,0,4,3,2,0,0,1,1
e_e000751,e000751,E01,3;6;5;2,서울 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,2023-05-28,2023-05-31,,자가용,2;21;22,122300,5,5,0,0,0,5.0,5.0,5.0,4,7,0.7142857142857143,남,30,4,6.0,3,44,2,자녀 동반 여행,3,,2023,5,3,1,0,0,1,1,9,4,4,0,1,0,1
e_e000752,e000752,E03,1;21;22;3;4,서울 외 수도권 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,2023-05-27,2023-05-30,,자가용,4;21;6,157300,10,10,0,0,0,4.384615384615385,4.076923076923077,4.153846153846154,4,13,0.3076923076923077,여,40,1,4.0,3,6,0,나홀로 여행,3,,2023,5,3,0,0,1,0,1,20,5,9,3,5,1,2
e_e000760,e000760,E03,5;1;22,서울 외 수도권 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,2023-05-20,2023-05-21,,자가용,5;1;22,82500,3,3,0,0,0,4.75,4.75,4.5,2,4,0.5,남,30,6,6.0,2,1,3,자녀 동반 여행,1,,2023,5,3,1,1,0,0,0,4,3,2,0,0,1,1
e_e000761,e000761,E03,2;21;5,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-03,2023-06-04,,자가용,1;6;21,57100,3,3,0,0,0,4.5,5.0,4.5,2,2,0.0,남,50,5,5.0,2,1,2,3인 이상 여행(가족 외),1,,2023,6,3,0,1,1,0,1,7,4,2,2,2,1,0
e_e000762,e000762,E02,21;22;28;5;7,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-26,2023-05-29,,자가용,1;7;22,165900,7,7,0,0,0,4.25,4.125,4.125,4,8,0.25,여,20,4,7.0,2,1,0,나홀로 여행,3,,2023,5,3,1,1,0,0,0,14,5,6,3,2,2,1
e_e000765,e000765,E03,1;2;3;9;11;5;6;4;12;21;23;22;24;25;27;28;26,서울 외 수도권 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,2023-05-21,2023-05-23,,자가용,3;11;27,78000,4,4,55000,1,1,4.0,3.8333333333333335,3.8333333333333335,3,6,0.0,남,30,5,8.0,2,3,2,자녀 동반 여행,2,,2023,5,3,0,0,0,0,0,18,5,2,4,6,1,5
e_e000767,e000767,E03,1;22;24;27;28,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-27,2023-05-29,,대중교통 등,1;22;28,115700,5,5,0,0,0,4.666666666666667,4.166666666666667,4.333333333333333,3,6,0.1666666666666666,여,40,4,6.0,2,3,0,나홀로 여행,2,,2023,5,3,1,1,0,0,0,9,5,3,2,1,2,1
e_e000768,e000768,E01,21;22,서울 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-06,2023-06-07,,자가용,26;22;21,93000,1,1,0,0,0,5.0,5.0,5.0,2,1,0.0,여,40,5,12.0,2,3,0,나홀로 여행,1,,2023,6,3,1,0,0,0,1,2,2,1,0,1,0,0
e_e000771,e000771,E03,10;22;24,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2023-06-02,2023-06-04,,자가용,21;22;23,104600,3,3,60000,1,1,3.4,3.8,4.0,3,5,0.2,여,40,5,11.0,3,5,2,3인 이상 여행(가족 외),2,,2023,6,3,1,0,0,0,1,7,3,3,2,2,0,0
e_e000774,e000774,E03,22;9,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-28,2023-05-30,,자가용,9;22;21,103750,6,5,350000,1,1,4.0,3.6666666666666665,4.0,3,6,0.0,여,30,7,10.0,3,4,6,자녀 동반 여행,2,,2023,5,3,1,0,0,0,1,7,4,2,0,1,3,1
e_e000782,e000782,E01,22,서울 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-27,2023-05-28,,대중교통 등,1;6;26,104600,6,5,0,0,0,4.0,3.6666666666666665,3.6666666666666665,2,3,0.6666666666666666,남,50,5,9.0,2,1,2,3인 이상 여행(가족 외),1,,2023,5,3,0,1,1,0,0,7,4,4,0,1,1,1
e_e000785,e000785,E03,10;2;21,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,2023-05-20,2023-05-22,,자가용,2;10;21,489777,9,8,161465,1,1,4.5,4.0,4.25,3,8,0.25,여,20,2,7.0,2,1,4,부모 동반 여행,2,,2023,5,3,0,0,0,1,1,17,6,5,3,3,2,3
e_e000787,e000787,E02,22;24;26;4,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2023-05-21,2023-05-22,,자가용,22;4;24,97500,4,3,0,0,0,5.0,4.8,4.8,2,5,0.0,여,20,2,7.0,3,5,4,3인 이상 여행(가족 외),1,,2023,5,3,1,0,0,0,0,9,4,3,3,2,1,0
e_e000789,e000789,E03,1,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-20,2023-05-22,,자가용,1;21;23,313500,7,6,165000,1,1,5.0,5.0,5.0,3,6,0.3333333333333333,여,40,5,8.0,3,4,3,자녀 동반 여행,2,,2023,5,3,0,1,0,0,1,8,5,2,1,1,3,1
e_e000791,e000791,E03,2;22;3;6,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-20,2023-05-22,,대중교통 등,3;4;1,155570,6,6,0,1,1,4.777777777777778,3.7777777777777777,3.888888888888889,3,9,0.3333333333333333,남,20,2,6.0,3,4,1,2인 여행(가족 외),2,,2023,5,3,0,1,0,0,0,12,4,5,4,2,1,0
e_e000793,e000793,E01,1;21;4;9,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-20,2023-05-21,,대중교통 등,21;4;1,45900,4,4,0,0,0,4.857142857142857,4.857142857142857,4.714285714285714,2,7,0.8571428571428571,남,60,3,7.0,3,8,1,자녀 동반 여행,1,,2023,5,3,0,1,0,0,1,9,5,2,1,0,1,0
e_e000794,e000794,E01,1;2;3;4;6,서울 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-25,2023-05-27,,대중교통 등,4;6;3,20000,3,3,0,0,0,4.0,3.857142857142857,4.0,3,7,0.2857142857142857,여,20,3,6.0,2,2,0,나홀로 여행,2,,2023,5,3,0,0,1,0,0,13,5,2,5,3,0,2
e_e000801,e000801,E03,1;10;2;4;5,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-29,2023-05-30,,대중교통 등,1;2;6,129490,4,2,0,0,0,5.0,4.5,5.0,2,2,0.0,남,30,7,9.0,3,2,0,나홀로 여행,1,,2023,5,3,0,1,1,1,0,6,5,2,1,1,1,1
e_e000802,e000802,E02,1;2;4,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2023-05-29,2023-05-30,,자가용,1;4;2,60000,5,5,0,0,0,5.0,5.0,5.0,2,2,0.5,남,40,5,6.0,3,1,0,나홀로 여행,1,,2023,5,3,0,1,0,1,0,7,6,2,1,1,1,1
e_e000803,e000803,E03,6;2,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-21,2023-05-22,,자가용,11;6;2,138000,4,3,0,0,0,4.5,3.75,4.0,2,4,0.25,남,30,10,10.0,2,1,3,자녀 동반 여행,1,,2023,5,3,0,0,1,1,0,4,2,1,0,0,0,3
e_e000804,e000804,E01,5;6;1;22;24;26,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,2023-05-25,2023-05-29,,자가용,5;6;26,535200,14,12,304000,2,2,4.411764705882353,4.117647058823529,4.294117647058823,5,17,0.5294117647058824,여,30,4,7.0,2,2,1,2인 가족 여행,4,,2023,5,3,0,0,1,0,0,24,7,8,3,6,2,3
e_e000805,e000805,E03,11;22;6,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2023-05-20,2023-05-22,,자가용,11;2;22,135800,5,5,0,0,0,4.142857142857143,4.142857142857143,4.0,3,7,0.1428571428571428,여,40,5,8.0,2,2,2,3인 이상 여행(가족 외),2,,2023,5,3,1,0,0,1,0,10,4,3,3,1,0,3
e_e000807,e000807,E01,22;6,서울 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,2023-05-20,2023-05-22,,대중교통 등,9;1;22,522100,17,17,0,0,0,4.333333333333333,3.809523809523809,4.238095238095238,3,21,0.1904761904761904,남,30,4,7.0,3,4,2,3인 이상 여행(가족 외),2,,2023,5,3,1,1,0,0,0,27,5,5,1,0,11,5
e_e000810,e000810,E01,1;22;26;27;4,서울 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-20,2023-05-22,,대중교통 등,6;22;1,202000,8,7,99660,1,1,4.5,4.4,4.5,3,10,0.1,여,30,7,7.0,2,2,0,나홀로 여행,2,,2023,5,3,1,1,1,0,0,13,7,5,1,1,3,1
e_e000811,e000811,E03,1;2;21;4;9,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-20,2023-05-22,,자가용,21;9;2,177200,6,6,0,0,0,4.888888888888889,5.0,4.888888888888889,3,9,0.5555555555555556,여,40,1,9.0,3,6,4,자녀 동반 여행,2,,2023,5,3,0,0,0,1,1,17,5,6,4,3,0,2
e_e000812,e000812,E03,11;2;22;26;6,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-20,2023-05-22,,자가용,2;11;26,207500,9,9,10000,1,1,5.0,5.0,5.0,3,11,0.1818181818181818,남,30,5,9.0,2,1,3,자녀 동반 여행,2,,2023,5,3,0,0,0,1,0,11,4,5,1,1,0,4
e_e000817,e000817,E03,8;27,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-27,2023-05-29,,자가용,27;22;8,84500,3,2,170000,1,1,4.0,3.75,3.75,3,4,0.25,남,30,5,8.0,2,1,2,자녀 동반 여행,2,,2023,5,3,1,0,0,0,0,9,3,4,3,2,0,0
e_e000818,e000818,E03,25;21;24;26;22,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-31,2023-06-02,,자가용,25;22;24,79000,2,2,0,1,1,4.4,3.4,3.6,3,5,0.4,여,30,5,10.0,3,7,1,2인 여행(가족 외),2,,2023,5,3,1,0,0,0,0,7,4,3,0,2,1,1
e_e000826,e000826,E03,3;5;8;22;26;21;27;6,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,2023-05-26,2023-05-30,,자가용,8;26;22,78000,2,2,320000,2,1,5.0,5.0,5.0,5,8,0.875,여,50,5,9.0,2,2,2,3인 이상 여행(가족 외),4,,2023,5,3,1,0,0,0,0,16,4,5,3,6,0,0
e_e000828,e000828,E03,1;3;4;6;9,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-27,2023-05-30,,자가용,6;4;9,380400,15,14,188000,2,2,4.0,4.0,4.0,4,22,0.0,여,60,7,12.0,3,7,1,2인 가족 여행,3,,2023,5,3,0,0,1,0,0,29,6,9,4,7,3,5
e_e000830,e000830,E03,2;5;22;1,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-06-03,2023-06-04,,자가용,2;6;22,84200,6,6,0,0,0,5.0,5.0,5.0,2,3,0.3333333333333333,남,30,1,5.0,2,2,2,자녀 동반 여행,1,,2023,6,3,1,0,1,1,0,4,2,3,0,0,0,1
e_e000831,e000831,E03,1;11;4;5;6,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-28,2023-05-29,,자가용,11;9;3,86200,4,4,0,0,0,3.6666666666666665,5.0,5.0,2,3,0.0,남,40,6,10.0,2,1,3,자녀 동반 여행,1,,2023,5,3,0,0,0,0,0,4,2,2,0,0,0,2
e_e000838,e000838,E03,1;2;3;5;7,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-27,2023-05-28,,자가용,24;26;1,81400,3,3,0,0,0,5.0,5.0,5.0,2,2,0.5,남,30,7,9.0,2,2,3,자녀 동반 여행,1,,2023,5,3,0,1,0,0,0,5,5,1,1,1,1,1
e_e000840,e000840,E03,1;2;27;5;8,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-27,2023-05-29,,자가용,1;2;22,159600,4,3,279000,1,1,4.0,3.5,3.25,3,4,0.0,여,30,3,5.0,3,3,3,자녀 동반 여행,2,,2023,5,3,1,1,0,1,0,8,4,3,1,2,2,0
