TRAVEL_ID,TRAVELER_ID,TRAVEL_NM,TRAVEL_PURPOSE,TRAVEL_PERSONA,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_STATUS_YMD,MVMN_NM,TRAVEL_MISSION_CHECK,activity_payment_sum,activity_payment_count,activity_store_count,lodging_payment_sum,lodging_payment_count,lodging_store_count,visit_dgstfn_avg,visit_revisit_avg,visit_rcmdtn_avg,visit_trip_days,visit_move_cnt,visit_rate,GENDER,AGE_GRP,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_ACCOMPANY,TRAVEL_DURATION_DAYS,TRAVEL_STATUS_LAG_DAYS,TRAVEL_START_YEAR,TRAVEL_START_MONTH,MISSION_CODE_COUNT,MISSION_CD_22,MISSION_CD_1,MISSION_CD_6,MISSION_CD_2,MISSION_CD_21,activity_history_rows,activity_type_unique,ACTIVITY_CD_1,ACTIVITY_CD_4,ACTIVITY_CD_5,ACTIVITY_CD_2,ACTIVITY_CD_3
e_e000045,e000045,E03,25,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-04-29,2023-05-01,,,8;25;21,40070,4,4,0,0,0,4.0,3.8,3.8,3,5,0.0,여,60,2,6.0,2,2,1,2인 가족 여행,2,,2023,4,3,0,0,0,0,1,13,5,4,3,3,1,2
e_e000046,e000046,E03,5,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-04-28,2023-04-29,,,5;10;21,180300,1,1,0,0,0,5.0,5.0,5.0,2,1,1.0,남,60,4,6.0,2,2,3,3인 이상 여행(가족 외),1,,2023,4,3,0,0,0,0,1,7,6,2,1,1,0,1
e_e000293,e000293,E01,1;22;4;6,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-05-28,2023-05-29,,대중교통 등,6;1;4,151600,7,7,0,0,0,4.111111111111111,4.888888888888889,3.6666666666666665,2,9,0.8888888888888888,여,30,3,7.0,3,2,0,나홀로 여행,1,,2023,5,3,0,1,1,0,0,12,4,1,0,0,4,2
e_e000294,e000294,E03,1;2;23;26,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,2023-05-19,2023-05-22,,자가용,2;23;22,386300,13,8,133200,4,4,3.4,3.8,3.6,4,5,0.2,여,20,3,3.0,1,3,1,2인 여행(가족 외),3,,2023,5,3,1,0,0,1,0,21,5,8,2,4,3,4
e_e000296,e000296,E01,9;11;21;26;1;22;23,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-23,2023-05-26,,대중교통 등,9;22;21,106600,7,7,0,0,0,4.0,3.5454545454545454,3.4545454545454546,4,11,0.0909090909090909,여,30,5,7.0,3,8,0,나홀로 여행,3,,2023,5,3,1,0,0,0,1,11,4,7,1,2,0,1
e_e000299,e000299,E01,3;6,서울 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,2023-05-27,2023-05-29,,대중교통 등,3;6;11,257400,8,7,0,0,0,4.166666666666667,4.333333333333333,4.0,3,12,0.6666666666666666,여,50,3,7.0,3,4,0,나홀로 여행,2,,2023,5,3,0,0,1,0,0,13,4,6,0,2,0,3
e_e000301,e000301,E01,22;23;26;4,서울 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-19,2023-05-21,,대중교통 등,22;23;26,28100,2,2,324500,1,1,4.75,4.75,4.75,3,4,0.0,남,20,4,7.0,3,6,1,2인 여행(가족 외),2,,2023,5,3,1,0,0,0,0,7,4,3,1,0,0,1
e_e000302,e000302,E01,2;21;22;26,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-05-19,2023-05-22,,대중교통 등,2;22;26,501200,13,11,0,0,0,4.6,3.733333333333333,4.6,4,15,0.2,여,20,4,7.0,3,5,0,나홀로 여행,3,,2023,5,3,1,0,0,1,0,18,5,7,3,0,4,2
e_e000307,e000307,E03,3,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-21,2023-05-22,,자가용,3;22;6,37800,3,3,0,0,0,4.333333333333333,3.8333333333333335,3.8333333333333335,2,6,0.0,남,30,4,7.0,2,1,0,나홀로 여행,1,,2023,5,3,1,0,1,0,0,7,3,3,3,0,0,0
e_e000311,e000311,E02,2;22;26;5,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-27,2023-05-28,,자가용,2;22;26,71800,3,3,0,0,0,3.5,3.5,3.5,2,6,0.0,남,30,5,6.0,2,2,2,자녀 동반 여행,1,,2023,5,3,1,0,0,1,0,6,3,2,3,0,0,1
e_e000317,e000317,E01,1;12;4;5;7,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-27,2023-05-30,,대중교통 등,4;24;1,137700,7,7,59000,1,1,4.5,3.6538461538461537,3.615384615384616,4,26,0.2692307692307692,남,30,4,7.0,1,1,0,나홀로 여행,3,,2023,5,3,0,1,0,0,0,29,7,7,5,3,2,1
e_e000319,e000319,E03,1;12;24;5;6,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2023-05-31,2023-06-03,,대중교통 등,4;1;24,98100,2,2,0,0,0,4.125,3.0,3.125,4,16,0.1875,여,50,3,5.0,3,10,0,나홀로 여행,3,,2023,5,3,0,1,0,0,0,24,5,2,9,6,3,0
e_e000322,e000322,E03,1;24;3;5;6,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-05,2023-06-08,,대중교통 등,24;22;1,11000,1,1,0,0,0,4.153846153846154,3.1538461538461537,2.923076923076923,4,13,0.2307692307692307,남,60,5,5.0,2,1,0,나홀로 여행,3,,2023,6,3,1,1,0,0,0,18,6,1,6,3,3,1
e_e000323,e000323,E03,22;26;1;2;4,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-27,2023-05-29,,대중교통 등,3;22;26,141400,7,7,65000,1,1,4.5,4.166666666666667,4.166666666666667,3,12,0.0,여,20,3,6.0,2,2,1,2인 여행(가족 외),2,,2023,5,3,1,0,0,0,0,17,4,6,4,6,0,1
e_e000329,e000329,E03,1;12;7;9,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-26,2023-05-29,,대중교통 등,7;1;12,537060,12,12,0,0,0,4.0,3.25,3.6666666666666665,4,12,0.0833333333333333,여,20,4,7.0,3,3,1,2인 여행(가족 외),3,,2023,5,3,0,1,0,0,0,16,5,9,2,0,3,1
e_e000331,e000331,E01,1;2,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-05-28,2023-05-31,,대중교통 등,2;22;1,287400,9,8,0,0,0,4.090909090909091,3.636363636363636,3.909090909090909,4,11,0.3636363636363636,여,30,5,7.0,2,1,0,나홀로 여행,3,,2023,5,3,1,1,0,1,0,18,7,4,1,6,1,3
e_e000332,e000332,E01,1;2;5;7;9,서울 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-19,2023-05-21,,자가용,26;24;7,243000,5,5,65000,1,1,4.5,3.75,3.75,3,4,0.0,남,20,3,7.0,2,2,1,2인 여행(가족 외),2,,2023,5,3,0,0,0,0,0,7,3,5,0,1,0,0
e_e000334,e000334,E03,1;22;26;6;9,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-28,2023-05-30,,자가용,22;12;1,156900,6,6,48000,1,1,4.666666666666667,4.666666666666667,4.666666666666667,3,6,0.0,여,20,4,10.0,2,1,1,2인 여행(가족 외),2,,2023,5,3,1,1,0,0,0,11,5,4,2,2,1,2
e_e000336,e000336,E01,3;11;23;26,서울 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-27,2023-05-30,,자가용,1;2;23,160100,4,3,380241,2,1,5.0,5.0,5.0,4,7,0.1428571428571428,여,30,5,5.0,1,2,2,자녀 동반 여행,3,,2023,5,3,0,1,0,1,0,11,5,2,2,2,2,3
e_e000338,e000338,E01,21;22;24;26;6,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2023-05-19,2023-05-20,,대중교통 등,6;22;26,12500,2,2,0,0,0,4.571428571428571,4.857142857142857,4.571428571428571,2,7,0.4285714285714285,여,40,3,9.0,2,1,0,나홀로 여행,1,,2023,5,3,1,0,1,0,0,9,6,2,1,0,1,1
e_e000342,e000342,E02,1;21;22;24;4,인천 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-19,2023-05-22,,대중교통 등,4;21;22,531900,11,10,0,0,0,5.0,5.0,5.0,4,13,0.3076923076923077,남,60,5,8.0,2,1,5,3대 동반 여행(친척 포함),3,,2023,5,3,1,0,0,0,1,25,7,6,5,4,2,1
e_e000344,e000344,E01,1;12;2;3;6,서울 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,2023-05-19,2023-05-21,,자가용,2;3;4,168000,6,6,444675,1,1,4.0,4.0,4.0,3,5,0.2,남,30,5,5.0,2,2,2,자녀 동반 여행,2,,2023,5,3,0,0,0,1,0,17,5,4,5,5,1,2
e_e000345,e000345,E01,22;6;9,서울 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-19,2023-05-21,,대중교통 등,6;22;9,660100,10,10,60000,1,1,4.0,3.4545454545454546,3.363636363636364,3,11,0.0909090909090909,남,30,1,6.0,3,7,2,3인 이상 여행(가족 외),2,,2023,5,3,1,0,1,0,0,16,6,6,1,4,1,3
e_e000346,e000346,E02,21;22;24,인천 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-27,2023-05-28,,자가용,22;21;5,27000,1,1,0,0,0,4.0,3.5,3.5,2,3,0.3333333333333333,남,60,6,6.0,2,1,2,3인 이상 여행(가족 외),1,,2023,5,3,1,0,0,0,1,2,2,1,0,0,0,1
e_e000347,e000347,E03,2;4;8,서울 외 수도권 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,2023-05-26,2023-05-30,,대중교통 등,1;4;6,873940,15,11,50000,1,1,4.0,3.8333333333333335,3.8333333333333335,5,18,0.6111111111111112,남,40,5,8.0,2,2,0,나홀로 여행,4,,2023,5,3,0,1,1,0,0,19,6,8,2,0,3,1
