TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_RESIDENCE_CODE,TRAVEL_STATUS_DESTINATION_CODE
e003411,30,여,30,6,2,3,2,5,7.0,1,1,50,50130,26,26350,42,42170,7,대전광역시,경기,자녀 동반 여행,1,0.0,0.0,2,30,41
e001935,41,남,20,6,1,4,2,4,11.0,2,4,42,42760,11,11710,47,47930,7,경기도,경기,2인 여행(가족 외),7,4.0,3.0,1,41,41
e002985,41,남,40,6,1,2,3,4,6.0,2,1,11,11140,41,41590,41,41110,2,경기도,경기,3인 이상 여행(가족 외),1,2.0,3.0,2,41,41
e000999,41,여,60,4,3,1,11,4,7.0,2,1,11,11560,42,42150,28,28720,5,경기도,서울,3대 동반 여행(친척 포함),3,2.0,1.0,3,41,11
e007812,41,여,60,3,3,1,5,4,7.0,4,2,41,41190,28,28200,44,44270,5,경기도,서울,3대 동반 여행(친척 포함),1,3.0,2.0,3,41,11
e006546,41,남,60,4,2,2,3,3,5.0,2,3,41,41480,41,41800,28,28710,6,경기도,경기,3인 이상 여행(가족 외),1,6.0,3.0,2,41,41
e002483,11,여,30,5,1,2,3,4,6.0,3,3,42,42210,42,42150,50,50130,5,서울특별시,경기,2인 가족 여행,1,2.0,8.0,1,11,41
e005395,11,여,50,6,2,4,3,4,9.0,3,4,50,50130,41,41830,42,42210,2,서울특별시,경기,나홀로 여행,1,4.0,2.0,0,11,41
e004510,46,여,30,6,2,2,3,4,6.0,2,2,26,26710,42,42820,29,29200,1,전라남도,경기,2인 여행(가족 외),7,1.0,3.0,1,46,41
e006424,31,여,20,6,1,3,3,1,8.0,2,4,26,26350,27,27290,47,47110,7,울산광역시,서울,2인 여행(가족 외),1,7.0,0.0,1,31,11
e006862,28,여,20,6,1,4,3,5,12.0,2,3,50,50110,30,30200,47,47130,5,인천광역시,서울,나홀로 여행,1,0.0,0.0,0,28,11
e003364,11,여,20,5,1,1,4,4,7.0,3,3,50,50110,26,26500,28,28260,5,서울특별시,경기,나홀로 여행,7,4.0,2.0,0,11,41
e005965,28,남,30,6,2,2,1,7,11.0,2,2,11,11440,41,41570,28,28185,6,인천광역시,서울,2인 가족 여행,3,5.0,2.0,1,28,11
e010765,41,여,60,5,2,4,11,1,6.0,3,5,11,11230,42,42150,47,47210,4,경기도,서울,2인 여행(가족 외),3,7.0,8.0,1,41,11
e002550,41,여,20,6,1,1,2,5,7.0,3,4,50,50130,26,26350,11,11170,5,경기도,서울,나홀로 여행,1,2.0,4.0,0,41,11
e000618,28,여,40,6,1,4,3,5,10.0,2,1,42,42210,11,11140,26,26350,4,인천광역시,서울,2인 여행(가족 외),1,3.0,2.0,1,28,11
e010747,41,여,20,7,1,5,2,4,10.0,3,10,50,50110,50,50130,42,42170,5,경기도,경기,나홀로 여행,1,6.0,0.0,0,41,41
e001576,43,여,40,4,2,4,2,4,8.0,3,6,42,42830,47,47110,30,30230,4,충청북도,서울,자녀 동반 여행,3,1.0,7.0,2,43,11
e006577,28,여,40,7,2,6,2,1,7.0,3,1,42,42770,50,50130,28,28710,5,인천광역시,서울,나홀로 여행,7,8.0,10.0,0,28,11
e008407,44,여,30,6,1,4,12,6,9.0,3,4,50,50130,47,47130,46,46150,7,충청남도,서울,3인 이상 여행(가족 외),8,1.0,9.0,3,44,11
e000710,41,남,30,5,2,2,3,5,8.0,4,1,41,41650,41,41830,42,42750,2,경기도,경기,2인 여행(가족 외),2,1.0,3.0,1,41,41
e005219,44,여,30,7,2,4,3,5,10.0,2,2,44,44210,11,11710,41,41360,4,충청남도,경기,자녀 동반 여행,2,3.0,1.0,3,44,41
e010722,28,여,20,6,1,4,12,1,6.0,3,1,11,11110,11,11440,11,11680,7,인천광역시,서울,3인 이상 여행(가족 외),1,3.0,7.0,3,28,11
e007794,11,여,40,7,2,4,13,4,7.0,2,1,41,41280,11,11350,42,42760,7,서울특별시,경기,자녀 동반 여행,7,5.0,0.0,3,11,41
e002957,41,남,40,7,2,3,2,7,9.0,2,2,11,11110,42,42150,50,50110,4,경기도,서울,자녀 동반 여행,1,3.0,2.0,2,41,11
e011583,11,여,60,4,2,4,11,4,6.0,3,4,50,50130,46,46130,41,41280,4,서울특별시,경기,2인 가족 여행,7,2.0,1.0,1,11,41
e000353,41,여,40,6,1,1,3,2,7.0,3,2,26,26350,50,50130,42,42150,1,경기도,경기,나홀로 여행,1,2.0,4.0,0,41,41
e008170,43,남,30,4,1,6,8,4,11.0,3,10,50,50110,11,11680,44,44130,2,충청북도,서울,2인 가족 여행,1,7.0,10.0,1,43,11
e011632,41,여,20,6,1,1,3,3,7.0,3,2,11,11110,42,42170,42,42150,5,경기도,서울,나홀로 여행,1,2.0,4.0,0,41,11
e004606,11,남,60,8,2,4,1,5,6.0,2,1,41,41210,42,42230,47,47130,5,서울특별시,경기,2인 가족 여행,3,2.0,6.0,1,11,41
e000969,11,여,40,4,2,3,3,2,12.0,3,6,42,42210,42,42230,26,26350,3,서울특별시,경기,나홀로 여행,6,8.0,2.0,0,11,41
e000509,29,남,20,6,1,4,2,4,8.0,2,1,11,11710,50,50130,26,26350,3,광주광역시,서울,2인 여행(가족 외),7,3.0,2.0,1,29,11
e004927,11,남,40,6,2,2,2,11,12.0,3,3,50,50130,50,50110,42,42150,6,서울특별시,경기,3인 이상 여행(가족 외),2,3.0,1.0,4,11,41
e007971,11,여,20,4,1,4,2,4,8.0,2,2,26,26350,42,42230,48,48240,7,서울특별시,경기,2인 여행(가족 외),1,6.0,2.0,1,11,41
e007586,41,여,60,7,2,3,12,4,7.0,3,6,41,41190,28,28237,43,43800,5,경기도,서울,3대 동반 여행(친척 포함),6,8.0,3.0,2,41,11
e004653,11,남,60,5,2,4,13,5,9.0,4,1,41,41360,41,41830,42,42150,7,서울특별시,경기,자녀 동반 여행,1,2.0,3.0,3,11,41
e011572,44,여,20,6,2,2,2,8,12.0,2,2,11,11140,11,11440,27,27260,6,충청남도,서울,2인 가족 여행,3,2.0,1.0,1,44,11
e000483,41,여,60,5,2,4,11,1,5.0,4,5,42,42830,26,26350,44,44210,1,경기도,경기,3대 동반 여행(친척 포함),9,3.0,2.0,7,41,41
e003896,44,여,40,6,2,3,11,2,7.0,2,1,42,42170,48,48240,26,26350,7,충청남도,경기,자녀 동반 여행,7,3.0,6.0,2,44,41
e002215,30,남,40,4,2,3,3,6,7.0,2,1,50,50130,41,41670,42,42760,6,대전광역시,경기,자녀 동반 여행,1,3.0,6.0,2,30,41
e007847,41,남,40,5,2,3,3,5,7.0,2,1,42,42780,41,41800,41,41650,6,경기도,경기,자녀 동반 여행,1,6.0,3.0,2,41,41
e004187,11,여,30,7,1,2,2,3,7.0,3,1,50,50130,50,50110,42,42110,6,서울특별시,경기,2인 여행(가족 외),1,3.0,0.0,1,11,41
e002597,41,여,30,6,2,4,2,1,7.0,1,1,50,50110,26,26350,42,42150,7,경기도,서울,자녀 동반 여행,7,8.0,3.0,3,41,11
e007756,11,남,60,6,2,2,2,5,6.0,2,1,42,42110,41,41570,41,41280,4,서울특별시,경기,2인 가족 여행,1,6.0,3.0,1,11,41
e004402,11,여,40,6,1,1,3,8,7.0,2,3,50,50110,42,42820,26,26710,2,서울특별시,경기,나홀로 여행,2,6.0,5.0,0,11,41
e002135,41,여,40,7,2,4,11,1,7.0,3,10,41,41820,26,26260,42,42150,6,경기도,경기,자녀 동반 여행,7,1.0,3.0,3,41,41
e001264,28,남,20,6,1,1,2,4,7.0,2,2,50,50110,45,45110,42,42830,7,인천광역시,경기,2인 여행(가족 외),2,3.0,5.0,1,28,41
e000548,43,남,40,7,2,3,2,5,8.0,3,4,11,11110,45,45110,50,50110,4,충청북도,경기,자녀 동반 여행,3,9.0,2.0,2,43,41
e006406,11,남,30,6,1,1,3,5,7.0,3,3,46,46110,47,47170,48,48310,6,서울특별시,경기,2인 여행(가족 외),7,5.0,1.0,1,11,41
e010712,41,여,40,5,2,4,11,1,6.0,3,2,42,42210,50,50130,42,42170,5,경기도,경기,2인 여행(가족 외),8,2.0,3.0,1,41,41
e001467,11,여,30,6,1,5,3,4,7.0,2,2,50,50130,42,42150,26,26350,7,서울특별시,경기,나홀로 여행,1,0.0,0.0,0,11,41
e002981,41,여,60,2,4,1,9,3,7.0,3,3,42,42150,50,50130,26,26350,6,경기도,경기,자녀 동반 여행,2,1.0,3.0,1,41,41
e004703,43,남,30,6,2,2,1,6,9.0,2,1,50,50110,11,11680,26,26350,4,충청북도,서울,2인 가족 여행,3,7.0,2.0,1,43,11
e000010,48,여,30,6,1,2,3,4,4.0,2,2,11,11710,11,11440,26,26350,3,경상남도,서울,나홀로 여행,8,1.0,2.0,0,48,11
e000765,11,남,30,6,2,5,3,5,8.0,2,3,48,48740,47,47150,45,45730,6,서울특별시,경기,자녀 동반 여행,8,5.0,7.0,2,11,41
e002915,11,여,20,6,1,4,13,5,12.0,2,1,42,42150,46,46150,26,26350,3,서울특별시,경기,2인 여행(가족 외),10,2.0,1.0,1,11,41
e003845,41,남,20,6,1,4,3,4,9.0,2,1,42,42150,50,50110,28,28720,7,경기도,서울,2인 여행(가족 외),9,3.0,2.0,1,41,11
e001069,41,남,30,4,1,3,9,4,5.0,1,10,42,42150,41,41820,48,48310,7,경기도,인천,2인 여행(가족 외),2,9.0,5.0,1,41,28
e004858,48,남,20,5,1,4,2,1,4.0,3,5,26,26350,26,26500,26,26200,7,경상남도,서울,2인 여행(가족 외),1,2.0,3.0,1,48,11
e007316,41,여,20,7,1,1,12,3,7.0,3,3,42,42150,26,26500,50,50110,6,경기도,서울,2인 여행(가족 외),2,3.0,1.0,1,41,11
e000804,26,여,30,8,2,2,2,4,7.0,2,2,47,47130,31,31170,41,41280,2,부산광역시,서울,2인 가족 여행,3,2.0,1.0,1,26,11
e003022,11,여,30,6,2,4,3,7,12.0,3,3,42,42210,47,47130,26,26350,6,서울특별시,경기,자녀 동반 여행,3,8.0,2.0,2,11,41
e001940,26,여,20,4,1,4,3,4,12.0,2,1,50,50110,42,42150,48,48250,7,부산광역시,경기,2인 여행(가족 외),5,2.0,3.0,1,26,41
e001525,41,여,50,6,2,5,11,1,9.0,2,2,42,42210,50,50130,50,50110,4,경기도,경기,3인 이상 여행(가족 외),5,3.0,6.0,3,41,41
e001200,11,남,20,6,1,2,2,4,4.0,2,1,50,50110,42,42150,27,27140,7,서울특별시,인천,2인 여행(가족 외),2,1.0,3.0,1,11,28
e000569,28,남,30,5,2,3,3,4,4.0,2,1,28,28200,41,41190,41,41390,6,인천광역시,경기,자녀 동반 여행,3,1.0,4.0,2,28,41
e011070,11,여,20,6,1,1,3,5,7.0,2,1,41,41280,50,50130,50,50110,4,서울특별시,인천,2인 여행(가족 외),3,5.0,2.0,1,11,28
e005527,41,남,30,6,1,1,2,5,7.0,3,7,42,42150,50,50110,11,11170,3,경기도,서울,2인 여행(가족 외),8,3.0,7.0,1,41,11
e010254,41,여,20,5,1,4,2,4,9.0,2,2,26,26350,50,50110,28,28710,6,경기도,경기,2인 여행(가족 외),1,3.0,2.0,1,41,41
e002937,11,여,20,6,2,2,3,4,7.0,2,3,42,42150,50,50110,41,41360,3,서울특별시,경기,2인 가족 여행,3,2.0,9.0,1,11,41
e002168,41,남,30,7,2,3,3,5,9.0,3,5,42,42150,41,41480,48,48170,6,경기도,경기,자녀 동반 여행,3,2.0,6.0,2,41,41
e003298,41,여,30,5,2,4,3,5,12.0,4,10,42,42720,41,41270,11,11710,5,경기도,서울,자녀 동반 여행,3,7.0,8.0,3,41,11
e000521,41,남,40,6,2,2,4,5,7.0,3,5,42,42210,42,42830,50,50110,5,경기도,인천,나홀로 여행,4,1.0,2.0,0,41,28
e006813,28,여,30,6,2,3,11,1,5.0,2,2,28,28200,41,41390,28,28110,4,인천광역시,경기,자녀 동반 여행,3,1.0,7.0,2,28,41
e007821,11,여,40,6,2,4,11,1,9.0,3,5,42,42150,44,44825,28,28710,5,서울특별시,인천,자녀 동반 여행,1,8.0,2.0,4,11,28
e007584,41,여,30,6,1,1,3,4,7.0,2,1,43,43800,28,28710,42,42210,2,경기도,경기,나홀로 여행,7,1.0,2.0,0,41,41
e007597,41,여,30,5,2,3,4,2,5.0,2,2,42,42150,41,41590,11,11500,7,경기도,경기,자녀 동반 여행,8,1.0,5.0,2,41,41
e006422,41,여,30,6,2,2,3,4,7.0,2,1,42,42230,48,48220,41,41110,7,경기도,서울,2인 여행(가족 외),5,1.0,7.0,1,41,11
f000458,11,여,40,5,2,3,2,7,9.0,2,1,41,41570,28,28710,48,48850,6,서울특별시,경기,자녀 동반 여행,2,1.0,7.0,2,11,41
e008508,41,남,20,4,1,4,12,2,10.0,2,2,26,26350,11,11410,46,46170,7,경기도,서울,2인 여행(가족 외),5,2.0,7.0,1,41,11
e002753,43,여,20,5,1,3,3,4,6.0,2,1,42,42210,43,43760,11,11680,1,충청북도,경기,2인 여행(가족 외),3,1.0,7.0,1,43,41
e000861,27,여,30,6,2,3,2,1,5.0,2,1,26,26350,41,41210,26,26470,6,대구광역시,서울,2인 여행(가족 외),7,8.0,2.0,1,27,11
e003721,11,여,30,4,1,3,3,4,7.0,2,1,41,41820,42,42210,50,50130,7,서울특별시,경기,3인 이상 여행(가족 외),3,0.0,0.0,5,11,41
e013055,41,여,40,6,2,3,3,5,10.0,2,1,41,41820,28,28710,42,42830,6,경기도,도서 지역,자녀 동반 여행,8,7.0,1.0,2,41,0
e006828,41,여,30,3,2,4,2,4,6.0,2,2,41,41480,41,41570,11,11380,2,경기도,서울,나홀로 여행,2,5.0,1.0,0,41,11
e002770,41,여,30,6,2,2,2,5,7.0,3,3,11,11560,50,50130,26,26230,4,경기도,서울,2인 가족 여행,2,1.0,3.0,1,41,11
e003400,11,여,20,6,1,3,2,3,7.0,2,1,42,42820,50,50130,43,43800,7,서울특별시,경기,2인 여행(가족 외),6,1.0,3.0,1,11,41
e010798,41,여,20,4,1,3,2,1,5.0,3,1,41,41110,28,28710,11,11110,7,경기도,경기,2인 여행(가족 외),5,3.0,9.0,1,41,41
e010249,41,남,20,6,1,4,3,4,8.0,3,2,11,11440,28,28237,50,50110,7,경기도,인천,2인 여행(가족 외),9,7.0,8.0,1,41,28
e010028,41,남,20,6,1,3,2,4,8.0,3,6,42,42150,50,50130,26,26500,7,경기도,인천,2인 여행(가족 외),1,3.0,5.0,1,41,28
e000707,11,남,40,7,2,4,3,2,8.0,2,2,41,41800,45,45130,44,44800,2,서울특별시,경기,자녀 동반 여행,2,1.0,3.0,3,11,41
e004116,41,여,30,6,2,3,3,3,5.0,2,2,48,48170,46,46720,50,50110,6,경기도,서울,나홀로 여행,1,5.0,2.0,0,41,11
e012429,11,남,30,5,1,3,2,4,7.0,3,7,41,41390,28,28177,42,42110,6,서울특별시,경기,2인 가족 여행,9,1.0,3.0,1,11,41
e000507,41,남,40,5,2,2,3,4,9.0,2,1,28,28110,42,42730,44,44825,5,경기도,서울,3인 이상 여행(가족 외),7,3.0,8.0,3,41,11
e010375,11,남,20,4,1,1,12,2,7.0,3,3,11,11110,46,46880,41,41110,5,서울특별시,경기,2인 여행(가족 외),2,3.0,9.0,1,11,41
e004989,41,남,20,6,1,4,12,2,7.0,2,1,50,50130,42,42150,45,45110,6,경기도,서울,2인 여행(가족 외),8,7.0,3.0,1,41,11
e002958,11,여,30,6,1,4,2,4,5.0,2,3,26,26710,50,50110,50,50130,6,서울특별시,경기,3인 이상 여행(가족 외),1,7.0,3.0,2,11,41
e003133,28,남,40,6,2,4,2,5,6.0,2,2,44,44825,42,42150,42,42210,6,인천광역시,서울,나홀로 여행,10,2.0,8.0,0,28,11
e001130,41,남,30,6,2,4,11,1,5.0,3,3,42,42150,50,50130,44,44825,6,경기도,경기,자녀 동반 여행,3,1.0,10.0,3,41,41
e007474,11,여,40,6,1,1,4,5,7.0,3,2,42,42150,26,26350,44,44180,5,서울특별시,경기,3인 이상 여행(가족 외),3,1.0,5.0,2,11,41
e005510,41,남,40,6,2,4,3,7,7.0,3,4,41,41280,44,44180,42,42760,6,경기도,경기,자녀 동반 여행,3,7.0,5.0,3,41,41
e003640,27,여,20,6,1,2,12,1,9.0,2,2,26,26500,46,46130,50,50130,6,대구광역시,서울,2인 여행(가족 외),3,5.0,1.0,1,27,11
e001448,11,여,20,6,1,1,2,5,7.0,3,4,41,41650,41,41280,41,41310,7,서울특별시,경기,2인 여행(가족 외),5,1.0,3.0,1,11,41
e004421,11,남,30,6,2,3,3,5,8.0,2,2,41,41830,28,28260,44,44800,6,서울특별시,경기,자녀 동반 여행,3,6.0,1.0,2,11,41
e001150,11,남,50,6,2,4,2,7,12.0,3,5,42,42170,41,41830,44,44825,4,서울특별시,경기,3인 이상 여행(가족 외),2,8.0,1.0,2,11,41
e004172,44,여,30,6,1,3,3,6,11.0,2,1,11,11110,42,42130,46,46820,5,충청남도,서울,3인 이상 여행(가족 외),3,1.0,2.0,3,44,11
e001149,44,여,30,4,1,4,12,1,6.0,3,5,11,11680,26,26230,50,50110,7,충청남도,서울,3인 이상 여행(가족 외),1,3.0,9.0,3,44,11
e006505,28,여,20,6,1,5,12,1,11.0,1,2,11,11110,11,11440,11,11560,7,인천광역시,서울,2인 여행(가족 외),3,7.0,1.0,1,28,11
e000329,41,여,20,6,1,1,3,4,7.0,3,3,50,50130,41,41480,26,26110,1,경기도,경기,2인 여행(가족 외),3,2.0,1.0,1,41,41
e002721,41,남,50,7,2,4,3,6,11.0,2,1,42,42150,31,31170,26,26350,4,경기도,서울,3인 이상 여행(가족 외),3,1.0,2.0,2,41,11
e006952,11,여,30,5,2,4,3,1,6.0,2,2,44,44825,42,42110,42,42150,4,서울특별시,경기,자녀 동반 여행,7,8.0,1.0,3,11,41
e003222,11,여,20,6,1,3,3,4,12.0,2,1,41,41480,26,26350,50,50130,7,서울특별시,경기,2인 여행(가족 외),3,1.0,5.0,1,11,41
e003002,41,남,30,6,2,3,11,2,6.0,2,1,41,41630,41,41570,28,28710,7,경기도,경기,자녀 동반 여행,3,8.0,5.0,1,41,41
e002425,28,여,30,5,1,2,3,4,6.0,3,4,28,28200,42,42210,45,45130,4,인천광역시,경기,2인 여행(가족 외),3,1.0,2.0,1,28,41
e004166,11,남,20,6,1,1,3,4,7.0,2,2,41,41170,41,41110,11,11410,7,서울특별시,경기,나홀로 여행,5,4.0,1.0,0,11,41
e003958,41,남,20,6,1,1,12,3,7.0,2,2,42,42170,27,27230,47,47250,5,경기도,서울,2인 여행(가족 외),5,2.0,3.0,1,41,11
e006555,41,남,30,6,1,1,9,4,7.0,3,2,11,11680,11,11230,11,11410,2,경기도,서울,나홀로 여행,2,8.0,1.0,0,41,11
e001261,41,여,50,6,2,4,2,2,5.0,2,1,11,11680,47,47930,47,47110,7,경기도,경기,3인 이상 여행(가족 외),3,1.0,2.0,7,41,41
e004396,11,남,40,6,2,4,3,5,8.0,2,1,42,42210,41,41820,41,41650,7,서울특별시,경기,자녀 동반 여행,3,7.0,1.0,3,11,41
e005438,11,남,30,6,2,3,3,6,11.0,3,8,42,42760,42,42210,44,44810,3,서울특별시,경기,자녀 동반 여행,2,3.0,0.0,1,11,41
e001510,41,여,20,6,1,1,2,4,7.0,3,5,11,11680,42,42830,27,27110,6,경기도,서울,2인 여행(가족 외),3,1.0,4.0,1,41,11
e007689,11,여,20,6,1,1,12,1,7.0,3,2,50,50130,42,42150,50,50110,5,서울특별시,인천,나홀로 여행,4,1.0,2.0,0,11,28
e000407,41,여,50,6,2,5,2,4,9.0,2,2,42,42150,41,41590,47,47280,6,경기도,경기,3인 이상 여행(가족 외),7,3.0,2.0,4,41,41
e003434,41,여,40,6,2,4,3,3,6.0,3,3,42,42760,41,41460,41,41130,4,경기도,경기,자녀 동반 여행,3,1.0,6.0,3,41,41
e004774,29,남,30,4,1,2,5,6,7.0,4,4,27,27110,11,11680,46,46150,7,광주광역시,서울,나홀로 여행,2,1.0,7.0,0,29,11
e010868,41,여,40,6,1,4,3,4,8.0,3,1,27,27260,26,26350,11,11170,6,경기도,인천,3인 이상 여행(가족 외),5,8.0,3.0,2,41,28
e002171,41,남,30,6,2,2,2,5,9.0,1,1,50,50110,43,43130,26,26710,7,경기도,경기,2인 가족 여행,3,2.0,1.0,1,41,41
e001990,11,여,20,6,1,5,3,4,12.0,2,1,46,46810,42,42150,11,11110,6,서울특별시,경기,나홀로 여행,1,2.0,5.0,0,11,41
e001557,11,여,30,6,2,2,3,4,7.0,3,4,50,50130,42,42110,42,42210,6,서울특별시,경기,나홀로 여행,7,5.0,2.0,0,11,41
e011941,41,여,40,6,2,3,11,1,7.0,3,3,11,11680,42,42210,50,50130,1,경기도,서울,2인 여행(가족 외),3,2.0,1.0,1,41,11
e003682,28,여,20,5,1,4,3,4,11.0,2,1,26,26500,50,50130,50,50110,6,인천광역시,서울,2인 여행(가족 외),3,4.0,0.0,1,28,11
e000299,50,여,50,5,1,1,3,3,7.0,3,4,50,50110,11,11140,46,46130,6,제주특별자치도,서울,나홀로 여행,8,7.0,1.0,0,50,11
e011737,41,여,20,6,1,4,12,3,5.0,3,8,50,50130,42,42210,47,47170,5,경기도,서울,나홀로 여행,1,8.0,2.0,0,41,11
e000014,28,남,60,7,2,6,3,7,11.0,3,2,50,50130,42,42720,41,41820,6,인천광역시,경기,자녀 동반 여행,3,9.0,1.0,2,28,41
e002289,41,여,20,6,1,4,2,3,6.0,2,2,50,50130,41,41820,41,41110,7,경기도,경기,2인 가족 여행,2,3.0,7.0,1,41,41
e004457,41,여,20,6,1,1,3,4,7.0,3,4,48,48310,44,44130,46,46730,7,경기도,서울,나홀로 여행,7,4.0,2.0,0,41,11
e008245,41,남,20,6,1,4,4,5,8.0,2,2,42,42150,50,50110,11,11440,2,경기도,서울,2인 여행(가족 외),1,5.0,9.0,1,41,11
e007995,11,남,30,5,1,3,9,3,6.0,3,1,26,26350,50,50110,45,45140,5,서울특별시,경기,나홀로 여행,2,1.0,4.0,0,11,41
e008119,11,여,20,6,1,1,13,4,7.0,1,1,50,50110,50,50130,42,42150,7,서울특별시,경기,2인 여행(가족 외),7,1.0,8.0,1,11,41
e008286,41,여,30,4,1,4,12,2,9.0,3,2,42,42190,26,26350,42,42210,4,경기도,서울,3인 이상 여행(가족 외),3,7.0,5.0,4,41,11
e000591,41,남,30,6,2,3,3,4,10.0,2,1,41,41820,50,50110,42,42830,5,경기도,서울,2인 가족 여행,2,3.0,1.0,1,41,11
e007312,41,남,30,6,2,3,3,12,12.0,1,1,42,42820,41,41280,46,46130,7,경기도,경기,자녀 동반 여행,3,5.0,1.0,2,41,41
e010926,11,여,30,4,1,2,2,3,4.0,3,5,26,26350,42,42780,50,50110,3,서울특별시,인천,부모 동반 여행,9,3.0,6.0,2,11,28
e002030,28,남,30,7,2,2,13,1,4.0,2,1,50,50130,26,26350,42,42210,4,인천광역시,경기,나홀로 여행,6,8.0,7.0,0,28,41
e006151,41,남,20,6,1,3,3,5,7.0,2,1,26,26350,50,50130,42,42150,1,경기도,서울,2인 여행(가족 외),3,9.0,2.0,1,41,11
e007546,41,여,60,6,2,3,3,5,10.0,3,7,42,42150,50,50130,41,41820,3,경기도,경기,부모 동반 여행,1,0.0,0.0,4,41,41
e007572,11,여,30,6,1,3,3,4,12.0,3,3,50,50110,50,50130,42,42150,6,서울특별시,경기,나홀로 여행,8,6.0,1.0,0,11,41
e007621,44,여,60,5,2,1,11,1,7.0,2,2,42,42230,41,41310,30,30140,4,충청남도,경기,나홀로 여행,6,1.0,8.0,0,44,41
e012622,28,여,20,5,1,3,4,4,5.0,3,6,50,50110,42,42210,26,26350,7,인천광역시,경기,2인 여행(가족 외),1,2.0,0.0,1,28,41
e005813,29,여,20,6,1,1,3,4,7.0,3,1,50,50110,26,26350,11,11680,6,광주광역시,서울,나홀로 여행,4,2.0,1.0,0,29,11
e008181,41,남,20,6,1,4,12,3,5.0,3,1,11,11710,11,11560,41,41110,5,경기도,서울,2인 여행(가족 외),3,7.0,2.0,1,41,11
e002719,41,남,30,4,2,4,4,1,4.0,2,2,41,41290,28,28185,41,41570,6,경기도,경기,자녀 동반 여행,3,7.0,1.0,3,41,41
e003330,30,여,30,5,1,3,2,4,8.0,2,2,11,11680,27,27260,50,50130,7,대전광역시,서울,2인 가족 여행,1,3.0,2.0,1,30,11
e001325,41,여,30,6,1,5,2,4,11.0,2,4,42,42210,50,50110,11,11170,1,경기도,서울,2인 여행(가족 외),3,2.0,1.0,1,41,11
e006913,11,여,30,6,1,1,3,4,7.0,2,1,42,42150,41,41820,42,42830,7,서울특별시,경기,2인 여행(가족 외),7,1.0,3.0,1,11,41
e000332,28,남,20,5,1,1,4,3,7.0,2,2,26,26500,50,50130,42,42210,1,인천광역시,서울,2인 여행(가족 외),9,3.0,1.0,1,28,11
e008803,41,여,20,6,1,4,3,4,6.0,3,2,28,28185,46,46150,50,50110,6,경기도,인천,2인 여행(가족 외),1,3.0,2.0,1,41,28
e004058,11,여,30,5,1,3,3,3,5.0,3,2,50,50110,26,26200,47,47130,5,서울특별시,경기,나홀로 여행,1,2.0,7.0,0,11,41
e010759,11,여,20,6,1,5,3,3,11.0,2,2,28,28710,26,26350,50,50110,7,서울특별시,경기,2인 여행(가족 외),3,9.0,7.0,1,11,41
e008113,41,남,40,7,2,3,2,5,11.0,3,2,42,42820,47,47130,41,41480,4,경기도,경기,2인 여행(가족 외),3,1.0,2.0,1,41,41
e008124,11,남,20,4,1,1,2,5,7.0,2,1,41,41110,50,50110,50,50130,2,서울특별시,경기,2인 여행(가족 외),3,1.0,10.0,1,11,41
e010336,11,남,20,7,1,1,2,2,7.0,2,4,42,42210,26,26530,47,47110,4,서울특별시,경기,2인 여행(가족 외),3,6.0,2.0,1,11,41
e009556,11,남,30,6,1,2,3,4,4.0,2,1,11,11590,41,41110,30,30140,6,서울특별시,경기,2인 여행(가족 외),1,3.0,2.0,1,11,41
e004304,41,남,20,6,1,1,8,5,7.0,3,4,44,44825,30,30170,11,11740,5,경기도,서울,2인 여행(가족 외),1,3.0,8.0,1,41,11
e004773,41,남,30,6,1,3,2,4,8.0,2,1,50,50130,50,50110,43,43110,5,경기도,경기,나홀로 여행,4,6.0,2.0,0,41,41
e007705,11,여,30,6,1,1,3,5,7.0,4,1,50,50110,50,50130,42,42830,6,서울특별시,인천,2인 여행(가족 외),3,1.0,2.0,1,11,28
e007460,41,남,20,4,1,1,3,4,7.0,3,5,46,46130,30,30140,42,42210,7,경기도,경기,2인 여행(가족 외),1,7.0,5.0,1,41,41
e010763,11,남,30,6,1,1,2,5,7.0,3,2,42,42170,50,50130,42,42830,4,서울특별시,경기,2인 여행(가족 외),7,2.0,1.0,1,11,41
e003898,41,여,30,4,2,2,5,3,6.0,3,5,50,50110,42,42210,41,41820,6,경기도,경기,2인 가족 여행,1,2.0,3.0,1,41,41
e004344,28,여,30,5,1,3,3,4,9.0,3,6,42,42210,50,50110,42,42150,2,서울특별시,경기,나홀로 여행,4,2.0,8.0,0,11,41
e011885,41,남,30,4,2,4,11,1,4.0,3,6,42,42830,42,42210,26,26140,7,경기도,경기,자녀 동반 여행,3,1.0,10.0,3,41,41
