TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_RESIDENCE_CODE,TRAVEL_STATUS_DESTINATION_CODE
e004720,41,여,60,4,3,3,11,4,9.0,2,2,11,11500,47,47760,41,41390,5,경기도,서울,2인 가족 여행,2,6.0,0.0,1,41,11
e000914,30,여,20,6,1,1,3,4,7.0,3,2,45,45110,26,26230,11,11650,1,대전광역시,서울,나홀로 여행,1,7.0,10.0,0,30,11
e003564,41,여,30,7,2,4,2,7,12.0,2,2,42,42210,48,48840,41,41480,7,경기도,경기,자녀 동반 여행,8,3.0,7.0,3,41,41
e000396,41,여,30,6,2,2,2,2,5.0,2,1,50,50110,42,42150,44,44825,6,경기도,인천,2인 가족 여행,9,1.0,7.0,1,41,28
e001890,11,남,20,6,1,4,3,5,9.0,3,4,42,42210,26,26320,50,50110,6,서울특별시,경기,2인 여행(가족 외),3,1.0,5.0,1,11,41
e007797,41,남,30,6,1,3,3,5,8.0,3,4,26,26290,50,50110,50,50130,6,경기도,경기,나홀로 여행,1,8.0,7.0,0,41,41
e003039,41,여,30,6,2,4,5,11,12.0,2,1,41,41820,42,42830,42,42150,5,경기도,경기,나홀로 여행,2,0.0,0.0,0,41,41
e000782,41,남,50,7,2,3,2,5,9.0,2,1,42,42150,41,41450,11,11710,2,경기도,서울,3인 이상 여행(가족 외),5,3.0,1.0,2,41,11
e008478,11,여,20,5,1,1,12,1,7.0,3,4,46,46790,11,11110,50,50110,3,서울특별시,경기,2인 여행(가족 외),10,7.0,3.0,1,11,41
e000655,11,남,50,6,1,1,4,3,7.0,2,2,11,11500,28,28245,50,50110,2,서울특별시,경기,나홀로 여행,2,6.0,10.0,0,11,41
e006837,41,여,60,5,2,4,9,4,7.0,3,5,50,50130,42,42210,26,26230,7,경기도,경기,자녀 동반 여행,1,5.0,0.0,1,41,41
e008666,27,남,40,4,2,4,4,4,4.0,2,1,26,26350,11,11680,47,47770,5,대구광역시,서울,나홀로 여행,1,7.0,5.0,0,27,11
e002058,41,남,60,6,2,2,2,3,6.0,3,2,50,50110,26,26350,42,42150,7,경기도,경기,3인 이상 여행(가족 외),3,2.0,1.0,5,41,41
e010598,30,여,20,6,1,2,12,2,4.0,3,3,11,11110,42,42820,27,27110,7,대전광역시,서울,2인 여행(가족 외),2,3.0,7.0,1,30,11
e007838,30,여,30,6,1,1,3,3,7.0,3,6,11,11170,11,11440,11,11110,6,대전광역시,서울,나홀로 여행,8,1.0,5.0,0,30,11
e007403,41,여,20,8,1,1,2,5,7.0,3,2,11,11140,11,11215,11,11350,6,경기도,서울,3인 이상 여행(가족 외),1,3.0,2.0,3,41,11
e007169,41,여,40,6,2,3,11,1,8.0,2,3,42,42830,47,47930,41,41830,6,경기도,서울,자녀 동반 여행,8,7.0,3.0,1,41,11
e001267,41,남,40,6,2,2,2,7,7.0,2,1,11,11110,50,50110,46,46130,6,경기도,경기,2인 여행(가족 외),1,7.0,3.0,1,41,41
e005765,41,남,40,6,1,1,2,5,7.0,3,4,11,11110,11,11215,50,50110,2,경기도,서울,2인 여행(가족 외),2,3.0,7.0,1,41,11
e001538,41,남,40,4,2,2,2,4,6.0,3,4,31,31110,26,26500,42,42170,7,경기도,경기,3인 이상 여행(가족 외),2,3.0,1.0,5,41,41
e000608,47,여,20,6,1,3,12,3,7.0,2,3,11,11440,26,26350,47,47110,6,경상북도,서울,나홀로 여행,7,4.0,2.0,0,47,11
e003810,28,여,30,7,2,2,3,7,12.0,2,1,50,50130,42,42150,47,47130,6,인천광역시,경기,2인 가족 여행,2,3.0,5.0,1,28,41
e010900,11,남,20,6,1,4,12,1,3.0,3,5,41,41150,41,41820,26,26350,3,서울특별시,경기,2인 여행(가족 외),1,3.0,7.0,1,11,41
e002491,41,남,20,5,1,4,7,5,9.0,3,4,50,50110,41,41830,42,42150,6,경기도,경기,2인 여행(가족 외),2,3.0,1.0,1,41,41
e000556,11,남,30,6,1,3,3,6,11.0,3,5,50,50130,42,42150,26,26350,6,서울특별시,경기,부모 동반 여행,1,3.0,7.0,2,11,41
e002389,11,여,60,4,2,2,11,3,4.0,3,5,42,42170,41,41280,41,41570,3,서울특별시,경기,2인 가족 여행,6,3.0,1.0,1,11,41
e003334,11,남,30,6,1,1,3,5,7.0,3,2,42,42210,26,26350,42,42150,4,서울특별시,경기,나홀로 여행,7,1.0,0.0,0,11,41
e007807,41,여,40,6,2,4,13,7,12.0,1,1,50,50130,42,42210,26,26350,6,경기도,서울,2인 여행(가족 외),1,6.0,7.0,1,41,11
e005532,11,남,50,7,2,3,11,1,9.0,2,1,50,50110,41,41830,42,42210,7,서울특별시,경기,3인 이상 여행(가족 외),1,3.0,2.0,3,11,41
e003175,41,여,30,6,2,4,13,3,7.0,3,4,42,42210,42,42760,50,50130,6,경기도,경기,자녀 동반 여행,10,0.0,0.0,3,41,41
e001098,11,여,30,7,1,3,3,4,11.0,2,1,42,42210,41,41480,26,26500,4,서울특별시,경기,2인 여행(가족 외),1,3.0,2.0,1,11,41
e000627,41,남,40,7,2,4,3,5,8.0,3,4,41,41110,28,28185,42,42150,5,경기도,인천,나홀로 여행,2,1.0,4.0,0,41,28
e007836,43,여,40,6,2,4,3,6,10.0,2,2,42,42750,43,43150,45,45730,5,충청북도,경기,자녀 동반 여행,3,1.0,10.0,2,43,41
e012144,44,여,20,6,1,4,12,1,7.0,1,4,50,50130,11,11710,26,26350,7,충청남도,서울,2인 가족 여행,3,1.0,2.0,1,44,11
e011483,41,여,20,7,1,3,2,2,3.0,2,3,11,11230,41,41820,41,41390,7,경기도,서울,2인 여행(가족 외),1,3.0,7.0,1,41,11
e000346,11,남,60,6,2,3,2,6,6.0,2,1,26,26200,28,28710,11,11440,5,서울특별시,인천,3인 이상 여행(가족 외),7,3.0,1.0,2,11,28
e003929,41,여,40,5,2,3,11,1,4.0,2,2,42,42170,11,11230,48,48330,6,경기도,경기,나홀로 여행,5,7.0,1.0,0,41,41
e007231,41,여,60,6,2,5,2,5,7.0,3,2,42,42150,50,50130,47,47130,5,경기도,서울,2인 여행(가족 외),4,7.0,1.0,1,41,11
e006884,11,남,30,6,2,2,3,6,9.0,2,2,42,42130,42,42750,42,42770,5,서울특별시,경기,2인 가족 여행,6,3.0,2.0,1,11,41
e003449,11,여,60,2,3,1,11,2,7.0,2,1,41,41360,41,41650,42,42780,4,서울특별시,경기,2인 여행(가족 외),2,1.0,3.0,1,11,41
e001544,11,여,30,6,1,1,4,4,7.0,3,3,47,47130,45,45110,46,46130,7,서울특별시,경기,2인 가족 여행,7,2.0,0.0,1,11,41
e010174,41,여,20,6,1,3,3,4,9.0,2,1,48,48120,11,11260,41,41360,7,경기도,서울,2인 여행(가족 외),3,1.0,7.0,1,41,11
e006179,41,여,30,6,1,2,3,7,7.0,3,6,50,50110,42,42150,42,42210,7,경기도,서울,2인 여행(가족 외),2,1.0,3.0,1,41,11
e003381,41,여,30,7,1,2,13,5,6.0,2,2,41,41170,41,41820,27,27140,6,경기도,경기,2인 여행(가족 외),1,2.0,3.0,1,41,41
e009505,41,남,30,6,1,1,5,4,7.0,3,3,42,42210,48,48220,31,31710,2,경기도,경기,2인 여행(가족 외),3,1.0,7.0,1,41,41
e007871,41,여,40,6,2,3,11,2,6.0,2,2,47,47130,28,28710,42,42110,6,경기도,서울,자녀 동반 여행,8,7.0,3.0,2,41,11
e007583,41,남,20,5,1,1,2,6,7.0,2,1,48,48170,11,11680,26,26500,5,경기도,서울,2인 여행(가족 외),3,1.0,7.0,1,41,11
e002045,28,남,30,6,1,2,3,5,5.0,3,6,42,42210,26,26350,44,44825,5,인천광역시,경기,2인 여행(가족 외),2,1.0,3.0,1,28,41
e001251,41,여,30,7,2,4,2,7,12.0,1,1,50,50130,47,47930,42,42830,2,경기도,서울,자녀 동반 여행,3,8.0,2.0,3,41,11
e003409,43,여,30,6,1,2,3,4,5.0,2,2,50,50130,48,48310,46,46150,7,충청북도,서울,2인 여행(가족 외),5,3.0,1.0,1,43,11
e003870,11,남,60,4,2,2,13,5,6.0,2,2,41,41360,28,28710,41,41460,5,서울특별시,경기,3대 동반 여행(친척 포함),3,2.0,7.0,5,11,41
e003073,11,여,20,6,1,2,12,1,1.0,1,5,50,50130,42,42720,42,42230,5,서울특별시,경기,3인 이상 여행(가족 외),1,2.0,7.0,7,11,41
e003547,41,여,20,6,1,4,12,2,11.0,3,1,11,11680,42,42210,50,50110,2,경기도,서울,나홀로 여행,7,1.0,4.0,0,41,11
e004313,41,여,20,6,1,4,2,4,10.0,2,1,46,46150,29,29110,47,47110,6,경기도,경기,나홀로 여행,1,2.0,6.0,0,41,41
e001188,41,남,40,6,2,3,3,6,7.0,2,1,26,26350,47,47130,50,50130,4,경기도,경기,3인 이상 여행(가족 외),3,1.0,6.0,2,41,41
e010740,41,여,20,5,1,5,3,4,8.0,3,7,50,50130,26,26350,11,11110,6,경기도,서울,나홀로 여행,1,2.0,7.0,0,41,11
e006816,11,남,30,6,2,2,11,2,7.0,2,1,42,42150,42,42820,47,47130,6,서울특별시,경기,2인 여행(가족 외),1,3.0,5.0,1,11,41
e010729,41,여,20,6,1,3,3,4,6.0,3,1,11,11440,26,26350,41,41110,5,경기도,서울,부모 동반 여행,7,1.0,6.0,2,41,11
e001103,41,여,40,5,1,3,13,4,6.0,2,1,50,50110,50,50130,42,42210,6,경기도,서울,3인 이상 여행(가족 외),2,3.0,1.0,2,41,11
e000745,11,여,40,6,2,4,2,5,9.0,2,1,41,41130,46,46130,11,11680,5,서울특별시,경기,3인 이상 여행(가족 외),3,8.0,7.0,2,11,41
e010991,11,남,30,6,4,1,3,5,7.0,2,1,42,42820,42,42830,42,42750,7,서울특별시,경기,2인 여행(가족 외),3,7.0,1.0,1,11,41
e007421,11,여,30,7,1,4,2,6,12.0,2,2,41,41110,11,11680,41,41360,7,서울특별시,경기,2인 여행(가족 외),3,8.0,7.0,1,11,41
e001142,11,여,30,5,1,1,13,3,7.0,3,6,50,50130,42,42150,26,26350,6,서울특별시,인천,2인 여행(가족 외),1,2.0,7.0,1,11,28
e001026,41,남,30,7,2,2,13,6,11.0,3,10,50,50130,42,42210,11,11560,6,경기도,경기,2인 가족 여행,3,1.0,2.0,1,41,41
e000628,11,남,40,6,1,1,3,7,7.0,3,3,42,42150,41,41820,26,26350,5,서울특별시,경기,3인 이상 여행(가족 외),3,2.0,1.0,2,11,41
e002284,41,남,20,7,1,1,12,4,7.0,2,1,50,50110,41,41590,26,26350,7,경기도,경기,2인 여행(가족 외),3,7.0,5.0,1,41,41
e004561,41,여,30,6,2,2,3,5,9.0,2,1,41,41460,11,11110,50,50130,5,경기도,경기,나홀로 여행,7,2.0,1.0,0,41,41
e004050,11,여,30,6,2,4,3,9,12.0,2,2,41,41830,42,42150,46,46730,7,서울특별시,경기,자녀 동반 여행,1,5.0,3.0,3,11,41
e003775,41,여,30,7,1,1,13,6,7.0,2,1,26,26350,26,26710,50,50130,6,경기도,서울,2인 여행(가족 외),3,0.0,0.0,1,41,11
e000686,41,남,30,4,1,1,8,4,7.0,3,8,50,50110,26,26350,45,45110,3,경기도,경기,2인 여행(가족 외),1,3.0,2.0,1,41,41
e007862,41,여,40,5,1,2,3,4,4.0,3,3,42,42150,46,46130,47,47110,6,경기도,인천,2인 여행(가족 외),1,8.0,7.0,1,41,28
e007914,11,여,20,6,1,4,3,4,4.0,4,1,50,50130,42,42210,42,42110,7,서울특별시,경기,2인 여행(가족 외),8,7.0,5.0,1,11,41
e002775,11,여,40,6,2,3,3,8,11.0,2,1,42,42760,45,45110,41,41480,2,서울특별시,경기,자녀 동반 여행,1,3.0,7.0,2,11,41
e006497,41,남,40,6,2,3,2,8,8.0,3,10,42,42210,26,26350,11,11200,3,경기도,서울,자녀 동반 여행,3,2.0,1.0,2,41,11
e004655,41,여,30,4,1,2,3,4,5.0,2,2,11,11710,41,41360,42,42830,4,경기도,서울,2인 여행(가족 외),1,3.0,7.0,1,41,11
e002625,43,여,30,5,1,2,4,4,8.0,4,1,42,42150,47,47770,26,26350,6,충청북도,경기,2인 여행(가족 외),2,1.0,5.0,1,43,41
e009412,28,여,20,4,1,5,12,1,6.0,2,1,11,11440,42,42150,27,27230,5,인천광역시,서울,2인 여행(가족 외),3,2.0,1.0,1,28,11
e012268,11,여,30,6,1,1,2,4,7.0,2,2,42,42760,46,46130,45,45130,2,서울특별시,경기,2인 여행(가족 외),3,1.0,2.0,1,11,41
e002064,41,남,20,6,1,5,12,2,10.0,2,1,50,50110,26,26350,11,11680,7,경기도,서울,2인 여행(가족 외),3,1.0,2.0,1,41,11
e007816,11,남,30,6,1,3,2,7,11.0,3,2,41,41570,26,26350,42,42210,3,서울특별시,경기,나홀로 여행,2,1.0,6.0,0,11,41
e002084,11,남,20,5,1,2,2,4,4.0,2,2,41,41360,42,42150,41,41830,5,서울특별시,경기,2인 여행(가족 외),1,3.0,7.0,1,11,41
e005157,30,남,60,6,2,2,3,1,4.0,2,1,48,48310,42,42150,26,26710,4,대전광역시,서울,자녀 동반 여행,8,3.0,1.0,2,30,11
e002570,11,남,50,7,2,4,2,7,8.0,2,2,41,41830,41,41820,41,41460,6,서울특별시,경기,3인 이상 여행(가족 외),3,1.0,7.0,3,11,41
e010492,41,여,20,6,1,5,2,3,8.0,2,1,42,42150,48,48310,45,45110,5,경기도,인천,부모 동반 여행,3,10.0,5.0,3,41,28
e006272,41,여,30,5,1,2,3,4,4.0,2,1,42,42150,41,41360,50,50130,1,경기도,경기,2인 여행(가족 외),1,3.0,5.0,1,41,41
e004326,11,남,20,5,1,3,10,5,8.0,2,1,41,41290,42,42150,41,41210,6,서울특별시,경기,3인 이상 가족 여행(친척 포함),3,1.0,5.0,2,11,41
e004658,45,여,20,6,1,6,3,4,4.0,2,2,26,26350,11,11110,30,30110,7,전라북도,서울,2인 여행(가족 외),3,5.0,2.0,1,45,11
e007796,11,여,40,5,2,4,13,3,8.0,2,1,41,41650,42,42210,28,28710,6,서울특별시,경기,자녀 동반 여행,2,6.0,3.0,3,11,41
e007155,41,여,20,6,1,4,3,4,8.0,2,2,50,50130,50,50110,42,42810,6,경기도,경기,2인 여행(가족 외),6,7.0,3.0,1,41,41
e002527,28,여,30,6,2,3,4,3,5.0,2,1,41,41280,31,31200,41,41480,3,인천광역시,경기,나홀로 여행,2,1.0,6.0,0,28,41
e005472,47,남,20,4,1,4,12,1,7.0,3,6,26,26500,11,11110,11,11440,5,경상북도,서울,2인 가족 여행,3,7.0,1.0,1,47,11
e002991,41,여,40,4,2,2,11,2,4.0,4,1,41,41110,26,26440,50,50130,6,경기도,경기,3인 이상 가족 여행(친척 포함),2,7.0,1.0,3,41,41
e004393,42,여,20,6,1,4,4,3,8.0,2,1,42,42150,50,50110,26,26350,3,강원도,경기,2인 여행(가족 외),1,3.0,2.0,1,42,41
e003006,41,남,30,4,2,2,7,7,10.0,2,1,26,26350,41,41130,29,29110,1,경기도,경기,2인 가족 여행,8,7.0,3.0,1,41,41
e004860,29,여,20,4,1,4,3,4,11.0,2,1,46,46130,50,50110,26,26350,7,광주광역시,경기,2인 가족 여행,3,1.0,5.0,1,29,41
e000693,11,남,40,5,2,4,11,2,6.0,2,2,42,42150,50,50110,28,28110,6,서울특별시,인천,자녀 동반 여행,1,3.0,2.0,2,11,28
e004380,11,여,30,6,2,4,4,4,7.0,3,4,42,42820,50,50110,42,42210,5,서울특별시,인천,자녀 동반 여행,7,9.0,3.0,3,11,28
e010724,41,여,20,6,1,1,4,4,7.0,3,5,11,11680,26,26110,50,50110,4,경기도,경기,2인 여행(가족 외),3,2.0,7.0,1,41,41
e000018,41,여,40,6,2,5,11,1,5.0,3,6,41,41360,42,42790,11,11410,2,경기도,경기,자녀 동반 여행,1,7.0,8.0,2,41,41
e011151,11,남,30,6,2,2,3,7,12.0,3,3,11,11380,11,11110,11,11740,4,서울특별시,경기,2인 가족 여행,1,2.0,3.0,1,11,41
e001351,11,남,30,6,1,2,3,6,8.0,1,2,26,26530,48,48310,42,42210,6,서울특별시,경기,2인 여행(가족 외),1,2.0,9.0,1,11,41
e011588,11,남,40,6,2,4,2,7,8.0,2,1,42,42150,41,41570,44,44130,3,서울특별시,경기,자녀 동반 여행,3,2.0,6.0,2,11,41
e001458,11,여,60,6,3,2,2,2,8.0,2,1,50,50130,26,26350,46,46150,2,서울특별시,경기,자녀 동반 여행,1,3.0,2.0,1,11,41
e007800,28,남,30,5,2,3,7,6,6.0,2,3,41,41290,41,41110,42,42110,5,인천광역시,경기,자녀 동반 여행,8,1.0,7.0,2,28,41
e003885,11,여,20,6,1,3,3,6,7.0,2,2,42,42150,41,41820,28,28110,7,서울특별시,경기,2인 여행(가족 외),2,3.0,1.0,1,11,41
e005483,28,여,30,5,2,2,11,3,7.0,2,1,43,43130,41,41110,11,11170,7,인천광역시,경기,2인 가족 여행,3,1.0,5.0,1,28,41
e005781,41,여,20,6,1,2,4,3,4.0,3,2,42,42150,26,26350,45,45110,2,서울특별시,경기,부모 동반 여행,2,9.0,3.0,4,11,41
e005110,41,남,30,7,1,1,2,5,7.0,2,2,42,42150,50,50110,47,47110,7,경기도,경기,3인 이상 여행(가족 외),2,9.0,3.0,3,41,41
e013030,44,남,40,7,2,4,2,6,8.0,2,1,41,41110,44,44825,43,43760,2,충청남도,경기,자녀 동반 여행,5,7.0,2.0,3,44,41
e003867,28,여,20,6,1,4,3,4,9.0,3,5,42,42210,26,26350,50,50130,4,인천광역시,경기,2인 여행(가족 외),1,2.0,3.0,1,28,41
e003126,41,여,20,7,1,3,2,5,10.0,1,1,42,42150,50,50130,42,42210,5,경기도,경기,3인 이상 여행(가족 외),1,3.0,2.0,2,41,41
e008174,11,남,40,6,2,4,3,5,6.0,2,1,42,42150,43,43150,26,26350,5,서울특별시,경기,나홀로 여행,1,2.0,0.0,0,11,41
e009771,28,남,20,6,1,2,2,4,5.0,3,3,50,50130,42,42150,26,26230,3,인천광역시,경기,2인 여행(가족 외),3,1.0,7.0,1,28,41
e004821,11,여,20,6,1,1,3,4,7.0,2,2,42,42150,26,26350,50,50110,7,서울특별시,경기,2인 여행(가족 외),3,8.0,7.0,1,11,41
e007509,11,여,30,4,1,4,3,3,4.0,3,1,50,50110,50,50130,41,41460,7,서울특별시,경기,자녀 동반 여행,7,1.0,2.0,3,11,41
e010055,30,여,30,6,1,5,12,2,12.0,2,2,42,42770,28,28200,44,44270,3,대전광역시,인천,3인 이상 여행(가족 외),9,1.0,2.0,4,30,28
e003433,41,남,30,6,1,2,3,5,5.0,2,1,42,42150,42,42760,26,26350,7,경기도,경기,3인 이상 여행(가족 외),7,1.0,6.0,2,41,41
e005711,41,여,60,6,2,2,11,1,5.0,3,2,41,41280,42,42150,26,26350,5,경기도,경기,2인 가족 여행,5,1.0,2.0,1,41,41
e003237,28,여,30,6,2,2,3,5,7.0,3,4,50,50130,42,42210,26,26350,6,인천광역시,경기,2인 가족 여행,3,2.0,6.0,1,28,41
e000942,41,남,30,5,1,2,3,5,5.0,3,2,41,41830,50,50130,42,42150,2,서울특별시,경기,2인 여행(가족 외),1,2.0,3.0,1,11,41
e006098,30,여,30,6,1,3,2,5,7.0,3,4,46,46150,50,50110,11,11290,2,대전광역시,서울,3인 이상 여행(가족 외),3,2.0,6.0,2,30,11
e005102,41,남,30,6,2,2,3,5,7.0,3,2,50,50130,26,26140,42,42150,2,경기도,서울,2인 여행(가족 외),2,5.0,6.0,1,41,11
e005351,42,여,20,6,1,1,3,6,7.0,3,5,50,50130,50,50110,47,47130,6,강원도,경기,3인 이상 여행(가족 외),3,1.0,5.0,4,42,41
e004800,45,남,20,6,1,1,12,1,7.0,4,1,11,11500,47,47130,26,26350,5,전라북도,서울,2인 여행(가족 외),1,3.0,2.0,1,45,11
e003241,41,남,30,6,2,2,2,5,10.0,2,1,50,50130,26,26350,42,42150,2,경기도,인천,2인 가족 여행,1,3.0,2.0,1,41,28
e004245,28,남,30,6,1,3,3,5,9.0,1,2,11,11260,11,11170,11,11545,5,인천광역시,서울,2인 여행(가족 외),7,8.0,3.0,1,28,11
e004864,47,여,20,6,1,4,12,1,9.0,3,5,11,11740,28,28237,26,26230,4,경상북도,서울,2인 가족 여행,2,7.0,3.0,1,47,11
e007660,11,여,20,6,1,1,13,1,7.0,1,1,42,42170,42,42820,26,26410,5,서울특별시,경기,나홀로 여행,6,2.0,7.0,0,11,41
e006544,44,여,20,6,1,4,12,1,1.0,2,3,41,41820,46,46130,44,44130,7,충청북도,서울,2인 여행(가족 외),3,7.0,9.0,1,43,11
e000037,11,여,30,6,2,1,5,4,7.0,2,1,41,41460,41,41820,41,41830,4,서울특별시,경기,나홀로 여행,4,2.0,7.0,0,11,41
e005175,41,남,30,4,1,2,8,5,7.0,2,1,42,42720,46,46730,48,48220,6,경기도,경기,부모 동반 여행,8,2.0,3.0,2,41,41
e001140,41,남,40,7,2,3,3,5,5.0,3,3,42,42150,42,42820,42,42170,4,서울특별시,경기,나홀로 여행,5,7.0,6.0,0,11,41
e005335,28,남,20,6,2,2,4,5,7.0,2,1,26,26260,42,42150,41,41570,7,인천광역시,경기,2인 가족 여행,3,7.0,2.0,1,28,41
e002176,41,여,40,5,2,4,7,5,6.0,3,2,41,41630,50,50130,42,42150,2,경기도,경기,나홀로 여행,2,6.0,1.0,0,41,41
e006407,43,남,20,6,1,5,13,3,6.0,3,3,11,11680,50,50110,30,30110,4,충청북도,서울,2인 여행(가족 외),1,7.0,8.0,1,43,11
e007783,11,남,30,6,1,3,3,4,5.0,3,3,42,42150,41,41210,46,46800,7,서울특별시,경기,2인 여행(가족 외),3,1.0,2.0,1,11,41
e008809,41,여,20,6,1,1,3,3,7.0,3,2,28,28140,42,42150,41,41390,7,경기도,서울,2인 여행(가족 외),2,3.0,1.0,1,41,11
e001382,11,여,30,6,2,2,2,5,10.0,2,3,50,50110,41,41820,26,26350,7,서울특별시,경기,2인 여행(가족 외),2,1.0,3.0,1,11,41
e009772,41,여,30,5,1,2,4,4,6.0,2,2,11,11710,41,41610,11,11170,6,경기도,서울,2인 여행(가족 외),6,1.0,5.0,1,41,11
e003062,28,남,30,6,1,1,2,4,7.0,2,1,26,26350,42,42210,41,41820,1,인천광역시,경기,2인 여행(가족 외),1,3.0,5.0,1,28,41
e005886,30,남,30,5,1,3,12,4,5.0,3,5,50,50110,42,42150,26,26500,6,대전광역시,서울,3인 이상 여행(가족 외),5,3.0,1.0,3,30,11
e006452,11,여,20,4,1,4,3,3,6.0,3,7,50,50110,26,26350,43,43800,5,서울특별시,경기,2인 여행(가족 외),9,3.0,1.0,1,11,41
e003419,28,여,20,6,1,4,4,2,6.0,3,5,28,28710,42,42150,50,50110,6,인천광역시,경기,2인 여행(가족 외),9,3.0,1.0,1,28,41
e002760,11,남,30,6,2,4,13,3,9.0,2,2,42,42830,50,50130,26,26710,6,서울특별시,경기,자녀 동반 여행,8,7.0,5.0,1,11,41
e001132,11,남,20,6,1,1,2,5,7.0,3,2,42,42150,50,50110,26,26350,6,서울특별시,경기,2인 여행(가족 외),7,3.0,2.0,1,11,41
e010678,11,여,20,5,1,4,2,4,11.0,2,1,42,42150,42,42820,42,42170,6,서울특별시,인천,2인 여행(가족 외),1,3.0,5.0,1,11,28
e002931,41,남,50,4,2,4,7,7,10.0,3,12,42,42830,26,26350,50,50130,7,경기도,경기,3인 이상 여행(가족 외),6,3.0,2.0,3,41,41
e000025,11,여,40,6,2,3,2,4,9.0,2,1,41,41480,44,44800,42,42150,1,서울특별시,경기,자녀 동반 여행,3,1.0,2.0,2,11,41
e007937,41,여,20,6,1,4,12,2,9.0,3,2,42,42210,47,47130,41,41460,6,경기도,경기,나홀로 여행,1,6.0,0.0,0,41,41
e001471,11,남,30,6,1,4,2,3,7.0,3,2,50,50130,26,26440,42,42210,1,서울특별시,경기,나홀로 여행,1,2.0,4.0,0,11,41
e000360,41,남,30,7,2,2,3,5,8.0,3,5,50,50130,50,50110,41,41610,7,경기도,경기,2인 가족 여행,2,6.0,5.0,1,41,41
e000818,41,여,30,6,1,3,2,5,10.0,3,7,50,50110,42,42830,42,42230,7,경기도,경기,2인 여행(가족 외),2,5.0,10.0,1,41,41
e011396,11,여,20,6,1,3,3,5,12.0,3,4,50,50130,50,50110,29,29200,7,서울특별시,경기,나홀로 여행,1,0.0,0.0,0,11,41
e004310,11,남,40,6,1,4,3,5,9.0,2,2,41,41820,42,42210,41,41360,4,서울특별시,인천,3인 이상 여행(가족 외),3,1.0,2.0,2,11,28
e007770,41,여,20,6,1,3,3,3,6.0,4,1,42,42210,11,11110,47,47250,1,경기도,서울,나홀로 여행,8,1.0,2.0,0,41,11
e011643,11,여,30,5,1,2,3,5,8.0,3,5,42,42750,45,45770,44,44150,4,서울특별시,경기,2인 여행(가족 외),2,3.0,1.0,1,11,41
e002784,27,여,20,6,1,3,3,2,9.0,2,2,11,11200,26,26170,47,47110,5,대구광역시,서울,나홀로 여행,2,7.0,1.0,0,27,11
e011413,41,여,30,6,2,4,3,7,12.0,1,1,50,50130,11,11170,41,41390,6,경기도,경기,자녀 동반 여행,3,1.0,2.0,3,41,41
e007192,11,여,30,7,1,1,3,7,7.0,3,4,48,48220,46,46710,28,28200,6,서울특별시,경기,나홀로 여행,5,1.0,7.0,0,11,41
e003019,28,남,30,6,1,1,13,2,7.0,3,1,48,48840,42,42770,42,42820,2,인천광역시,서울,나홀로 여행,1,7.0,6.0,0,28,11
e002248,42,여,30,6,2,3,4,1,6.0,2,2,26,26350,11,11650,41,41130,7,강원도,서울,나홀로 여행,6,5.0,1.0,0,42,11
e008354,41,여,30,4,1,2,2,3,6.0,2,1,50,50130,42,42830,26,26200,7,경기도,서울,나홀로 여행,5,7.0,10.0,0,41,11
e007552,11,여,40,7,2,2,3,5,11.0,3,5,50,50130,42,42190,26,26500,6,서울특별시,경기,나홀로 여행,2,1.0,6.0,0,11,41
e002260,11,여,20,6,1,2,4,3,6.0,2,1,11,11110,11,11170,41,41110,6,서울특별시,경기,나홀로 여행,7,8.0,4.0,0,11,41
e002506,41,남,30,6,2,2,2,6,7.0,2,1,28,28710,41,41390,44,44210,2,경기도,경기,2인 가족 여행,2,1.0,3.0,1,41,41
e009055,11,여,20,7,1,1,4,4,7.0,2,2,26,26290,11,11170,11,11590,4,서울특별시,경기,나홀로 여행,1,2.0,7.0,0,11,41
e000994,28,여,20,4,1,1,3,4,7.0,3,3,41,41820,26,26440,50,50130,6,인천광역시,경기,부모 동반 여행,2,5.0,10.0,2,28,41
e002437,11,남,30,6,2,4,3,6,9.0,2,1,11,11110,41,41480,41,41360,4,서울특별시,경기,자녀 동반 여행,3,2.0,1.0,3,11,41
e000959,41,여,40,6,2,3,11,1,7.0,3,2,41,41280,11,11110,50,50110,5,경기도,서울,자녀 동반 여행,1,3.0,2.0,3,41,11
e003753,11,여,30,7,1,4,3,5,12.0,3,2,41,41820,41,41360,41,41830,6,서울특별시,경기,부모 동반 여행,3,1.0,2.0,2,11,41
