TRAVEL_ID,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION_CHECK
e_e002402,e002402,1;2;3;4;5,2023-06-10,2023-06-11,대중교통 등,서울 방문/수도권 거주/39세 이하/자녀동반/일반미션,1;3;4
e_e002405,e002405,13;21;9,2023-06-11,2023-06-12,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,4;21;6
e_e002409,e002409,12;22;4,2023-06-06,2023-06-07,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,12;6;22
e_e002410,e002410,11;2;26;6,2023-06-03,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,6;9;11
e_e002411,e002411,1;26;4,2023-06-04,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,22;26;21
e_e002412,e002412,1;12;22;4;6,2023-06-03,2023-06-04,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,21;6;1
e_e002414,e002414,1;4,2023-06-09,2023-06-11,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,4;1;7
e_e002415,e002415,2;22;4;6;9,2023-06-03,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;4;6
e_e002421,e002421,22;5,2023-06-05,2023-06-06,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,5;22;8
e_e002422,e002422,1;6,2023-06-04,2023-06-06,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;6;22
e_e002423,e002423,1;2;3;5;6;9;12;21;22;24;26;28,2023-06-05,2023-06-07,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;6;21
e_e002425,e002425,27;28;6;1,2023-06-04,2023-06-05,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,6;27;24
e_e002433,e002433,22;1,2023-06-05,2023-06-06,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;11;24
e_e002437,e002437,21;22;27,2023-06-03,2023-06-04,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,21;2;22
e_e002451,e002451,1;3;4;5;7,2023-06-04,2023-06-05,대중교통 등,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;3;6
e_e002456,e002456,12;22,2023-06-03,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,24;22;5
e_e002462,e002462,11;2;22;26;6,2023-06-07,2023-06-09,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;11;12
e_e002465,e002465,1;22;24;6,2023-06-06,2023-06-07,자가용,서울 방문/수도권 거주/39세 이하/부부/일반미션,22;1;21
e_e002467,e002467,1;2;22;23;24,2023-06-03,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,23;24;2
e_e002470,e002470,6;6;3;3,2023-06-17,2023-06-18,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,3;6;12
e_e002471,e002471,12;2;21;22;9,2023-06-14,2023-06-16,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;9;22
e_e002476,e002476,24;27;6;9,2023-06-10,2023-06-11,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,3;1;24
e_e002477,e002477,21;27;3,2023-07-08,2023-07-09,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,27;21;3
e_e002479,e002479,23,2023-06-16,2023-06-18,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,23;1;7
e_e002481,e002481,22;6,2023-06-15,2023-06-17,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,6;22;21
e_e002483,e002483,1;12;13;3;6,2023-06-15,2023-06-17,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,3;22;23
e_e002491,e002491,22;27;8,2023-06-23,2023-06-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5;8;27
e_e002495,e002495,5,2023-07-08,2023-07-10,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,5;21;23
e_e002506,e002506,22;27;8,2023-06-10,2023-06-12,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;8;27
e_e002507,e002507,1;13;2;21;27,2023-06-11,2023-06-13,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,21;27;28
e_e002508,e002508,1;7;21;22,2023-06-24,2023-06-26,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,7;21;1
e_e002511,e002511,24,2023-06-10,2023-06-11,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;24;26
e_e002513,e002513,27,2023-06-17,2023-06-19,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,3;27;21
e_e002514,e002514,2;21;22;24;8,2023-06-17,2023-06-19,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;8;22
e_e002527,e002527,1;21;3,2023-06-11,2023-06-12,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;3;21
e_e002536,e002536,21;22;26;28;3,2023-06-27,2023-06-29,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,3;22;26
e_e002541,e002541,22;23;24;4,2023-06-10,2023-06-12,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,4;24;22
e_e002548,e002548,4;9;6;26,2023-06-17,2023-06-19,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,6;9;4
e_e002550,e002550,12;2;22;26;3,2023-06-13,2023-06-15,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,22;23;3
e_e002551,e002551,1;22;26,2023-06-17,2023-06-19,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,22;26;1
e_e002555,e002555,12;22;23;25;27,2023-07-02,2023-07-04,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,25;27;23
e_e002556,e002556,1;22;4,2023-06-23,2023-06-25,자가용,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,1;5;4
e_e002557,e002557,1;23;3;4;6,2023-06-24,2023-06-26,대중교통 등,서울 방문/수도권 외 거주/40세 이상/부부/일반미션,4;6;23
e_e002558,e002558,7;7;22,2023-06-10,2023-06-12,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,7;21;22
e_e002565,e002565,6;2;22;4,2023-06-18,2023-06-19,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,6;21;27
e_e002566,e002566,4;22;1,2023-06-14,2023-06-16,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,4;22;26
e_e002569,e002569,1;6;7;3;12,2023-07-07,2023-07-09,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,6;1;3
e_e002570,e002570,21;22;24;26,2023-06-10,2023-06-12,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,22;24;26
e_e002572,e002572,1;4;6;22;26;28,2023-06-09,2023-06-10,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,6;4;1
e_e002574,e002574,1;22;4;6;9,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,5;9;1
e_e002576,e002576,1;11;22;23;4,2023-06-25,2023-06-27,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,23;22;11
e_e002577,e002577,2;22;3;6;8,2023-06-11,2023-06-13,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,8;2;22
e_e002579,e002579,13;6;9,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,6;13;9
e_e002582,e002582,3;6;22;4;1;11;23;7;1;24;21,2023-06-18,2023-06-20,대중교통 등,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,3;6;23
e_e002583,e002583,22;7,2023-06-10,2023-06-12,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,7;4;22
e_e002584,e002584,2;23;6,2023-06-10,2023-06-12,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,23;2;6
e_e002589,e002589,12;26;22,2023-06-23,2023-06-25,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,12;2;22
e_e002590,e002590,22;11;26;21,2023-06-11,2023-06-12,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,11;22;26
e_e002593,e002593,28,2023-06-25,2023-06-26,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,28;4;22
e_e002597,e002597,5;8,2023-06-19,2023-06-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;5;23
e_e002599,e002599,25,2023-06-10,2023-06-11,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,25;4;21
e_e002600,e002600,1,2023-06-11,2023-06-12,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;4;22
e_e002605,e002605,12;22;3,2023-06-11,2023-06-12,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;12;3
e_e002606,e002606,11;21;27;4;6,2023-06-20,2023-06-21,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,11;4;26
e_e002607,e002607,22;25,2023-06-23,2023-06-25,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,25;22;24
e_e002610,e002610,2;21,2023-06-30,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;21;3
e_e002622,e002622,2;21,2023-06-17,2023-06-19,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,27;21;2
e_e002625,e002625,1;22;23,2023-06-30,2023-07-02,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,23;24;1
e_e002627,e002627,1;2;22;5;8,2023-07-07,2023-07-09,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,5;8;2
e_e002633,e002633,10;22;26,2023-06-25,2023-06-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,22;26;10
e_e002634,e002634,4;6;22,2023-06-26,2023-06-27,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;4;22
e_e002635,e002635,21;22;26;27;9,2023-07-01,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;26;10
e_e002638,e002638,1;23;24;26;27,2023-06-30,2023-07-02,대중교통 등,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,1;23;22
