TRAVEL_ID,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION_CHECK
e_e003821,e003821,1;2;22;24;4,2023-06-27,2023-06-28,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,22;26;6
e_e003826,e003826,1;22;3;4;5,2023-06-24,2023-06-26,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;3;13
e_e003830,e003830,21;22,2023-07-01,2023-07-02,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;21;1
e_e003833,e003833,1;4;22,2023-07-01,2023-07-02,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,22;1;4
e_e003834,e003834,1;3;6,2023-06-23,2023-06-24,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;3;1
e_e003840,e003840,1;22;23;26;6,2023-06-30,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;7;22
e_e003842,e003842,1;6,2023-06-24,2023-06-25,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,1;6;4
e_e003843,e003843,1;22;4,2023-06-25,2023-06-26,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;3;4
e_e003844,e003844,1;2;22;26;5,2023-06-24,2023-06-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3대 동반 여행/일반미션,22;21;5
e_e003845,e003845,2;22;23,2023-07-07,2023-07-09,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,23;22;26
e_e003848,e003848,1;22;24;3,2023-06-25,2023-06-26,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;4
e_e003850,e003850,1;21;22;23;4,2023-07-01,2023-07-03,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;22;23
e_e003853,e003853,3;2;6;22;24;26,2023-06-29,2023-06-30,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,22;6;4
e_e003855,e003855,1;2;3;9;12;22;27;26;6;7,2023-07-01,2023-07-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,3;1;6
e_e003856,e003856,6;2;11;4;3;21;22;24;26;27;28;4;2,2023-07-01,2023-07-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;2;11
e_e003857,e003857,27;7;8,2023-06-24,2023-06-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,8;24;22
e_e003858,e003858,1;2;3;4;6,2023-06-24,2023-06-26,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;6;11
e_e003867,e003867,1;4;6;5,2023-07-01,2023-07-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;4;6
e_e003868,e003868,22;28;4,2023-06-25,2023-06-26,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,4;22;1
e_e003870,e003870,2;21;22;23;5,2023-06-24,2023-06-26,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,21;2;27
e_e003882,e003882,2;10,2023-06-25,2023-06-26,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;10;5
e_e003885,e003885,1;10;21;22;24,2023-07-07,2023-07-09,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;10;22
e_e003886,e003886,2;22;23;26,2023-07-03,2023-07-05,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;23;28
e_e003887,e003887,10;2;5,2023-06-23,2023-06-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;5;10
e_e003891,e003891,2;26;5,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;11;5
e_e003892,e003892,21;22;4;6;9,2023-06-24,2023-06-26,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,21;22;1
e_e003894,e003894,1;2;22;6,2023-06-26,2023-06-27,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;1;4
e_e003896,e003896,1;2;23;6,2023-06-25,2023-06-27,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,2;23;1
e_e003898,e003898,22;25;26,2023-06-25,2023-06-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,25;22;26
e_e003900,e003900,1;12;2;27;3,2023-07-08,2023-07-09,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;3;1
e_e003906,e003906,6;13;21;22;24,2023-07-08,2023-07-09,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,21;13;24
e_e003909,e003909,2;21;24;26;28,2023-06-24,2023-06-25,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,3;11;9
e_e003915,e003915,8;22;2;21,2023-06-24,2023-06-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,8;2;21
e_e003928,e003928,1;21;22;23;26,2023-07-02,2023-07-04,자가용,서울 방문/수도권 거주/39세 이하/부부/일반미션,23;1;22
e_e003929,e003929,6;11;22;21;24,2023-07-22,2023-07-23,자가용,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,6;9;21
e_e003933,e003933,4,2023-06-24,2023-06-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,4;1;21
e_e003935,e003935,1;22;26,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,1;6;22
e_e003937,e003937,1;22;26;6,2023-07-08,2023-07-09,자가용,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,6;22;26
e_e003945,e003945,1;2;4;6;12;7;13;21;22;23;24;28;27;26,2023-07-08,2023-07-10,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;26;2
e_e003949,e003949,22;28;5,2023-06-27,2023-06-28,대중교통 등,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,28;5;22
e_e003958,e003958,1;22,2023-07-06,2023-07-08,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,22;11;5
e_e003963,e003963,1;2;21;23;3,2023-06-24,2023-06-26,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,1;3;4
e_e003965,e003965,1;13;24;26;3,2023-06-25,2023-06-26,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;4;13
e_e003967,e003967,1;8,2023-06-24,2023-06-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,8;1;24
e_e003968,e003968,1;4;6;3;22;11;27;21;24,2023-07-07,2023-07-09,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,3;6;22
e_e003971,e003971,11;4;6,2023-06-24,2023-06-25,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,6;28;11
e_e003975,e003975,2;21;5;6;9,2023-06-25,2023-06-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,23;10;5
e_e003976,e003976,2,2023-06-28,2023-06-29,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2;24;21
e_e003978,e003978,8,2023-06-27,2023-06-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,8;5;21
e_e003980,e003980,1;2;24;26;28,2023-07-03,2023-07-05,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;28;24
e_e003992,e003992,2;21;22;26;3,2023-06-28,2023-06-29,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,27;22;21
e_e003996,e003996,6,2023-07-01,2023-07-03,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,3;1;4
e_e003997,e003997,1;7;26;22;6,2023-07-22,2023-07-23,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;2;7
e_e003998,e003998,1;21;22;4;6,2023-07-02,2023-07-03,자가용,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,6;11;22
e_e003999,e003999,1;2;22;24;5,2023-07-03,2023-07-04,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;5;24
e_e004005,e004005,3;4;6;11;21;22;23;24,2023-07-08,2023-07-10,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,23;3;21
e_e004010,e004010,21;22;24;5,2023-06-30,2023-07-02,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,5;22;24
e_e004013,e004013,2;24;3;5;6,2023-07-06,2023-07-07,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,3;24;5
e_e004017,e004017,1;27;4;5;8,2023-06-28,2023-06-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,8;22;5
e_e004020,e004020,2;21;22;23;9,2023-07-06,2023-07-08,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;6;23
e_e004027,e004027,21;24;8,2023-06-27,2023-06-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,8;21;24
e_e004033,e004033,1;22;24;6,2023-07-02,2023-07-03,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;1;24
e_e004037,e004037,1;21;22;26,2023-06-26,2023-06-28,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;26;21
e_e004042,e004042,2;23;24;27;6,2023-07-05,2023-07-07,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;24;21
e_e004044,e004044,1;22;6;4;9,2023-06-28,2023-06-30,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;1;4
e_e004048,e004048,2;21;24;26;6,2023-07-01,2023-07-03,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,12;23;2
e_e004050,e004050,1;22;24;26,2023-07-02,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,22;26;5
e_e004051,e004051,1;22;24;26;3,2023-07-01,2023-07-02,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,22;26;1
e_e004053,e004053,1;21;22;4,2023-06-27,2023-06-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,4;21;24
e_e004057,e004057,2,2023-06-25,2023-06-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2;21;27
e_e004058,e004058,3,2023-07-07,2023-07-08,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,26;1;3
e_e004062,e004062,22;23;26;3;4,2023-07-07,2023-07-09,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3;24;21
e_e004066,e004066,1;22;26;6,2023-07-02,2023-07-03,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;22;26
e_e004071,e004071,23;24;4,2023-06-30,2023-07-02,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,3;23;4
e_e004072,e004072,1;3;22;6,2023-07-01,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;6;22
e_e004073,e004073,8;1;21;22;26,2023-06-30,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;8;22
e_e004074,e004074,1;22;26,2023-07-06,2023-07-08,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;1;22
e_e004076,e004076,10;21;22;23;26,2023-07-02,2023-07-04,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,10;23;22
e_e004084,e004084,21;22;24;26;4,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,22;24;26
e_e004087,e004087,1;22;21;26;24;3,2023-07-08,2023-07-10,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,26;3;21
e_e004100,e004100,12;2;24,2023-07-07,2023-07-09,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;24;1
e_e004101,e004101,1;11;2,2023-06-30,2023-07-01,대중교통 등,서울 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,1;2;24
e_e004105,e004105,22;24;5,2023-07-08,2023-07-09,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;24;26
e_e004107,e004107,24;22;26;1;21,2023-07-03,2023-07-04,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,1;4;22
e_e004114,e004114,1;21;22,2023-07-01,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,1;22;21
e_e004116,e004116,2;22;24;4,2023-07-08,2023-07-09,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,4;24;26
e_e004122,e004122,1;23;22;5,2023-07-07,2023-07-09,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,5;1;23
e_e004132,e004132,21;22;26;28,2023-06-30,2023-07-01,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,21;22;24
e_e004135,e004135,22;4,2023-06-30,2023-07-01,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,22;27;1
e_e004141,e004141,23;24;4;6,2023-07-01,2023-07-03,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;24;4
e_e004142,e004142,21;22;5;9,2023-07-16,2023-07-18,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,21;8;11
e_e004146,e004146,2;4;26;21;22,2023-07-22,2023-07-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;24;4
e_e004148,e004148,11;22;3;6;9,2023-07-11,2023-07-13,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;6;22
e_e004149,e004149,1;23;26,2023-07-16,2023-07-18,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,23;1;26
e_e004151,e004151,22;6,2023-06-29,2023-06-30,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;22;21
e_e004154,e004154,22;26;6,2023-07-01,2023-07-02,자가용,서울 방문/수도권 거주/39세 이하/부부/일반미션,26;22;6
e_e004162,e004162,23;26;27;6,2023-06-29,2023-07-01,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,6;23;26
e_e004165,e004165,1;2;21;22;9,2023-07-01,2023-07-02,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,2;9;1
e_e004166,e004166,2;21;22;24;5,2023-07-08,2023-07-09,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,4;22;24
e_e004168,e004168,12;22;23;4,2023-07-15,2023-07-16,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,4;12;22
e_e004172,e004172,21;23;24;26;22,2023-07-08,2023-07-10,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,23;22;21
e_e004173,e004173,22,2023-06-30,2023-07-02,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;10;12
e_e004174,e004174,23;22;5;1,2023-07-03,2023-07-05,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5;23;22
e_e004187,e004187,1;2;22;5;6,2023-07-01,2023-07-02,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,5;24;6
e_e004190,e004190,21;22;5;8,2023-07-08,2023-07-10,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,8;21;22
e_e004194,e004194,2,2023-07-03,2023-07-04,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,27;21;6
e_e004195,e004195,5;22;24,2023-07-08,2023-07-09,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,5;22;21
e_e004205,e004205,1;22;3;6,2023-07-01,2023-07-02,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;6;1
e_e004207,e004207,8,2023-06-29,2023-07-01,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,8;6;5
e_e004214,e004214,21;22;27;3;4,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,27;4;1
e_e004219,e004219,1;3;4;6;9,2023-06-30,2023-07-02,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,3;6;23
e_e004222,e004222,1;22;6,2023-07-07,2023-07-08,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;6;3
e_e004225,e004225,1;3;5;6,2023-06-29,2023-06-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;11;2
e_e004228,e004228,2;24;5;6;7,2023-07-01,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,24;5;3
e_e004230,e004230,22;28;3,2023-07-02,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,3;22;28
e_e004234,e004234,22;3;7,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,6;4;3
e_e004237,e004237,21;22;4,2023-07-02,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,10;22;21
e_e004238,e004238,1;2;21;22,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;21;22
e_e004240,e004240,1;10;2;21;5,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;21;4
e_e004241,e004241,1;4;13;26;3;22,2023-07-01,2023-07-03,자가용,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,3;13;4
e_e004243,e004243,1;22;23;7,2023-07-01,2023-07-03,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,1;23;22
e_e004245,e004245,24;28;3;4;6,2023-07-02,2023-07-03,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;3;4
e_e004247,e004247,1;22;23;24;7,2023-07-02,2023-07-04,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,4;22;7
e_e004251,e004251,21;5;8,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,5;24;21
e_e004254,e004254,1;2;8;6;9;22;23;27;26,2023-06-30,2023-07-02,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,9;23;1
e_e004256,e004256,3;4;6,2023-06-27,2023-06-29,자가용,서울 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,4;7;1
e_e004268,e004268,1;22;24;4;8,2023-07-02,2023-07-04,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,8;22;6
e_e004281,e004281,9,2023-07-01,2023-07-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;9;5
e_e004288,e004288,22;6,2023-07-01,2023-07-03,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,6;22;11
e_e004291,e004291,1;2;22;26;5,2023-07-08,2023-07-10,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;6
e_e004294,e004294,5;22;2;26,2023-07-01,2023-07-02,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,5;22;26
e_e004295,e004295,1;21,2023-07-19,2023-07-20,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;21;4
e_e004300,e004300,22,2023-07-01,2023-07-03,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;4;1
e_e004304,e004304,1;2;3;4;6,2023-07-15,2023-07-16,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,4;24;1
e_e004309,e004309,27;4;21,2023-07-08,2023-07-10,자가용,서울 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,21;27;4
e_e004310,e004310,1;22;25;5,2023-07-01,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,25;5;2
e_e004313,e004313,21;24;27,2023-07-07,2023-07-09,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,21;27;24
e_e004315,e004315,1;4,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,1;4;22
e_e004317,e004317,1;22;9,2023-08-05,2023-08-06,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,12;3;6
e_e004324,e004324,1;21;3,2023-07-08,2023-07-10,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;3;21
e_e004326,e004326,21;22;24;27;28,2023-07-08,2023-07-10,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,3;24;27
e_e004333,e004333,21;26;3;4;6,2023-07-29,2023-07-30,자가용,인천 방문/거주지 구분 없음/40세 이상/특별미션,4;6;26
e_e004334,e004334,4;22;23;24;26;1;6,2023-06-30,2023-07-02,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,6;21;4
e_e004336,e004336,5;9,2023-06-30,2023-07-01,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;2;9
e_e004338,e004338,1;22;24;4;5,2023-07-09,2023-07-10,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;5;4
e_e004340,e004340,1;22,2023-07-02,2023-07-03,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,4;1;26
e_e004341,e004341,1;23;4;6;7,2023-07-17,2023-07-19,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,23;26;4
e_e004342,e004342,1;22;4;6;9,2023-07-03,2023-07-05,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;9;3
e_e004344,e004344,12;3,2023-07-01,2023-07-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3;12;6
e_e004349,e004349,1;22;23;4;7,2023-07-28,2023-07-30,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;7;21
e_e004354,e004354,2;4;22,2023-07-01,2023-07-02,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;24;4
e_e004357,e004357,1;2;21;22;5,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;5;21
e_e004360,e004360,5,2023-07-01,2023-07-02,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;5;6
e_e004369,e004369,1;21;22;23;7,2023-07-03,2023-07-05,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;7;23
e_e004371,e004371,1;22;24,2023-07-08,2023-07-09,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,21;22;24
e_e004372,e004372,1;3;4;6;9,2023-07-01,2023-07-03,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;6;22
e_e004373,e004373,28;3,2023-06-30,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;1;6
e_e004380,e004380,4;9,2023-07-01,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,9;24;5
e_e004381,e004381,1;2;26;4;7,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,22;2;6
e_e004384,e004384,1;22;6,2023-07-16,2023-07-17,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,6;22;3
e_e004391,e004391,22;28;3;4,2023-07-08,2023-07-09,대중교통 등,서울 방문/수도권 거주/40세 이상/부부/일반미션,3;4;28
e_e004392,e004392,1;22;3;4;6,2023-07-08,2023-07-10,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;3;22
e_e004393,e004393,22;26;4;6;7,2023-07-21,2023-07-23,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,22;26;11
e_e004395,e004395,1;6,2023-07-15,2023-07-16,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;6;22
e_e004396,e004396,22;24;26;10,2023-07-15,2023-07-17,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,10;22;24
e_e004398,e004398,1,2023-07-02,2023-07-03,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,5;4;1
e_e004402,e004402,22,2023-07-01,2023-07-02,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,5;22;24
e_e004409,e004409,1;21;22;4,2023-07-02,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;21;24
e_e004415,e004415,21;5;8,2023-07-28,2023-07-30,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,5;22;21
e_e004416,e004416,22;26;5,2023-07-22,2023-07-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,5;24;7
e_e004417,e004417,2;24;4,2023-07-22,2023-07-24,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;24;2
e_e004421,e004421,23,2023-07-27,2023-07-29,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,11;23;22
e_e004422,e004422,21;22;24;26;28,2023-07-14,2023-07-16,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,1;24;21
e_e004423,e004423,1;12;2;4;6,2023-07-14,2023-07-15,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,6;1;4
e_e004432,e004432,5,2023-07-07,2023-07-08,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,5;11;24
e_e004434,e004434,22;6,2023-07-22,2023-07-24,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,6;22;9
e_e004443,e004443,12;21;22;26;4,2023-07-02,2023-07-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5;12;22
e_e004447,e004447,1;22;26;27;6,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 거주/40세 이상/부부/일반미션,1;22;26
e_e004449,e004449,2,2023-07-09,2023-07-11,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3대 동반 여행/일반미션,2;8;11
e_e004451,e004451,21;22;1;4;26,2023-07-02,2023-07-03,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,3;21;22
e_e004455,e004455,22;5;6;8;9,2023-07-22,2023-07-24,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;5;7
e_e004457,e004457,1;22;26;6,2023-07-08,2023-07-09,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;1;21
e_e004459,e004459,11;2;21;3;6,2023-07-10,2023-07-11,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,3;6;22
e_e004463,e004463,1;10;2;22;3,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3;22;6
e_e004464,e004464,1;11;23;26;4,2023-07-17,2023-07-19,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;6
