TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION_CHECK,TRAVEL_PURPOSE_22,TRAVEL_PURPOSE_1,TRAVEL_PURPOSE_6,TRAVEL_PURPOSE_4,TRAVEL_PURPOSE_2,TRAVEL_PURPOSE_26,TRAVEL_PURPOSE_21,TRAVEL_PURPOSE_24,TRAVEL_PURPOSE_3,TRAVEL_PURPOSE_5,TRAVEL_PURPOSE_OTHER,TRAVEL_PURPOSE_COUNT,TRAVEL_MISSION_CHECK_22,TRAVEL_MISSION_CHECK_1,TRAVEL_MISSION_CHECK_6,TRAVEL_MISSION_CHECK_2,TRAVEL_MISSION_CHECK_21,TRAVEL_MISSION_CHECK_4,TRAVEL_MISSION_CHECK_24,TRAVEL_MISSION_CHECK_3,TRAVEL_MISSION_CHECK_26,TRAVEL_MISSION_CHECK_5,TRAVEL_MISSION_CHECK_OTHER,TRAVEL_MISSION_CHECK_COUNT,activity_payment_sum,activity_payment_count,activity_store_count,activity_history_rows,activity_type_unique,lodging_payment_sum,lodging_payment_count,lodging_store_count,visit_dgstfn_avg,visit_revisit_avg,visit_rcmdtn_avg,visit_trip_days,visit_move_cnt,visit_rate,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
e_e004357,E03,e004357,1;2;21;22;5,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;5;21,1,1,0,0,1,0,1,0,0,1,0,5,0,0,0,1,1,0,0,0,0,1,0,3,290600,8,8,16,4,93060,1,1,3.7,3.5,4.0,3,10,0.0,11,남,30,5,1,4,2,5,6.0,3,4,42,42150,41,41820,26,26350,2,2,2,3,1,4,3,6,서울특별시,경기,2인 여행(가족 외),2023-07-01~2023-07-02,3,2.0,1.0,1
e_e004360,E03,e004360,5,2023-07-01,2023-07-02,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;5;6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,3,154200,3,3,8,4,0,0,0,5.0,5.0,5.0,2,8,0.75,11,남,30,6,1,3,2,4,8.0,2,1,28,28185,42,42210,26,26290,4,1,3,1,4,5,7,5,서울특별시,경기,나홀로 여행,2023-07-01~2023-07-01,6,0.0,0.0,0
e_e004369,E02,e004369,1;21;22;23;7,2023-07-03,2023-07-05,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;7;23,1,1,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,3,96200,3,3,12,6,154000,1,1,5.0,5.0,5.0,3,9,0.3333333333333333,11,여,20,4,1,1,12,2,7.0,2,1,50,50110,11,11215,48,48250,1,1,1,4,2,3,6,7,서울특별시,인천,2인 여행(가족 외),2023-07-03~2023-07-04,3,7.0,2.0,1
e_e004371,E03,e004371,1;22;24,2023-07-08,2023-07-09,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,21;22;24,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,3,41800,2,2,5,3,0,0,0,4.333333333333333,3.6666666666666665,4.333333333333333,2,3,0.3333333333333333,11,남,40,6,1,2,3,6,11.0,3,6,42,42150,41,41820,48,48310,1,1,4,2,2,3,7,1,서울특별시,인천,2인 여행(가족 외),2023-07-01~2023-07-01,3,1.0,0.0,1
e_e004372,E01,e004372,1;3;4;6;9,2023-07-01,2023-07-03,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;6;22,0,1,1,1,0,0,0,0,1,0,1,5,1,1,1,0,0,0,0,0,0,0,0,3,217000,5,5,17,6,0,0,0,4.0,3.5384615384615383,3.692307692307693,3,13,0.3846153846153846,42,남,20,6,1,5,3,5,12.0,3,5,50,50130,46,46130,44,44180,4,1,1,4,4,2,6,6,강원도,서울,2인 여행(가족 외),2023-07-01~2023-07-02,3,1.0,0.0,1
e_e004373,E03,e004373,28;3,2023-06-30,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;1;6,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,3,642200,10,9,20,5,95890,1,1,4.0,3.6666666666666665,3.9166666666666665,3,12,0.3333333333333333,41,여,20,6,1,3,2,4,7.0,3,4,41,41820,26,26350,46,46130,4,3,2,4,4,3,7,7,경기도,인천,나홀로 여행,2023-06-30~2023-07-01,2,1.0,6.0,0
e_e004380,E02,e004380,4;9,2023-07-01,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,9;24;5,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,3,51000,2,2,4,4,0,0,0,4.0,4.0,3.5,2,2,0.0,11,여,30,6,2,4,4,4,7.0,3,4,42,42820,50,50110,42,42210,3,4,2,4,4,4,4,5,서울특별시,인천,자녀 동반 여행,2023-07-01~2023-07-01,7,9.0,3.0,3
e_e004381,E01,e004381,1;2;26;4;7,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,22;2;6,0,1,0,1,1,1,0,0,0,0,1,5,1,0,1,1,0,0,0,0,0,0,0,3,28800,3,3,9,5,0,0,0,4.166666666666667,4.166666666666667,4.666666666666667,2,6,0.3333333333333333,42,여,20,7,1,1,2,4,7.0,2,2,42,42150,29,29170,11,11170,1,1,3,1,5,6,2,7,강원도,서울,나홀로 여행,2023-07-01~2023-07-01,5,2.0,1.0,0
e_e004384,E01,e004384,1;22;6,2023-07-16,2023-07-17,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,6;22;3,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,3,143400,3,3,4,3,0,0,0,4.666666666666667,4.333333333333333,4.333333333333333,2,3,0.3333333333333333,41,여,40,6,2,2,9,4,7.0,2,2,41,41820,26,26350,47,47280,4,3,2,4,6,2,1,5,경기도,서울,3인 이상 여행(가족 외),2023-07-16~2023-07-16,3,1.0,7.0,2
e_e004391,E01,e004391,22;28;3;4,2023-07-08,2023-07-09,대중교통 등,서울 방문/수도권 거주/40세 이상/부부/일반미션,3;4;28,1,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,1,0,0,1,3,35500,2,2,5,4,0,0,0,3.75,3.75,3.75,2,4,0.5,41,남,40,6,2,3,11,1,5.0,3,2,42,42210,50,50130,26,26350,2,4,2,4,6,2,2,7,경기도,서울,2인 가족 여행,2023-07-08~2023-07-08,7,1.0,8.0,1
e_e004392,E01,e004392,1;22;3;4;6,2023-07-08,2023-07-10,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;3;22,1,1,1,1,0,0,0,0,1,0,0,5,1,1,0,0,0,0,0,1,0,0,0,3,155300,5,5,16,6,0,0,0,3.636363636363636,3.5454545454545454,3.5454545454545454,3,11,0.7272727272727273,41,남,20,5,1,3,3,5,12.0,2,1,26,26350,50,50130,11,11590,4,4,4,4,4,4,4,4,경기도,서울,2인 여행(가족 외),2023-07-22~2023-07-23,1,3.0,7.0,1
e_e004393,E03,e004393,22;26;4;6;7,2023-07-21,2023-07-23,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,22;26;11,1,0,1,1,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,1,3,154600,5,5,14,5,45000,1,1,4.076923076923077,4.846153846153846,4.846153846153846,3,13,0.4615384615384615,42,여,20,6,1,4,4,3,8.0,2,1,42,42150,50,50110,26,26350,2,1,1,6,5,3,7,3,강원도,경기,2인 여행(가족 외),2023-07-21~2023-07-22,1,3.0,2.0,1
e_e004395,E01,e004395,1;6,2023-07-15,2023-07-16,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;6;22,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,114800,5,4,7,3,0,0,0,4.0,4.333333333333333,4.0,2,3,0.6666666666666666,41,여,30,5,1,3,3,5,12.0,3,2,26,26290,28,28185,27,27260,1,1,4,1,2,1,1,4,경기도,서울,2인 여행(가족 외),2023-07-15~2023-07-15,3,1.0,0.0,1
e_e004396,E03,e004396,22;24;26;10,2023-07-15,2023-07-17,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,10;22;24,1,0,0,0,0,1,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,1,3,125180,4,4,6,4,261000,1,1,5.0,5.0,5.0,3,5,0.2,11,남,40,6,2,4,3,5,8.0,2,1,42,42210,41,41820,41,41650,4,4,4,1,4,7,1,7,서울특별시,경기,자녀 동반 여행,2023-07-15~2023-07-16,3,7.0,1.0,3
e_e004398,E01,e004398,1,2023-07-02,2023-07-03,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,5;4;1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3,31000,1,1,4,3,0,0,0,4.0,4.0,3.6666666666666665,2,3,0.6666666666666666,42,남,20,4,1,5,12,1,5.0,3,2,11,11740,11,11710,11,11680,6,2,6,4,5,4,7,5,강원도,서울,2인 여행(가족 외),2023-07-02~2023-07-02,3,0.0,0.0,1
e_e004402,E03,e004402,22,2023-07-01,2023-07-02,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,5;22;24,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,38060,1,1,5,4,0,0,0,4.0,3.0,3.333333333333333,2,3,0.0,11,여,40,6,1,1,3,8,7.0,2,3,50,50110,42,42820,26,26710,3,3,4,5,5,6,2,2,서울특별시,경기,나홀로 여행,2023-07-01~2023-07-01,2,6.0,5.0,0
e_e004409,E03,e004409,1;21;22;4,2023-07-02,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;21;24,1,1,0,1,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,3,55300,5,5,5,4,0,0,0,5.0,5.0,5.0,2,4,0.0,41,남,20,6,1,1,2,4,7.0,2,1,11,11680,41,41220,41,41310,7,1,1,1,1,1,1,1,경기도,경기,나홀로 여행,2023-07-02~2023-07-02,5,1.0,4.0,0
e_e004415,E03,e004415,21;5;8,2023-07-28,2023-07-30,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,5;22;21,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,0,1,0,0,0,0,1,0,3,79400,5,5,7,3,240000,1,1,4.166666666666667,4.0,4.166666666666667,3,6,0.0,11,남,20,6,1,2,3,5,9.0,2,1,42,42150,41,41820,43,43130,2,2,5,3,3,4,3,5,서울특별시,경기,2인 여행(가족 외),2023-07-28~2023-07-29,9,3.0,1.0,1
e_e004416,E03,e004416,22;26;5,2023-07-22,2023-07-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,5;24;7,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,1,3,122080,3,3,8,5,330000,1,1,3.2857142857142856,3.0,3.0,3,7,0.1428571428571428,11,남,20,6,1,1,2,5,7.0,3,4,41,41820,42,42150,42,42210,6,1,2,6,6,2,2,4,서울특별시,경기,3인 이상 여행(가족 외),2023-07-22~2023-07-23,7,3.0,2.0,2
e_e004417,E03,e004417,2;24;4,2023-07-22,2023-07-24,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;24;2,0,0,0,1,1,0,0,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,3,90100,5,5,12,6,132000,1,1,5.0,4.8,5.0,3,5,0.0,11,여,20,6,1,1,3,4,7.0,4,1,44,44150,26,26350,42,42210,1,1,2,2,6,2,6,2,서울특별시,경기,나홀로 여행,2023-07-22~2023-07-23,4,7.0,1.0,0
e_e004421,E03,e004421,23,2023-07-27,2023-07-29,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,11;23;22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,158000,2,2,8,5,419000,1,1,5.0,5.0,5.0,3,2,0.5,11,남,30,6,2,3,3,5,8.0,2,2,41,41830,28,28260,44,44800,1,2,1,1,1,1,4,6,서울특별시,경기,자녀 동반 여행,2023-07-27~2023-07-28,3,6.0,1.0,2
e_e004422,E03,e004422,21;22;24;26;28,2023-07-14,2023-07-16,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,1;24;21,1,0,0,0,0,1,1,1,0,0,1,5,0,1,0,0,1,0,1,0,0,0,0,3,176770,6,6,8,4,90000,1,1,4.8,4.6,4.6,3,5,0.2,11,여,60,5,2,4,11,4,8.0,2,1,41,41820,50,50130,26,26350,2,4,6,1,2,4,2,2,서울특별시,경기,3대 동반 여행(친척 포함),2023-07-14~2023-07-15,3,0.0,0.0,7
e_e004423,E03,e004423,1;12;2;4;6,2023-07-14,2023-07-15,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,6;1;4,0,1,1,1,1,0,0,0,0,0,1,5,0,1,1,0,0,1,0,0,0,0,0,3,70000,2,2,3,3,0,0,0,4.333333333333333,4.333333333333333,4.0,2,3,1.0,11,남,60,4,2,4,2,6,7.0,3,3,42,42770,41,41830,42,42230,1,1,2,1,1,4,2,5,서울특별시,경기,2인 가족 여행,2023-07-06~2023-07-06,2,1.0,3.0,1
e_e004432,E03,e004432,5,2023-07-07,2023-07-08,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,5;11;24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,2,2,0,0,0,5.0,5.0,5.0,2,2,1.0,11,여,40,7,2,4,2,1,11.0,2,2,50,50130,42,42210,26,26350,4,1,2,1,2,3,1,3,서울특별시,경기,자녀 동반 여행,2023-07-06~2023-07-06,8,3.0,1.0,1
e_e004434,E03,e004434,22;6,2023-07-22,2023-07-24,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,6;22;9,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,3,247300,6,5,8,3,0,0,0,5.0,5.0,5.0,3,5,0.2,30,여,20,6,1,2,3,4,5.0,2,2,44,44180,26,26350,45,45110,3,6,2,6,7,5,6,6,대전광역시,경기,2인 여행(가족 외),2023-07-22~2023-07-23,1,3.0,2.0,1
e_e004443,E03,e004443,12;21;22;26;4,2023-07-02,2023-07-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5;12;22,1,0,0,1,0,1,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,1,3,140300,4,4,9,5,0,0,0,4.0,3.4,4.6,2,5,0.0,11,여,20,6,1,2,2,5,7.0,3,4,50,50110,50,50130,42,42210,4,3,1,3,6,5,2,7,서울특별시,인천,2인 여행(가족 외),2023-07-02~2023-07-02,9,1.0,5.0,1
e_e004447,E01,e004447,1;22;26;27;6,2023-07-01,2023-07-02,대중교통 등,서울 방문/수도권 거주/40세 이상/부부/일반미션,1;22;26,1,1,1,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,1,0,0,3,119400,6,6,9,3,0,0,0,4.333333333333333,4.111111111111111,4.0,2,9,0.5555555555555556,28,여,60,5,2,4,2,4,5.0,3,1,31,31110,48,48170,44,44800,4,2,2,3,2,6,7,2,인천광역시,서울,2인 가족 여행,2023-07-01~2023-07-01,3,1.0,7.0,1
e_e004449,E03,e004449,2,2023-07-09,2023-07-11,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3대 동반 여행/일반미션,2;8;11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,213500,5,5,9,4,134000,1,1,4.4,3.6,4.2,3,5,0.0,41,여,60,7,2,5,2,4,7.0,2,1,42,42150,41,41820,50,50130,2,2,2,2,3,3,2,6,경기도,경기,3대 동반 여행(친척 포함),2023-07-09~2023-07-10,3,2.0,7.0,4
e_e004451,E01,e004451,21;22;1;4;26,2023-07-02,2023-07-03,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,3;21;22,1,1,0,1,0,1,1,0,0,0,0,5,1,0,0,0,1,0,0,1,0,0,0,3,24800,1,1,6,4,0,0,0,4.25,4.25,4.25,2,4,0.0,41,여,40,5,2,3,3,5,7.0,2,4,42,42230,41,41360,50,50130,2,6,2,3,2,6,2,6,경기도,서울,나홀로 여행,2023-07-02~2023-07-02,8,2.0,1.0,0
e_e004455,E03,e004455,22;5;6;8;9,2023-07-22,2023-07-24,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;5;7,1,0,1,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1,3,478960,6,6,11,6,420000,1,1,4.5,4.333333333333333,4.5,3,6,0.3333333333333333,11,남,20,5,1,3,3,4,11.0,2,2,50,50110,47,47130,42,42150,3,2,5,3,1,3,5,6,서울특별시,경기,3인 이상 여행(가족 외),2023-07-22~2023-07-23,3,1.0,2.0,5
e_e004457,E01,e004457,1;22;26;6,2023-07-08,2023-07-09,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;1;21,1,1,1,0,0,1,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,3,63900,6,6,13,6,0,0,0,4.111111111111111,3.6666666666666665,3.7777777777777777,2,9,0.6666666666666666,41,여,20,6,1,1,3,4,7.0,3,4,48,48310,44,44130,46,46730,2,3,7,3,3,3,6,7,경기도,서울,나홀로 여행,2023-07-08~2023-07-08,7,4.0,2.0,0
e_e004459,E01,e004459,11;2;21;3;6,2023-07-10,2023-07-11,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,3;6;22,0,0,1,0,1,0,1,0,1,0,1,5,1,0,1,0,0,0,0,1,0,0,0,3,24500,2,2,7,4,0,0,0,4.0,4.166666666666667,4.166666666666667,2,6,0.3333333333333333,41,여,20,6,1,1,12,2,7.0,3,2,41,41290,48,48740,47,47770,3,3,3,3,3,6,3,3,경기도,서울,나홀로 여행,2023-07-10~2023-07-10,1,2.0,4.0,0
e_e004463,E03,e004463,1;10;2;22;3,2023-07-01,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3;22;6,1,1,0,0,1,0,0,0,1,0,1,5,1,0,1,0,0,0,0,1,0,0,0,3,104400,9,8,30,5,0,0,0,4.576923076923077,4.653846153846154,4.576923076923077,3,26,0.0,11,여,20,6,1,1,2,6,7.0,2,3,50,50130,42,42150,26,26350,3,2,3,3,4,4,3,5,서울특별시,경기,나홀로 여행,2023-07-01~2023-07-02,7,1.0,6.0,0
e_e004464,E01,e004464,1;11;23;26;4,2023-07-17,2023-07-19,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;6,0,1,0,1,0,1,0,0,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,3,183810,11,11,19,6,70000,1,1,4.75,4.6875,4.6875,3,16,0.5,45,여,30,6,1,4,2,4,12.0,2,2,26,26350,48,48120,11,11680,4,4,2,3,2,3,1,3,전라북도,서울,나홀로 여행,2023-07-10~2023-07-11,1,5.0,7.0,0
e_e004466,E01,e004466,22;23,2023-07-02,2023-07-04,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,23;22;24,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,3,139300,5,5,15,6,130000,1,1,4.642857142857143,4.071428571428571,4.0,3,14,0.3571428571428571,44,여,20,4,2,2,11,2,4.0,2,1,44,44130,44,44200,11,11170,4,2,2,2,1,2,7,3,인천광역시,서울,나홀로 여행,2023-07-02~2023-07-03,1,2.0,4.0,0
e_e004468,E03,e004468,2;3;4;6;9,2023-07-22,2023-07-23,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,4;22;24,0,0,1,1,1,0,0,0,1,0,1,5,1,0,0,0,0,1,1,0,0,0,0,3,126000,3,3,7,4,0,0,0,4.25,3.75,3.5,2,4,0.0,41,여,30,8,1,1,8,8,7.0,3,5,42,42170,42,42210,41,41280,6,4,2,3,4,6,5,5,경기도,경기,2인 여행(가족 외),2023-07-22~2023-07-22,7,2.0,3.0,1
e_e004472,E01,e004472,6;1;11;21,2023-07-06,2023-07-07,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;21;1,0,1,1,0,0,0,1,0,0,0,1,4,0,1,1,0,1,0,0,0,0,0,0,3,7000,1,1,8,4,0,0,0,4.2,4.2,4.2,2,5,0.0,41,여,30,4,1,3,3,4,5.0,3,3,45,45110,47,47130,26,26350,3,4,2,4,3,2,5,4,경기도,서울,나홀로 여행,2023-07-06~2023-07-06,8,1.0,7.0,0
e_e004473,E03,e004473,1;2;4;7;24;23;26;22;21;10,2023-07-15,2023-07-17,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;23;6,1,1,0,1,1,1,1,1,0,0,1,10,0,0,1,1,0,0,0,0,0,0,1,3,283250,19,13,32,6,98306,1,1,4.111111111111111,3.888888888888889,4.111111111111111,3,9,0.1111111111111111,11,여,20,4,1,3,12,2,7.0,3,2,11,11170,11,11440,11,11710,6,1,2,2,2,3,2,7,서울특별시,경기,2인 여행(가족 외),2023-07-14~2023-07-15,7,2.0,1.0,1
e_e004479,E03,e004479,22;26;24,2023-07-01,2023-07-02,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;26;1,1,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,3,377300,3,3,7,4,0,0,0,4.5,4.5,4.0,2,2,1.0,11,여,20,6,1,4,12,2,7.0,3,2,42,42210,42,42830,50,50130,1,1,7,1,1,2,1,7,서울특별시,경기,나홀로 여행,2023-07-01~2023-07-01,2,7.0,4.0,0
e_e004482,E02,e004482,2,2023-07-01,2023-07-02,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,5;9;2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,139000,5,5,2,2,0,0,0,3.0,2.0,2.0,2,1,0.0,11,여,40,5,2,4,11,2,4.0,2,2,41,41650,28,28710,50,50110,1,1,5,4,2,3,3,7,서울특별시,인천,자녀 동반 여행,2023-07-01~2023-07-01,7,0.0,0.0,3
e_e004485,E01,e004485,22;4;6,2023-07-06,2023-07-08,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,6;27;22,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,278000,3,3,7,5,0,0,0,4.333333333333333,4.0,4.0,3,6,0.3333333333333333,42,여,60,7,2,2,2,1,6.0,3,3,42,42150,42,42820,11,11650,2,4,3,5,3,4,3,6,강원도,서울,3대 동반 여행(친척 포함),2023-07-06~2023-07-07,5,8.0,2.0,4
e_e004486,E03,e004486,11;2;26;6,2023-07-02,2023-07-03,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,11;2;26,0,0,1,0,1,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,1,3,34000,2,2,2,2,0,0,0,5.0,5.0,5.0,2,2,0.5,11,남,40,7,2,6,2,8,8.0,1,1,41,41610,41,41280,41,41630,4,4,4,4,4,4,1,7,서울특별시,경기,자녀 동반 여행,2023-07-02~2023-07-02,3,6.0,8.0,5
e_e004488,E01,e004488,1;11;21;22;7,2023-07-03,2023-07-04,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,1;24;22,1,1,0,0,0,0,1,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,3,150300,5,5,11,7,0,0,0,4.0,4.111111111111111,3.888888888888889,2,9,0.7777777777777778,42,남,20,6,1,2,12,3,8.0,3,5,50,50110,11,11170,31,31140,6,3,2,2,4,3,4,5,강원도,서울,2인 여행(가족 외),2023-07-03~2023-07-03,1,3.0,7.0,1
e_e004489,E03,e004489,21;22;24;26;5,2023-07-28,2023-07-30,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,24;5;22,1,0,0,0,0,1,1,1,0,1,0,5,1,0,0,0,0,0,1,0,0,1,0,3,121480,7,7,14,6,0,0,0,4.727272727272728,4.636363636363637,4.727272727272728,3,11,0.3636363636363636,11,여,20,4,1,4,12,4,9.0,2,1,41,41820,41,41280,11,11680,4,3,5,6,5,3,2,6,서울특별시,경기,2인 여행(가족 외),2023-07-28~2023-07-29,6,7.0,1.0,1
e_e004499,E03,e004499,24;26;4,2023-07-29,2023-07-30,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,24;22;26,0,0,0,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,3,123000,2,2,2,1,0,0,0,4.0,4.0,4.5,2,2,0.0,11,여,40,7,1,1,3,8,7.0,2,1,50,50110,50,50130,42,42150,5,3,2,3,4,6,6,3,서울특별시,경기,3인 이상 여행(가족 외),2023-07-29~2023-07-29,3,7.0,2.0,2
e_e004503,E03,e004503,22;6,2023-07-02,2023-07-03,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,6;24;22,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,3,94500,3,3,5,3,0,0,0,3.0,2.75,3.0,2,4,0.0,11,여,60,6,2,4,2,3,6.0,3,3,42,42150,50,50110,48,48240,4,4,4,3,3,4,3,4,서울특별시,경기,3인 이상 여행(가족 외),2023-07-02~2023-07-02,8,4.0,3.0,2
e_e004505,E01,e004505,1;22;4;5;6,2023-07-30,2023-07-31,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,6;22;24,1,1,1,1,0,0,0,0,0,1,0,5,1,0,1,0,0,0,1,0,0,0,0,3,69100,6,5,10,5,0,0,0,4.0,3.6666666666666665,3.5,2,6,0.3333333333333333,41,여,30,5,1,3,3,4,12.0,2,2,42,42210,26,26710,46,46130,4,1,1,4,4,2,5,6,경기도,서울,2인 여행(가족 외),2023-07-30~2023-07-30,9,8.0,3.0,1
