TRAVEL_ID,TRAVELER_ID,TRAVEL_NM,TRAVEL_PURPOSE,TRAVEL_PERSONA,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_STATUS_YMD,TRAVEL_MISSION_CHECK,TRAVEL_STATUS_ACCOMPANY,MVMN_NM,GENDER,AGE_GRP,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,activity_payment_sum,activity_payment_count,activity_store_count,activity_type_unique,lodging_payment_sum,lodging_payment_count,lodging_store_count,visit_dgstfn_avg,visit_revisit_avg,visit_rcmdtn_avg,visit_trip_days,visit_move_cnt,visit_rate,TRAVEL_DURATION_DAYS,TRAVEL_STATUS_LAG_DAYS,TRAVEL_START_YEAR,TRAVEL_START_MONTH,VISIT_RATE_PERCENT,HAS_TRAVEL_MISSION,MISSION_CODE_COUNT_MANUAL,PRIMARY_TRAVEL_MISSION,IS_FAILED_TRIP,TRIP_DAYS,MOVE_CNT,TRIP_DGSTFN_AVG,TRIP_REVISIT_AVG,TRIP_RCMDTN_AVG,MISSION_CODE_COUNT,MISSION_CD_1,MISSION_CD_2,MISSION_CD_21,MISSION_CD_22,MISSION_CD_6,ACTIVITY_CD_1,ACTIVITY_CD_2,ACTIVITY_CD_3,ACTIVITY_CD_4,ACTIVITY_CD_5
e_e002410,e002410,E02,11;2;26;6,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,2023-06-03,2023-06-05,,6;9;11,3대 동반 여행(친척 포함),자가용,남,60,5,10.0,2,2,6,241900,6,6,6,0,0,0,4.333333333333333,4.333333333333333,4.333333333333333,3,6,0.1666666666666666,2,,2023,6,16.67,1,3,6,0,2,6,4.33,4.33,4.33,3,0,0,0,0,1,4,2,1,3,4
e_e002411,e002411,E03,1;26;4,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-04,2023-06-05,,22;26;21,2인 가족 여행,자가용,남,30,6,8.0,2,1,1,52000,2,2,3,0,0,0,3.6666666666666665,4.666666666666667,4.666666666666667,2,3,0.6666666666666666,1,,2023,6,66.67,1,3,22,0,1,3,3.67,4.67,4.67,3,0,0,1,1,0,2,0,0,1,2
e_e002412,e002412,E03,1;12;22;4;6,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-06-03,2023-06-04,,21;6;1,나홀로 여행,대중교통 등,여,30,4,8.0,3,6,0,102500,8,8,4,0,0,0,4.714285714285714,4.428571428571429,4.714285714285714,2,7,0.7142857142857143,1,,2023,6,71.43,1,3,21,0,1,7,4.71,4.43,4.71,3,1,0,1,0,1,3,3,1,1,0
e_e002414,e002414,E01,1;4,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-06-09,2023-06-11,,4;1;7,나홀로 여행,대중교통 등,남,20,3,7.0,2,1,0,141700,5,5,4,0,0,0,4.181818181818182,3.909090909090909,3.8181818181818175,3,11,0.5454545454545454,2,,2023,6,54.55,1,3,4,0,2,11,4.18,3.91,3.82,3,1,0,0,0,0,5,2,0,4,0
e_e002415,e002415,E02,2;22;4;6;9,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-03,2023-06-05,,1;4;6,2인 여행(가족 외),자가용,남,20,2,8.0,3,6,1,84700,4,4,5,50000,1,1,4.285714285714286,4.142857142857143,4.0,3,7,0.0,2,,2023,6,0.0,1,3,1,0,2,7,4.29,4.14,4.0,3,1,0,0,0,1,4,1,2,3,1
e_e002421,e002421,E03,22;5,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-05,2023-06-06,,5;22;8,나홀로 여행,대중교통 등,남,30,3,5.0,3,4,0,255800,5,5,4,0,0,0,4.6,4.4,4.6,2,5,0.4,1,,2023,6,40.0,1,3,5,0,1,5,4.6,4.4,4.6,3,0,0,0,1,0,4,0,2,2,5
e_e002422,e002422,E01,1;6,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-06-04,2023-06-06,,1;6;22,나홀로 여행,대중교통 등,여,20,4,12.0,2,2,0,500400,9,9,5,0,0,0,3.928571428571429,3.642857142857143,3.642857142857143,3,14,0.3571428571428571,2,,2023,6,35.71,1,3,1,1,2,14,3.93,3.64,3.64,3,1,0,0,1,1,6,2,4,0,4
e_e002423,e002423,E03,1;2;3;5;6;9;12;21;22;24;26;28,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-05,2023-06-07,,2;6;21,2인 여행(가족 외),자가용,남,20,6,7.0,3,4,1,202300,8,8,5,0,0,0,4.583333333333333,4.583333333333333,4.583333333333333,3,12,0.4166666666666667,2,,2023,6,41.67,1,3,2,0,2,12,4.58,4.58,4.58,3,0,1,1,0,1,4,3,7,3,1
e_e002425,e002425,E03,27;28;6;1,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-04,2023-06-05,,6;27;24,2인 여행(가족 외),자가용,여,30,4,6.0,3,4,1,64000,3,3,3,0,0,0,4.0,3.0,3.0,2,4,0.0,1,,2023,6,0.0,1,3,6,1,1,4,4.0,3.0,3.0,3,0,0,0,0,1,2,0,1,1,0
e_e002433,e002433,E03,22;1,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-05,2023-06-06,,1;11;24,2인 여행(가족 외),자가용,남,30,4,5.0,3,4,1,47960,3,3,5,0,0,0,4.0,4.0,3.75,2,4,0.5,1,,2023,6,50.0,1,3,1,0,1,4,4.0,4.0,3.75,3,1,0,0,0,0,2,1,0,2,1
e_e002437,e002437,E03,21;22;27,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-03,2023-06-04,,21;2;22,자녀 동반 여행,자가용,남,30,6,9.0,2,1,3,26500,3,3,4,0,0,0,4.5,4.5,4.5,2,2,0.0,1,,2023,6,0.0,1,3,21,0,1,2,4.5,4.5,4.5,3,0,1,1,1,0,3,0,1,2,2
e_e002451,e002451,E01,1;3;4;5;7,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2023-06-04,2023-06-05,,1;3;6,나홀로 여행,대중교통 등,여,50,4,10.0,3,5,0,16800,2,2,4,0,0,0,4.75,5.0,5.0,2,4,0.5,1,,2023,6,50.0,1,3,1,0,1,4,4.75,5.0,5.0,3,1,0,0,0,1,1,2,2,2,0
e_e002456,e002456,E03,12;22,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-06-03,2023-06-05,,24;22;5,나홀로 여행,자가용,여,20,4,7.0,2,1,0,18300,1,1,4,0,1,1,5.0,5.0,5.0,3,4,0.5,2,,2023,6,50.0,1,3,24,0,2,4,5.0,5.0,5.0,3,0,0,0,1,0,1,0,0,3,2
e_e002462,e002462,E03,11;2;22;26;6,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-06-07,2023-06-09,,2;11;12,자녀 동반 여행,자가용,남,30,8,8.0,3,4,2,59700,3,3,4,29100,1,1,4.857142857142857,4.857142857142857,4.857142857142857,3,7,0.4285714285714285,2,,2023,6,42.86,1,3,2,0,2,7,4.86,4.86,4.86,3,0,1,0,0,0,3,0,2,0,2
e_e002465,e002465,E01,1;22;24;6,서울 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-06,2023-06-07,,22;1;21,나홀로 여행,자가용,남,30,6,8.0,2,1,0,36800,2,2,3,0,0,0,4.0,4.0,4.0,2,4,0.25,1,,2023,6,25.0,1,3,22,0,1,4,4.0,4.0,4.0,3,1,0,1,1,0,2,0,1,1,0
e_e002467,e002467,E02,1;2;22;23;24,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-03,2023-06-05,,23;24;2,2인 여행(가족 외),자가용,여,30,4,7.0,1,1,1,282900,11,11,4,220000,2,2,4.785714285714286,4.642857142857143,4.714285714285714,3,14,0.2857142857142857,2,,2023,6,28.57,1,3,23,0,2,14,4.79,4.64,4.71,3,0,1,0,0,0,5,7,0,2,3
e_e002470,e002470,E01,6;6;3;3,서울 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-17,2023-06-18,,3;6;12,2인 가족 여행,대중교통 등,여,20,1,5.0,2,2,1,30550,4,4,4,0,0,0,4.75,4.75,4.75,2,4,0.25,1,,2023,6,25.0,1,3,3,0,1,4,4.75,4.75,4.75,3,0,0,0,0,1,2,0,2,1,3
e_e002471,e002471,E03,12;2;21;22;9,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-06-14,2023-06-16,,2;9;22,자녀 동반 여행,자가용,여,30,2,12.0,2,1,2,532000,14,14,7,215000,2,2,4.2727272727272725,4.090909090909091,4.090909090909091,3,11,0.2727272727272727,2,,2023,6,27.27,1,3,2,0,2,11,4.27,4.09,4.09,3,0,1,0,1,0,6,1,7,2,2
e_e002476,e002476,E03,24;27;6;9,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2023-06-10,2023-06-11,,3;1;24,2인 여행(가족 외),자가용,남,40,7,11.0,3,6,1,84000,3,3,5,0,0,0,4.0,4.0,3.6666666666666665,2,6,0.5,1,,2023,6,50.0,1,3,3,0,1,6,4.0,4.0,3.67,3,1,0,0,0,0,3,1,1,4,1
e_e002477,e002477,E03,21;27;3,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,2023-07-08,2023-07-09,,27;21;3,2인 가족 여행,자가용,여,40,7,11.0,2,1,1,327390,4,4,5,0,0,0,5.0,5.0,5.0,2,4,0.0,1,,2023,7,0.0,1,3,27,0,1,4,5.0,5.0,5.0,3,0,0,1,0,0,3,1,1,1,2
e_e002479,e002479,E01,23,서울 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-16,2023-06-18,,23;1;7,3인 이상 여행(가족 외),대중교통 등,여,30,4,7.0,3,2,3,185260,7,7,4,378000,1,1,3.909090909090909,3.1818181818181817,2.909090909090909,3,11,0.1818181818181818,2,,2023,6,18.18,1,3,23,1,2,11,3.91,3.18,2.91,3,1,0,0,0,0,2,5,0,0,3
e_e002481,e002481,E03,22;6,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-15,2023-06-17,,6;22;21,2인 가족 여행,대중교통 등,남,30,7,12.0,3,6,1,194900,5,5,5,70000,1,1,4.0,3.7142857142857135,3.7142857142857135,3,7,0.1428571428571428,2,,2023,6,14.29,1,3,6,0,2,7,4.0,3.71,3.71,3,0,0,1,1,1,4,0,1,1,1
e_e002483,e002483,E03,1;12;13;3;6,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-15,2023-06-17,,3;22;23,2인 가족 여행,대중교통 등,여,30,4,6.0,3,3,1,130400,8,7,4,85000,1,1,3.7857142857142856,3.571428571428572,3.7142857142857135,3,14,0.0,2,,2023,6,0.0,1,3,3,0,2,14,3.79,3.57,3.71,3,0,0,0,1,0,6,0,2,6,3
e_e002491,e002491,E03,22;27;8,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-23,2023-06-25,,5;8;27,2인 여행(가족 외),자가용,남,20,5,9.0,3,4,1,202760,3,3,4,149000,1,1,4.5,4.5,4.5,3,6,0.0,2,,2023,6,0.0,1,3,5,0,2,6,4.5,4.5,4.5,3,0,0,0,0,0,3,1,0,1,3
e_e002495,e002495,E03,5,서울 외 수도권 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,2023-07-08,2023-07-10,,5;21;23,3인 이상 여행(가족 외),자가용,남,40,5,7.0,2,1,18,171110,4,4,4,700000,1,1,4.0,3.4,3.6,3,5,0.0,2,,2023,7,0.0,1,3,5,1,2,5,4.0,3.4,3.6,3,0,0,1,0,0,3,1,0,0,1
e_e002506,e002506,E03,22;27;8,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-10,2023-06-12,,1;8;27,2인 가족 여행,자가용,남,30,6,7.0,2,1,1,146200,3,3,5,60000,1,1,4.0,3.0,3.0,3,5,0.4,2,,2023,6,40.0,1,3,1,1,2,5,4.0,3.0,3.0,3,1,0,0,0,0,4,4,0,1,1
e_e002507,e002507,E03,1;13;2;21;27,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2023-06-11,2023-06-13,,21;27;28,3인 이상 여행(가족 외),자가용,여,40,2,4.0,3,4,3,143570,5,5,7,170000,1,1,4.5,5.0,4.875,3,8,0.5,2,,2023,6,50.0,1,3,21,0,2,8,4.5,5.0,4.88,3,0,0,1,0,0,3,2,2,1,3
e_e002508,e002508,E03,1;7;21;22,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-24,2023-06-26,,7;21;1,나홀로 여행,대중교통 등,여,20,4,7.0,2,1,0,328780,6,6,5,0,0,0,3.75,3.25,3.75,3,4,0.5,2,,2023,6,50.0,1,3,7,1,2,4,3.75,3.25,3.75,3,1,0,1,0,0,3,4,1,1,1
e_e002511,e002511,E03,24,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-10,2023-06-11,,2;24;26,2인 여행(가족 외),자가용,여,30,5,5.0,4,2,1,133200,3,3,3,0,0,0,4.0,3.333333333333333,3.6666666666666665,2,3,0.3333333333333333,1,,2023,6,33.33,1,3,2,0,1,3,4.0,3.33,3.67,3,0,1,0,0,0,2,1,0,2,0
e_e002513,e002513,E03,27,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-17,2023-06-19,,3;27;21,나홀로 여행,대중교통 등,여,40,3,7.0,3,5,0,6700,2,2,4,0,0,0,4.2,4.0,3.8,3,5,0.4,2,,2023,6,40.0,1,3,3,0,2,5,4.2,4.0,3.8,3,0,0,1,0,0,1,0,2,3,0
e_e002514,e002514,E03,2;21;22;24;8,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2023-06-17,2023-06-19,,1;8;22,3인 이상 여행(가족 외),대중교통 등,남,20,5,12.0,2,2,5,170070,2,2,5,350000,1,1,5.0,5.0,5.0,3,7,0.1428571428571428,2,,2023,6,14.29,1,3,1,0,2,7,5.0,5.0,5.0,3,1,0,0,1,0,3,1,0,2,2
e_e002527,e002527,E03,1;21;3,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-11,2023-06-12,,1;3;21,나홀로 여행,자가용,여,30,3,5.0,2,1,0,52900,3,3,4,0,0,0,5.0,5.0,5.0,2,4,0.5,1,,2023,6,50.0,1,3,1,0,1,4,5.0,5.0,5.0,3,1,0,1,0,0,2,1,0,1,1
e_e002536,e002536,E01,21;22;26;28;3,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-06-27,2023-06-29,,3;22;26,나홀로 여행,대중교통 등,여,20,4,6.0,2,1,0,46500,5,5,5,0,0,0,3.928571428571429,4.142857142857143,3.857142857142857,3,14,0.2142857142857142,2,,2023,6,21.43,1,3,3,0,2,14,3.93,4.14,3.86,3,0,0,0,1,0,4,0,3,4,3
e_e002541,e002541,E03,22;23;24;4,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-10,2023-06-12,,4;24;22,2인 여행(가족 외),자가용,남,30,4,7.0,2,1,1,125600,7,7,4,278000,1,1,4.25,3.875,4.125,3,8,0.0,2,,2023,6,0.0,1,3,4,0,2,8,4.25,3.88,4.12,3,0,0,0,1,0,6,0,1,1,2
e_e002548,e002548,E01,4;9;6;26,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,2023-06-17,2023-06-19,,6;9;4,2인 여행(가족 외),대중교통 등,여,30,1,10.0,3,3,1,139650,10,9,7,90000,1,1,3.733333333333333,3.533333333333333,3.533333333333333,3,15,0.4,2,,2023,6,40.0,1,3,6,1,2,15,3.73,3.53,3.53,3,0,0,0,0,1,8,3,2,2,3
e_e002550,e002550,E01,12;2;22;26;3,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-06-13,2023-06-15,,22;23;3,나홀로 여행,대중교통 등,여,20,5,7.0,3,4,0,71900,6,6,5,169000,1,1,4.857142857142857,4.857142857142857,4.857142857142857,3,7,0.2857142857142857,2,,2023,6,28.57,1,3,22,0,2,7,4.86,4.86,4.86,3,0,0,0,1,0,3,1,2,0,2
e_e002551,e002551,E01,1;22;26,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,2023-06-17,2023-06-19,,22;26;1,2인 여행(가족 외),대중교통 등,여,20,1,10.0,2,1,1,69400,6,6,5,0,0,0,4.615384615384615,4.615384615384615,4.6923076923076925,3,13,0.3076923076923077,2,,2023,6,30.77,1,3,22,0,2,13,4.62,4.62,4.69,3,1,0,0,1,0,5,2,0,2,2
e_e002555,e002555,E03,12;22;23;25;27,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-07-02,2023-07-04,,25;27;23,2인 가족 여행,자가용,여,20,4,7.0,3,4,1,105320,5,5,5,159000,1,1,3.6666666666666665,3.333333333333333,3.6666666666666665,3,3,0.0,2,,2023,7,0.0,1,3,25,1,2,3,3.67,3.33,3.67,3,0,0,0,0,0,2,3,0,3,1
e_e002556,e002556,E01,1;22;4,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,2023-06-23,2023-06-25,,1;5;4,2인 여행(가족 외),자가용,남,30,4,4.0,3,6,1,56400,8,6,4,97666,1,1,3.6666666666666665,3.6666666666666665,3.6666666666666665,3,6,0.0,2,,2023,6,0.0,1,3,1,1,2,6,3.67,3.67,3.67,3,1,0,0,0,0,3,1,0,0,2
e_e002557,e002557,E01,1;23;3;4;6,서울 방문/수도권 외 거주/40세 이상/부부/일반미션,2023-06-24,2023-06-26,,4;6;23,2인 가족 여행,대중교통 등,남,60,4,5.0,2,3,1,313600,8,7,5,224500,1,1,3.5,3.333333333333333,3.4166666666666665,3,12,0.5,2,,2023,6,50.0,1,3,4,1,2,12,3.5,3.33,3.42,3,0,0,0,0,1,6,2,0,7,1
e_e002558,e002558,E03,7;7;22,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-10,2023-06-12,,7;21;22,3인 이상 여행(가족 외),자가용,여,40,4,7.0,3,1,4,319150,4,4,5,350000,1,1,5.0,5.0,5.0,3,6,0.3333333333333333,2,,2023,6,33.33,1,3,7,0,2,6,5.0,5.0,5.0,3,0,0,1,1,0,3,1,0,0,3
e_e002565,e002565,E03,6;2;22;4,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-18,2023-06-19,,6;21;27,2인 가족 여행,자가용,여,30,4,6.0,3,5,1,44800,3,3,3,0,0,0,4.0,4.0,4.0,2,3,0.3333333333333333,1,,2023,6,33.33,1,3,6,0,1,3,4.0,4.0,4.0,3,0,0,1,0,1,2,0,0,1,1
e_e002566,e002566,E01,4;22;1,서울 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-14,2023-06-16,,4;22;26,나홀로 여행,대중교통 등,남,20,1,7.0,3,6,0,171400,5,5,4,0,0,0,4.3,3.8,4.1,3,10,0.4,2,,2023,6,40.0,1,3,4,0,2,10,4.3,3.8,4.1,3,0,0,0,1,0,5,0,0,1,0
e_e002569,e002569,E01,1;6;7;3;12,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,2023-07-07,2023-07-09,,6;1;3,2인 여행(가족 외),대중교통 등,여,20,4,4.0,3,5,1,137400,10,10,7,0,0,0,4.1875,3.9375,4.0625,3,16,0.625,2,,2023,7,62.5,1,3,6,0,2,16,4.19,3.94,4.06,3,1,0,0,0,1,4,6,2,5,4
e_e002570,e002570,E03,21;22;24;26,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-10,2023-06-12,,22;24;26,3인 이상 여행(가족 외),자가용,남,50,7,8.0,2,2,3,61500,3,3,5,390000,1,1,4.25,4.0,4.0,3,4,0.0,2,,2023,6,0.0,1,3,22,0,2,4,4.25,4.0,4.0,3,0,0,0,1,0,3,0,0,3,3
e_e002572,e002572,E01,1;4;6;22;26;28,서울 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-09,2023-06-10,,6;4;1,나홀로 여행,대중교통 등,여,40,2,8.0,3,1,0,198200,5,5,5,0,0,0,5.0,5.0,5.0,2,3,1.0,1,,2023,6,100.0,1,3,6,0,1,3,5.0,5.0,5.0,3,1,0,0,0,1,2,3,1,2,1
e_e002574,e002574,E01,1;22;4;6;9,서울 방문/수도권 거주/39세 이하/커플/일반미션,2023-07-01,2023-07-02,,5;9;1,2인 여행(가족 외),대중교통 등,여,20,4,5.0,2,1,1,13000,1,1,3,0,0,0,1.0,5.0,5.0,2,1,1.0,1,,2023,7,100.0,1,3,5,1,1,1,1.0,5.0,5.0,3,1,0,0,0,0,1,1,1,0,0
e_e002576,e002576,E03,1;11;22;23;4,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-25,2023-06-27,,23;22;11,3대 동반 여행(친척 포함),대중교통 등,여,60,3,7.0,2,1,3,74900,4,4,5,233801,1,1,4.333333333333333,4.777777777777778,4.777777777777778,3,9,0.0,2,,2023,6,0.0,1,3,23,0,2,9,4.33,4.78,4.78,3,0,0,0,1,0,4,1,1,1,3
e_e002577,e002577,E03,2;22;3;6;8,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-11,2023-06-13,,8;2;22,2인 여행(가족 외),자가용,남,30,5,7.0,3,2,1,228570,10,10,5,13900,1,1,3.875,3.5,3.5,3,8,0.0,2,,2023,6,0.0,1,3,8,1,2,8,3.88,3.5,3.5,3,0,1,0,1,0,5,3,3,4,3
e_e002579,e002579,E01,13;6;9,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-07-01,2023-07-02,,6;13;9,나홀로 여행,대중교통 등,남,30,4,4.0,4,1,0,93100,6,6,6,0,0,0,4.3,3.9,3.9,2,10,0.4,1,,2023,7,40.0,1,3,6,0,1,10,4.3,3.9,3.9,3,0,0,0,0,1,3,2,1,1,0
e_e002582,e002582,E01,3;6;22;4;1;11;23;7;1;24;21,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-06-18,2023-06-20,,3;6;23,자녀 동반 여행,대중교통 등,여,60,3,5.0,3,3,1,117800,5,5,5,135000,1,1,3.4444444444444446,3.0,3.6666666666666665,3,9,0.5555555555555556,2,,2023,6,55.56,1,3,3,1,2,9,3.44,3.0,3.67,3,0,0,0,0,1,4,1,2,2,3
e_e002583,e002583,E03,22;7,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-10,2023-06-12,,7;4;22,2인 여행(가족 외),자가용,남,30,2,7.0,2,1,1,274600,8,8,6,0,0,0,4.0,3.6666666666666665,3.4444444444444446,3,9,0.3333333333333333,2,,2023,6,33.33,1,3,7,1,2,9,4.0,3.67,3.44,3,0,0,0,1,0,4,2,0,2,4
e_e002584,e002584,E03,2;23;6,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-06-10,2023-06-12,,23;2;6,자녀 동반 여행,자가용,남,30,5,5.0,3,4,3,269700,5,5,4,150000,1,1,5.0,5.0,5.0,3,6,0.5,2,,2023,6,50.0,1,3,23,0,2,6,5.0,5.0,5.0,3,0,1,0,0,1,4,0,1,1,2
e_e002589,e002589,E03,12;26;22,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2023-06-23,2023-06-25,,12;2;22,2인 여행(가족 외),자가용,여,60,2,6.0,1,2,1,229090,6,5,5,148000,1,1,3.875,3.25,3.75,3,8,0.125,2,,2023,6,12.5,1,3,12,1,2,8,3.88,3.25,3.75,3,0,1,0,1,0,3,2,3,4,3
e_e002590,e002590,E03,22;11;26;21,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-11,2023-06-12,,11;22;26,2인 여행(가족 외),자가용,남,30,4,5.0,2,1,1,92700,3,3,3,0,0,0,4.333333333333333,4.333333333333333,4.333333333333333,2,3,0.3333333333333333,1,,2023,6,33.33,1,3,11,0,1,3,4.33,4.33,4.33,3,0,0,0,1,0,2,0,1,1,0
e_e002593,e002593,E03,28,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-25,2023-06-26,,28;4;22,3인 이상 여행(가족 외),자가용,여,50,4,10.0,3,3,3,51000,2,2,2,0,0,0,5.0,5.0,5.0,2,3,0.0,1,,2023,6,0.0,1,3,28,0,1,3,5.0,5.0,5.0,3,0,0,0,1,0,2,0,0,1,0
e_e002597,e002597,E03,5;8,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-06-19,2023-06-21,,2;5;23,자녀 동반 여행,자가용,여,30,1,7.0,1,1,3,160100,5,4,4,60000,1,1,4.0,3.6666666666666665,4.0,3,3,0.3333333333333333,2,,2023,6,33.33,1,3,2,0,2,3,4.0,3.67,4.0,3,0,1,0,0,0,4,0,1,1,1
e_e002599,e002599,E03,25,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-10,2023-06-11,,25;4;21,2인 여행(가족 외),자가용,남,30,6,10.0,2,2,1,88100,2,2,5,0,0,0,4.5,4.5,4.5,2,4,0.25,1,,2023,6,25.0,1,3,25,0,1,4,4.5,4.5,4.5,3,0,0,1,0,0,1,1,0,1,1
e_e002600,e002600,E03,1,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-11,2023-06-12,,1;4;22,2인 가족 여행,자가용,남,20,5,12.0,3,5,1,180000,4,4,2,0,0,0,5.0,4.75,4.75,2,4,0.5,1,,2023,6,50.0,1,3,1,0,1,4,5.0,4.75,4.75,3,1,0,0,1,0,2,2,0,0,0
e_e002605,e002605,E03,12;22;3,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-06-11,2023-06-12,,22;12;3,2인 여행(가족 외),자가용,여,30,6,12.0,3,6,1,38000,2,2,3,0,0,0,3.75,3.5,3.5,2,4,0.0,1,,2023,6,0.0,1,3,22,1,1,4,3.75,3.5,3.5,3,0,0,0,1,0,2,0,0,3,2
e_e002606,e002606,E01,11;21;27;4;6,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-06-20,2023-06-21,,11;4;26,나홀로 여행,대중교통 등,여,30,3,6.0,2,2,0,46200,2,2,4,0,0,0,3.6666666666666665,3.6666666666666665,3.6666666666666665,2,3,0.0,1,,2023,6,0.0,1,3,11,0,1,3,3.67,3.67,3.67,3,0,0,0,0,0,2,0,1,1,1
e_e002607,e002607,E03,22;25,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-23,2023-06-25,,25;22;24,2인 가족 여행,자가용,여,20,4,6.0,3,5,1,134100,5,5,5,137000,2,2,4.0,3.888888888888889,4.444444444444445,3,9,0.1111111111111111,2,,2023,6,11.11,1,3,25,0,2,9,4.0,3.89,4.44,3,0,0,0,1,0,4,1,0,1,2
e_e002610,e002610,E03,2;21,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-06-30,2023-07-02,,2;21;3,자녀 동반 여행,자가용,남,30,5,7.0,2,1,3,61660,6,6,5,20000,1,1,4.444444444444445,4.444444444444445,4.444444444444445,3,9,0.2222222222222222,2,,2023,6,22.22,1,3,2,0,2,9,4.44,4.44,4.44,3,0,1,1,0,0,3,2,3,2,2
e_e002622,e002622,E03,2;21,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2023-06-17,2023-06-19,,27;21;2,3인 이상 여행(가족 외),자가용,남,30,5,8.0,2,1,3,398280,8,7,4,199000,1,1,4.833333333333333,4.833333333333333,4.833333333333333,3,6,0.3333333333333333,2,,2023,6,33.33,1,3,27,0,2,6,4.83,4.83,4.83,3,0,1,1,0,0,4,0,3,3,1
