TRAVEL_ID,TRAVELER_ID,TRAVEL_NM,TRAVEL_PURPOSE,TRAVEL_PERSONA,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_STATUS_YMD,TRAVEL_MISSION_CHECK,TRAVEL_STATUS_ACCOMPANY,MVMN_NM,GENDER,AGE_GRP,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,activity_payment_sum,activity_payment_count,activity_store_count,activity_type_unique,lodging_payment_sum,lodging_payment_count,lodging_store_count,visit_dgstfn_avg,visit_revisit_avg,visit_rcmdtn_avg,visit_trip_days,visit_move_cnt,visit_rate,TRAVEL_DURATION_DAYS,TRAVEL_STATUS_LAG_DAYS,TRAVEL_START_YEAR,TRAVEL_START_MONTH,VISIT_RATE_PERCENT,HAS_TRAVEL_MISSION,MISSION_CODE_COUNT_MANUAL,PRIMARY_TRAVEL_MISSION,IS_FAILED_TRIP,TRIP_DAYS,MOVE_CNT,TRIP_DGSTFN_AVG,TRIP_REVISIT_AVG,TRIP_RCMDTN_AVG,MISSION_CODE_COUNT,MISSION_CD_1,MISSION_CD_2,MISSION_CD_21,MISSION_CD_22,MISSION_CD_6,ACTIVITY_CD_1,ACTIVITY_CD_2,ACTIVITY_CD_3,ACTIVITY_CD_4,ACTIVITY_CD_5
e_e000004,e000004,E03,3,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-04-30,2023-05-01,,3;4;11,자녀 동반 여행,,남,40,7,8.0,2,1,2,0,0,0,2,0,0,0,4.0,3.333333333333333,3.6666666666666665,2,3,0.0,1,,2023,4,0.0,1,3,3,1,1,3,4.0,3.33,3.67,3,0,0,0,0,0,0,0,1,2,0
e_e000006,e000006,E03,21,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-04-30,2023-05-02,,21;10;27,2인 가족 여행,,남,30,5,7.0,3,4,1,58500,4,3,6,0,0,0,4.75,4.75,4.75,3,8,0.625,2,,2023,4,62.5,1,3,21,0,2,8,4.75,4.75,4.75,3,0,0,1,0,0,3,1,0,1,2
e_e000009,e000009,E03,2;4,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-04-29,2023-05-01,,22;1;7,2인 여행(가족 외),,여,30,4,12.0,2,1,1,319340,9,9,5,0,0,0,4.5,4.5,4.5,3,10,0.2,2,,2023,4,20.0,1,3,22,0,2,10,4.5,4.5,4.5,3,1,0,0,1,0,6,2,0,3,3
e_e000010,e000010,E01,3;6,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-04-29,2023-05-01,,6;3;1,나홀로 여행,,여,30,4,4.0,2,2,0,421160,9,8,5,0,0,0,4.25,4.25,3.9166666666666665,3,12,0.8333333333333334,2,,2023,4,83.33,1,3,6,1,2,12,4.25,4.25,3.92,3,1,0,0,0,1,8,2,3,2,0
e_e000011,e000011,E01,1;21,서울 방문/수도권 외 거주/40세 이상/커플/일반미션,2023-04-28,2023-05-01,,6;2;24,3인 이상 여행(가족 외),,여,60,7,7.0,2,1,3,764300,8,7,6,0,0,0,3.9,3.7,3.8,4,10,0.2,3,,2023,4,20.0,1,3,6,0,3,10,3.9,3.7,3.8,3,0,1,0,0,1,5,2,3,2,2
e_e000013,e000013,E03,1;22;24;6,서울 외 수도권 방문/수도권 외 거주/40세 이상/부모 동반/일반미션,2023-04-28,2023-04-30,,1;8;6,부모 동반 여행,,여,20,4,4.0,3,4,3,414220,8,8,4,240000,1,1,4.666666666666667,4.333333333333333,4.333333333333333,3,6,0.3333333333333333,2,,2023,4,33.33,1,3,1,0,2,6,4.67,4.33,4.33,3,1,0,0,0,1,4,4,0,2,1
e_e000014,e000014,E03,2,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-01,2023-05-02,,2;1;22,자녀 동반 여행,,남,60,7,11.0,3,2,2,189000,3,2,3,0,0,0,5.0,5.0,5.0,2,1,1.0,1,,2023,5,100.0,1,3,2,0,1,1,5.0,5.0,5.0,3,1,1,0,1,0,1,1,1,0,0
e_e000015,e000015,E01,7,서울 방문/수도권 외 거주/40세 이상/커플/일반미션,2023-04-28,2023-05-02,,7;6;4,2인 여행(가족 외),,남,20,2,6.0,3,2,1,453600,17,16,7,0,0,0,3.888888888888889,3.333333333333333,3.5,5,18,0.2777777777777778,4,,2023,4,27.78,1,3,7,1,4,18,3.89,3.33,3.5,3,0,0,0,0,1,11,2,2,3,1
e_e000016,e000016,E03,1;22;4,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-04-29,2023-04-30,,1;4;22,나홀로 여행,,남,30,4,7.0,2,1,0,135300,4,4,3,0,0,0,4.0,4.0,4.0,2,2,1.0,1,,2023,4,100.0,1,3,1,0,1,2,4.0,4.0,4.0,3,1,0,0,1,0,1,2,0,1,0
e_e000018,e000018,E03,2;11,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-04-29,2023-04-30,,2;5;11,자녀 동반 여행,,여,40,1,5.0,3,6,2,58500,3,2,2,0,0,0,5.0,5.0,5.0,2,2,0.0,1,,2023,4,0.0,1,3,2,0,1,2,5.0,5.0,5.0,3,0,1,0,0,0,1,0,1,0,0
e_e000020,e000020,E03,28;21,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-04-29,2023-05-01,,21;2;5,나홀로 여행,,여,40,7,7.0,3,10,0,166650,8,7,6,84375,1,1,4.363636363636363,3.8181818181818175,4.181818181818182,3,11,0.0909090909090909,2,,2023,4,9.09,1,3,21,0,2,11,4.36,3.82,4.18,3,0,1,1,0,0,5,3,1,4,6
e_e000021,e000021,E03,24,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-04-29,2023-05-01,,24;6;21,2인 여행(가족 외),,남,20,8,11.0,3,3,1,120100,6,5,6,70000,1,1,4.071428571428571,4.0,4.0,3,14,0.4285714285714285,2,,2023,4,42.86,1,3,24,0,2,14,4.07,4.0,4.0,3,0,0,1,0,1,5,0,1,2,2
e_e000022,e000022,E03,22;25,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-04-29,2023-04-30,,2;3;24,2인 가족 여행,,남,40,7,8.0,2,1,1,200000,3,2,4,0,0,0,4.333333333333333,4.333333333333333,4.333333333333333,2,3,0.0,1,,2023,4,0.0,1,3,2,0,1,3,4.33,4.33,4.33,3,0,1,0,0,0,1,0,1,1,1
e_e000023,e000023,E01,4,서울 방문/수도권 거주/40세 이상/커플/일반미션,2023-04-29,2023-04-30,,4;3;11,3대 동반 여행(친척 포함),,남,60,4,10.0,3,20,2,49300,4,4,5,0,0,0,4.2,3.8,3.8,2,5,0.2,1,,2023,4,20.0,1,3,4,0,1,5,4.2,3.8,3.8,3,0,0,0,0,0,2,0,3,2,1
e_e000025,e000025,E03,22,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-04-30,2023-05-01,,22;4;26,자녀 동반 여행,,여,40,4,9.0,2,1,2,65600,3,3,3,0,0,0,4.0,3.0,3.6666666666666665,2,3,0.0,1,,2023,4,0.0,1,3,22,1,1,3,4.0,3.0,3.67,3,0,0,0,1,0,3,0,0,1,1
e_e000030,e000030,E03,21,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-04-29,2023-04-30,,21;7;28,나홀로 여행,,남,50,11,11.0,2,2,0,0,0,0,1,0,0,0,5.0,5.0,5.0,2,2,0.5,1,,2023,4,50.0,1,3,21,0,1,2,5.0,5.0,5.0,3,0,0,1,0,0,0,0,0,0,0
e_e000037,e000037,E03,22,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-04-30,2023-05-01,,22;6;21,나홀로 여행,,여,30,4,7.0,2,1,0,52000,2,2,4,0,0,0,5.0,5.0,5.0,2,2,0.0,1,,2023,4,0.0,1,3,22,0,1,2,5.0,5.0,5.0,3,0,0,1,1,1,2,0,1,1,1
e_e000038,e000038,E03,21;22;23,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-04-28,2023-04-30,,21;23;10,2인 가족 여행,,남,30,6,8.0,3,3,1,184600,7,7,4,66000,1,1,4.857142857142857,4.714285714285714,4.714285714285714,3,7,0.1428571428571428,2,,2023,4,14.29,1,3,21,0,2,7,4.86,4.71,4.71,3,0,0,1,0,0,5,1,1,0,4
e_e000039,e000039,E03,2,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,2023-04-29,2023-04-30,,2;22;24,2인 가족 여행,,남,40,2,5.0,2,1,1,116500,3,3,3,0,0,0,4.571428571428571,4.428571428571429,4.571428571428571,2,7,0.0,1,,2023,4,0.0,1,3,2,0,1,7,4.57,4.43,4.57,3,0,1,0,1,0,2,0,6,2,0
e_e000040,e000040,E01,3;4,서울 방문/수도권 거주/39세 이하/커플/일반미션,2023-04-28,2023-04-30,,4;3;7,2인 여행(가족 외),,남,30,5,7.0,3,6,1,64400,3,3,2,0,0,0,4.2,3.2,3.4,3,5,0.8,2,,2023,4,80.0,1,3,4,1,2,5,4.2,3.2,3.4,3,0,0,0,0,0,3,0,0,2,0
e_e000041,e000041,E03,4;7,서울 외 수도권 방문/수도권 거주/40세 이상/부모 동반/일반미션,2023-04-28,2023-05-01,,3;4;24,부모 동반 여행,,남,60,11,12.0,4,1,1,163500,10,10,5,0,0,0,4.818181818181818,4.818181818181818,4.818181818181818,4,11,0.6363636363636364,3,,2023,4,63.64,1,3,3,0,3,11,4.82,4.82,4.82,3,0,0,0,0,0,10,1,1,1,0
e_e000042,e000042,E02,12;24;5,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-01,2023-05-02,,5;12;24,2인 여행(가족 외),,여,20,4,10.0,3,11,1,72000,2,2,5,0,0,0,4.166666666666667,4.0,4.0,2,6,0.0,1,,2023,5,0.0,1,3,5,0,1,6,4.17,4.0,4.0,3,0,0,0,0,0,1,0,0,2,1
e_e000045,e000045,E03,25,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-04-29,2023-05-01,,8;25;21,2인 가족 여행,,여,60,2,6.0,2,2,1,40070,4,4,5,0,0,0,4.0,3.8,3.8,3,5,0.0,2,,2023,4,0.0,1,3,8,1,2,5,4.0,3.8,3.8,3,0,0,1,0,0,4,1,2,3,3
e_e000046,e000046,E03,5,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-04-28,2023-04-29,,5;10;21,3인 이상 여행(가족 외),,남,60,4,6.0,2,2,3,180300,1,1,6,0,0,0,5.0,5.0,5.0,2,1,1.0,1,,2023,4,100.0,1,3,5,0,1,1,5.0,5.0,5.0,3,0,0,1,0,0,2,0,1,1,1
e_e000293,e000293,E01,1;22;4;6,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-05-28,2023-05-29,,6;1;4,나홀로 여행,대중교통 등,여,30,3,7.0,3,2,0,151600,7,7,4,0,0,0,4.111111111111111,4.888888888888889,3.6666666666666665,2,9,0.8888888888888888,1,,2023,5,88.89,1,3,6,0,1,9,4.11,4.89,3.67,3,1,0,0,0,1,1,4,2,0,0
e_e000294,e000294,E03,1;2;23;26,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,2023-05-19,2023-05-22,,2;23;22,2인 여행(가족 외),자가용,여,20,3,3.0,1,3,1,386300,13,8,5,133200,4,4,3.4,3.8,3.6,4,5,0.2,3,,2023,5,20.0,1,3,2,1,3,5,3.4,3.8,3.6,3,0,1,0,1,0,8,3,4,2,4
e_e000296,e000296,E01,9;11;21;26;1;22;23,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-23,2023-05-26,,9;22;21,나홀로 여행,대중교통 등,여,30,5,7.0,3,8,0,106600,7,7,4,0,0,0,4.0,3.5454545454545454,3.4545454545454546,4,11,0.0909090909090909,3,,2023,5,9.09,1,3,9,0,3,11,4.0,3.55,3.45,3,0,0,1,1,0,7,0,1,1,2
e_e000299,e000299,E01,3;6,서울 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,2023-05-27,2023-05-29,,3;6;11,나홀로 여행,대중교통 등,여,50,3,7.0,3,4,0,257400,8,7,4,0,0,0,4.166666666666667,4.333333333333333,4.0,3,12,0.6666666666666666,2,,2023,5,66.67,1,3,3,0,2,12,4.17,4.33,4.0,3,0,0,0,0,1,6,0,3,0,2
e_e000301,e000301,E01,22;23;26;4,서울 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-19,2023-05-21,,22;23;26,2인 여행(가족 외),대중교통 등,남,20,4,7.0,3,6,1,28100,2,2,4,324500,1,1,4.75,4.75,4.75,3,4,0.0,2,,2023,5,0.0,1,3,22,0,2,4,4.75,4.75,4.75,3,0,0,0,1,0,3,0,1,1,0
e_e000302,e000302,E01,2;21;22;26,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-05-19,2023-05-22,,2;22;26,나홀로 여행,대중교통 등,여,20,4,7.0,3,5,0,501200,13,11,5,0,0,0,4.6,3.733333333333333,4.6,4,15,0.2,3,,2023,5,20.0,1,3,2,0,3,15,4.6,3.73,4.6,3,0,1,0,1,0,7,4,2,3,0
e_e000307,e000307,E03,3,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-21,2023-05-22,,3;22;6,나홀로 여행,자가용,남,30,4,7.0,2,1,0,37800,3,3,3,0,0,0,4.333333333333333,3.8333333333333335,3.8333333333333335,2,6,0.0,1,,2023,5,0.0,1,3,3,0,1,6,4.33,3.83,3.83,3,0,0,0,1,1,3,0,0,3,0
e_e000311,e000311,E02,2;22;26;5,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-27,2023-05-28,,2;22;26,자녀 동반 여행,자가용,남,30,5,6.0,2,2,2,71800,3,3,3,0,0,0,3.5,3.5,3.5,2,6,0.0,1,,2023,5,0.0,1,3,2,1,1,6,3.5,3.5,3.5,3,0,1,0,1,0,2,0,1,3,0
e_e000317,e000317,E01,1;12;4;5;7,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-27,2023-05-30,,4;24;1,나홀로 여행,대중교통 등,남,30,4,7.0,1,1,0,137700,7,7,7,59000,1,1,4.5,3.6538461538461537,3.615384615384616,4,26,0.2692307692307692,3,,2023,5,26.92,1,3,4,1,3,26,4.5,3.65,3.62,3,1,0,0,0,0,7,2,1,5,3
e_e000319,e000319,E03,1;12;24;5;6,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2023-05-31,2023-06-03,,4;1;24,나홀로 여행,대중교통 등,여,50,3,5.0,3,10,0,98100,2,2,5,0,0,0,4.125,3.0,3.125,4,16,0.1875,3,,2023,5,18.75,1,3,4,1,3,16,4.12,3.0,3.12,3,1,0,0,0,0,2,3,0,9,6
e_e000322,e000322,E03,1;24;3;5;6,경기 방문/거주지 구분 없음/40세 이상/특별미션,2023-06-05,2023-06-08,,24;22;1,나홀로 여행,대중교통 등,남,60,5,5.0,2,1,0,11000,1,1,6,0,0,0,4.153846153846154,3.1538461538461537,2.923076923076923,4,13,0.2307692307692307,3,,2023,6,23.08,1,3,24,1,3,13,4.15,3.15,2.92,3,1,0,0,1,0,1,3,1,6,3
e_e000323,e000323,E03,22;26;1;2;4,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-27,2023-05-29,,3;22;26,2인 여행(가족 외),대중교통 등,여,20,3,6.0,2,2,1,141400,7,7,4,65000,1,1,4.5,4.166666666666667,4.166666666666667,3,12,0.0,2,,2023,5,0.0,1,3,3,0,2,12,4.5,4.17,4.17,3,0,0,0,1,0,6,0,1,4,6
e_e000329,e000329,E03,1;12;7;9,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-26,2023-05-29,,7;1;12,2인 여행(가족 외),대중교통 등,여,20,4,7.0,3,3,1,537060,12,12,5,0,0,0,4.0,3.25,3.6666666666666665,4,12,0.0833333333333333,3,,2023,5,8.33,1,3,7,1,3,12,4.0,3.25,3.67,3,1,0,0,0,0,9,3,1,2,0
e_e000331,e000331,E01,1;2,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2023-05-28,2023-05-31,,2;22;1,나홀로 여행,대중교통 등,여,30,5,7.0,2,1,0,287400,9,8,7,0,0,0,4.090909090909091,3.636363636363636,3.909090909090909,4,11,0.3636363636363636,3,,2023,5,36.36,1,3,2,0,3,11,4.09,3.64,3.91,3,1,1,0,1,0,4,1,3,1,6
e_e000332,e000332,E01,1;2;5;7;9,서울 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-19,2023-05-21,,26;24;7,2인 여행(가족 외),자가용,남,20,3,7.0,2,2,1,243000,5,5,3,65000,1,1,4.5,3.75,3.75,3,4,0.0,2,,2023,5,0.0,1,3,26,0,2,4,4.5,3.75,3.75,3,0,0,0,0,0,5,0,0,0,1
e_e000334,e000334,E03,1;22;26;6;9,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2023-05-28,2023-05-30,,22;12;1,2인 여행(가족 외),자가용,여,20,4,10.0,2,1,1,156900,6,6,5,48000,1,1,4.666666666666667,4.666666666666667,4.666666666666667,3,6,0.0,2,,2023,5,0.0,1,3,22,0,2,6,4.67,4.67,4.67,3,1,0,0,1,0,4,1,2,2,2
e_e000336,e000336,E01,3;11;23;26,서울 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-27,2023-05-30,,1;2;23,자녀 동반 여행,자가용,여,30,5,5.0,1,2,2,160100,4,3,5,380241,2,1,5.0,5.0,5.0,4,7,0.1428571428571428,3,,2023,5,14.29,1,3,1,0,3,7,5.0,5.0,5.0,3,1,1,0,0,0,2,2,3,2,2
e_e000338,e000338,E01,21;22;24;26;6,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2023-05-19,2023-05-20,,6;22;26,나홀로 여행,대중교통 등,여,40,3,9.0,2,1,0,12500,2,2,6,0,0,0,4.571428571428571,4.857142857142857,4.571428571428571,2,7,0.4285714285714285,1,,2023,5,42.86,1,3,6,0,1,7,4.57,4.86,4.57,3,0,0,0,1,1,2,1,1,1,0
e_e000342,e000342,E02,1;21;22;24;4,인천 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-19,2023-05-22,,4;21;22,3대 동반 여행(친척 포함),대중교통 등,남,60,5,8.0,2,1,5,531900,11,10,7,0,0,0,5.0,5.0,5.0,4,13,0.3076923076923077,3,,2023,5,30.77,1,3,4,0,3,13,5.0,5.0,5.0,3,0,0,1,1,0,6,2,1,5,4
e_e000344,e000344,E01,1;12;2;3;6,서울 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,2023-05-19,2023-05-21,,2;3;4,자녀 동반 여행,자가용,남,30,5,5.0,2,2,2,168000,6,6,5,444675,1,1,4.0,4.0,4.0,3,5,0.2,2,,2023,5,20.0,1,3,2,0,2,5,4.0,4.0,4.0,3,0,1,0,0,0,4,1,2,5,5
e_e000345,e000345,E01,22;6;9,서울 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-19,2023-05-21,,6;22;9,3인 이상 여행(가족 외),대중교통 등,남,30,1,6.0,3,7,2,660100,10,10,6,60000,1,1,4.0,3.4545454545454546,3.363636363636364,3,11,0.0909090909090909,2,,2023,5,9.09,1,3,6,1,2,11,4.0,3.45,3.36,3,0,0,0,1,1,6,1,3,1,4
e_e000346,e000346,E02,21;22;24,인천 방문/거주지 구분 없음/40세 이상/특별미션,2023-05-27,2023-05-28,,22;21;5,3인 이상 여행(가족 외),자가용,남,60,6,6.0,2,1,2,27000,1,1,2,0,0,0,4.0,3.5,3.5,2,3,0.3333333333333333,1,,2023,5,33.33,1,3,22,1,1,2,4.0,3.5,3.5,3,0,0,1,1,0,1,0,1,0,0
e_e000347,e000347,E03,2;4;8,서울 외 수도권 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,2023-05-26,2023-05-30,,1;4;6,나홀로 여행,대중교통 등,남,40,5,8.0,2,2,0,873940,15,11,6,50000,1,1,4.0,3.8333333333333335,3.8333333333333335,5,18,0.6111111111111112,4,,2023,5,61.11,1,3,1,0,4,18,4.0,3.83,3.83,3,1,0,0,0,1,8,3,1,2,0
e_e000350,e000350,E03,1;2;22,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2023-05-18,2023-05-19,,2;1;22,자녀 동반 여행,자가용,여,30,1,5.0,2,2,2,43500,5,4,4,0,0,0,3.333333333333333,3.333333333333333,3.333333333333333,2,3,0.0,1,,2023,5,0.0,1,3,2,1,1,3,3.33,3.33,3.33,3,1,1,0,1,0,2,1,1,1,0
e_e000352,e000352,E01,22;23;6;7,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,2023-05-21,2023-05-23,,23;22;21,2인 여행(가족 외),대중교통 등,여,30,5,7.0,2,2,1,349400,9,9,4,270000,1,1,3.727272727272727,3.636363636363636,3.636363636363636,3,11,0.1818181818181818,2,,2023,5,18.18,1,3,23,0,2,11,3.73,3.64,3.64,3,0,0,1,1,0,10,0,0,1,2
e_e000353,e000353,E03,1;22;6,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2023-05-23,2023-05-24,,1;2;3,나홀로 여행,자가용,여,40,2,7.0,3,2,0,25000,3,3,5,0,0,0,4.2,4.2,4.2,2,5,0.4,1,,2023,5,40.0,1,3,1,0,1,5,4.2,4.2,4.2,3,1,1,0,0,0,3,1,1,2,1
e_e000355,e000355,E02,1;11;2;6,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-21,2023-05-22,,5;11;27,자녀 동반 여행,자가용,여,40,1,5.0,2,2,2,101800,4,3,3,0,0,0,5.0,5.0,5.0,2,1,1.0,1,,2023,5,100.0,1,3,5,0,1,1,5.0,5.0,5.0,3,0,0,0,0,0,3,0,1,0,1
e_e000357,e000357,E01,1,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-15,2023-05-16,,1;6;7,나홀로 여행,대중교통 등,여,30,5,9.0,2,2,0,1507300,6,6,4,0,0,0,5.0,4.0,4.0,2,8,0.5,1,,2023,5,50.0,1,3,1,0,1,8,5.0,4.0,4.0,3,1,0,0,0,1,4,0,0,0,0
e_e000360,e000360,E03,21;22;24;26;9,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-05-29,2023-05-30,,2;21;22,2인 가족 여행,자가용,남,30,5,8.0,3,5,1,62600,3,3,4,0,0,0,3.6666666666666665,3.333333333333333,3.333333333333333,2,3,0.0,1,,2023,5,0.0,1,3,2,1,1,3,3.67,3.33,3.33,3,0,1,1,1,0,3,0,2,1,1
e_e000362,e000362,E03,1;2;22;5;8,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,2023-05-15,2023-05-17,,8;5;22,2인 가족 여행,자가용,여,40,5,8.0,3,5,1,196000,4,4,5,0,0,0,4.2,4.2,4.2,3,5,0.2,2,,2023,5,20.0,1,3,8,0,2,5,4.2,4.2,4.2,3,0,0,0,1,0,3,1,1,3,1
e_e000364,e000364,E03,1;3;6,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-16,2023-05-19,,3;1;6,나홀로 여행,대중교통 등,여,30,4,7.0,3,4,0,22700,4,4,5,0,0,0,3.4,2.6,3.0,4,5,0.2,3,,2023,5,20.0,1,3,3,1,3,5,3.4,2.6,3.0,3,1,0,0,0,1,2,2,2,2,2
e_e000366,e000366,E03,2;5;6;8;9,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-20,2023-05-22,,1;2;8,자녀 동반 여행,자가용,여,40,3,7.0,2,2,2,78930,7,6,5,175130,1,1,4.0,4.0,4.0,3,5,0.4,2,,2023,5,40.0,1,3,1,0,2,5,4.0,4.0,4.0,3,1,1,0,0,0,3,3,3,3,3
e_e000369,e000369,E01,1;3;6,서울 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-05,2023-06-07,,3;6;23,나홀로 여행,자가용,여,30,4,7.0,2,2,0,151300,6,6,5,257400,1,1,4.181818181818182,3.636363636363636,4.2727272727272725,3,11,0.2727272727272727,2,,2023,6,27.27,1,3,3,0,2,11,4.18,3.64,4.27,3,0,0,0,0,1,4,1,3,4,5
e_e000371,e000371,E01,1;11;4;7;9,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2023-05-26,2023-05-29,,6;24;21,나홀로 여행,자가용,여,30,8,7.0,3,2,0,110900,5,5,3,70000,1,1,5.0,5.0,4.555555555555555,4,9,0.1111111111111111,3,,2023,5,11.11,1,3,6,0,3,9,5.0,5.0,4.56,3,0,0,1,0,1,5,0,0,3,7
e_e000373,e000373,E03,21;24;26;4,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,2023-05-20,2023-05-21,,26;6;1,3대 동반 여행(친척 포함),자가용,여,60,1,5.0,3,6,3,93300,3,3,3,0,0,0,5.0,5.0,5.0,2,3,0.3333333333333333,1,,2023,5,33.33,1,3,26,0,1,3,5.0,5.0,5.0,3,1,0,0,0,1,2,1,0,1,0
e_e000375,e000375,E03,26;6;11;8;21;22;28;2,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-06-03,2023-06-05,,2;11;3,자녀 동반 여행,자가용,여,40,4,7.0,2,1,3,273900,5,4,7,0,0,0,4.416666666666667,4.416666666666667,4.5,3,12,0.0833333333333333,2,,2023,6,8.33,1,3,2,0,2,12,4.42,4.42,4.5,3,0,1,0,0,0,3,1,4,2,1
e_e000376,e000376,E03,3;4;22,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,2023-05-29,2023-05-30,,22;24;3,3인 이상 여행(가족 외),자가용,여,50,1,8.0,2,1,2,66900,4,4,3,0,0,0,3.25,3.25,3.5,2,4,0.5,1,,2023,5,50.0,1,3,22,1,1,4,3.25,3.25,3.5,3,0,0,0,1,0,3,0,0,2,1
e_e000377,e000377,E03,1;11;21;22;6,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-05-21,2023-05-22,,6;22;24,자녀 동반 여행,자가용,여,30,1,6.0,2,1,3,147900,3,3,4,0,0,0,4.0,4.0,4.0,2,4,0.0,1,,2023,5,0.0,1,3,6,0,1,4,4.0,4.0,4.0,3,0,0,0,1,1,2,1,1,1,0
e_e000379,e000379,E03,11,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2023-05-28,2023-05-29,,11;1;6,자녀 동반 여행,자가용,남,40,7,10.0,3,4,2,107000,3,3,4,0,0,0,4.0,3.75,3.75,2,4,0.25,1,,2023,5,25.0,1,3,11,0,1,4,4.0,3.75,3.75,3,1,0,0,0,1,2,1,1,1,0
e_e000381,e000381,E03,22;24;26;5;8,경기 방문/거주지 구분 없음/39세 이하/특별미션,2023-06-02,2023-06-05,,8;24;5,자녀 동반 여행,자가용,여,30,3,7.0,2,1,3,51000,1,1,5,120000,1,1,3.6666666666666665,3.6666666666666665,3.6666666666666665,4,3,0.0,3,,2023,6,0.0,1,3,8,0,3,3,3.67,3.67,3.67,3,0,0,0,0,0,3,0,3,2,2
e_e000384,e000384,E03,21;22;25;3;8,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2023-06-04,2023-06-07,,21;8;22,2인 가족 여행,자가용,여,30,8,12.0,2,2,1,138030,9,9,5,120000,1,1,3.5,3.375,3.375,4,8,0.375,3,,2023,6,37.5,1,3,21,1,3,8,3.5,3.38,3.38,3,0,0,1,1,0,7,3,1,3,2
