TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM
b015583,41,2,20,6,1.0,5,3.0,3,7.0,2,2,1,1,1,4,7,1,1,7,경기도,충남,2인 여행(가족 외),1,1
a001105,30,1,30,6,1.0,2,3.0,4,6.0,3,1,6,2,2,2,4,6,6,5,대전광역시,경기,3인 이상 여행(가족 외),3,7
a001673,41,2,30,4,2.0,3,정보없음,5,8.0,2,3,4,1,2,1,2,5,2,7,경기도,서울,자녀 동반 여행,10,2
a017690,41,2,30,6,1.0,3,3.0,5,7.0,3,6,2,2,3,4,3,2,4,5,경기도,서울,3인 이상 여행(가족 외),3,3
c006666,28,2,30,6,1.0,3,13.0,3,7.0,2,1,3,6,2,4,6,5,5,5,인천광역시,경기,나홀로 여행,1,0
a007192,11,1,20,7,1.0,4,2.0,7,12.0,2,1,4,2,2,1,4,4,5,4,서울특별시,경기,나홀로 여행,6,0
a006685,41,2,30,5,2.0,2,3.0,4,7.0,3,6,1,1,7,5,1,1,5,2,경기도,인천,2인 가족 여행,10,1
a014274,11,2,20,6,1.0,4,2.0,5,11.0,3,5,2,1,1,5,3,3,2,6,서울특별시,경기,나홀로 여행,4,0
a002302,11,2,60,6,2.0,2,2.0,4,7.0,2,5,3,4,5,2,2,5,6,6,서울특별시,인천,나홀로 여행,8,0
a004118,50,2,30,6,1.0,2,3.0,5,8.0,3,6,4,3,1,4,6,4,7,4,제주특별자치도,인천,나홀로 여행,1,0
a001158,41,1,30,6,1.0,1,3.0,4,7.0,2,2,1,3,2,3,2,2,3,2,경기도,경기,나홀로 여행,8,0
a014377,28,2,40,6,1.0,1,3.0,4,7.0,3,2,1,1,3,2,4,3,6,4,인천광역시,서울,나홀로 여행,2,0
a003073,41,2,30,6,2.0,3,3.0,6,12.0,2,1,3,3,6,4,6,6,6,2,경기도,경기,자녀 동반 여행,1,2
a005594,28,1,30,6,2.0,4,3.0,7,7.0,2,2,2,7,2,6,6,6,6,2,인천광역시,경기,자녀 동반 여행,3,3
a007179,41,2,40,5,2.0,1,13.0,3,7.0,3,5,1,4,3,5,1,3,2,3,경기도,인천,3인 이상 여행(가족 외),3,4
a006286,41,1,40,6,2.0,3,2.0,9,9.0,2,1,2,1,2,1,1,4,1,7,경기도,인천,자녀 동반 여행,8,2
a002832,41,1,50,5,4.0,2,4.0,5,5.0,3,5,1,4,4,1,6,2,1,7,경기도,경기,2인 여행(가족 외),3,1
a001702,41,2,30,6,1.0,5,3.0,4,5.0,3,4,2,2,2,3,4,2,3,7,경기도,경기,부모 동반 여행,2,4
a005419,11,2,30,6,2.0,3,2.0,2,7.0,3,4,3,6,2,6,6,6,6,4,서울특별시,경기,자녀 동반 여행,1,2
a008026,41,2,20,6,1.0,4,13.0,1,5.0,2,1,2,1,2,3,4,4,5,4,경기도,경기,2인 가족 여행,3,1
a003335,41,2,30,6,1.0,1,3.0,4,7.0,2,1,4,2,2,2,4,5,2,4,경기도,서울,2인 여행(가족 외),3,1
a018046,11,2,20,6,1.0,4,2.0,1,6.0,2,1,4,7,6,6,4,5,2,2,서울특별시,경기,나홀로 여행,1,0
a007399,41,2,20,6,1.0,4,4.0,4,10.0,3,6,6,1,1,3,4,6,6,6,경기도,경기,2인 여행(가족 외),1,1
a007033,11,1,20,4,1.0,3,12.0,2,8.0,1,1,7,7,1,1,3,1,7,7,서울특별시,경기,나홀로 여행,1,0
a007579,11,2,50,6,2.0,3,3.0,2,11.0,3,4,1,7,1,1,4,4,1,2,서울특별시,경기,2인 가족 여행,2,1
a008021,11,2,40,6,2.0,4,3.0,6,12.0,3,4,2,1,5,1,3,2,2,7,서울특별시,경기,3인 이상 여행(가족 외),3,7
a002222,30,2,60,6,2.0,2,4.0,1,3.0,3,1,1,4,3,4,4,6,2,6,대전광역시,서울,3인 이상 여행(가족 외),3,2
a005485,41,1,20,6,1.0,1,2.0,5,7.0,2,3,2,2,2,5,4,3,6,2,경기도,경기,2인 여행(가족 외),6,1
a007957,28,1,30,6,1.0,1,3.0,5,7.0,2,2,2,3,2,6,2,3,6,5,인천광역시,서울,나홀로 여행,1,0
a001548,28,1,30,6,1.0,1,3.0,4,7.0,2,1,2,2,3,4,3,4,2,1,인천광역시,서울,나홀로 여행,1,1
a011069,41,2,20,6,1.0,3,3.0,5,12.0,3,3,3,3,4,2,2,5,2,4,경기도,서울,나홀로 여행,7,0
a007329,11,1,20,6,1.0,1,2.0,5,7.0,2,1,6,5,2,5,3,2,6,2,서울특별시,경기,나홀로 여행,2,0
a012452,11,2,30,6,1.0,4,3.0,5,8.0,2,2,1,4,6,4,6,2,6,2,서울특별시,경기,2인 여행(가족 외),1,1
c002035,41,1,20,6,1.0,4,10.0,3,10.0,3,3,2,2,2,5,6,2,2,7,경기도,서울,나홀로 여행,2,0
a018147,11,2,60,4,4.0,3,3.0,3,7.0,2,2,1,4,1,2,3,1,4,6,서울특별시,경기,자녀 동반 여행,1,2
a004399,41,1,40,6,2.0,4,2.0,5,8.0,3,3,2,2,1,6,6,6,7,7,경기도,경기,자녀 동반 여행,3,3
a001734,41,2,20,6,1.0,1,3.0,4,7.0,3,4,2,2,2,5,5,2,6,4,경기도,인천,2인 여행(가족 외),2,1
a006816,11,2,30,6,1.0,2,3.0,3,4.0,3,5,1,1,1,5,5,4,2,6,서울특별시,경기,2인 여행(가족 외),7,0
a015175,50,1,50,2,2.0,4,4.0,3,6.0,3,6,4,5,6,5,4,5,4,6,제주특별자치도,서울,나홀로 여행,7,0
a003712,28,1,40,7,2.0,5,2.0,5,8.0,2,1,1,1,1,4,4,1,2,4,인천광역시,경기,자녀 동반 여행,3,4
a006014,11,2,60,6,1.0,4,4.0,4,4.0,2,1,2,6,1,3,4,2,6,7,서울특별시,경기,3대 동반 여행(친척 포함),7,6
a000550,26,1,40,8,2.0,2,2.0,6,10.0,4,1,4,4,6,2,4,6,3,2,부산광역시,서울,2인 가족 여행,9,1
a002197,44,2,30,7,2.0,2,2.0,5,7.0,2,1,7,1,1,1,1,7,1,1,충청남도,서울,나홀로 여행,4,0
a018130,11,2,30,6,1.0,1,4.0,3,7.0,2,1,3,3,3,4,4,3,4,4,서울특별시,경기,2인 여행(가족 외),5,1
a003028,41,2,30,6,4.0,2,3.0,4,4.0,2,1,4,3,3,4,3,4,4,4,경기도,경기,자녀 동반 여행,1,1
a007244,11,2,30,6,1.0,1,3.0,2,7.0,3,2,4,1,1,5,1,1,7,1,서울특별시,경기,나홀로 여행,2,0
a002019,41,2,20,6,1.0,4,정보없음,1,5.0,2,1,4,3,4,2,3,4,3,5,경기도,서울,나홀로 여행,2,0
a001859,11,2,30,6,2.0,4,3.0,3,8.0,3,5,4,3,2,2,4,3,5,4,서울특별시,경기,자녀 동반 여행,1,3
a018087,41,2,30,5,1.0,3,3.0,4,7.0,3,4,1,2,2,4,3,3,3,4,경기도,서울,2인 여행(가족 외),2,0
a004565,47,1,20,6,1.0,3,13.0,1,7.0,2,3,4,1,2,4,2,4,7,2,경상북도,서울,나홀로 여행,1,0
a002077,30,2,20,6,1.0,4,4.0,2,2.0,3,2,4,4,4,4,4,4,4,4,대전광역시,서울,2인 여행(가족 외),6,1
a017910,11,2,40,4,2.0,4,11.0,1,10.0,2,2,1,1,1,4,1,1,7,4,서울특별시,경기,3인 이상 여행(가족 외),10,2
a001817,28,2,20,5,1.0,1,3.0,4,7.0,3,5,1,2,1,5,4,2,3,6,인천광역시,서울,2인 여행(가족 외),3,1
a006822,11,2,20,6,1.0,1,2.0,6,7.0,3,2,3,3,1,3,6,2,7,6,서울특별시,경기,나홀로 여행,1,0
a003223,11,1,20,6,1.0,1,2.0,5,7.0,3,4,1,1,1,1,1,5,3,1,서울특별시,경기,나홀로 여행,2,0
a001383,41,2,30,6,2.0,2,정보없음,1,5.0,2,1,2,3,3,4,3,3,4,7,서울특별시,경기,나홀로 여행,1,0
a007699,28,1,20,6,1.0,5,12.0,2,9.0,3,2,6,2,4,1,2,3,7,1,인천광역시,경기,나홀로 여행,2,0
a017742,44,2,30,7,2.0,1,2.0,5,7.0,2,3,2,2,2,2,5,6,2,7,충청남도,서울,나홀로 여행,7,0
a015340,11,2,40,7,2.0,4,11.0,1,8.0,2,1,4,6,6,2,6,6,2,6,서울특별시,경기,자녀 동반 여행,1,3
a006017,28,1,50,6,2.0,3,5.0,4,11.0,2,2,2,3,2,3,3,2,6,5,인천광역시,경기,2인 가족 여행,6,1
a006061,41,2,20,6,1.0,3,12.0,1,5.0,2,2,2,3,2,2,6,3,2,6,경기도,서울,나홀로 여행,2,0
a002927,28,2,30,5,2.0,4,3.0,1,6.0,2,1,1,2,4,4,1,3,6,3,인천광역시,경기,자녀 동반 여행,6,3
a004208,41,1,20,6,1.0,1,8.0,4,7.0,3,3,2,2,2,2,6,6,2,6,경기도,경기,2인 여행(가족 외),9,1
a003110,47,2,30,6,1.0,4,3.0,4,7.0,2,1,7,1,1,7,7,1,7,1,경상북도,서울,3인 이상 여행(가족 외),2,2
a001971,45,1,20,6,1.0,2,2.0,2,5.0,3,3,5,1,1,7,1,1,7,7,전라북도,서울,나홀로 여행,1,0
a014786,41,2,30,6,2.0,2,13.0,3,5.0,3,2,2,2,2,2,5,4,3,6,경기도,경기,자녀 동반 여행,3,1
b005303,11,1,20,6,1.0,4,3.0,4,9.0,3,4,3,2,2,2,6,2,6,7,서울특별시,경기,2인 여행(가족 외),2,1
a005012,41,1,20,6,1.0,5,12.0,2,8.0,3,4,6,6,2,6,6,2,6,4,경기도,서울,나홀로 여행,8,0
a002290,41,2,30,6,2.0,2,11.0,2,5.0,3,3,3,4,2,4,6,6,2,3,경기도,서울,2인 가족 여행,8,1
a001448,30,2,20,7,1.0,1,3.0,5,7.0,3,5,3,1,2,2,3,4,5,7,대전광역시,서울,2인 여행(가족 외),3,1
a002024,43,1,20,7,1.0,3,정보없음,5,7.0,3,3,4,1,1,1,1,4,3,2,충청북도,경기,2인 여행(가족 외),3,1
a005173,28,1,30,6,1.0,2,2.0,4,4.0,3,4,2,4,6,3,2,2,6,6,인천광역시,경기,2인 여행(가족 외),1,1
a001976,11,2,20,6,1.0,4,정보없음,2,5.0,2,1,6,6,6,3,3,4,6,6,서울특별시,경기,나홀로 여행,1,0
a011479,29,2,30,5,1.0,2,4.0,1,3.0,2,1,6,1,4,1,1,6,1,1,광주광역시,경기,나홀로 여행,2,0
a007595,28,1,30,6,1.0,3,4.0,4,7.0,2,1,5,1,3,2,1,4,3,3,인천광역시,서울,2인 여행(가족 외),3,1
a000014,11,1,50,7,2.0,3,2.0,12,12.0,3,5,2,2,6,2,2,6,2,7,서울특별시,경기,2인 여행(가족 외),10,7
a018116,11,1,60,6,2.0,2,13.0,3,3.0,3,1,2,4,2,3,3,3,3,6,서울특별시,경기,2인 가족 여행,1,1
a003176,45,2,30,6,1.0,3,3.0,4,5.0,3,10,3,1,2,2,6,3,5,3,전라북도,서울,3인 이상 여행(가족 외),3,4
a002237,42,2,20,7,1.0,5,8.0,1,7.0,2,1,1,1,7,1,1,1,7,1,강원도,서울,나홀로 여행,1,0
a015750,11,2,30,6,1.0,3,13.0,1,5.0,3,2,4,2,1,4,1,4,4,2,서울특별시,인천,나홀로 여행,2,0
a005736,11,2,40,7,2.0,4,3.0,5,8.0,3,3,1,7,7,7,1,7,1,1,서울특별시,경기,3대 동반 여행(친척 포함),2,4
a001333,50,1,20,6,1.0,3,6.0,2,7.0,3,3,1,1,1,4,3,1,7,4,제주특별자치도,경기,3인 이상 여행(가족 외),3,2
a004008,11,2,30,7,1.0,2,2.0,4,7.0,3,2,2,3,3,3,1,3,2,5,서울특별시,경기,나홀로 여행,2,0
a001915,42,2,20,6,1.0,4,3.0,4,6.0,2,1,2,2,3,2,2,2,4,4,강원도,경기,부모 동반 여행,3,3
a000510,30,1,30,8,1.0,1,2.0,6,7.0,3,3,4,2,2,3,5,3,5,5,대전광역시,인천,2인 여행(가족 외),3,1
a001563,11,2,30,6,2.0,2,3.0,5,10.0,3,2,2,2,6,2,2,3,2,6,서울특별시,경기,2인 가족 여행,3,1
a006668,11,2,30,7,2.0,3,3.0,8,12.0,3,4,4,6,3,5,7,6,2,6,서울특별시,경기,자녀 동반 여행,1,2
a006197,41,2,30,6,2.0,2,2.0,1,12.0,3,4,2,6,2,2,2,6,2,5,경기도,경기,나홀로 여행,8,2
a000080,27,1,20,5,1.0,1,정보없음,4,7.0,3,2,5,2,4,3,5,4,6,4,대구광역시,서울,2인 여행(가족 외),1,1
a018176,11,2,30,7,1.0,1,3.0,5,7.0,2,4,2,1,1,3,2,6,2,6,서울특별시,경기,2인 여행(가족 외),1,1
a010455,41,1,40,7,2.0,4,3.0,8,12.0,2,6,2,4,2,4,4,2,3,4,경기도,경기,자녀 동반 여행,2,3
a003411,28,2,20,6,1.0,3,12.0,2,6.0,2,2,4,4,4,2,2,5,6,4,인천광역시,서울,2인 여행(가족 외),3,1
a008084,45,2,20,5,1.0,3,3.0,3,10.0,2,1,4,3,2,2,4,4,4,3,전라북도,서울,3인 이상 여행(가족 외),3,2
a017831,11,2,20,6,1.0,4,13.0,4,7.0,3,4,1,1,1,3,6,3,3,5,서울특별시,인천,2인 여행(가족 외),2,1
a003137,41,2,30,6,2.0,4,3.0,6,11.0,3,3,5,1,2,2,4,3,3,5,경기도,경기,3인 이상 여행(가족 외),3,2
a006565,41,1,30,6,2.0,3,3.0,5,9.0,3,3,1,1,4,1,2,2,2,3,경기도,인천,자녀 동반 여행,10,2
a000413,26,1,20,4,1.0,8,9.0,2,5.0,2,3,4,1,1,4,4,2,3,7,부산광역시,서울,나홀로 여행,1,1
a007230,11,2,20,6,1.0,1,3.0,3,7.0,1,4,2,2,5,7,3,2,7,5,서울특별시,경기,2인 여행(가족 외),8,1
a008359,44,1,40,5,2.0,2,9.0,5,6.0,3,5,2,1,2,6,1,7,7,5,충청남도,서울,2인 가족 여행,1,1
a001104,11,1,30,6,1.0,1,9.0,4,7.0,3,3,2,1,1,3,3,4,7,1,서울특별시,경기,나홀로 여행,1,0
a014948,26,2,20,7,1.0,1,2.0,4,7.0,3,2,2,7,1,5,7,6,3,3,부산광역시,서울,나홀로 여행,7,2
a002974,26,2,20,4,1.0,1,3.0,4,7.0,3,4,7,1,3,4,5,7,7,4,부산광역시,서울,나홀로 여행,1,0
a000385,27,1,20,7,1.0,1,정보없음,2,7.0,3,5,4,7,1,4,1,1,1,7,대구광역시,경기,2인 여행(가족 외),2,1
a009448,11,1,30,6,2.0,2,7.0,5,9.0,2,1,2,1,6,4,4,2,5,4,서울특별시,인천,2인 여행(가족 외),2,1
a007608,11,1,40,6,2.0,3,2.0,6,11.0,2,2,6,2,2,2,6,4,1,3,서울특별시,경기,자녀 동반 여행,3,2
a003757,27,2,30,6,2.0,3,2.0,1,5.0,2,2,4,2,2,4,5,5,4,5,부산광역시,서울,3대 동반 여행(친척 포함),8,3
a009680,41,1,40,6,2.0,3,3.0,5,8.0,2,2,2,2,1,3,6,6,3,6,경기도,경기,3인 이상 여행(가족 외),3,2
a000632,41,2,20,6,1.0,4,정보없음,1,5.0,3,4,7,6,1,2,2,6,6,2,경기도,서울,나홀로 여행,8,0
a000877,27,2,40,7,1.0,1,4.0,3,7.0,3,2,3,1,5,2,4,5,3,7,대구광역시,서울,나홀로 여행,10,0
a006141,42,2,50,5,2.0,3,4.0,4,6.0,4,1,5,6,6,2,6,7,2,6,강원도,경기,3인 이상 여행(가족 외),3,2
a011569,43,1,20,6,1.0,1,3.0,3,7.0,3,2,5,2,2,2,1,2,1,3,충청북도,서울,나홀로 여행,1,0
a014171,11,2,30,6,2.0,3,3.0,3,10.0,3,3,1,1,1,2,1,7,7,7,서울특별시,경기,자녀 동반 여행,3,2
a017605,11,1,40,5,2.0,3,2.0,4,4.0,2,2,3,3,5,4,4,3,2,6,서울특별시,경기,자녀 동반 여행,3,2
a000342,41,2,30,6,1.0,4,정보없음,3,6.0,3,2,2,3,1,5,2,2,6,2,서울특별시,경기,2인 여행(가족 외),1,1
a001143,11,1,20,6,1.0,4,4.0,2,7.0,3,4,1,1,1,2,1,3,2,3,서울특별시,경기,나홀로 여행,7,0
a000293,11,2,40,6,2.0,4,2.0,6,9.0,2,1,4,5,3,2,4,5,6,6,서울특별시,경기,3인 이상 여행(가족 외),2,3
d012476,50,2,40,6,2.0,1,13.0,3,7.0,3,4,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,7,0
a005458,41,2,30,5,2.0,2,4.0,3,6.0,3,5,1,1,2,2,3,3,2,6,경기도,경기,2인 가족 여행,3,1
a002458,28,1,50,6,3.0,3,3.0,4,5.0,3,4,2,1,3,2,2,6,2,6,인천광역시,서울,3대 동반 여행(친척 포함),8,2
a017855,41,2,30,6,2.0,2,4.0,3,6.0,3,2,3,4,4,3,4,4,4,4,경기도,서울,나홀로 여행,8,0
a008406,11,2,20,6,1.0,1,3.0,5,7.0,2,1,3,2,1,4,5,3,1,3,서울특별시,경기,3인 이상 여행(가족 외),3,2
a006166,11,2,30,7,1.0,1,2.0,5,7.0,3,4,3,3,4,3,3,2,4,3,서울특별시,인천,3인 이상 여행(가족 외),1,2
a002270,11,2,20,6,1.0,3,4.0,2,12.0,3,5,2,4,1,3,3,3,6,4,서울특별시,경기,2인 여행(가족 외),6,1
a000485,41,2,30,6,1.0,3,정보없음,2,5.0,3,2,4,1,4,6,2,4,3,3,경기도,인천,나홀로 여행,1,1
a005610,41,1,30,4,1.0,3,13.0,4,11.0,3,4,6,2,6,2,2,6,2,2,경기도,서울,2인 여행(가족 외),1,1
a002737,11,1,50,6,2.0,4,3.0,7,12.0,2,1,3,2,1,4,6,5,2,4,서울특별시,경기,2인 가족 여행,3,1
a008194,11,1,20,6,1.0,3,2.0,4,5.0,2,2,2,2,2,2,3,5,6,7,서울특별시,경기,2인 여행(가족 외),5,1
a001305,41,1,30,5,2.0,2,2.0,6,9.0,2,1,1,4,3,5,7,4,7,6,경기도,경기,2인 가족 여행,2,1
a009555,11,1,30,5,1.0,1,5.0,5,7.0,3,2,2,1,2,2,1,1,2,4,서울특별시,경기,나홀로 여행,2,0
a012251,28,2,30,6,1.0,4,3.0,4,8.0,3,4,4,2,3,5,4,3,6,3,인천광역시,서울,2인 여행(가족 외),2,1
a012216,41,2,30,5,1.0,3,13.0,4,11.0,3,3,7,1,7,1,4,7,6,7,경기도,서울,2인 가족 여행,1,1
a000207,41,1,50,6,2.0,4,3.0,2,5.0,2,1,4,4,5,2,2,3,2,6,경기도,경기,자녀 동반 여행,1,2
a009815,11,2,30,6,1.0,1,3.0,5,7.0,3,3,6,3,1,5,6,2,6,6,서울특별시,인천,나홀로 여행,1,0
a004957,41,1,20,6,1.0,2,2.0,4,6.0,3,4,4,2,2,4,4,6,4,4,경기도,서울,2인 여행(가족 외),3,1
b004527,27,2,20,6,2.0,2,2.0,4,8.0,2,3,4,2,2,6,6,5,2,6,대구광역시,경기,3인 이상 여행(가족 외),7,3
a017546,28,2,20,5,1.0,3,4.0,4,8.0,3,4,2,4,1,7,7,6,3,4,인천광역시,서울,나홀로 여행,7,0
a004335,41,1,40,7,2.0,3,2.0,6,10.0,3,4,4,1,1,1,1,4,1,4,경기도,서울,자녀 동반 여행,3,3
a002587,41,2,30,6,2.0,2,2.0,3,6.0,3,3,4,4,2,2,6,6,2,4,경기도,경기,나홀로 여행,8,0
a007252,41,2,40,5,2.0,3,2.0,3,6.0,2,1,6,2,4,2,4,6,2,5,경기도,경기,3인 이상 여행(가족 외),3,2
a008050,28,1,30,7,1.0,1,2.0,7,7.0,2,3,7,1,7,1,1,1,1,7,인천광역시,서울,나홀로 여행,1,0
a010380,28,1,30,4,2.0,2,4.0,3,4.0,2,1,4,4,4,4,4,4,4,4,인천광역시,경기,2인 여행(가족 외),2,1
a000110,50,2,20,4,1.0,3,4.0,4,6.0,3,2,4,3,3,1,2,5,2,5,제주특별자치도,서울,나홀로 여행,2,0
a010181,30,1,20,5,1.0,3,12.0,2,4.0,2,1,6,2,6,4,6,6,6,6,대전광역시,서울,2인 여행(가족 외),3,1
a001219,41,1,30,6,2.0,3,3.0,8,11.0,2,1,3,4,4,3,2,3,3,4,경기도,경기,자녀 동반 여행,2,2
a000635,45,2,30,5,1.0,3,2.0,3,11.0,2,1,4,3,4,3,4,5,5,7,전라북도,서울,나홀로 여행,7,1
a015346,41,2,30,6,2.0,3,3.0,1,6.0,1,1,1,1,1,4,7,1,4,5,경기도,경기,2인 가족 여행,2,1
a010009,41,2,30,4,1.0,2,13.0,1,4.0,3,2,4,3,5,4,3,5,5,5,경기도,서울,나홀로 여행,1,0
a002280,11,2,30,6,1.0,1,3.0,4,7.0,2,1,2,1,1,4,4,2,3,5,서울특별시,경기,2인 여행(가족 외),1,1
a001605,26,2,20,5,1.0,1,3.0,4,7.0,3,4,3,3,4,4,3,4,3,4,부산광역시,서울,나홀로 여행,7,0
a005347,41,2,30,7,2.0,2,2.0,5,10.0,2,1,1,3,2,2,4,6,3,5,경기도,서울,2인 여행(가족 외),1,1
a000117,45,2,20,6,1.0,5,3.0,2,7.0,2,2,3,3,2,2,1,2,6,6,전라북도,서울,나홀로 여행,8,1
a001983,41,2,40,6,2.0,3,정보없음,1,3.0,3,2,2,4,2,5,5,4,3,7,경기도,서울,나홀로 여행,1,0
a000302,28,1,40,6,2.0,4,정보없음,5,5.0,3,2,4,4,4,4,4,4,4,4,인천광역시,경기,자녀 동반 여행,3,3
a004736,44,2,40,5,2.0,3,2.0,3,7.0,3,8,3,5,2,4,5,4,3,5,충청남도,서울,자녀 동반 여행,8,2
a007024,42,1,40,4,2.0,3,13.0,4,5.0,1,1,2,3,3,4,2,4,2,4,강원도,경기,3인 이상 여행(가족 외),2,2
a017517,41,2,50,6,2.0,3,2.0,4,7.0,2,1,3,7,2,4,4,2,7,4,경기도,경기,나홀로 여행,2,0
a002096,11,1,30,6,1.0,4,3.0,4,8.0,3,8,2,2,2,4,5,4,3,3,서울특별시,경기,2인 여행(가족 외),2,1
a007380,41,2,30,5,2.0,2,3.0,3,6.0,2,2,1,1,4,1,1,1,1,5,경기도,경기,2인 여행(가족 외),5,1
a005353,41,1,40,6,2.0,2,3.0,6,10.0,2,3,4,1,1,1,1,1,7,1,경기도,경기,2인 여행(가족 외),6,1
a004807,41,1,30,6,2.0,3,1.0,6,11.0,2,1,2,1,1,3,6,3,6,7,경기도,경기,3대 동반 여행(친척 포함),2,3
a006290,42,1,50,7,1.0,1,2.0,4,7.0,3,5,2,4,2,6,4,3,3,2,강원도,경기,나홀로 여행,6,0
a006477,11,2,30,6,1.0,1,3.0,6,7.0,3,4,3,2,3,2,4,5,6,7,서울특별시,인천,2인 여행(가족 외),3,1
a000276,41,2,30,5,2.0,4,3.0,4,7.0,2,2,1,1,2,7,4,7,2,4,경기도,서울,자녀 동반 여행,8,3
a017884,11,2,20,6,1.0,3,2.0,3,9.0,2,3,4,6,2,4,4,1,3,3,서울특별시,인천,2인 여행(가족 외),1,1
a004526,28,1,20,5,1.0,4,4.0,3,11.0,3,5,1,7,1,1,1,4,1,7,인천광역시,경기,2인 여행(가족 외),1,1
a002239,41,1,20,5,1.0,4,3.0,4,6.0,3,5,7,1,7,2,1,2,1,3,경기도,서울,나홀로 여행,1,0
a002099,41,2,30,6,1.0,4,3.0,5,11.0,3,3,4,6,6,2,6,6,6,1,경기도,서울,나홀로 여행,1,0
a007336,11,1,30,6,1.0,1,3.0,4,7.0,2,1,5,2,4,1,2,3,3,6,서울특별시,경기,2인 여행(가족 외),3,1
a005738,41,1,30,6,1.0,1,2.0,5,7.0,2,3,4,3,1,2,4,6,2,5,울산광역시,서울,2인 여행(가족 외),2,1
b012272,41,2,60,4,3.0,1,11.0,4,7.0,2,1,1,3,4,2,3,3,5,3,경기도,서울,나홀로 여행,7,0
a006620,11,2,40,7,2.0,5,2.0,5,9.0,2,1,4,4,3,5,5,3,5,3,서울특별시,경기,자녀 동반 여행,2,2
a008702,41,1,30,6,1.0,1,2.0,8,7.0,2,2,2,1,1,5,6,2,2,6,경기도,서울,2인 여행(가족 외),3,1
a015373,41,2,40,6,2.0,4,11.0,1,9.0,2,1,4,4,2,2,4,4,2,6,경기도,경기,자녀 동반 여행,1,3
a004815,11,2,30,6,2.0,2,2.0,4,7.0,2,1,3,3,2,5,3,2,7,1,서울특별시,경기,2인 가족 여행,1,1
a007953,11,1,30,5,1.0,1,4.0,6,7.0,2,1,1,4,6,6,2,2,6,4,서울특별시,경기,2인 여행(가족 외),6,1
a007764,11,2,20,7,1.0,1,3.0,3,7.0,3,5,2,4,3,5,5,1,3,7,서울특별시,경기,나홀로 여행,1,0
a013994,36,1,20,6,1.0,4,5.0,3,7.0,3,1,6,6,4,4,5,5,5,5,세종특별자치시,서울,나홀로 여행,7,1
a000513,11,1,30,6,4.0,3,2.0,5,5.0,3,3,3,2,1,4,5,2,3,5,서울특별시,경기,자녀 동반 여행,3,11
a000362,11,2,30,6,1.0,3,3.0,4,8.0,3,5,1,2,2,1,4,2,1,6,서울특별시,경기,3인 이상 여행(가족 외),3,3
a006133,28,1,40,5,2.0,4,7.0,4,5.0,3,4,3,1,5,4,6,3,6,6,인천광역시,경기,자녀 동반 여행,2,3
a004963,11,2,30,6,1.0,1,5.0,4,7.0,3,4,2,4,1,2,4,4,4,1,서울특별시,인천,나홀로 여행,1,0
a017950,11,1,30,7,2.0,4,2.0,9,9.0,2,1,4,4,6,4,3,4,4,3,서울특별시,경기,나홀로 여행,2,0
a006025,11,1,30,6,2.0,2,3.0,6,11.0,3,6,4,1,6,3,3,6,2,5,서울특별시,경기,나홀로 여행,2,1
a011423,43,1,20,7,1.0,5,12.0,2,5.0,3,1,4,3,1,5,5,6,7,6,충청북도,서울,2인 여행(가족 외),2,1
a012275,29,2,20,5,1.0,4,4.0,3,8.0,2,3,3,6,4,5,2,3,7,2,광주광역시,인천,나홀로 여행,1,1
a015745,11,2,60,4,2.0,3,11.0,5,5.0,3,6,4,1,2,2,4,4,4,3,서울특별시,인천,나홀로 여행,7,0
a013738,41,2,40,6,4.0,3,3.0,5,6.0,2,1,2,3,2,2,2,3,2,6,경기도,서울,2인 여행(가족 외),1,1
a007960,41,1,20,5,1.0,4,2.0,4,7.0,2,1,4,3,2,2,6,2,2,5,경기도,경기,나홀로 여행,7,0
a003406,46,1,30,6,2.0,3,8.0,4,6.0,2,1,4,6,2,4,4,4,2,2,전라남도,경기,3대 동반 여행(친척 포함),3,4
a002971,31,1,20,7,1.0,1,12.0,2,7.0,2,1,2,5,1,5,4,5,3,2,울산광역시,서울,나홀로 여행,2,0
a001998,11,1,20,7,1.0,2,정보없음,1,12.0,2,1,4,2,2,3,4,4,5,3,서울특별시,경기,2인 여행(가족 외),3,1
a003291,11,2,20,6,1.0,4,3.0,5,10.0,3,5,4,3,1,2,4,3,5,4,서울특별시,경기,부모 동반 여행,1,3
a006519,28,2,30,4,1.0,1,2.0,7,7.0,3,2,2,6,4,2,2,6,6,6,인천광역시,서울,2인 여행(가족 외),1,1
a002054,11,2,20,7,1.0,1,2.0,3,7.0,3,5,2,1,4,3,2,4,4,6,서울특별시,경기,2인 여행(가족 외),2,1
