TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,PAYMENT_NUM,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,LODGING_TYPE_NM,RSVT_YN_ENC,LODGING_TYPE_CD_ENC,PAYMENT_MTHD_SE_ENC
a_a000951,오일관광(주)호텔PJ,10,1,,1,오일관광(주)호텔PJ,서울 중구 마른내로 71,정보없음,2022-09-01 08:47:00,1.0,15000,호텔,-1,0,0
a_a001513,노보텔앰배서더 서울동대문호텔&레지던스,0,1,Y,5,정보없음,서울 중구 을지로 238,서울 중구 을지로6가 58-5,2022-08-28 00:00:00,4.0,600000,호텔,1,0,3
a_a000184,코트야드 바이메리어트 서울 판교,3,1,Y,4,판교테크노밸리호텔,경기 성남시 분당구 판교역로192번길 14-2,경기 성남시 분당구 삼평동 660,2022-08-07 13:32:00,1.0,143000,호텔,1,0,0
a_a001639,라이브러리스테이 지지향,0,7,Y,1,정보없음,경기 파주시 회동길 145,경기 파주시 문발동 524-3,,1.0,82000,전통숙소,1,6,0
a_a000834,해바라기펜션,0,3,Y,4,정보없음,경기 가평군 북면 가화로 2389-22,경기 가평군 북면 도대리 336-20,2022-08-27 00:00:00,4.0,215000,콘도미니엄,1,2,3
a_a002936,DMZ마루캠핑장,0,5,Y,2,정보없음,경기 연천군 중면 군중로 399,경기 연천군 중면 삼곶리 317-3,2022-09-24 00:00:00,5.0,40000,유스호스텔,1,4,4
a_a000483,소설호텔,1,1,Y,1,호텔소설,서울 서초구 반포대로14길 53,서울 서초구 서초동 1594-4,2022-08-26 00:00:00,1.0,128000,호텔,1,0,0
a_a005244,더 디자이너스 리즈강남프리미어,0,1,Y,4,정보없음,정보없음,정보없음,2022-10-01 00:00:00,4.0,260000,호텔,1,0,3
a_a001611,평화누리캠핑장,1,5,Y,7,홈플러스(주),경기 부천시 길주로 118,경기 부천시 상동 540-1,2022-09-08 16:18:00,1.0,154340,유스호스텔,1,4,0
a_a012357,시그니엘 서울,0,1,Y,2,정보없음,서울 송파구 올림픽로 300,서울 송파구 신천동 29,2022-10-30 00:00:00,4.0,100000,호텔,1,0,3
a_a005375,해밀호텔,1,1,Y,2,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-10-17 20:54:00,1.0,65000,호텔,1,0,0
a_a002197,디어스 명동,1,1,Y,1,페이플,경기 성남시 분당구 분당로 55,정보없음,2022-08-25 22:38:00,1.0,299000,호텔,1,0,0
a_a000134,호텔부티크나인 능동점,0,1,Y,2,정보없음,서울 광진구 천호대로 560,서울 광진구 능동 276-1,2022-08-19 00:00:00,4.0,1300000,호텔,1,0,3
a_a002972,JK블라썸호텔,0,1,Y,2,정보없음,서울 강서구 양천로65길 41-22,서울 강서구 염창동 20-85,,1.0,80000,호텔,1,0,0
a_a001252,명지산카라반글램핑,1,5,Y,2,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,2022-08-17 00:00:00,1.0,150000,유스호스텔,1,4,0
a_a002363,산장관광지,1,5,Y,4,가평군시설관리공단,경기 가평군 가평읍 문화로 131,정보없음,2022-09-10 16:11:00,1.0,163000,유스호스텔,1,4,0
a_a008616,내모텔,1,2,Y,1,11번가,정보없음,정보없음,2022-11-05 13:45:00,1.0,40373,펜션,1,1,0
a_a000704,디에이스호텔,10,1,,1,디에이스호텔,서울 강남구 테헤란로77길 11-5,서울 강남구 삼성동 143-25,2022-09-03 22:41:00,1.0,1000,호텔,-1,0,0
a_a001887,롯데호텔,10,1,,2,롯데호텔,서울 중구 을지로 30,정보없음,2022-09-23 21:07:00,1.0,240000,호텔,-1,0,0
a_a017828,스테이여백,0,3,Y,6,정보없음,인천 강화군 화도면 해안남로2029번길 18-3,인천 강화군 화도면 여차리 108-3,2022-11-11 00:00:00,1.0,800000,콘도미니엄,1,2,0
a_a000901,곤지암리조트,0,4,Y,4,정보없음,경기 광주시 도척면 도척윗로 278,경기 광주시 도척면 도웅리 533,2022-08-19 00:00:00,1.0,150000,모텔/여관,1,3,0
a_a000984,오마이게스트하우스,1,11,Y,1,에어비앤비,정보없음,정보없음,2022-08-24 14:04:00,1.0,46212,리조트,1,10,0
a_a004540,CS프리미어호텔,1,1,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-02 00:00:00,3.0,35000,호텔,1,0,2
a_a009397,호텔엘리스,1,1,Y,2,양평 엘리스,경기 양평군 강하면 강남로 281,정보없음,2022-10-16 00:00:00,,0,호텔,1,0,-1
a_a012102,시흥 호텔 웨이브,1,1,Y,2,호텔 웨이브,경기 시흥시 거북섬둘레길 5-14,경기 시흥시 정왕동 2707,2022-10-26 22:51:00,1.0,76500,호텔,1,0,0
a_a000946,잠실벨솔레오피스텔,0,11,Y,2,정보없음,서울 송파구 올림픽로34길 5-13,서울 송파구 방이동 41-8,,1.0,356588,리조트,1,10,0
a_a005701,금은모래캠핑장,1,5,Y,6,금은모래 캠핑장,경기 여주시 강변유원지길 105,경기 여주시 연양동 304-8,2022-09-20 00:00:00,1.0,25000,유스호스텔,1,4,0
a_a002878,글래드 여의도,1,1,Y,1,글래드호텔앤리조트(주),서울 영등포구 의사당대로 16,서울 영등포구 여의도동 17-5,2022-10-02 20:19:00,1.0,189610,호텔,1,0,0
a_a005302,페어몬트 앰배서더 서울,0,1,Y,2,정보없음,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,2022-10-23 00:00:00,1.0,363000,호텔,1,0,0
a_a012300,페어필드 바이메리어트 서울,0,1,Y,4,정보없음,서울 영등포구 경인로 870,서울 영등포구 영등포동1가 143-3,2022-10-30 00:00:00,1.0,89008,호텔,1,0,0
a_a002165,리디자인호텔,1,1,Y,2,리디자인호텔,경기 용인시 기흥구 동백3로11번길 43,경기 용인시 기흥구 중동 845-1,2022-09-11 15:55:00,1.0,148000,호텔,1,0,0
a_a000012,넘버25 수원화성행궁점,0,2,Y,1,정보없음,경기 수원시 팔달구 정조로810번길 20,경기 수원시 팔달구 남수동 132-3,2022-08-09 00:00:00,1.0,33000,펜션,1,1,0
a_a001316,삼성럭키아파트,1,11,Y,5,에어비앤비,정보없음,정보없음,2022-08-24 00:00:00,1.0,127082,리조트,1,10,0
a_a004541,호텔롯데롯데월드,10,1,,6,호텔롯데롯데월드,올림픽로 240 롯데월드 송파우체국 사서함 66,정보없음,2022-10-01 00:00:00,5.0,230000,호텔,-1,0,4
a_a001747,호텔부티크나인,0,1,Y,2,정보없음,서울 동대문구 왕산로 28,서울 동대문구 신설동 92-35,2022-09-17 00:00:00,5.0,80000,호텔,1,0,4
a_a002881,하늘향기풀빌라,1,3,Y,4,하늘향기펜션,경기 포천시 일동면 사기막길 213,경기 포천시 일동면 화대리 196,2022-08-01 00:00:00,1.0,910000,콘도미니엄,1,2,0
a_a015098,호텔앤드,1,1,Y,2,호텔앤드,경기 수원시 팔달구 인계로108번길 27-14,경기 수원시 팔달구 인계동 1033-4,2022-10-22 19:00:00,1.0,35000,호텔,1,0,0
a_a003346,비스타워커힐 서울,1,1,Y,4,kkday,정보없음,정보없음,2022-10-20 00:00:00,1.0,210000,호텔,1,0,0
a_a000087,퍼시픽호텔,0,1,Y,3,정보없음,서울 중구 퇴계로20길 2,서울 중구 남산동2가 31-1,2022-08-06 00:00:00,1.0,190000,호텔,1,0,0
a_a002778,코보스호텔,0,1,Y,2,정보없음,서울 영등포구 국회대로72길 9,서울 영등포구 여의도동 13-12,2022-10-01 00:00:00,2.0,134304,호텔,1,0,1
a_a002746,채움글램핑&카라반,0,5,Y,2,정보없음,경기 포천시 이동면 화동로 2496-22,경기 포천시 이동면 도평리 94,2022-09-24 00:00:00,1.0,179000,유스호스텔,1,4,0
a_a002758,청계산장글램핑,0,5,Y,1,정보없음,서울 서초구 청계산로 140-94,서울 서초구 원지동 207-1,2022-09-25 00:00:00,5.0,250000,유스호스텔,1,4,4
a_a000756,고래산구들,1,3,Y,4,에어비엔비,정보없음,정보없음,2022-08-04 16:51:00,1.0,231059,콘도미니엄,1,2,0
a_a002021,호텔도노,0,1,Y,2,정보없음,경기 수원시 팔달구 신풍로 68,경기 수원시 팔달구 장안동 30-6,2022-09-26 00:00:00,4.0,50000,호텔,1,0,3
a_a014727,No.25,1,2,Y,1,길동 NO.25,서울 강동구 천중로40길 70,서울 강동구 길동 386-3,2022-10-26 20:15:00,1.0,90000,펜션,1,1,0
a_a014874,춘천 샤크아일랜드펜션,3,3,Y,5,샤크아일랜드,강원 춘천시 남산면 방하로 1163,강원 춘천시 남산면 서천리 690-8,2022-10-30 21:19:00,1.0,85000,콘도미니엄,1,2,0
a_a002520,아도니스아트힐호텔,1,1,Y,2,코리아호텔닷컴,서울 종로구 인사동5길 38,정보없음,2022-09-24 00:00:00,1.0,102000,호텔,1,0,0
a_a001306,CS프리미어호텔,2,1,Y,1,씨에스 프리미어 호텔 안양,경기 안양시 만안구 경수대로 1180,경기 안양시 만안구 안양동 16-10,2022-08-26 15:00:00,1.0,60155,호텔,1,0,0
a_a002377,롤링힐스호텔,1,1,Y,3,해비치호텔앤드리조트㈜,경기 화성시 남양읍 시청로 290,경기 화성시 남양읍 활초리 4-21,2022-09-21 16:11:00,1.0,205700,호텔,1,0,0
a_a000182,루오호텔,0,1,Y,2,정보없음,대구 수성구 알파시티1로4길 19-8,대구 수성구 대흥동 876-1,2022-08-14 00:00:00,1.0,180000,호텔,1,0,0
a_a002002,호텔더디자이너스 서울역점,1,1,Y,1,호텔 더 디자이너스 서울역,정보없음,정보없음,2022-09-07 15:24:00,1.0,66764,호텔,1,0,0
a_a003207,오빌펜션,0,3,Y,8,정보없음,경기 광주시 도척면 독고개길 311,경기 광주시 도척면 도웅리 262,2022-10-29 00:00:00,5.0,270000,콘도미니엄,1,2,4
a_a002810,나인브릭호텔,1,1,Y,1,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-09-21 00:00:00,3.0,232000,호텔,1,0,2
a_a003666,궁게스트하우스,1,7,Y,1,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,2022-09-27 00:00:00,1.0,54000,전통숙소,1,6,0
a_a003693,라뉘호텔,1,1,Y,1,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-06 10:00:00,1.0,58300,호텔,1,0,0
a_a012507,호텔아띠,1,1,Y,1,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-10-30 00:32:00,1.0,25000,호텔,1,0,0
a_a000389,노보텔앰배서더 서울동대문호텔&레지던스,0,1,Y,3,정보없음,서울 중구 을지로 238,서울 중구 을지로6가 58-5,2022-09-02 00:00:00,,0,호텔,1,0,-1
a_a015308,토요코인 호텔 영등포,1,1,Y,2,토요코인,서울 영등포구 신길로 293,서울 영등포구 영등포동1가 106,2022-10-30 00:31:00,1.0,78850,호텔,1,0,0
a_a001830,골든튤립에버 용인호텔,2,1,Y,3,주식회사인터파크,서울 강남구 삼성로 512,정보없음,2022-09-14 00:00:00,1.0,104203,호텔,1,0,0
a_a004024,무인텔투미,1,2,Y,2,수원시청역투미,경기 수원시 권선구 경수대로384번길 30,경기 수원시 권선구 권선동 1019-5,2022-10-01 19:47:00,1.0,95000,펜션,1,1,0
a_a000165,팜호텔,1,1,Y,2,시흥팜,정보없음,정보없음,2022-08-11 00:00:00,1.0,90000,호텔,1,0,0
a_a010502,프린세스호텔,1,1,Y,4,씨앤와이베스트먼트,정보없음,정보없음,2022-10-22 15:59:00,1.0,120000,호텔,1,0,0
a_a005707,이비스앰배서더호텔 인사동,0,1,Y,2,정보없음,서울 종로구 삼일대로30길 31,서울 종로구 익선동 34-8,2022-10-28 00:00:00,1.0,93500,호텔,1,0,0
a_a002719,가평 JH풀빌라,1,3,Y,2,가평 JH풀빌라,경기 가평군 가평읍 북한강변로 326-420,경기 가평군 가평읍 금대리 55-36,2022-09-17 21:21:00,,0,콘도미니엄,1,2,-1
a_a010289,파티오세븐,1,1,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-02 00:02:00,1.0,136803,호텔,1,0,0
a_a004727,산장느낌펜션,1,3,Y,3,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-05 00:20:00,1.0,104000,콘도미니엄,1,2,0
a_a000520,가평산토리니펜션,0,3,Y,4,정보없음,경기 가평군 상면 축령로45번길 112,정보없음,2022-08-27 00:00:00,1.0,215000,콘도미니엄,1,2,0
a_a000341,글래드 마포,0,1,Y,1,정보없음,서울 마포구 마포대로 92,서울 마포구 도화동 25-13,2022-08-26 00:00:00,1.0,80000,호텔,1,0,0
a_a003927,인천스테이호텔,0,1,Y,2,정보없음,인천 연수구 능허대로 181,인천 연수구 옥련동 547-15,2022-10-14 00:00:00,1.0,100000,호텔,1,0,0
a_a003621,그랜드젬모텔,0,2,Y,1,정보없음,서울 중랑구 망우로 423,서울 중랑구 망우동 487-7,2022-10-06 00:00:00,4.0,70000,펜션,1,1,3
a_a002440,글래드 여의도,0,1,Y,2,정보없음,서울 영등포구 의사당대로 16,서울 영등포구 여의도동 17-5,2022-09-18 00:00:00,1.0,128885,호텔,1,0,0
a_a000974,어반스테이 인천송도,0,1,Y,1,정보없음,인천 연수구 아트센터대로168번길 101,인천 연수구 송도동 29-2,2022-08-22 00:00:00,1.0,110000,호텔,1,0,0
a_a003188,보테니칼펜션,1,11,Y,4,에어비앤비,정보없음,정보없음,2022-08-15 16:57:00,1.0,263200,리조트,1,10,0
a_a009988,어반스테이 송도,0,1,Y,2,정보없음,인천 연수구 아트센터대로168번길 101,인천 연수구 송도동 29-2,2022-10-27 00:00:00,1.0,65000,호텔,1,0,0
a_a014274,용문사,1,6,Y,1,대한불교조계종용문사,정보없음,정보없음,2022-10-25 03:44:00,1.0,70000,캠핑,1,5,0
a_a017280,호텔일가,1,1,Y,2,호텔1家,경기 수원시 영통구 반달로 121,경기 수원시 영통구 영통동 998-10,2022-11-03 04:18:00,1.0,71000,호텔,1,0,0
a_a001152,감성216,0,3,Y,2,정보없음,경기 가평군 청평면 호명리길 216,경기 가평군 청평면 호명리 46-6,2022-08-21 00:00:00,1.0,259000,콘도미니엄,1,2,0
a_a001492,노보텔앰배서더 서울동대문호텔&레지던스,0,1,Y,1,정보없음,서울 중구 을지로 238,서울 중구 을지로6가 58-5,2022-08-26 00:00:00,,0,호텔,1,0,-1
a_a003721,호텔써클 합정점,0,1,Y,1,정보없음,서울 마포구 양화로 15,서울 마포구 합정동 382-17,2022-10-23 00:00:00,1.0,80000,호텔,1,0,0
a_a001240,페어몬트 앰배서더 서울 2116호,1,1,Y,2,FAIRMONT AMBASSADOR SEOUL,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,2022-08-22 13:38:00,1.0,826600,호텔,1,0,0
a_a002940,호텔롯데,10,1,,1,호텔롯데,올림픽로 240,정보없음,2022-09-28 00:00:00,3.0,3000,호텔,-1,0,2
a_a000172,아만티호텔서울,0,1,Y,1,정보없음,서울 마포구 월드컵북로 31,서울 마포구 서교동 447-1,2022-08-10 00:00:00,4.0,128000,호텔,1,0,3
a_a008491,광명한라비발디큐브오피스텔,0,10,N,2,정보없음,경기 광명시 오리로 500,경기 광명시 소하동 1343-1,2022-10-28 00:00:00,,0,게스트하우스,0,9,-1
a_a003127,토요코인호텔 인천부평점,1,1,Y,1,토요코인호텔 인천부평점,인천 부평구 광장로 10,인천 부평구 부평동 534-29,2022-10-02 00:00:00,1.0,49500,호텔,1,0,0
a_a002695,L7 강남,1,1,Y,1,L7,서울 강남구 테헤란로 415,정보없음,2022-10-01 15:26:00,1.0,255200,호텔,1,0,0
a_a002908,코트야드 바이 메리어트 수원,0,1,Y,2,정보없음,경기 수원시 영통구 광교호수공원로 320,경기 수원시 영통구 하동 871-1,2022-09-30 00:00:00,1.0,243000,호텔,1,0,0
a_a001018,듀크하우스,0,3,Y,8,정보없음,경기 가평군 청평면 안대성길 67,경기 가평군 청평면 대성리 362-2,,1.0,378000,콘도미니엄,1,2,0
a_a001092,아셈호텔,1,1,Y,2,(주)아셈,경기 김포시 태장로795번길 145,경기 김포시 장기동 2011-2,2022-08-27 20:18:00,1.0,88000,호텔,1,0,0
a_a012452,축령산자연휴양림,1,9,Y,2,경기도산림환경연구소,경기 남양주시 수동면 축령산로 299,정보없음,2022-09-02 14:09:00,1.0,11000,기타,1,8,0
a_a000997,나인트리프리미어호텔 인사동,1,1,Y,1,웹투어,서울 종로구 인사동5길 29,서울 종로구 인사동 194-27,2022-08-30 09:50:00,1.0,150800,호텔,1,0,0
a_a001483,켄싱턴호텔 여의도,1,1,Y,2,(주)케이지이니시스,서울 중구 통일로 92,서울 중구 순화동 1-170,2022-08-17 15:31:00,1.0,179000,호텔,1,0,0
a_a002713,그랜드워커힐서울,1,1,Y,3,에스케이네트웍스㈜,서울 광진구 워커힐로 177,정보없음,2022-09-11 00:00:00,1.0,268000,호텔,1,0,0
a_a011234,라이즈오토그래프컬렉션,2,1,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-21 16:02:00,1.0,196976,호텔,1,0,0
a_a004092,달빛여관모텔,0,2,Y,2,정보없음,경기 수원시 장안구 팔달로271번길 8,경기 수원시 장안구 영화동 281-6,2022-10-02 00:00:00,1.0,50000,펜션,1,1,0
a_a008269,서울앤호텔 동대문,1,1,Y,1,주식회사서울앤호텔,서울 종로구 종로66가길 21,서울 종로구 숭인동 202-13,2022-10-21 20:53:00,1.0,27300,호텔,1,0,0
a_a000195,로이넷호텔 서울마포,0,1,Y,1,정보없음,서울 마포구 마포대로 67,서울 마포구 도화동 573,,1.0,99655,호텔,1,0,0
a_a002221,청평자연휴양림,0,9,N,1,정보없음,경기 가평군 청평면 북한강로2246번길 8-6,경기 가평군 청평면 삼회리 33-1,2022-09-24 00:00:00,1.0,197000,기타,0,8,0
a_a000503,산천초가고고씽펜션,0,3,Y,7,정보없음,경기 양주시 백석읍 기산로 456,경기 양주시 백석읍 기산리 341,2022-08-26 00:00:00,5.0,210000,콘도미니엄,1,2,4
a_a008693,부티크호텔K 종로점,1,1,Y,1,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-10-12 15:51:00,1.0,95000,호텔,1,0,0
a_a011185,서울숲스테이,2,7,Y,1,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-28 00:00:00,3.0,34000,전통숙소,1,6,2
d_d008179,오션솔레뷰호텔,0,1,Y,2,정보없음,인천 중구 영종진광장로 32,인천 중구 중산동 1947-1,,5.0,120000,호텔,1,0,4
a_a011614,서울 동대문구,0,7,N,1,정보없음,서울 동대문구,정보없음,2022-10-29 00:00:00,3.0,50000,전통숙소,0,6,2
a_a014724,롯데시티호텔 구로,1,1,Y,2,(주)호텔롯데,서울 구로구 디지털로 300,서울 구로구 구로동 188-25,2022-10-29 19:24:00,1.0,217800,호텔,1,0,0
a_a001591,모나캠핑파크 가평점,1,5,Y,4,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-08-24 00:11:00,1.0,276480,유스호스텔,1,4,0
a_a008659,호텔 스카이파크 킹스타운 동대문점,1,1,Y,2,주식회사호텔스카이파크킹스타운동대문지점,서울 중구 장충단로13길 20,서울 중구 을지로6가 17-2,2022-10-29 18:06:00,1.0,86000,호텔,1,0,0
a_a009756,돈내미캠핑장,0,5,Y,3,정보없음,경기 동두천시 천보산로456번길 49-1,경기 동두천시 탑동동 432,2022-10-22 00:00:00,5.0,50000,유스호스텔,1,4,4
a_a001026,남이섬리베라펜션,1,3,Y,3,(주)펜션뱅크,정보없음,정보없음,2022-08-18 12:58:00,,0,콘도미니엄,1,2,-1
d_d001271,노보텔 앰배서더 서울 강남,0,1,Y,2,정보없음,서울 강남구 봉은사로 130,서울 강남구 역삼동 603,,2.0,350350,호텔,1,0,1
a_a013865,미스터스파 교대본점,1,11,N,2,썬사우나,서울 서초구 반포대로30길 81,정보없음,2022-10-30 04:18:00,1.0,32000,리조트,0,10,0
a_a000789,비스타워커힐 서울,0,1,Y,1,정보없음,서울 광진구 워커힐로 177,서울 광진구 광장동 22-1,2022-08-22 00:00:00,1.0,220000,호텔,1,0,0
a_a002042,비즈,1,2,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-09-18 22:50:00,1.0,19800,펜션,1,1,0
a_a015349,비스타호텔,1,1,Y,2,비스타호텔,경기 오산시 세마역로41번길 58,경기 오산시 세교동 598-2,2022-10-28 15:50:00,1.0,44038,호텔,1,0,0
a_a010958,XYM 프리미어,1,1,Y,2,역삼 PREMIER XYM,서울 강남구 테헤란로28길 3-12,서울 강남구 역삼동 718-18,2022-10-15 20:43:00,1.0,53800,호텔,1,0,0
a_a000778,인천송도 숙소,1,11,Y,2,에어비앤비,정보없음,정보없음,2022-08-18 13:19:00,1.0,192949,리조트,1,10,0
a_a003423,호명산 두레펜션 캠핑장,0,5,Y,2,정보없음,경기 가평군 청평면 상지로 171,경기 가평군 청평면 상천리 1495-1,,5.0,55000,유스호스텔,1,4,4
a_a001168,리오모텔,1,2,Y,1,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-08-12 21:34:00,1.0,80000,펜션,1,1,0
a_a003656,호텔디아티스트 성신여대점,1,1,Y,2,네이버파이낸셜 주식회사,서울 강남구 삼성로 512,서울 강남구 삼성동 157-1,2022-09-25 21:02:00,1.0,77900,호텔,1,0,0
a_a001998,파티즈호텔,1,1,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-09-06 14:19:00,1.0,87000,호텔,1,0,0
a_a014382,준게스트하우스,0,7,Y,1,정보없음,서울 마포구 와우산로29나길 24-3,서울 마포구 서교동 335-36,,1.0,28000,전통숙소,1,6,0
d_d004427,평택소풍정원 캠핑장,1,5,Y,1,평택 소풍 정원 캠핑장,경기 평택시 고덕면 새악길 43-42,경기 평택시 고덕면 궁리 424-39,2022-10-07 00:00:00,1.0,30000,유스호스텔,1,4,0
a_a009397,카멜펜션,1,3,Y,2,카멜펜션,경기 가평군 북면 논남기길 478,경기 가평군 북면 적목리 327,2022-10-15 00:00:00,1.0,120000,콘도미니엄,1,2,0
a_a003563,호텔리베라 청담,1,1,Y,4,주식회사인터파크,서울 강남구 삼성로 512,정보없음,2022-08-14 15:11:00,1.0,232500,호텔,1,0,0
a_a005034,노랑행궁,0,7,Y,1,정보없음,경기 수원시 팔달구 화서문로75번길 12-6,경기 수원시 팔달구 북수동 56,2022-10-02 00:00:00,1.0,80000,전통숙소,1,6,0
a_a014206,빠체펜션,0,3,Y,4,정보없음,인천 옹진군 영흥면 선재로 38-19,인천 옹진군 영흥면 선재리 136-18,,5.0,310000,콘도미니엄,1,2,4
a_a000893,양주패밀리캠핑장,0,5,Y,4,정보없음,경기 양주시 부흥로 2191-42,경기 양주시 삼숭동 542-2,2022-08-20 00:00:00,1.0,60000,유스호스텔,1,4,0
a_a011479,호텔트레비엔,1,1,Y,2,호텔트레비엔,경기 하남시 미사강변중앙로 164,경기 하남시 망월동 1108-1,2022-10-26 18:08:00,1.0,70000,호텔,1,0,0
a_a011368,호텔스카이파크 동대문1호점,1,1,Y,2,나이스정보통신㈜,정보없음,정보없음,2022-10-13 00:00:00,1.0,83133,호텔,1,0,0
a_a003543,스탠포드호텔 서울,2,1,Y,2,스탠포드호텔코리아(주),서울 마포구 월드컵북로58길 15,서울 마포구 상암동 1587,2022-10-30 12:03:00,1.0,20000,호텔,1,0,0
a_a001794,코트야드 바이 메리어트 수원,0,1,Y,4,정보없음,경기 수원시 영통구 광교호수공원로 320,경기 수원시 영통구 하동 871-1,2022-09-17 00:00:00,4.0,300000,호텔,1,0,3
a_a003426,연천재인폭포 오토캠핑장,0,5,Y,4,정보없음,경기 연천군 연천읍 현문로508번길 140,경기 연천군 연천읍 고문리 117-1,2022-10-21 00:00:00,5.0,60000,유스호스텔,1,4,4
a_a003305,나인트리호텔 동대문,1,1,Y,2,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-09-24 17:52:00,1.0,131070,호텔,1,0,0
a_a002240,내마음속의작은다락방,1,3,Y,2,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-09-15 00:43:00,1.0,45000,콘도미니엄,1,2,0
a_a003298,새와참새,0,5,Y,4,정보없음,정보없음,경기 가평군 설악면 엄소리 47,2022-10-01 00:00:00,5.0,200000,유스호스텔,1,4,4
a_a005693,호텔아벤트리 종로,3,1,Y,1,호텔 아벤트리 종로,서울 종로구 우정국로 46,서울 종로구 견지동 65-1,2022-10-30 00:00:00,1.0,91000,호텔,1,0,0
a_a002853,이천산수유마을,1,6,Y,2,이천백사산수유영농조합법인,경기 이천시 백사면 원적로775번길 17,경기 이천시 백사면 도립리 1006-1,2022-09-25 10:42:00,3.0,120000,캠핑,1,5,2
a_a009550,IMT호텔,1,1,Y,1,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-10-15 00:00:00,1.0,57000,호텔,1,0,0
b_b008136,라퓨타리조트,1,4,Y,2,가평 라퓨타 리조트,경기 가평군 가평읍 북한강변로 576,경기 가평군 가평읍 금대리 309-7,2022-10-15 00:00:00,3.0,199000,모텔/여관,1,3,2
a_a004884,어반이스트호텔,0,1,Y,2,정보없음,경기 고양시 덕양구 고양대로 1725,경기 고양시 덕양구 원흥동 634,2022-10-15 00:00:00,1.0,110000,호텔,1,0,0
a_a002612,웨스틴조선 서울,1,1,Y,5,(주)신세계조선호텔,서울 중구 소공로 106,서울 중구 소공동 87-1,2022-09-30 13:48:00,1.0,522720,호텔,1,0,0
a_a009555,라마다앙코르,2,1,Y,1,라마다 앙코르 바이 윈덤 김포 한강 호텔,경기 김포시 고촌읍 아라육로152번길 169,경기 김포시 고촌읍 전호리 634,2022-10-28 17:11:00,1.0,91019,호텔,1,0,0
a_a000853,땡큐도그애견펜션,0,3,Y,2,정보없음,경기 가평군 설악면 용문천길 70,경기 가평군 설악면 회곡리 16,2022-08-27 00:00:00,1.0,248000,콘도미니엄,1,2,0
a_a001902,테이크호텔,1,1,Y,2,테이크 호텔,경기 광명시 신기로 22,경기 광명시 일직동 512-3,2022-09-24 15:00:00,1.0,247600,호텔,1,0,0
a_a004370,호텔아이린시티,1,1,Y,1,HOTELS.COM,정보없음,정보없음,2022-10-03 00:00:00,1.0,84644,호텔,1,0,0
a_a000560,해슬리나인브릿지CC,0,11,Y,2,정보없음,경기 여주시 명품1로 76,경기 여주시 연라동 1-13,2022-08-26 00:00:00,,0,리조트,1,10,-1
a_a000335,아소원(한옥팬션),0,6,Y,4,정보없음,비양골길 70,정보없음,,5.0,300000,캠핑,1,5,4
a_a000469,(주)호텔롯데,10,1,,2,(주)호텔롯데(본사),서울 중구 퇴계로 137,정보없음,2022-08-27 14:43:00,1.0,163000,호텔,-1,0,0
a_a002602,하이팰리스 풀빌라펜션,1,3,Y,3,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-09-07 09:42:00,1.0,517000,콘도미니엄,1,2,0
a_a002590,청계산 골든밸리캠핑장,0,5,Y,2,정보없음,경기 성남시 수정구 달래내로221번길 17-5,경기 성남시 수정구 금토동 112,2022-10-02 00:00:00,5.0,220000,유스호스텔,1,4,4
a_a006120,더스테이송도,0,1,Y,3,정보없음,인천 연수구 아트센터대로168번길 100,인천 연수구 송도동 29-1,2022-10-15 00:00:00,1.0,100000,호텔,1,0,0
