TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,PAYMENT_NUM,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,LODGING_TYPE_NM,RSVT_YN_ENC,LODGING_TYPE_CD_ENC,PAYMENT_MTHD_SE_ENC
a_a002114,수목원프로방스,1,5,Y,4,수목원프로,정보없음,정보없음,2022-09-01 09:52:00,3.0,70000,유스호스텔,1,4,2
a_a000933,숙소,0,11,N,4,정보없음,정보없음,정보없음,2022-08-19 00:00:00,,0,리조트,0,10,-1
a_a003164,새싹동산 청려수련원,0,5,Y,4,정보없음,경기 화성시 풀무골로110번길 69,경기 화성시 중동 273-2,2022-10-01 00:00:00,1.0,110000,유스호스텔,1,4,0
a_a004606,새와참새,0,5,Y,2,정보없음,정보없음,경기 가평군 설악면 엄소리 47,,5.0,50000,유스호스텔,1,4,4
a_a006096,상아골계곡오토캠핑장,1,5,Y,4,상아골계곡 오토캠핑장,경기 포천시 신북면 탑신로 1130,경기 포천시 신북면 금동리 247-1,2022-10-04 00:00:00,1.0,60000,유스호스텔,1,4,0
a_a018234,라임오렌지펜션,0,3,Y,2,정보없음,경기 양평군 옥천면 중미산로 1178-16,경기 양평군 옥천면 신복리 78-22,2022-11-12 00:00:00,5.0,150000,콘도미니엄,1,2,4
a_a002043,글램독펜션,1,3,Y,4,쿠팡,정보없음,정보없음,2022-08-19 16:35:00,1.0,239900,콘도미니엄,1,2,0
a_a009812,소새울역중흥S클래스아파트,0,10,Y,1,정보없음,경기 부천시 소사동로72번길 32,경기 부천시 소사본동 411-1,2022-10-21 00:00:00,,0,게스트하우스,1,9,-1
a_a002154,호텔애비뉴186,1,1,Y,1,토스페이먼트,정보없음,정보없음,2022-09-09 00:41:00,1.0,78500,호텔,1,0,0
a_a000567,스위티안,1,1,Y,2,호텔스위티안,경기 가평군 설악면 자잠로 229,정보없음,2022-09-06 19:34:00,3.0,229000,호텔,1,0,2
a_a003281,베스트웨스턴 하버파크호텔,0,1,Y,2,정보없음,인천 중구 제물량로 217,정보없음,2022-10-02 00:00:00,1.0,120000,호텔,1,0,0
a_a003235,리디자인호텔,0,1,Y,2,정보없음,경기 용인시 기흥구 동백3로11번길 43,경기 용인시 기흥구 중동 845-1,,1.0,190000,호텔,1,0,0
a_a005012,준게스트하우스,1,7,Y,1,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-11 00:00:00,1.0,17000,전통숙소,1,6,0
a_a003252,코리아나호텔,1,1,Y,3,하나투어,서울 종로구 인사동5길 41,서울 종로구 공평동 1,2022-09-18 00:00:00,1.0,202000,호텔,1,0,0
a_a001949,AC호텔 바이 메리어트 서울강남,1,1,Y,2,(주)희앤썬,서울 강남구 테헤란로25길 10,서울 강남구 역삼동 642,2022-09-09 15:51:00,1.0,187000,호텔,1,0,0
a_a000728,시그니엘 서울,0,1,Y,2,정보없음,서울 송파구 올림픽로 300,서울 송파구 신천동 29,2022-09-02 00:00:00,,0,호텔,1,0,-1
a_a000065,호텔그레이스리 서울,0,1,Y,4,정보없음,서울 중구 세종대로12길 12,서울 중구 남대문로4가 17-19,2022-08-06 00:00:00,1.0,300000,호텔,1,0,0
a_a000714,산정캠프,0,5,Y,2,정보없음,경기 포천시 영북면 산정호수로 558,경기 포천시 영북면 산정리 161,2022-08-19 00:00:00,5.0,130000,유스호스텔,1,4,4
a_a002138,포천그린별캠핑장,1,5,Y,3,포천그린별캠핑장,경기 포천시 신북면 탑신로 1411,경기 포천시 신북면 덕둔리 103-3,2022-09-23 00:00:00,1.0,70000,유스호스텔,1,4,0
a_a014978,한화리조트 용인베잔송,1,4,Y,4,한화호텔앤드리조트(주),경기 용인시 처인구 남사읍 봉무로153번길 79,정보없음,2022-10-30 00:00:00,1.0,127500,모텔/여관,1,3,0
a_a013687,넘버25 수원화성행궁점,0,2,Y,2,정보없음,경기 수원시 팔달구 정조로810번길 20,경기 수원시 팔달구 남수동 132-3,2022-10-27 00:00:00,5.0,25000,펜션,1,1,4
a_a004458,호텔야자 곤지암점,3,1,Y,2,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-10-03 17:10:00,1.0,27800,호텔,1,0,0
a_a004611,호명산잣나무숲속캠핑장,0,5,Y,1,정보없음,경기 가평군 청평면 상지로64번길 77,경기 가평군 청평면 상천리 1400,2022-10-05 00:00:00,1.0,35000,유스호스텔,1,4,0
a_a002095,소테츠호텔즈 더스프라지르 서울명동,1,1,Y,1,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-09-12 00:00:00,1.0,55000,호텔,1,0,0
a_a005112,도미인서울강남호텔,2,1,Y,1,주식회사인터파크,서울 강남구 삼성로 512,정보없음,2022-09-28 00:00:00,1.0,107800,호텔,1,0,0
a_a002166,로데오모텔,2,2,Y,2,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-09-05 21:41:00,3.0,60000,펜션,1,1,2
a_a017705,나인호텔,2,1,Y,2,부천 나인호텔,경기 부천시 원미로13번길 42,경기 부천시 심곡동 140-6,2022-11-12 22:28:00,3.0,73900,호텔,1,0,2
a_a009440,하이서울유스호스텔,1,11,Y,6,하이서울유스호스텔,서울 영등포구 영신로 200,정보없음,2022-10-28 21:17:00,1.0,169400,리조트,1,10,0
a_a000019,송도롯데캐슬아파트,1,11,Y,3,에어비엔비,정보없음,정보없음,2022-07-12 20:42:00,1.0,306153,리조트,1,10,0
a_a004075,코트야드 바이 메리어트 수원,1,1,Y,2,COURTYARD SUWON,경기 수원시 영통구 광교호수공원로 320,정보없음,2022-10-08 18:02:00,1.0,275000,호텔,1,0,0
a_a001734,월미도해월관광호텔,1,1,Y,2,나이스정보통신㈜,인천 중구 월미로260번길 8,정보없음,2022-09-10 00:00:00,1.0,77727,호텔,1,0,0
a_a001340,포포인츠 바이 쉐라톤 조선 서울역,0,1,Y,1,정보없음,서울 용산구 한강대로 366,정보없음,,4.0,120000,호텔,1,0,3
a_a009922,종로하루,1,11,Y,4,종로하루,서울 종로구 창경궁로21가길 5-3,서울 종로구 원남동 233,2022-11-10 00:00:00,3.0,270000,리조트,1,10,2
a_a001392,S쁘띠호텔,1,1,Y,1,주식회사 카카오페이,경기 성남시 분당구 판교역로 166,경기 성남시 분당구 백현동 532,2022-08-28 12:31:00,1.0,35000,호텔,1,0,0
a_a000287,리치호텔,0,1,Y,2,정보없음,서울 금천구 가산로 153,서울 금천구 가산동 140-6,2022-08-20 00:00:00,1.0,70000,호텔,1,0,0
a_a001981,더블라썸,1,7,Y,5,더블라썸연남게스트하우스,서울 마포구 동교로45길 3-6,서울 마포구 연남동 229-41,2022-09-08 21:28:00,3.0,300318,전통숙소,1,6,2
a_a000135,까사노블풀빌라,0,3,Y,3,정보없음,경기 가평군 가평읍 호반로 2329-59,경기 가평군 가평읍 이화리 392,2022-08-18 00:00:00,5.0,276160,콘도미니엄,1,2,4
a_a000658,목시서울인사동,1,1,Y,2,목시호텔(MOXY),서울 종로구 돈화문로11길 37,정보없음,2022-09-02 22:35:00,1.0,128700,호텔,1,0,0
a_a011175,산머루농원캠핑장,1,5,Y,3,산머루농원캠핑장,경기 파주시 적성면 윗배우니길 441-25,정보없음,2022-10-14 00:00:00,1.0,50000,유스호스텔,1,4,0
a_a004091,신라스테이 서대문,1,1,Y,4,나이스정보통신㈜,정보없음,정보없음,2022-10-02 00:00:00,1.0,216680,호텔,1,0,0
a_a002481,유명산밸리캠핑장,1,5,Y,2,유명산밸리캠핑장,경기 가평군 설악면 유명로 626,경기 가평군 설악면 가일리 308-18,2022-10-01 00:00:00,1.0,95000,유스호스텔,1,4,0
a_a003721,그림모텔,0,2,Y,1,정보없음,서울 중랑구 면목로 324,서울 중랑구 면목동 473-9,2022-10-23 00:00:00,5.0,35000,펜션,1,1,4
a_a000414,밸리러브,0,3,Y,10,정보없음,경기 가평군 북면 이곡둑길 141,경기 가평군 북면 이곡리 605-3,,5.0,370000,콘도미니엄,1,2,4
a_a004454,호텔IMT,1,1,Y,2,용인IMT,경기 용인시 수지구 풍덕천로190번길 13,경기 용인시 수지구 풍덕천동 920,2022-09-30 19:15:00,1.0,80000,호텔,1,0,0
a_a003581,가래골농원 캠핑장,1,5,Y,11,정보없음,정보없음,정보없음,2022-08-23 10:20:00,3.0,135000,유스호스텔,1,4,2
a_a002502,비스타워커힐서울,0,1,Y,3,정보없음,서울 광진구 워커힐로 177,정보없음,2022-09-22 00:00:00,1.0,314440,호텔,1,0,0
a_a006201,유명산밸리캠핑장,1,5,Y,1,유명산밸리캠핑장,경기 가평군 설악면 유명로 626,경기 가평군 설악면 가일리 308-18,2022-10-04 00:00:00,1.0,50000,유스호스텔,1,4,0
a_a010237,HAEVICH HOTEL & RESORT JEJU,10,1,,1,해비치호텔앤드리조트㈜,경기 화성시 남양읍 시청로 290,경기 화성시 남양읍 활초리 4-21,2022-10-31 11:39:00,1.0,30000,호텔,-1,0,0
a_a000334,티볼리빌펜션,0,3,Y,4,정보없음,경기 포천시 내촌면 금강로2110번길 88-13,경기 포천시 내촌면 음현리 62-2,2022-08-19 00:00:00,1.0,610000,콘도미니엄,1,2,0
a_a001288,밀리오레호텔 명동,2,1,Y,1,명동 밀리오레호텔,서울 중구 퇴계로 115,서울 중구 충무로1가 24-1,2022-08-29 17:31:00,1.0,150000,호텔,1,0,0
a_a000318,더포레스트원,0,3,Y,21,정보없음,경기 양평군 청운면 가현길 300-18,경기 양평군 청운면 가현리 199-6,2022-08-18 00:00:00,3.0,2800000,콘도미니엄,1,2,2
a_a008269,G게스트하우스,0,7,Y,1,정보없음,서울 용산구 보광로60길 14-38,서울 용산구 이태원동 131-11,2022-10-21 00:00:00,5.0,27000,전통숙소,1,6,4
a_a003924,호텔더헤이리,0,1,Y,2,정보없음,경기 파주시 탄현면 새오리로161번길 53-37,경기 파주시 탄현면 성동리 124-9,2022-10-10 00:00:00,3.0,50000,호텔,1,0,2
a_a001070,서울대공원캠핑장 제4야영지,1,5,Y,2,(주)유포러스,서울 성동구 성수일로10길 32,정보없음,2022-08-17 14:15:00,1.0,35000,유스호스텔,1,4,0
a_a003812,느티나무그늘아래 캠핑장,1,5,Y,5,느티나무그늘아래캠핑장,경기 파주시 문산읍 사목로108번길 63-11,경기 파주시 문산읍 사목리 328,2022-10-07 00:00:00,1.0,80000,유스호스텔,1,4,0
a_a002909,해슬리나인브릿지CC,1,11,Y,2,씨제이대한통운㈜,경기 여주시 명품1로 76,정보없음,2022-09-23 00:00:00,1.0,450000,리조트,1,10,0
a_a001854,후탄펜션,1,3,Y,2,주식회사트립일레븐,서울 금천구 가산디지털1로 171,서울 금천구 가산동 371-41,2022-08-27 14:41:00,1.0,99023,콘도미니엄,1,2,0
a_a002819,한화리조트 용인베잔송,1,4,Y,5,11번가,정보없음,정보없음,2022-09-19 00:00:00,3.0,52320,모텔/여관,1,3,2
a_a014957,소풍모텔,1,2,Y,2,주식회사인터파크,서울 강남구 삼성로 512,정보없음,2022-11-04 23:13:00,1.0,55800,펜션,1,1,0
a_a000058,GRAND INTERCONTINENTAL SEOUD PARNAS,10,1,,2,파르나스호텔㈜,서울 강남구 테헤란로 521,서울 강남구 삼성동 159-8,2022-08-14 16:18:00,1.0,83000,호텔,-1,0,0
a_a010235,포시즌스호텔 서울,1,1,Y,1,포시즌스호텔서울,서울 종로구 새문안로 97,정보없음,2022-10-27 12:04:00,1.0,515800,호텔,1,0,0
a_a001311,몬터레이17호텔,0,1,Y,2,정보없음,경기 용인시 기흥구 사은로 173,경기 용인시 기흥구 지곡동 611-1,2022-08-24 00:00:00,1.0,60000,호텔,1,0,0
a_a005867,로이넷호텔 서울마포,0,1,Y,2,정보없음,서울 마포구 마포대로 67,정보없음,2022-10-07 00:00:00,1.0,86000,호텔,1,0,0
a_a000653,그랜드워커힐서울,0,1,Y,2,정보없음,서울 광진구 워커힐로 177,서울 광진구 광장동 22-1,2022-08-25 00:00:00,1.0,283608,호텔,1,0,0
a_a001474,코트야드 바이메리어트 서울 보타닉파크,1,1,Y,3,코트야드메리어트서울보타닉파크호텔,서울 강서구 마곡중앙12로 10,서울 강서구 마곡동 766-1,2022-09-05 14:47:00,1.0,388080,호텔,1,0,0
a_a009760,라마다 서울동대문,1,1,Y,2,나이스정보통신㈜,정보없음,정보없음,2022-10-17 00:00:00,1.0,110550,호텔,1,0,0
a_a004501,은영아파트,0,10,N,5,정보없음,인천 서구 염곡로397번길 7,인천 서구 신현동 107-4,2022-10-08 00:00:00,,0,게스트하우스,0,9,-1
a_a000509,소노캄 고양,1,1,Y,1,(주)소노인터내셔널 고양지점,경기 고양시 일산동구 태극로 20,경기 고양시 일산동구 장항동 1756,2022-08-26 16:25:00,1.0,255000,호텔,1,0,0
c_c000877,G7호텔,0,1,Y,1,정보없음,경기 용인시 처인구 포곡읍 전대로78번길 14-6,경기 용인시 처인구 포곡읍 전대리 191-45,,1.0,30000,호텔,1,0,0
a_a002596,그래비티 서울 판교 오토그래프컬렉션,1,1,Y,3,그래비티 서울판교,경기 성남시 분당구 판교역로146번길 2,경기 성남시 분당구 백현동 538,2022-10-01 17:26:00,1.0,185000,호텔,1,0,0
a_a004504,호텔피아노,1,1,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-01 20:01:00,1.0,65000,호텔,1,0,0
a_a000557,월하여관,0,2,Y,2,정보없음,서울 종로구 율곡로10길 24,서울 종로구 와룡동 33,2022-08-22 00:00:00,1.0,39400,펜션,1,1,0
a_a003397,포레스타호텔,1,1,Y,2,불광 포레스타 호텔,서울 은평구 진흥로 179,정보없음,2022-09-26 00:00:00,1.0,85209,호텔,1,0,0
a_a000920,신라스테이 구로,0,1,Y,2,정보없음,서울 동작구 시흥대로 596,서울 동작구 신대방동 698,,1.0,139000,호텔,1,0,0
d_d000959,삼성물산(주)에버랜드리조트,10,4,,3,삼성물산(주)에버랜드리조트,서울 중구 통일로 92,서울 중구 순화동 1-170,2022-09-02 18:37:00,1.0,46400,모텔/여관,-1,3,0
a_a002888,글램핑클럽레스피아 포천백운계곡,1,5,Y,4,글램핑클럽레스피아 in 포천백운계곡,경기 포천시 이동면 화동로 2440-34,경기 포천시 이동면 도평리 105-2,2022-09-25 00:00:00,1.0,59000,유스호스텔,1,4,0
a_a001394,씨티파크모텔,0,2,Y,2,정보없음,서울 종로구 돈화문로11가길 89,서울 종로구 운니동 24-1,,1.0,55000,펜션,1,1,0
a_a008121,호텔아벤트리 종로,1,1,Y,2,호텔어벤트리,서울 종로구 우정국로 46,서울 종로구 견지동 65-1,2022-10-10 00:00:00,1.0,88736,호텔,1,0,0
a_a005694,로얄엠포리움호텔,1,1,Y,1,로얄 엠포리움,인천 중구 은하수로 35,인천 중구 중산동 1951-4,2022-10-17 13:45:00,1.0,42000,호텔,1,0,0
a_a001776,송도센트럴파크호텔,0,1,N,2,정보없음,인천 연수구 테크노파크로 193,인천 연수구 송도동 38,,1.0,240000,호텔,0,0,0
a_a000705,연화도감,1,3,Y,4,연화도감,경기 양평군 단월면 명성길 172-15,경기 양평군 단월면 명성리 598-6,2022-08-26 14:57:00,3.0,420000,콘도미니엄,1,2,2
a_a002089,포레스트벨리펜션,1,3,Y,1,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-09-18 19:20:00,1.0,150000,콘도미니엄,1,2,0
a_a006209,그랜드워커힐서울,1,1,Y,2,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,2022-09-30 10:00:00,1.0,151000,호텔,1,0,0
a_a001750,호텔 스카이파크 킹스타운 동대문점,1,1,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-09-20 00:12:00,1.0,90000,호텔,1,0,0
a_a004415,호텔스카이파크 동대문1호점,1,1,Y,1,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-09-30 21:01:00,1.0,78000,호텔,1,0,0
a_a001584,다미 쉐어하우스,0,7,Y,1,정보없음,정보없음,정보없음,2022-08-29 00:00:00,1.0,25417,전통숙소,1,6,0
a_a003021,호텔리베라 청담,1,1,Y,2,호텔 리베라,서울 강남구 영동대로 737,서울 강남구 청담동 53-7,2022-09-25 00:00:00,1.0,93848,호텔,1,0,0
a_a005258,곤지암리조트,1,4,Y,2,인터넷상거래-(주)에스앤아,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,2022-09-27 11:12:00,1.0,170000,모텔/여관,1,3,0
a_a000134,더캡슐 명동점,0,7,Y,1,정보없음,서울 중구 퇴계로45길 23,서울 중구 예관동 70-19,2022-08-19 00:00:00,5.0,25000,전통숙소,1,6,4
a_a008659,나인호텔,2,1,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-10-10 00:00:00,3.0,100000,호텔,1,0,2
a_a004132,저스트플레이호스텔 라페스타점,0,2,Y,2,정보없음,경기 고양시 일산동구 고봉로 26-32,경기 고양시 일산동구 장항동 740-5,,5.0,170000,펜션,1,1,4
a_a000124,노보텔앰배서더 서울용산,1,1,Y,2,노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95,서울 용산구 한강로3가 40-969,2022-08-11 13:00:00,1.0,82000,호텔,1,0,0
a_a002159,서울신라호텔,0,1,Y,4,정보없음,서울 중구 동호로 249,서울 중구 장충동2가 202,2022-09-25 00:00:00,5.0,300000,호텔,1,0,4
a_a006101,소피텔 앰배서더 서울,1,1,Y,2,소피텔 앰배서더 서울 호텔 & 서비스드 레지던스,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,2022-10-29 15:49:00,1.0,176000,호텔,1,0,0
b_b001071,안다즈 서울강남 미술 전시관,0,1,N,4,정보없음,서울 강남구 신사동 안다즈서울 강남 1층,정보없음,2022-09-09 00:00:00,,0,호텔,0,0,-1
a_a008455,엘프펜션,0,3,Y,10,정보없음,정보없음,정보없음,2022-10-15 00:00:00,5.0,340000,콘도미니엄,1,2,4
a_a003603,호텔가덴,1,1,Y,2,아고다페이먼트코리아유한회사,서울 중구 을지로 100,정보없음,2022-10-05 11:49:00,3.0,113548,호텔,1,0,2
a_a001316,서울숲스테이,1,7,Y,1,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-08-17 10:21:00,1.0,17000,전통숙소,1,6,0
a_a001999,N모텔,1,2,Y,1,(주)야놀자,정보없음,정보없음,2022-09-20 23:31:00,1.0,38700,펜션,1,1,0
a_a001628,금남멤버스오피스텔,0,11,Y,6,정보없음,북한강로1312,정보없음,,,0,리조트,1,10,-1
a_a014022,트리캠핑장,0,5,Y,2,정보없음,정보없음,인천 옹진군 영흥면 선재리 산 13,2022-10-29 00:00:00,5.0,40000,유스호스텔,1,4,4
a_a017923,대부도캠핑성,0,5,Y,3,정보없음,경기 안산시 단원구 부흥로 232-68,경기 안산시 단원구 대부남동 28-84,2022-11-13 00:00:00,3.0,194000,유스호스텔,1,4,2
a_a003225,원스테이,0,1,Y,2,정보없음,경기 가평군 청평면 호반로 1070,경기 가평군 청평면 고성리 615-1,,1.0,68500,호텔,1,0,0
a_a001839,자라섬,2,5,Y,3,정보없음,정보없음,정보없음,2022-05-24 17:35:00,1.0,100000,유스호스텔,1,4,0
a_a011203,에이스호텔,0,1,Y,2,정보없음,경기 파주시 조리읍 통일로 170,경기 파주시 조리읍 봉일천리 60-12,2022-10-29 00:00:00,1.0,54000,호텔,1,0,0
a_a002425,스탠포드호텔 서울,1,1,Y,3,나이스정보통신㈜,정보없음,정보없음,2022-09-14 00:00:00,1.0,116665,호텔,1,0,0
a_a001052,어거스트 청평,1,4,Y,4,(주)쇼플레이스,정보없음,정보없음,2022-08-22 15:14:00,3.0,343200,모텔/여관,1,3,2
a_a004172,우리불가마사우나,0,11,N,1,정보없음,서울 영등포구 가마산로79길 7,서울 영등포구 신길동 4934,2022-10-01 00:00:00,3.0,14000,리조트,0,10,2
a_a002425,이동식 캠핑카라반,0,5,Y,3,정보없음,영덕역 앞,정보없음,2022-09-17 00:00:00,5.0,50000,유스호스텔,1,4,4
a_a002883,일영모자농원캠핑장,0,5,Y,2,정보없음,경기 양주시 장흥면 유원지로 316-1,경기 양주시 장흥면 삼상리 10-2,,5.0,100000,유스호스텔,1,4,4
a_a001141,호텔 스카이파크 킹스타운 동대문점,1,1,Y,2,HOTELS.COM,정보없음,정보없음,2022-08-22 19:33:00,1.0,143824,호텔,1,0,0
a_a012453,호텔스위티안,10,1,,2,호텔스위티안,자잠로 229,정보없음,,1.0,56000,호텔,-1,0,0
a_a001534,드림무인텔 1호점,0,2,Y,2,정보없음,경기 포천시 소흘읍 광릉수목원로 724-20,경기 포천시 소흘읍 이곡리 36-2,2022-08-27 00:00:00,1.0,50000,펜션,1,1,0
a_a004420,라온빌스파앤독채펜션,1,3,Y,2,정보없음,정보없음,정보없음,2022-09-23 16:01:00,3.0,50000,콘도미니엄,1,2,2
a_a001405,청평파인호텔,1,1,Y,2,주식회사인터파크,정보없음,정보없음,2022-08-24 22:55:00,1.0,55800,호텔,1,0,0
a_a003219,웨스틴조선 서울,1,1,Y,2,(주)신세계조선호텔,서울 중구 소공로 106,서울 중구 소공동 87-1,2022-10-02 15:58:00,1.0,288380,호텔,1,0,0
a_a010961,세븐모텔,0,2,Y,2,정보없음,경기 여주시 주내로 48-10,경기 여주시 상동 62-2,2022-10-22 00:00:00,1.0,57000,펜션,1,1,0
a_a004250,(주)조선호텔리조트포포인츠조선멍,10,1,,2,(주)신세계조선호텔 포포인츠 명동,서울 중구 삼일대로10길 36,정보없음,2022-10-01 15:09:00,1.0,212658,호텔,-1,0,0
a_a003920,호텔스카이파크 동대문1호점,1,1,Y,2,호텔 스타이파크 동대문,서울 중구 동호로 335,서울 중구 오장동 206-2,2022-10-15 00:00:00,1.0,95987,호텔,1,0,0
a_a018022,에어비엔비,1,11,Y,2,에어비앤비,경기도 수원시 팔달구 중동 49-3,정보없음,2022-10-21 11:34:00,1.0,114375,리조트,1,10,0
a_a017801,가자모텔,0,2,Y,2,정보없음,경기 성남시 중원구 산성대로 128,경기 성남시 중원구 성남동 3147,2022-11-12 00:00:00,1.0,60000,펜션,1,1,0
a_a001425,H에비뉴 이대점,1,1,Y,1,신촌에이치에비뉴-H-AVENUE-이대점,서울 마포구 신촌로 152,서울 마포구 노고산동 1-74,2022-08-13 12:16:00,1.0,80000,호텔,1,0,0
a_a004048,쏠하우스,1,3,Y,2,쏠하우스,강원 강릉시 해안로 663-67,강원 강릉시 안현동 224-39,2022-09-08 00:44:00,1.0,170000,콘도미니엄,1,2,0
a_a000982,노보텔앰배서더 서울동대문호텔&레지던스,0,1,Y,4,정보없음,서울 중구 을지로 238,서울 중구 을지로6가 58-5,2022-08-20 00:00:00,5.0,300000,호텔,1,0,4
a_a002237,목시서울인사동,0,1,Y,1,정보없음,서울 종로구 돈화문로11길 37,서울 종로구 낙원동 134-2,2022-09-17 00:00:00,1.0,176000,호텔,1,0,0
a_a000898,안다즈 서울강남,0,1,Y,2,정보없음,서울 강남구 논현로 854,서울 강남구 신사동 603,2022-08-20 00:00:00,4.0,903000,호텔,1,0,3
a_a001248,오하브글램핑,0,5,Y,2,정보없음,경기 가평군 북면 꽃넘이길 43,경기 가평군 북면 제령리 533-1,2022-09-06 00:00:00,2.0,788000,유스호스텔,1,4,1
a_a000657,웨스틴조선 서울지점,1,1,Y,3,WESTIN HOTELS&RESORTS,서울 중구 서소문로 134-12,서울 중구 서소문동 106,2022-08-27 00:00:00,3.0,877776,호텔,1,0,2
a_a010267,몬드리안 서울 이태원,1,1,Y,1,MONDRIANSEOULITAEWON,서울 용산구 장문로 23,정보없음,2022-10-25 00:00:00,1.0,218405,호텔,1,0,0
a_a015406,베스트웨스턴 하버파크호텔,0,1,Y,2,정보없음,인천 중구 제물량로 217,인천 중구 항동3가 5,2022-10-30 00:00:00,1.0,79282,호텔,1,0,0
a_a003759,IMT모텔,1,2,Y,2,(주)위드이노베이션,서울 강남구 봉은사로 479,정보없음,2022-09-29 02:27:00,1.0,80000,펜션,1,1,0
a_a004030,에어비엔비 : Jane의 개인실,1,11,Y,1,에어비앤비,정보없음,정보없음,2022-10-13 07:18:00,1.0,80870,리조트,1,10,0
a_a000189,리더스펜션,0,3,Y,2,정보없음,경기 가평군 청평면 호반로 1025-22,경기 가평군 청평면 고성리 578-7,2022-08-17 00:00:00,1.0,90000,콘도미니엄,1,2,0
a_a001475,휴먼시아7단지아파트,0,11,N,1,정보없음,경기 광명시 소하로 162,경기 광명시 소하동 1348,2022-08-26 00:00:00,,0,리조트,0,10,-1
a_a004263,호수가의아침,2,3,Y,3,호수가의아침SM,경기 포천시 영중면 물안2길 33,정보없음,2022-10-01 19:49:00,1.0,20000,콘도미니엄,1,2,0
a_a008715,뮤즈모텔,0,2,Y,2,정보없음,서울 광진구 아차산로 377,서울 광진구 구의동 246-13,2022-10-21 00:00:00,1.0,51000,펜션,1,1,0
a_a003489,빠져펜션&글램핑,1,5,Y,7,(주)빠져,경기 가평군 가평읍 북한강변로 226-8,정보없음,2022-10-03 11:04:00,3.0,560000,유스호스텔,1,4,2
a_a003338,용문산자연휴양림,1,9,Y,2,용문산자연휴양림,경기 양평군 양평읍 약수사길 78-14,경기 양평군 양평읍 백안리 산 68-1,2022-09-02 00:00:00,1.0,100000,기타,1,8,0
