TRAVEL_ID,TRAVELER_ID,TRAVEL_LENGTH
a_a010222,a010222,2
a_a004973,a004973,3
a_a001983,a001983,2
a_a005370,a005370,2
a_a003114,a003114,3
a_a006815,a006815,2
a_a001757,a001757,3
a_a005156,a005156,2
a_a004727,a004727,3
a_a007965,a007965,2
a_a002785,a002785,4
a_a004987,a004987,3
a_a001945,a001945,2
a_a002024,a002024,3
a_a001353,a001353,3
a_a004994,a004994,2
a_a001486,a001486,3
a_a017692,a017692,2
a_a011900,a011900,2
a_a015033,a015033,2
a_a005854,a005854,2
a_a006643,a006643,2
a_a004000,a004000,2
a_a014308,a014308,2
a_a006446,a006446,2
a_a010159,a010159,2
b_b006472,b006472,2
a_a005989,a005989,3
a_a017921,a017921,2
a_a008124,a008124,4
a_a010385,a010385,2
a_a018152,a018152,2
a_a001600,a001600,3
a_a003837,a003837,3
a_a008026,a008026,2
a_a003188,a003188,3
a_a001605,a001605,4
a_a018048,a018048,2
a_a001431,a001431,2
a_a003289,a003289,4
a_a001747,a001747,3
a_a002732,a002732,2
a_a017639,a017639,2
a_a008556,a008556,2
a_a002814,a002814,4
a_a010070,a010070,2
a_a000852,a000852,3
a_a002673,a002673,2
a_a005365,a005365,2
a_a005750,a005750,2
a_a000729,a000729,4
a_a003323,a003323,2
a_a007358,a007358,2
a_a008658,a008658,4
a_a001515,a001515,2
a_a018098,a018098,2
a_a012502,a012502,3
a_a003179,a003179,3
b_b010290,b010290,2
b_b007694,b007694,2
a_a017601,a017601,2
a_a012495,a012495,3
a_a002302,a002302,2
a_a017964,a017964,2
a_a005238,a005238,2
a_a003495,a003495,2
a_a005418,a005418,2
a_a005648,a005648,2
a_a001338,a001338,3
a_a001828,a001828,3
a_a011223,a011223,2
a_a005152,a005152,2
a_a003980,a003980,5
a_a007585,a007585,2
a_a000669,a000669,3
c_c008840,c008840,2
a_a002960,a002960,2
a_a005173,a005173,2
a_a001732,a001732,3
a_a013587,a013587,2
a_a002275,a002275,2
a_a004309,a004309,2
a_a004662,a004662,5
a_a000633,a000633,2
a_a005730,a005730,2
a_a009674,a009674,2
a_a011486,a011486,4
a_a018235,a018235,2
c_c006112,c006112,2
a_a014100,a014100,2
a_a008455,a008455,3
a_a000974,a000974,4
a_a001741,a001741,3
a_a000251,a000251,4
a_a011188,a011188,3
a_a003799,a003799,4
a_a006287,a006287,2
a_a006384,a006384,2
a_a018201,a018201,2
a_a002969,a002969,4
a_a007921,a007921,2
a_a004316,a004316,2
a_a003489,a003489,3
a_a005222,a005222,3
a_a007821,a007821,2
a_a018122,a018122,2
a_a006424,a006424,2
a_a011120,a011120,3
a_a014526,a014526,3
b_b002868,b002868,2
a_a007612,a007612,2
a_a007938,a007938,2
a_a018168,a018168,2
a_a009812,a009812,4
a_a004382,a004382,4
a_a005167,a005167,2
a_a009706,a009706,2
a_a002369,a002369,3
a_a004674,a004674,2
a_a002590,a002590,3
a_a001728,a001728,3
a_a000094,a000094,4
a_a013680,a013680,2
a_a002993,a002993,2
a_a000430,a000430,3
a_a003707,a003707,2
a_a017522,a017522,2
a_a002447,a002447,3
a_a002445,a002445,3
a_a009619,a009619,2
a_a010489,a010489,3
a_a002166,a002166,3
a_a000568,a000568,3
a_a000517,a000517,3
a_a006582,a006582,2
a_a003383,a003383,3
a_a005726,a005726,2
a_a015313,a015313,2
a_a006209,a006209,3
a_a006770,a006770,2
a_a003450,a003450,2
a_a007359,a007359,2
a_a000413,a000413,4
a_a000013,a000013,4
a_a005991,a005991,2
a_a006080,a006080,3
a_a006559,a006559,2
a_a004454,a004454,3
a_a007253,a007253,2
a_a004009,a004009,2
a_a002042,a002042,3
a_a007198,a007198,2
a_a002566,a002566,3
a_a005346,a005346,3
a_a001935,a001935,3
a_a006350,a006350,2
a_a001904,a001904,4
a_a001624,a001624,4
a_a000085,a000085,4
a_a003003,a003003,3
a_a004732,a004732,3
a_a017643,a017643,2
a_a001817,a001817,3
a_a005297,a005297,2
a_a018087,a018087,2
a_a003138,a003138,3
a_a017744,a017744,2
c_c002932,c002932,2
b_b005996,b005996,2
a_a004269,a004269,2
a_a017867,a017867,2
a_a007163,a007163,2
a_a007950,a007950,2
a_a014783,a014783,2
a_a014205,a014205,3
a_a002221,a002221,3
c_c002983,c002983,4
a_a017840,a017840,2
a_a001425,a001425,6
a_a002234,a002234,3
a_a003794,a003794,3
a_a006990,a006990,2
a_a006218,a006218,2
a_a005638,a005638,2
a_a009903,a009903,4
a_a003139,a003139,3
a_a008359,a008359,3
a_a005160,a005160,2
a_a006133,a006133,3
a_a007260,a007260,2
a_a006914,a006914,2
a_a001823,a001823,2
a_a007966,a007966,2
a_a001321,a001321,3
a_a002456,a002456,4
a_a000536,a000536,4
a_a002184,a002184,3
a_a010296,a010296,2
a_a003447,a003447,2
a_a004157,a004157,2
a_a005432,a005432,2
a_a005191,a005191,2
a_a005707,a005707,3
a_a017994,a017994,2
a_a013755,a013755,2
a_a018015,a018015,2
a_a000896,a000896,3
a_a014782,a014782,3
a_a007784,a007784,2
a_a007398,a007398,2
a_a001026,a001026,3
b_b006189,b006189,2
a_a005669,a005669,2
a_a004575,a004575,2
a_a011569,a011569,3
a_a018143,a018143,2
a_a003642,a003642,3
a_a003796,a003796,3
a_a015211,a015211,3
a_a000290,a000290,3
a_a004539,a004539,3
a_a001933,a001933,2
a_a001964,a001964,3
a_a007942,a007942,2
a_a005607,a005607,2
a_a004281,a004281,2
a_a002580,a002580,2
a_a003429,a003429,3
a_a004026,a004026,2
a_a002345,a002345,2
a_a006390,a006390,2
a_a018119,a018119,2
a_a009815,a009815,2
a_a002440,a002440,3
a_a006602,a006602,2
a_a008073,a008073,2
a_a014923,a014923,2
a_a017919,a017919,2
a_a002471,a002471,4
a_a006528,a006528,2
a_a006406,a006406,2
a_a010370,a010370,2
a_a003288,a003288,2
a_a008471,a008471,2
a_a002131,a002131,2
a_a008418,a008418,2
a_a009402,a009402,4
a_a002881,a002881,4
a_a005186,a005186,2
a_a013709,a013709,3
a_a003605,a003605,3
a_a011565,a011565,2
a_a000415,a000415,4
a_a003298,a003298,4
a_a004314,a004314,2
a_a001827,a001827,3
a_a000809,a000809,4
a_a006603,a006603,2
a_a010391,a010391,2
c_c006746,c006746,3
a_a000139,a000139,2
a_a006771,a006771,2
a_a009689,a009689,3
a_a006700,a006700,2
a_a007388,a007388,2
a_a002832,a002832,2
a_a002587,a002587,2
a_a018110,a018110,2
a_a010294,a010294,4
b_b011659,b011659,9
a_a002896,a002896,2
a_a007335,a007335,2
a_a001383,a001383,3
a_a010502,a010502,4
a_a006443,a006443,2
a_a017745,a017745,2
a_a006268,a006268,2
a_a007274,a007274,2
a_a007412,a007412,2
a_a018215,a018215,2
a_a004841,a004841,3
a_a006306,a006306,2
a_a002238,a002238,4
a_a000163,a000163,2
a_a007296,a007296,2
a_a000299,a000299,4
a_a008086,a008086,4
a_a007089,a007089,2
a_a017842,a017842,2
a_a009447,a009447,2
a_a003726,a003726,3
a_a017892,a017892,2
a_a002543,a002543,5
a_a013940,a013940,2
a_a013879,a013879,2
a_a008261,a008261,3
a_a009400,a009400,3
a_a006402,a006402,2
a_a010967,a010967,3
a_a007640,a007640,2
a_a002624,a002624,2
a_a003704,a003704,4
a_a005524,a005524,2
a_a000389,a000389,4
a_a015325,a015325,3
a_a002280,a002280,3
a_a006854,a006854,2
a_a017795,a017795,2
a_a002568,a002568,2
a_a002005,a002005,3
a_a002740,a002740,4
a_a002210,a002210,3
a_a017691,a017691,2
a_a008405,a008405,2
a_a002253,a002253,3
a_a006270,a006270,2
a_a008325,a008325,4
a_a011200,a011200,3
a_a006626,a006626,2
a_a003667,a003667,3
a_a005154,a005154,2
a_a002269,a002269,2
a_a002441,a002441,3
a_a002991,a002991,2
a_a007294,a007294,2
a_a008110,a008110,3
a_a007596,a007596,2
b_b006688,b006688,2
a_a009697,a009697,3
a_a003385,a003385,2
a_a010977,a010977,2
a_a006644,a006644,2
a_a005647,a005647,2
a_a004256,a004256,3
a_a006049,a006049,2
d_d000936,d000936,2
b_b007934,b007934,2
a_a000997,a000997,4
a_a001676,a001676,3
a_a002866,a002866,2
a_a004205,a004205,2
a_a003290,a003290,2
a_a004031,a004031,4
a_a018114,a018114,2
a_a000817,a000817,3
a_a002502,a002502,4
a_a000344,a000344,3
a_a009770,a009770,4
a_a005785,a005785,2
a_a001306,a001306,4
a_a002104,a002104,3
a_a001356,a001356,3
a_a008194,a008194,2
a_a017706,a017706,2
a_a018094,a018094,2
a_a006816,a006816,2
a_a007639,a007639,2
a_a010043,a010043,3
a_a011368,a011368,3
a_a017882,a017882,2
a_a005239,a005239,2
a_a001493,a001493,3
a_a002212,a002212,3
a_a001869,a001869,2
a_a002596,a002596,3
a_a011203,a011203,3
a_a000828,a000828,3
a_a001052,a001052,3
a_a006255,a006255,2
a_a014278,a014278,3
a_a001861,a001861,3
a_a010346,a010346,3
a_a018103,a018103,2
a_a017502,a017502,2
a_a007428,a007428,2
a_a004524,a004524,2
a_a015257,a015257,2
a_a002650,a002650,3
a_a004838,a004838,3
a_a007002,a007002,2
a_a001127,a001127,4
a_a015694,a015694,5
a_a015776,a015776,4
a_a004768,a004768,2
a_a002992,a002992,2
a_a002855,a002855,4
a_a007231,a007231,2
a_a001037,a001037,4
a_a006348,a006348,2
a_a000187,a000187,5
a_a007376,a007376,2
a_a017982,a017982,2
a_a013996,a013996,2
a_a005553,a005553,2
a_a008138,a008138,2
a_a007112,a007112,2
a_a003075,a003075,3
a_a000152,a000152,3
a_a000218,a000218,3
a_a006800,a006800,2
a_a011422,a011422,2
a_a000393,a000393,3
a_a002293,a002293,3
a_a002316,a002316,5
a_a005188,a005188,2
a_a000029,a000029,3
a_a018234,a018234,2
a_a002545,a002545,3
a_a003839,a003839,4
a_a004164,a004164,3
a_a004421,a004421,2
a_a007261,a007261,2
a_a009429,a009429,4
a_a000973,a000973,4
a_a007247,a007247,2
a_a017890,a017890,2
a_a003574,a003574,5
a_a006995,a006995,2
a_a008102,a008102,2
b_b015090,b015090,2
a_a001671,a001671,4
a_a007777,a007777,2
a_a010152,a010152,3
c_c004652,c004652,2
a_a006326,a006326,2
a_a001504,a001504,2
a_a007918,a007918,2
a_a005400,a005400,3
a_a014249,a014249,3
a_a008663,a008663,4
a_a001525,a001525,4
a_a007271,a007271,2
a_a002618,a002618,3
a_a010118,a010118,3
a_a006332,a006332,2
a_a005347,a005347,2
a_a003061,a003061,3
a_a009657,a009657,2
a_a005299,a005299,3
a_a007301,a007301,2
a_a006201,a006201,3
a_a000315,a000315,2
a_a008222,a008222,3
a_a018231,a018231,2
a_a005621,a005621,2
b_b004527,b004527,4
a_a008027,a008027,2
a_a002198,a002198,3
a_a017891,a017891,2
a_a004592,a004592,3
a_a008543,a008543,3
a_a001434,a001434,3
a_a005738,a005738,3
a_a009639,a009639,2
a_a002956,a002956,4
a_a001716,a001716,3
a_a003249,a003249,5
a_a005134,a005134,2
a_a003230,a003230,3
a_a006541,a006541,2
a_a006477,a006477,2
a_a005520,a005520,3
a_a005200,a005200,2
a_a006825,a006825,2
a_a007879,a007879,2
a_a017690,a017690,2
a_a009997,a009997,2
a_a007967,a007967,2
a_a001910,a001910,3
a_a005148,a005148,2
a_a011759,a011759,2
a_a009683,a009683,4
a_a007305,a007305,2
a_a001258,a001258,3
a_a010239,a010239,3
a_a002335,a002335,2
a_a000223,a000223,2
a_a006796,a006796,2
a_a009433,a009433,3
a_a017937,a017937,2
a_a008474,a008474,4
a_a006364,a006364,2
a_a014732,a014732,2
a_a006304,a006304,2
b_b006969,b006969,2
a_a001953,a001953,2
a_a005623,a005623,2
a_a007719,a007719,2
a_a002684,a002684,2
a_a013665,a013665,2
a_a011596,a011596,2
a_a003123,a003123,3
a_a005421,a005421,2
a_a006274,a006274,2
a_a008006,a008006,2
a_a000556,a000556,4
a_a006890,a006890,2
a_a010181,a010181,4
a_a005281,a005281,3
a_a001615,a001615,2
a_a002303,a002303,3
a_a011301,a011301,3
a_a001065,a001065,2
a_a000801,a000801,3
a_a011090,a011090,2
a_a007854,a007854,2
a_a015688,a015688,3
a_a006044,a006044,2
a_a006850,a006850,2
a_a000483,a000483,4
a_a006376,a006376,2
a_a000358,a000358,3
a_a008522,a008522,3
a_a003227,a003227,3
a_a018102,a018102,2
a_a018056,a018056,2
b_b006816,b006816,2
a_a002001,a002001,3
a_a006081,a006081,2
a_a018133,a018133,2
a_a004797,a004797,3
a_a001333,a001333,5
a_a011721,a011721,3
b_b000146,b000146,2
a_a004562,a004562,3
a_a003285,a003285,2
a_a007391,a007391,2
a_a002957,a002957,5
a_a017703,a017703,2
a_a017922,a017922,2
a_a018137,a018137,2
a_a002857,a002857,4
a_a002401,a002401,3
a_a004565,a004565,3
a_a005674,a005674,2
a_a018124,a018124,2
a_a014913,a014913,2
a_a005655,a005655,2
a_a000751,a000751,4
a_a004472,a004472,2
a_a000035,a000035,2
a_a006321,a006321,2
a_a002372,a002372,3
a_a007254,a007254,2
a_a012288,a012288,3
a_a014786,a014786,2
a_a000756,a000756,3
a_a005625,a005625,2
a_a004395,a004395,3
a_a014996,a014996,3
a_a017912,a017912,2
a_a005614,a005614,2
a_a001462,a001462,4
c_c011520,c011520,2
a_a004023,a004023,3
a_a010281,a010281,4
a_a007870,a007870,2
a_a006039,a006039,2
a_a001617,a001617,4
a_a001367,a001367,4
a_a012289,a012289,3
a_a017933,a017933,2
a_a003346,a003346,3
a_a006475,a006475,2
d_d004088,d004088,4
a_a008496,a008496,3
a_a003598,a003598,2
a_a002277,a002277,2
a_a002180,a002180,2
a_a000513,a000513,3
a_a001991,a001991,3
a_a000184,a000184,3
a_a003306,a003306,2
a_a002944,a002944,2
a_a005184,a005184,2
a_a003212,a003212,4
a_a004542,a004542,3
a_a014815,a014815,2
a_a002849,a002849,4
a_a000766,a000766,3
a_a016159,a016159,4
a_a002541,a002541,3
a_a005364,a005364,3
a_a006531,a006531,2
a_a002971,a002971,5
a_a001704,a001704,2
a_a001575,a001575,3
a_a014333,a014333,4
a_a012433,a012433,3
a_a007310,a007310,2
a_a003368,a003368,3
a_a009680,a009680,2
a_a006305,a006305,2
a_a008553,a008553,2
a_a001932,a001932,2
a_a006034,a006034,2
a_a001992,a001992,3
a_a002739,a002739,4
a_a006548,a006548,2
a_a012275,a012275,4
a_a005563,a005563,2
a_a015803,a015803,5
a_a000673,a000673,2
a_a005241,a005241,2
a_a002889,a002889,3
a_a001435,a001435,3
a_a003371,a003371,2
a_a003236,a003236,3
a_a007827,a007827,2
a_a007367,a007367,2
a_a013750,a013750,3
a_a007685,a007685,2
a_a011117,a011117,4
a_a003062,a003062,3
a_a003823,a003823,2
c_c002139,c002139,3
a_a015406,a015406,3
a_a001989,a001989,3
a_a018111,a018111,2
a_a009717,a009717,4
a_a002259,a002259,5
a_a002233,a002233,5
a_a006303,a006303,2
a_a002077,a002077,2
a_a018191,a018191,2
a_a002795,a002795,2
a_a011185,a011185,3
a_a002176,a002176,3
a_a017512,a017512,2
a_a000011,a000011,3
a_a010155,a010155,3
a_a005368,a005368,2
a_a006540,a006540,2
a_a004098,a004098,3
a_a001206,a001206,3
a_a009716,a009716,2
a_a008638,a008638,3
a_a006178,a006178,2
a_a012117,a012117,2
a_a006549,a006549,2
a_a000149,a000149,3
a_a003713,a003713,2
a_a005594,a005594,2
a_a010563,a010563,2
a_a015206,a015206,2
a_a017928,a017928,2
a_a002043,a002043,3
a_a006510,a006510,2
a_a006342,a006342,2
a_a000424,a000424,2
a_a003089,a003089,2
a_a002886,a002886,3
a_a002817,a002817,2
a_a010430,a010430,3
a_a010132,a010132,3
a_a000984,a000984,6
a_a009626,a009626,2
a_a002613,a002613,3
a_a002940,a002940,4
a_a001377,a001377,3
a_a007600,a007600,2
a_a000667,a000667,2
a_a003586,a003586,3
a_a004819,a004819,2
a_a012356,a012356,3
a_a006030,a006030,2
a_a000272,a000272,4
a_a004173,a004173,3
a_a017723,a017723,2
a_a007249,a007249,2
a_a003810,a003810,4
a_a001406,a001406,3
a_a002061,a002061,2
a_a005118,a005118,2
a_a002408,a002408,2
a_a001548,a001548,4
a_a000412,a000412,3
a_a013660,a013660,3
a_a006015,a006015,2
a_a003048,a003048,2
a_a017885,a017885,2
a_a008247,a008247,4
a_a017754,a017754,2
a_a000213,a000213,3
a_a007787,a007787,2
a_a012171,a012171,2
a_a017743,a017743,2
a_a000021,a000021,3
a_a007007,a007007,2
a_a008413,a008413,2
a_a007385,a007385,2
a_a006046,a006046,2
a_a000231,a000231,3
a_a000715,a000715,3
a_a006987,a006987,2
a_a009425,a009425,2
a_a004811,a004811,2
a_a017688,a017688,2
a_a002258,a002258,3
a_a003074,a003074,2
a_a001839,a001839,3
a_a017952,a017952,2
a_a005766,a005766,2
a_a006316,a006316,2
a_a010254,a010254,2
a_a003134,a003134,2
a_a017820,a017820,2
a_a007940,a007940,2
a_a008227,a008227,3
a_a018146,a018146,2
a_a004528,a004528,3
a_a002714,a002714,2
a_a001054,a001054,2
a_a018078,a018078,2
a_a004168,a004168,4
a_a002273,a002273,3
a_a009658,a009658,3
a_a005651,a005651,2
a_a018051,a018051,2
a_a005390,a005390,2
a_a007218,a007218,2
a_a004570,a004570,2
a_a006662,a006662,2
a_a005803,a005803,2
a_a005375,a005375,3
a_a005714,a005714,2
a_a005322,a005322,2
a_a000661,a000661,3
a_a010519,a010519,3
a_a015356,a015356,2
a_a001448,a001448,4
a_a017910,a017910,2
a_a018093,a018093,2
a_a001418,a001418,3
a_a008460,a008460,2
a_a001896,a001896,3
a_a010966,a010966,3
a_a007694,a007694,2
a_a001856,a001856,3
a_a007757,a007757,2
a_a004974,a004974,3
a_a008059,a008059,2
a_a005354,a005354,2
a_a008083,a008083,3
a_a007338,a007338,2
a_a015091,a015091,2
a_a010948,a010948,2
a_a001280,a001280,3
a_a010241,a010241,2
a_a002942,a002942,3
a_a003189,a003189,2
a_a000357,a000357,4
a_a018083,a018083,2
a_a010559,a010559,2
a_a005442,a005442,3
a_a002753,a002753,2
a_a005611,a005611,2
a_a011495,a011495,2
a_a017792,a017792,2
d_d009226,d009226,2
a_a005100,a005100,2
a_a009608,a009608,2
a_a014706,a014706,2
a_a014133,a014133,2
a_a010435,a010435,2
a_a006264,a006264,2
a_a005676,a005676,2
a_a010052,a010052,2
a_a005537,a005537,2
a_a018127,a018127,2
a_a004680,a004680,2
a_a002831,a002831,2
a_a002794,a002794,2
a_a005261,a005261,2
a_a005084,a005084,2
a_a018055,a018055,2
a_a010197,a010197,2
a_a004172,a004172,4
a_a010267,a010267,3
a_a001638,a001638,3
a_a003341,a003341,3
a_a012300,a012300,3
a_a014876,a014876,2
a_a003141,a003141,4
a_a000108,a000108,4
a_a007381,a007381,2
a_a004779,a004779,2
a_a010000,a010000,2
a_a000560,a000560,3
a_a005221,a005221,3
a_a006409,a006409,2
a_a000989,a000989,3
c_c011907,c011907,2
a_a004490,a004490,2
a_a007920,a007920,2
a_a003793,a003793,2
a_a005153,a005153,2
a_a002536,a002536,2
a_a007837,a007837,2
a_a002759,a002759,3
a_a003204,a003204,4
a_a002379,a002379,2
a_a001687,a001687,3
a_a009756,a009756,3
a_a011147,a011147,3
a_a002171,a002171,3
a_a005657,a005657,2
a_a000339,a000339,4
a_a007456,a007456,2
a_a003938,a003938,3
a_a002118,a002118,3
a_a003829,a003829,4
a_a004859,a004859,2
a_a014793,a014793,2
a_a017817,a017817,2
a_a002923,a002923,4
a_a007643,a007643,2
a_a004319,a004319,2
a_a008320,a008320,3
a_a009605,a009605,3
a_a006128,a006128,2
a_a004387,a004387,2
a_a009555,a009555,3
a_a007411,a007411,2
a_a010134,a010134,5
a_a005659,a005659,2
a_a000302,a000302,4
a_a009870,a009870,3
a_a007047,a007047,2
a_a000468,a000468,3
a_a012496,a012496,3
a_a001034,a001034,2
b_b009428,b009428,3
a_a005781,a005781,2
a_a000237,a000237,3
a_a004627,a004627,2
a_a012456,a012456,3
a_a000552,a000552,6
a_a008114,a008114,3
a_a003853,a003853,5
a_a004360,a004360,2
c_c006042,c006042,2
a_a006478,a006478,2
a_a001940,a001940,3
a_a017903,a017903,2
a_a003098,a003098,3
a_a001440,a001440,4
a_a003071,a003071,3
a_a000623,a000623,3
a_a006726,a006726,2
a_a017884,a017884,2
a_a017741,a017741,2
a_a018027,a018027,2
a_a006620,a006620,2
a_a007624,a007624,2
a_a017914,a017914,2
a_a004641,a004641,2
a_a000458,a000458,2
a_a006017,a006017,2
a_a006353,a006353,2
a_a007824,a007824,2
a_a005130,a005130,2
a_a006522,a006522,2
a_a003672,a003672,2
a_a003000,a003000,3
a_a011215,a011215,3
c_c005714,c005714,2
a_a011241,a011241,2
a_a000960,a000960,3
a_a005423,a005423,3
a_a000461,a000461,4
a_a003603,a003603,3
a_a006308,a006308,2
a_a005164,a005164,2
a_a010568,a010568,2
a_a004019,a004019,3
a_a001939,a001939,2
a_a010337,a010337,2
a_a010028,a010028,2
a_a002099,a002099,2
a_a018237,a018237,2
a_a018021,a018021,2
a_a010150,a010150,2
a_a007699,a007699,2
a_a001248,a001248,4
a_a007299,a007299,2
a_a002396,a002396,2
a_a007033,a007033,2
a_a018054,a018054,2
b_b006624,b006624,2
a_a010064,a010064,2
a_a004224,a004224,4
a_a004678,a004678,2
a_a004293,a004293,2
a_a015348,a015348,2
a_a006043,a006043,2
a_a004571,a004571,3
a_a007583,a007583,2
a_a018108,a018108,2
a_a003506,a003506,2
a_a007654,a007654,2
a_a017815,a017815,2
a_a007184,a007184,2
a_a002671,a002671,4
a_a000915,a000915,3
a_a007568,a007568,2
a_a005006,a005006,3
a_a007200,a007200,2
a_a012515,a012515,3
a_a007114,a007114,2
a_a006646,a006646,2
a_a008330,a008330,3
a_a006285,a006285,2
a_a002086,a002086,3
a_a007014,a007014,2
a_a007425,a007425,2
a_a009703,a009703,2
d_d004175,d004175,3
a_a017859,a017859,2
a_a000034,a000034,4
a_a006431,a006431,2
a_a002063,a002063,3
c_c007425,c007425,3
a_a000065,a000065,3
a_a007523,a007523,2
a_a007298,a007298,2
a_a009671,a009671,3
a_a008047,a008047,2
b_b006822,b006822,2
a_a001450,a001450,3
a_a008702,a008702,3
a_a005652,a005652,2
a_a000341,a000341,4
a_a005536,a005536,2
a_a003721,a003721,4
a_a009988,a009988,3
a_a018169,a018169,2
a_a000815,a000815,3
a_a002612,a002612,4
c_c011906,c011906,2
a_a002786,a002786,5
a_a009668,a009668,4
a_a004541,a004541,3
a_a000425,a000425,2
a_a001840,a001840,3
a_a002878,a002878,3
a_a005696,a005696,2
a_a005389,a005389,2
a_a010425,a010425,2
a_a006664,a006664,2
a_a000972,a000972,2
a_a001261,a001261,7
a_a010533,a010533,2
a_a007403,a007403,2
a_a011761,a011761,4
a_a002096,a002096,3
a_a003082,a003082,3
a_a011870,a011870,2
a_a006324,a006324,2
a_a007078,a007078,2
a_a014823,a014823,3
a_a001914,a001914,3
a_a003044,a003044,2
a_a017911,a017911,2
a_a007597,a007597,2
a_a002573,a002573,4
a_a005013,a005013,3
a_a002906,a002906,2
a_a006972,a006972,3
a_a007171,a007171,2
d_d004784,d004784,2
a_a018183,a018183,2
a_a000550,a000550,4
a_a000832,a000832,2
a_a000678,a000678,2
a_a007214,a007214,2
a_a005136,a005136,2
a_a007606,a007606,2
a_a006071,a006071,2
a_a002476,a002476,3
a_a003046,a003046,2
a_a008285,a008285,3
a_a001937,a001937,3
a_a005474,a005474,2
a_a018045,a018045,2
a_a014102,a014102,2
a_a000928,a000928,3
a_a005334,a005334,3
a_a007365,a007365,2
a_a001297,a001297,3
a_a003712,a003712,3
a_a007328,a007328,2
a_a001132,a001132,5
a_a002504,a002504,3
a_a002810,a002810,3
a_a005681,a005681,2
a_a002027,a002027,3
a_a014789,a014789,2
a_a010242,a010242,3
a_a000705,a000705,3
a_a003353,a003353,2
a_a007429,a007429,2
a_a010466,a010466,3
a_a001648,a001648,3
a_a005206,a005206,2
a_a006933,a006933,2
a_a006011,a006011,2
a_a001392,a001392,3
a_a006197,a006197,2
a_a003924,a003924,3
a_a008178,a008178,3
a_a011647,a011647,2
a_a007943,a007943,2
a_a006067,a006067,3
a_a002089,a002089,3
a_a003926,a003926,2
a_a007220,a007220,2
a_a003568,a003568,2
a_a016174,a016174,2
a_a015292,a015292,3
a_a000145,a000145,2
a_a004504,a004504,3
a_a012165,a012165,3
a_a014937,a014937,2
a_a006565,a006565,2
a_a006141,a006141,2
a_a008175,a008175,2
a_a004370,a004370,4
a_a012023,a012023,3
a_a001543,a001543,3
a_a006740,a006740,2
a_a008648,a008648,3
a_a013710,a013710,4
a_a007347,a007347,2
a_a011025,a011025,3
a_a017992,a017992,2
a_a004793,a004793,2
a_a015162,a015162,2
a_a004036,a004036,3
a_a013866,a013866,2
a_a002459,a002459,4
a_a002891,a002891,2
a_a007759,a007759,2
a_a004304,a004304,2
c_c005843,c005843,2
a_a001027,a001027,3
a_a018205,a018205,2
a_a002936,a002936,3
a_a015112,a015112,2
a_a004029,a004029,3
a_a001926,a001926,3
a_a001056,a001056,4
a_a007288,a007288,2
a_a006312,a006312,2
a_a001233,a001233,4
a_a001453,a001453,2
a_a004537,a004537,4
a_a005105,a005105,2
a_a001794,a001794,3
a_a003162,a003162,3
a_a017681,a017681,2
a_a003698,a003698,2
a_a010406,a010406,3
a_a003419,a003419,2
a_a004939,a004939,3
a_a018125,a018125,2
a_a009473,a009473,4
a_a003388,a003388,2
a_a002254,a002254,2
a_a017839,a017839,2
a_a001761,a001761,3
b_b003037,b003037,3
a_a004957,a004957,3
a_a002117,a002117,2
a_a002719,a002719,3
a_a003363,a003363,2
a_a004682,a004682,2
a_a000682,a000682,3
a_a003163,a003163,4
a_a015318,a015318,2
a_a002054,a002054,3
a_a003622,a003622,3
a_a017999,a017999,2
a_a008053,a008053,2
a_a000142,a000142,3
a_a008365,a008365,5
a_a003008,a003008,4
a_a017995,a017995,2
a_a001919,a001919,3
a_a006924,a006924,2
a_a001382,a001382,2
a_a000700,a000700,4
a_a004483,a004483,2
a_a006492,a006492,2
a_a015389,a015389,2
b_b009429,b009429,3
a_a002033,a002033,3
a_a006005,a006005,2
a_a003281,a003281,3
d_d005429,d005429,4
a_a017866,a017866,2
a_a001749,a001749,2
a_a002780,a002780,3
a_a000421,a000421,4
a_a004270,a004270,17
a_a012437,a012437,3
a_a004924,a004924,3
a_a012344,a012344,2
a_a001899,a001899,3
a_a017977,a017977,2
a_a004237,a004237,3
a_a005864,a005864,2
b_b007029,b007029,2
a_a008463,a008463,2
a_a004698,a004698,3
a_a011096,a011096,3
b_b007922,b007922,2
a_a000853,a000853,3
a_a002002,a002002,3
a_a004540,a004540,3
a_a006286,a006286,2
a_a005577,a005577,3
a_a007622,a007622,2
a_a003146,a003146,4
a_a000016,a000016,3
a_a004311,a004311,2
a_a017950,a017950,2
a_a010053,a010053,2
a_a001375,a001375,4
a_a018233,a018233,2
c_c004837,c004837,3
a_a003907,a003907,2
b_b010113,b010113,2
a_a003223,a003223,3
c_c011878,c011878,2
a_a000318,a000318,3
a_a006507,a006507,2
a_a000420,a000420,3
a_a004271,a004271,2
a_a013687,a013687,3
a_a000562,a000562,3
a_a007270,a007270,2
a_a005715,a005715,2
a_a005243,a005243,2
a_a004222,a004222,4
a_a017784,a017784,2
a_a003397,a003397,4
a_a006675,a006675,2
a_a002784,a002784,3
a_a005212,a005212,2
a_a006295,a006295,2
a_a003751,a003751,2
a_a017971,a017971,2
a_a007395,a007395,2
b_b000086,b000086,3
a_a005768,a005768,3
a_a003556,a003556,2
a_a017951,a017951,2
a_a014965,a014965,3
a_a008176,a008176,2
a_a006813,a006813,2
a_a001390,a001390,3
a_a005697,a005697,2
