,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION
10813,2307030005,e_e004247,16,집,2023-07-03,2023-07-04,21,,,,,
10814,2307010001,e_e004251,1,집,2023-07-01,2023-07-01,21,,,,,
10815,2307010002,e_e004251,2,산음리 211,2023-07-01,2023-07-01,22,N,5.0,5.0,5.0,5.0
10816,2307010003,e_e004251,3,계곡,2023-07-01,2023-07-01,1,N,9.0,5.0,5.0,5.0
10817,2307010004,e_e004251,4,친지 집,2023-07-01,2023-07-02,24,Y,5.0,5.0,5.0,5.0
10818,2307020001,e_e004251,5,양평 신내 서울 해장국,2023-07-02,2023-07-02,11,N,5.0,5.0,5.0,5.0
10819,2307020002,e_e004251,6,빵빵해요,2023-07-02,2023-07-02,11,N,9.0,5.0,5.0,5.0
10820,2307020003,e_e004251,7,찌깐한커피숍,2023-07-02,2023-07-02,11,N,9.0,5.0,5.0,5.0
10821,2307020004,e_e004251,8,집,2023-07-02,2023-07-03,21,,,,,
10822,2306300001,e_e004254,1,집,2023-06-30,2023-06-30,21,,,,,
10823,2306300002,e_e004254,2,일산 테크노타운,2023-06-30,2023-06-30,23,,,,,
10824,2306300003,e_e004254,3,아이파크몰 용산점,2023-06-30,2023-06-30,4,Y,2.0,4.0,5.0,5.0
10825,2306300004,e_e004254,4,서울 드래건 시티,2023-06-30,2023-07-01,24,N,1.0,4.0,5.0,5.0
10826,2307010001,e_e004254,5,아이파크몰 용산점,2023-07-01,2023-07-01,4,Y,7.0,4.0,5.0,5.0
10827,2307010002,e_e004254,6,잠실종합운동장 올림픽 주경기장,2023-07-01,2023-07-01,8,N,3.0,5.0,5.0,5.0
10828,2307010003,e_e004254,7,집,2023-07-01,2023-07-02,21,,,,,
10829,2306270001,e_e004256,1,집,2023-06-27,2023-06-27,21,,,,,
10830,2306270002,e_e004256,6,오포짓스탠다드,2023-06-27,2023-06-28,24,N,7.0,5.0,5.0,4.0
10831,2306270003,e_e004256,2,양평 휴게 주유소 서울 방향,2023-06-27,2023-06-27,9,Y,9.0,4.0,4.0,4.0
10832,2306270004,e_e004256,3,오포짓스탠다드,2023-06-27,2023-06-27,24,N,7.0,5.0,5.0,4.0
10833,2306270005,e_e004256,4,불광동 독도 주꾸미,2023-06-27,2023-06-27,11,N,2.0,3.0,3.0,3.0
10834,2306270006,e_e004256,5,플로,2023-06-27,2023-06-27,11,N,1.0,5.0,5.0,5.0
10835,2306280001,e_e004256,7,롯데백화점 강남점,2023-06-28,2023-06-28,4,N,6.0,4.0,4.0,4.0
10836,2306280002,e_e004256,8,집,2023-06-28,2023-06-29,21,,,,,
10837,2307020001,e_e004268,1,집,2023-07-02,2023-07-02,21,,,,,
10838,2307020002,e_e004268,2,롯데마트 은평점,2023-07-02,2023-07-02,10,N,6.0,5.0,4.0,4.0
10839,2307020003,e_e004268,3,서울 북한산 카라반,2023-07-02,2023-07-02,24,N,5.0,4.0,5.0,5.0
10840,2307020004,e_e004268,4,스타벅스 더 북한산점,2023-07-02,2023-07-02,4,N,2.0,5.0,5.0,5.0
10841,2307020005,e_e004268,5,서울 북한산 카라반,2023-07-02,2023-07-03,24,N,5.0,5.0,5.0,5.0
10842,2307030001,e_e004268,6,독도체험관,2023-07-03,2023-07-03,3,N,9.0,3.0,3.0,3.0
10843,2307030002,e_e004268,7,온기정 타임스퀘어점,2023-07-03,2023-07-03,11,N,9.0,4.0,3.0,3.0
10844,2307030003,e_e004268,8,집,2023-07-03,2023-07-04,21,,,,,
10845,2307010001,e_e004281,1,집,2023-07-01,2023-07-01,21,,,,,
10846,2307010002,e_e004281,2,GS25 금곡 센트럴점,2023-07-01,2023-07-01,9,Y,6.0,5.0,4.0,4.0
10847,2307010003,e_e004281,3,수원 KT 소닉붐 아레나,2023-07-01,2023-07-01,3,Y,1.0,5.0,5.0,5.0
10848,2307010004,e_e004281,4,바론 빵집,2023-07-01,2023-07-01,11,N,2.0,5.0,5.0,5.0
10849,2307010005,e_e004281,5,수원 KT 소닉붐 아레나,2023-07-01,2023-07-01,3,Y,1.0,5.0,5.0,5.0
10850,2307010006,e_e004281,6,합,2023-07-01,2023-07-01,11,N,2.0,5.0,5.0,5.0
10851,2307010007,e_e004281,7,도미닉 커피 랩,2023-07-01,2023-07-01,11,N,2.0,5.0,5.0,5.0
10852,2307010008,e_e004281,8,멕시카나치킨 우만점,2023-07-01,2023-07-01,11,N,5.0,5.0,3.0,3.0
10853,2307010009,e_e004281,9,친지 집,2023-07-01,2023-07-02,22,,,,,
10854,2307020001,e_e004281,10,집,2023-07-02,2023-07-03,21,,,,,
10855,2307010001,e_e004288,1,집,2023-07-01,2023-07-01,21,,,,,
10856,2307010002,e_e004288,2,동대문디자인플라자,2023-07-01,2023-07-01,3,Y,1.0,5.0,5.0,5.0
10857,2307010003,e_e004288,3,광장시장,2023-07-01,2023-07-01,4,Y,1.0,5.0,5.0,5.0
10858,2307010004,e_e004288,4,한지문화산업센터,2023-07-01,2023-07-01,3,N,5.0,5.0,5.0,5.0
10859,2307010005,e_e004288,5,북한산 더 숍 아파트,2023-07-01,2023-07-02,22,,,,,
10860,2307020001,e_e004288,6,무계원,2023-07-02,2023-07-02,3,N,10.0,5.0,5.0,5.0
10861,2307020002,e_e004288,7,윤동주문학관,2023-07-02,2023-07-02,3,Y,1.0,5.0,5.0,5.0
10862,2307020003,e_e004288,8,윤동주 시인의 언덕,2023-07-02,2023-07-02,7,Y,4.0,5.0,5.0,5.0
10863,2307020004,e_e004288,9,통인시장,2023-07-02,2023-07-02,4,Y,1.0,3.0,4.0,4.0
10864,2307020005,e_e004288,10,메가 MGC 커피 경복궁역점,2023-07-02,2023-07-02,11,N,9.0,4.0,3.0,3.0
10865,2307020006,e_e004288,11,집,2023-07-02,2023-07-03,21,,,,,
10866,2307080001,e_e004291,1,집,2023-07-08,2023-07-08,21,,,,,
10867,2307080002,e_e004291,2,기흥휴게소 주유소 부산방향,2023-07-08,2023-07-08,9,Y,8.0,5.0,5.0,5.0
10868,2307080003,e_e004291,3,동탄 헤리움 오피스텔,2023-07-08,2023-07-08,22,,,,,
10869,2307080004,e_e004291,4,동탄 곤드레,2023-07-08,2023-07-08,11,N,5.0,5.0,5.0,5.0
10870,2307080005,e_e004291,5,디 아쿠아,2023-07-08,2023-07-08,4,N,1.0,5.0,5.0,5.0
10871,2307080006,e_e004291,6,플라잉 타이거 코펜하겐 롯데백화점 동탄점,2023-07-08,2023-07-08,4,N,9.0,4.0,3.0,3.0
10872,2307080007,e_e004291,7,롯데시네마 동탄,2023-07-08,2023-07-08,3,Y,7.0,5.0,5.0,5.0
10873,2307080008,e_e004291,8,다은 공영주차장(나 광장) 전기차 충전소,2023-07-08,2023-07-08,9,N,6.0,4.0,3.0,3.0
10874,2307080009,e_e004291,9,포토 그레이 동탄 북광장점,2023-07-08,2023-07-08,12,Y,2.0,4.0,5.0,5.0
10875,2307080010,e_e004291,10,제일 참치,2023-07-08,2023-07-08,11,N,2.0,4.0,5.0,5.0
10876,2307080015,e_e004291,11,동탄 헤리움 오피스텔,2023-07-08,2023-07-09,22,,,,,
10877,2307090001,e_e004291,12,이케아 기흥점,2023-07-09,2023-07-09,4,Y,4.0,5.0,5.0,5.0
10878,2307090002,e_e004291,13,참 고깃간 동탄점,2023-07-09,2023-07-09,10,N,5.0,5.0,5.0,5.0
10879,2307090003,e_e004291,14,동탄 헤리움 오피스텔,2023-07-09,2023-07-09,22,,,,,
10880,2307090004,e_e004291,15,집,2023-07-09,2023-07-10,21,,,,,
10881,2307010001,e_e004294,1,집,2023-07-01,2023-07-01,21,,,,,
10882,2307010002,e_e004294,2,위례 주제공원 물놀이장,2023-07-01,2023-07-01,5,N,5.0,5.0,5.0,5.0
10883,2307010003,e_e004294,3,스시 이안 위례점,2023-07-01,2023-07-01,11,N,2.0,4.0,4.0,4.0
10884,2307010004,e_e004294,4,스타필드 시티 위례,2023-07-01,2023-07-01,10,Y,1.0,5.0,5.0,5.0
10885,2307010005,e_e004294,5,개울 테라스,2023-07-01,2023-07-01,11,N,1.0,5.0,5.0,5.0
10886,2307010006,e_e004294,6,집,2023-07-01,2023-07-02,21,,,,,
10887,2307190001,e_e004295,1,집,2023-07-19,2023-07-19,21,,,,,
10888,2307190002,e_e004295,2,광화문광장,2023-07-19,2023-07-19,4,Y,4.0,4.0,5.0,4.0
10889,2307190003,e_e004295,3,교보문고 광화문점,2023-07-19,2023-07-19,10,Y,4.0,5.0,5.0,5.0
10890,2307190004,e_e004295,4,어스 어스 서촌점,2023-07-19,2023-07-19,11,Y,5.0,5.0,5.0,5.0
10891,2307190005,e_e004295,6,집,2023-07-19,2023-07-20,21,,,,,
10892,2307190006,e_e004295,5,무궁화동산,2023-07-19,2023-07-19,7,N,9.0,4.0,3.0,3.0
10893,2307010001,e_e004300,1,집,2023-07-01,2023-07-01,21,,,,,
10894,2307010002,e_e004300,2,래미안솔베뉴아파트,2023-07-01,2023-07-01,22,,,,,
10895,2307010003,e_e004300,3,나팔,2023-07-01,2023-07-01,11,Y,2.0,5.0,5.0,5.0
10896,2307010004,e_e004300,4,김가네 명일역점,2023-07-01,2023-07-01,11,Y,4.0,5.0,5.0,5.0
10897,2307010005,e_e004300,5,강일 테니스장,2023-07-01,2023-07-01,5,Y,6.0,5.0,5.0,5.0
10898,2307010006,e_e004300,6,삼대냉면 명일점,2023-07-01,2023-07-01,11,N,2.0,3.0,3.0,3.0
10899,2307010007,e_e004300,7,서건 미사 메트로타워 오피스텔,2023-07-01,2023-07-01,22,,,,,
10900,2307010008,e_e004300,8,미사 경정공원 조정 카누경기장,2023-07-01,2023-07-01,1,Y,1.0,5.0,5.0,5.0
10901,2307010009,e_e004300,9,나인 커피,2023-07-01,2023-07-01,11,N,5.0,5.0,5.0,5.0
10902,2307010010,e_e004300,10,백스 비어 하남미사점,2023-07-01,2023-07-01,11,N,2.0,4.0,4.0,3.0
10903,2307010011,e_e004300,11,서건 미사 메트로타워 오피스텔,2023-07-01,2023-07-02,22,,,,,
10904,2307020001,e_e004300,12,미사 호수 공원,2023-07-02,2023-07-02,1,N,1.0,5.0,5.0,5.0
10905,2307020002,e_e004300,13,쉬즈 베이글 미사역점,2023-07-02,2023-07-02,11,N,5.0,3.0,2.0,2.0
10906,2307020003,e_e004300,14,화서시장,2023-07-02,2023-07-02,4,Y,1.0,4.0,4.0,4.0
10907,2307020004,e_e004300,15,컴포즈커피 수원 화서시장점,2023-07-02,2023-07-02,11,Y,8.0,5.0,5.0,5.0
10908,2307020005,e_e004300,16,집,2023-07-02,2023-07-03,21,,,,,
10909,2307150001,e_e004304,1,집,2023-07-15,2023-07-15,21,,,,,
10910,2307150002,e_e004304,2,용산역,2023-07-15,2023-07-15,9,Y,6.0,4.0,4.0,4.0
10911,2307150003,e_e004304,4,북촌 한옥마을,2023-07-15,2023-07-15,7,N,1.0,4.0,4.0,4.0
10912,2307150004,e_e004304,3,금별 맥주 종로점,2023-07-15,2023-07-15,4,N,9.0,4.0,4.0,4.0
10913,2307150005,e_e004304,5,집,2023-07-15,2023-07-16,21,,,,,
10914,2307080001,e_e004309,1,집,2023-07-08,2023-07-08,21,,,,,
10915,2307080002,e_e004309,7,휘경 해모로 프레스티지 아파트,2023-07-08,2023-07-09,22,Y,11.0,5.0,5.0,5.0
10916,2307080003,e_e004309,2,롯데백화점 청량리점,2023-07-08,2023-07-08,11,Y,2.0,4.0,4.0,4.0
10917,2307080004,e_e004309,3,너만 보여 크루아상,2023-07-08,2023-07-08,11,Y,4.0,5.0,5.0,5.0
10918,2307080005,e_e004309,4,휘경 어린이 공원,2023-07-08,2023-07-08,7,N,9.0,4.0,4.0,4.0
10919,2307080006,e_e004309,5,휘경 해모로 프레스티지 아파트,2023-07-08,2023-07-08,22,,,,,
10920,2307080007,e_e004309,6,봉황공원,2023-07-08,2023-07-08,7,Y,4.0,4.0,4.0,4.0
10921,2307090001,e_e004309,11,집,2023-07-09,2023-07-10,21,,,,,
10922,2307090002,e_e004309,8,장진영 간장게장,2023-07-09,2023-07-09,11,N,5.0,5.0,5.0,5.0
10923,2307090003,e_e004309,9,폴 바셋 한남 커피 스테이션 로스트 웍스,2023-07-09,2023-07-09,11,N,6.0,5.0,5.0,5.0
10924,2307090004,e_e004309,10,휘경 해모로 프레스티지 아파트,2023-07-09,2023-07-09,22,,,,,
10925,2307010001,e_e004310,1,집,2023-07-01,2023-07-01,21,,,,,
10926,2307010002,e_e004310,2,도그 스포 지움 송추점,2023-07-01,2023-07-01,6,N,1.0,5.0,5.0,5.0
10927,2307010003,e_e004310,3,여자친구 집,2023-07-01,2023-07-02,22,,,,,
10928,2307070001,e_e004313,1,사무실,2023-07-07,2023-07-07,23,,,,,
10929,2307070002,e_e004313,2,하람 게스트하우스,2023-07-07,2023-07-07,24,N,8.0,4.0,4.0,4.0
10930,2307070003,e_e004313,3,일산 호수공원,2023-07-07,2023-07-07,1,N,1.0,5.0,5.0,5.0
10931,2307070004,e_e004313,4,일산 시장,2023-07-07,2023-07-07,4,N,8.0,4.0,4.0,4.0
10932,2307070005,e_e004313,5,연탄 갈비,2023-07-07,2023-07-07,11,N,9.0,5.0,5.0,5.0
10933,2307070006,e_e004313,6,하람 게스트하우스,2023-07-07,2023-07-08,24,N,8.0,4.0,3.0,4.0
10934,2307080001,e_e004313,8,베이 먼트,2023-07-08,2023-07-08,11,N,2.0,5.0,5.0,5.0
10935,2307080002,e_e004313,7,밤 다시 마을,2023-07-08,2023-07-08,4,N,9.0,5.0,5.0,5.0
10936,2307080003,e_e004313,9,바로 디저트,2023-07-08,2023-07-08,10,N,9.0,5.0,5.0,5.0
10937,2307080004,e_e004313,10,땡스 비건,2023-07-08,2023-07-08,11,N,2.0,5.0,5.0,5.0
10938,2307080005,e_e004313,11,제로 웨이스트 숍 도토리 상점,2023-07-08,2023-07-08,10,N,2.0,5.0,5.0,5.0
10939,2307080006,e_e004313,12,하이 쓰리 파인즈,2023-07-08,2023-07-08,11,N,1.0,5.0,5.0,5.0
10940,2307080007,e_e004313,13,2리 식당,2023-07-08,2023-07-08,11,N,1.0,4.0,4.0,4.0
10941,2307080008,e_e004313,14,집,2023-07-08,2023-07-09,21,,,,,
10942,2307010001,e_e004315,1,집,2023-07-01,2023-07-01,21,,,,,
10943,2307010002,e_e004315,12,집,2023-07-01,2023-07-02,21,,,,,
10944,2307010003,e_e004315,2,천안 고속버스터미널,2023-07-01,2023-07-01,9,Y,6.0,5.0,5.0,5.0
10945,2307010004,e_e004315,3,서울고속버스터미널(경부),2023-07-01,2023-07-01,9,Y,6.0,5.0,5.0,5.0
10946,2307010005,e_e004315,4,애슐리 퀸즈 뉴코아 강남점,2023-07-01,2023-07-01,11,N,2.0,5.0,5.0,5.0
10947,2307010006,e_e004315,5,신세계 팩토리 스토어 강남점,2023-07-01,2023-07-01,10,Y,9.0,5.0,5.0,5.0
10948,2307010007,e_e004315,6,한가람 문구 반포 본점,2023-07-01,2023-07-01,10,Y,4.0,5.0,5.0,5.0
10949,2307010008,e_e004315,7,신세계백화점 강남점,2023-07-01,2023-07-01,10,Y,4.0,5.0,5.0,5.0
10950,2307010009,e_e004315,8,고투몰,2023-07-01,2023-07-01,10,Y,4.0,5.0,5.0,5.0
10951,2307010010,e_e004315,9,반포 한강공원,2023-07-01,2023-07-01,1,N,1.0,5.0,5.0,5.0
10952,2307010011,e_e004315,10,서울고속버스터미널(경부),2023-07-01,2023-07-01,9,Y,6.0,5.0,5.0,5.0
10953,2307010012,e_e004315,11,천안 고속버스터미널,2023-07-01,2023-07-01,9,Y,6.0,5.0,5.0,5.0
10954,2308050001,e_e004317,1,집,2023-08-05,2023-08-05,21,,,,,
10955,2308050002,e_e004317,7,집,2023-08-05,2023-08-06,21,,,,,
10956,2308050003,e_e004317,2,석천 가든,2023-08-05,2023-08-05,11,N,9.0,4.0,3.0,3.0
10957,2308050004,e_e004317,3,포천아트밸리,2023-08-05,2023-08-05,13,Y,4.0,4.0,3.0,3.0
10958,2308050005,e_e004317,4,비둘기낭폭포,2023-08-05,2023-08-05,1,N,5.0,4.0,3.0,3.0
10959,2308050006,e_e004317,5,산정호수,2023-08-05,2023-08-05,1,N,1.0,4.0,3.0,3.0
10960,2308050007,e_e004317,6,무임의,2023-08-05,2023-08-05,11,N,2.0,5.0,5.0,5.0
10961,2307080001,e_e004324,1,집,2023-07-08,2023-07-08,21,,,,,
10962,2307080002,e_e004324,2,현대 프리미엄 아울렛 스페이스 원,2023-07-08,2023-07-08,4,Y,4.0,5.0,4.0,4.0
10963,2307080003,e_e004324,3,고재와 옹기의 만남,2023-07-08,2023-07-08,11,Y,4.0,5.0,5.0,5.0
10964,2307080004,e_e004324,4,친척 집,2023-07-08,2023-07-09,24,Y,4.0,5.0,5.0,5.0
10965,2307090001,e_e004324,5,묘적사계곡,2023-07-09,2023-07-09,1,Y,1.0,5.0,5.0,5.0
10966,2307090002,e_e004324,6,묘적사,2023-07-09,2023-07-09,2,Y,1.0,5.0,5.0,5.0
10967,2307090003,e_e004324,7,교감 막국수,2023-07-09,2023-07-09,11,Y,3.0,5.0,4.0,4.0
10968,2307090004,e_e004324,8,집,2023-07-09,2023-07-10,21,,,,,
10969,2307080001,e_e004326,1,집,2023-07-08,2023-07-08,21,,,,,
10970,2307080002,e_e004326,2,홈플러스 익스프레스 북변점,2023-07-08,2023-07-08,4,N,8.0,5.0,4.0,4.0
10971,2307080003,e_e004326,3,풍년마을 3단지 대림아파트,2023-07-08,2023-07-08,22,,,,,
10972,2307080004,e_e004326,4,할리스 김포한강 생태공원점,2023-07-08,2023-07-08,11,N,2.0,5.0,5.0,5.0
10973,2307080005,e_e004326,5,김포한강야생조류생태공원,2023-07-08,2023-07-08,1,N,1.0,5.0,5.0,5.0
10974,2307080006,e_e004326,6,한국야생조류보호 협회,2023-07-08,2023-07-08,2,N,1.0,5.0,5.0,5.0
10975,2307080007,e_e004326,7,피자 아볼로 김포점,2023-07-08,2023-07-08,4,N,2.0,5.0,5.0,5.0
10976,2307080008,e_e004326,8,풍년마을 3단지 대림아파트,2023-07-08,2023-07-09,22,,,,,
10977,2307090001,e_e004326,9,집,2023-07-09,2023-07-10,21,,,,,
10978,2307290001,e_e004333,2,밥상편지,2023-07-29,2023-07-29,11,N,1.0,5.0,4.0,4.0
10979,2307290002,e_e004333,3,인천도시 역사관,2023-07-29,2023-07-29,3,N,10.0,5.0,4.0,4.0
10980,2307290003,e_e004333,4,G 타워,2023-07-29,2023-07-29,3,N,1.0,5.0,5.0,5.0
10981,2307290004,e_e004333,1,집,2023-07-29,2023-07-29,21,,,,,
10982,2307290005,e_e004333,5,채드윅 송도 국제 학교,2023-07-29,2023-07-29,12,N,10.0,5.0,3.0,4.0
10983,2307290006,e_e004333,6,NC 큐브 커넬워크 겨울 동,2023-07-29,2023-07-29,4,N,1.0,3.0,2.0,2.0
10984,2307290007,e_e004333,7,집,2023-07-29,2023-07-30,21,,,,,
10985,2306300001,e_e004334,1,집,2023-06-30,2023-06-30,21,,,,,
10986,2306300002,e_e004334,2,천안아산역,2023-06-30,2023-06-30,9,Y,6.0,4.0,5.0,5.0
10987,2306300003,e_e004334,3,수서역,2023-06-30,2023-06-30,9,Y,6.0,5.0,5.0,5.0
10988,2306300004,e_e004334,4,에그 슬럿 코엑스점,2023-06-30,2023-06-30,11,N,2.0,5.0,5.0,5.0
10989,2306300005,e_e004334,5,코엑스 C 홀,2023-06-30,2023-06-30,3,Y,10.0,5.0,5.0,5.0
10990,2306300006,e_e004334,6,코엑스,2023-06-30,2023-06-30,11,N,9.0,4.0,3.0,3.0
10991,2306300007,e_e004334,8,웰빙 쌀빵,2023-06-30,2023-06-30,4,N,9.0,3.0,3.0,3.0
10992,2306300008,e_e004334,7,어니언 안국점,2023-06-30,2023-06-30,4,N,2.0,4.0,3.0,3.0
10993,2306300009,e_e004334,9,본궁,2023-06-30,2023-06-30,4,N,5.0,5.0,3.0,3.0
10994,2306300010,e_e004334,10,롯데시티 호텔 마포,2023-06-30,2023-06-30,24,N,5.0,5.0,5.0,5.0
10995,2306300013,e_e004334,11,롯데시티 호텔 마포,2023-06-30,2023-07-01,24,N,5.0,5.0,5.0,5.0
10996,2307010001,e_e004334,15,집,2023-07-01,2023-07-02,21,,,,,
10997,2307010002,e_e004334,12,롯데시티 호텔 마포,2023-07-01,2023-07-01,24,N,5.0,5.0,4.0,4.0
10998,2307010003,e_e004334,13,백채김치찌개 합정점,2023-07-01,2023-07-01,11,N,9.0,5.0,5.0,5.0
10999,2307010004,e_e004334,14,서울역,2023-07-01,2023-07-01,9,Y,6.0,5.0,5.0,5.0
11000,2306300001,e_e004336,1,집,2023-06-30,2023-06-30,21,,,,,
11001,2306300002,e_e004336,6,집,2023-06-30,2023-07-01,21,,,,,
11002,2306300003,e_e004336,3,수원 KT 소닉붐 아레나,2023-06-30,2023-06-30,3,N,11.0,4.0,4.0,3.0
11003,2306300004,e_e004336,4,피자 먹다 금곡점,2023-06-30,2023-06-30,11,N,9.0,3.0,3.0,4.0
11004,2306300005,e_e004336,2,사당역 사거리,2023-06-30,2023-06-30,9,Y,6.0,4.0,5.0,5.0
11005,2306300006,e_e004336,5,사당역 사거리,2023-06-30,2023-06-30,9,Y,6.0,4.0,3.0,3.0
11006,2307090001,e_e004338,1,집,2023-07-09,2023-07-09,21,,,,,
11007,2307090002,e_e004338,2,김포공항역 공항철도,2023-07-09,2023-07-09,9,Y,6.0,4.0,4.0,3.0
11008,2307090003,e_e004338,3,남산 둘레길,2023-07-09,2023-07-09,7,Y,4.0,5.0,5.0,5.0
11009,2307090004,e_e004338,4,하우스,2023-07-09,2023-07-09,11,N,9.0,5.0,5.0,5.0
11010,2307090005,e_e004338,5,타임스퀘어,2023-07-09,2023-07-09,4,Y,7.0,4.0,4.0,4.0
11011,2307090006,e_e004338,6,집,2023-07-09,2023-07-10,21,,,,,
11012,2307020001,e_e004340,1,집,2023-07-02,2023-07-02,21,,,,,
11013,2307020002,e_e004340,6,집,2023-07-02,2023-07-03,21,,,,,
11014,2307020003,e_e004340,2,명현만 간장게장 무한리필 합정점,2023-07-02,2023-07-02,11,N,2.0,5.0,4.0,5.0
11015,2307020004,e_e004340,3,올에 무스,2023-07-02,2023-07-02,11,N,2.0,4.0,3.0,4.0
11016,2307020005,e_e004340,4,카페 솔트,2023-07-02,2023-07-02,11,Y,9.0,4.0,2.0,3.0
11017,2307020006,e_e004340,5,벌투 인더스트리얼 철산 로데오점,2023-07-02,2023-07-02,4,Y,4.0,4.0,4.0,4.0
11018,2307170001,e_e004341,1,집,2023-07-17,2023-07-17,21,,,,,
11019,2307170002,e_e004341,2,녹사평역 6호선,2023-07-17,2023-07-17,9,N,5.0,5.0,4.0,4.0
11020,2307170003,e_e004341,3,롸카두들 내슈빌 핫치킨 이태원점,2023-07-17,2023-07-17,11,N,3.0,5.0,4.0,4.0
11021,2307170004,e_e004341,4,무진장,2023-07-17,2023-07-17,11,N,2.0,5.0,4.0,4.0
11022,2307170005,e_e004341,5,몬드리안 서울 이태원,2023-07-17,2023-07-17,24,N,1.0,5.0,4.0,4.0
11023,2307170006,e_e004341,6,라플랑끄,2023-07-17,2023-07-17,10,N,2.0,5.0,4.0,4.0
11024,2307170012,e_e004341,7,몬드리안 서울 이태원,2023-07-17,2023-07-18,24,N,1.0,5.0,4.0,4.0
11025,2307180001,e_e004341,13,집,2023-07-18,2023-07-19,21,,,,,
11026,2307180002,e_e004341,8,쏭타이 이태원점,2023-07-18,2023-07-18,11,N,2.0,4.0,4.0,4.0
11027,2307180003,e_e004341,9,놀숲 이태원점,2023-07-18,2023-07-18,3,N,7.0,5.0,4.0,4.0
11028,2307180004,e_e004341,10,로컬 빌라 베이글,2023-07-18,2023-07-18,11,N,1.0,4.0,3.0,3.0
11029,2307180005,e_e004341,11,이태원역 6호선,2023-07-18,2023-07-18,9,N,6.0,4.0,3.0,3.0
11030,2307180006,e_e004341,12,사당역 2호선,2023-07-18,2023-07-18,9,Y,6.0,4.0,3.0,3.0
11031,2307030001,e_e004342,1,집,2023-07-03,2023-07-03,21,,,,,
11032,2307030002,e_e004342,2,구로디지털단지역 2호선,2023-07-03,2023-07-03,9,Y,9.0,5.0,5.0,5.0
11033,2307030003,e_e004342,3,상동역 7호선,2023-07-03,2023-07-03,9,Y,7.0,5.0,5.0,5.0
11034,2307030004,e_e004342,4,통통 왕돈가스 상동 직영점,2023-07-03,2023-07-03,11,N,5.0,4.0,4.0,4.0
11035,2307030005,e_e004342,5,상동호수 공원,2023-07-03,2023-07-03,1,N,9.0,3.0,3.0,3.0
11036,2307030006,e_e004342,6,포스터 호텔,2023-07-03,2023-07-03,24,N,8.0,5.0,5.0,5.0
11037,2307030007,e_e004342,7,부천아트 벙커 B39,2023-07-03,2023-07-03,3,N,7.0,5.0,5.0,5.0
11038,2307030008,e_e004342,8,이마트 중동점,2023-07-03,2023-07-03,10,N,9.0,5.0,5.0,5.0
11039,2307030009,e_e004342,9,부천 시청,2023-07-03,2023-07-03,8,N,8.0,2.0,3.0,4.0
11040,2307030010,e_e004342,10,홈플러스 부천 상동점,2023-07-03,2023-07-03,10,N,7.0,5.0,5.0,5.0
11041,2307030011,e_e004342,11,포스터 호텔,2023-07-03,2023-07-04,24,Y,7.0,5.0,5.0,5.0
11042,2307040001,e_e004342,12,현대백화점 유플렉스 중동점,2023-07-04,2023-07-04,3,N,6.0,2.0,2.0,1.0
11043,2307040002,e_e004342,13,현대백화점 중동점,2023-07-04,2023-07-04,4,N,9.0,4.0,4.0,4.0
11044,2307040003,e_e004342,14,안중근공원,2023-07-04,2023-07-04,2,N,9.0,3.0,2.0,2.0
11045,2307040004,e_e004342,15,한국만화 박물관,2023-07-04,2023-07-04,2,N,9.0,5.0,5.0,5.0
11046,2307040005,e_e004342,16,CGV 소풍,2023-07-04,2023-07-04,3,Y,7.0,1.0,1.0,1.0
11047,2307040006,e_e004342,17,피자몰 뉴코아 부천점,2023-07-04,2023-07-04,11,N,9.0,4.0,3.0,4.0
11048,2307040007,e_e004342,18,CGV 소풍,2023-07-04,2023-07-04,3,Y,7.0,5.0,5.0,5.0
11049,2307040008,e_e004342,20,집,2023-07-04,2023-07-05,21,,,,,
11050,2307040009,e_e004342,19,구로디지털단지역 2호선,2023-07-04,2023-07-04,9,Y,6.0,5.0,5.0,5.0
11051,2307010001,e_e004344,1,집,2023-07-01,2023-07-01,21,,,,,
11052,2307010002,e_e004344,2,남문 통닭 수원 본점,2023-07-01,2023-07-01,11,N,5.0,4.0,4.0,4.0
11053,2307010003,e_e004344,3,수원 화성 박물관,2023-07-01,2023-07-01,2,N,10.0,5.0,5.0,5.0
11054,2307010004,e_e004344,4,부터(Booter),2023-07-01,2023-07-01,11,N,2.0,5.0,4.0,4.0
11055,2307010005,e_e004344,5,봉주르 61-2(옷 가게),2023-07-01,2023-07-01,4,N,11.0,3.0,2.0,4.0
11056,2307010006,e_e004344,6,화성행궁,2023-07-01,2023-07-01,2,N,1.0,5.0,5.0,5.0
11057,2307010007,e_e004344,7,화성 남양 시티 프라디움 4차 아파트,2023-07-01,2023-07-02,22,,,,,
11058,2307020001,e_e004344,8,바비레드 수원점,2023-07-02,2023-07-02,11,N,2.0,4.0,3.0,4.0
11059,2307020002,e_e004344,9,일월 수목원,2023-07-02,2023-07-02,1,N,2.0,4.0,5.0,5.0
11060,2307020003,e_e004344,10,이디야커피 수원 일월공원점,2023-07-02,2023-07-02,11,N,9.0,4.0,2.0,4.0
