,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION
0,2304300001,e_e000004,1,집,2023-04-30,2023-04-30,21,,,,,
1,2304300002,e_e000004,2,화성 관광열차 안내소 연무대 매표소,2023-04-30,2023-04-30,2,N,10.0,4.0,3.0,4.0
2,2304300003,e_e000004,3,창룡문,2023-04-30,2023-04-30,2,N,1.0,4.0,4.0,4.0
3,2304300004,e_e000004,4,수원 화성 화홍문,2023-04-30,2023-04-30,2,N,10.0,4.0,3.0,3.0
4,2304300005,e_e000004,5,집,2023-04-30,2023-05-01,21,,,,,
5,2304300001,e_e000006,1,집,2023-04-30,2023-04-30,21,,,,,
6,2304300002,e_e000006,2,청량리역 경춘선,2023-04-30,2023-04-30,9,Y,6.0,5.0,5.0,5.0
7,2304300003,e_e000006,3,청평역 경춘선,2023-04-30,2023-04-30,9,N,1.0,5.0,5.0,5.0
8,2304300004,e_e000006,4,경춘선 자전거길,2023-04-30,2023-04-30,1,Y,4.0,5.0,5.0,5.0
9,2304300005,e_e000006,5,베이커리 시어터,2023-04-30,2023-04-30,11,N,1.0,4.0,4.0,4.0
10,2304300006,e_e000006,6,백암천,2023-04-30,2023-04-30,12,Y,4.0,5.0,5.0,5.0
11,2304300007,e_e000006,7,자시오 잣 주꾸미,2023-04-30,2023-04-30,11,N,5.0,4.0,4.0,4.0
12,2304300008,e_e000006,8,신창현 풍림아이원 1차 아파트,2023-04-30,2023-05-01,22,,,,,
13,2305010001,e_e000006,9,마석역 경춘선,2023-05-01,2023-05-01,9,Y,6.0,5.0,5.0,5.0
14,2305010002,e_e000006,10,청량리역,2023-05-01,2023-05-01,9,Y,6.0,5.0,5.0,5.0
15,2305010003,e_e000006,11,집,2023-05-01,2023-05-02,21,,,,,
16,2304290001,e_e000009,1,친구 친지 집,2023-04-29,2023-04-29,22,,,,,
17,2304290002,e_e000009,2,농협안성팜랜드,2023-04-29,2023-04-29,6,N,1.0,4.0,4.0,4.0
18,2304290003,e_e000009,3,스타필드 안성,2023-04-29,2023-04-29,4,N,1.0,5.0,5.0,5.0
19,2304290004,e_e000009,4,대동국수 평택역점,2023-04-29,2023-04-29,11,N,2.0,5.0,5.0,5.0
20,2304290005,e_e000009,5,편지,2023-04-29,2023-04-29,11,N,2.0,5.0,5.0,5.0
21,2304290007,e_e000009,6,호텔 프라하,2023-04-29,2023-04-30,24,N,8.0,1.0,1.0,1.0
22,2304300001,e_e000009,7,평택 초등학교,2023-04-30,2023-04-30,12,Y,4.0,5.0,5.0,5.0
23,2304300002,e_e000009,8,샤오바오 고덕점,2023-04-30,2023-04-30,11,N,2.0,5.0,5.0,5.0
24,2304300003,e_e000009,9,평택시 농업 생태원,2023-04-30,2023-04-30,6,N,1.0,5.0,5.0,5.0
25,2304300004,e_e000009,10,평택시 로컬푸드 재단,2023-04-30,2023-04-30,10,N,9.0,5.0,5.0,5.0
26,2304300005,e_e000009,11,시흥 하늘휴게소 양방향,2023-04-30,2023-04-30,9,Y,7.0,5.0,5.0,5.0
27,2304300006,e_e000009,12,영남아파트,2023-04-30,2023-05-01,21,,,,,
28,2304290001,e_e000010,1,집,2023-04-29,2023-04-29,21,,,,,
29,2304290002,e_e000010,2,진주 시외버스터미널,2023-04-29,2023-04-29,9,Y,6.0,3.0,5.0,3.0
30,2304290003,e_e000010,3,서울 남부터미널,2023-04-29,2023-04-29,9,Y,6.0,4.0,5.0,3.0
31,2304290004,e_e000010,5,롯데리아 남부터미널점,2023-04-29,2023-04-29,11,Y,8.0,4.0,4.0,3.0
32,2304290005,e_e000010,6,다이소 남부터미널점,2023-04-29,2023-04-29,10,Y,9.0,4.0,3.0,3.0
33,2304290006,e_e000010,4,충무아트센터 대극장,2023-04-29,2023-04-29,3,Y,1.0,4.0,4.0,4.0
34,2304290007,e_e000010,8,스탠더드 커피,2023-04-29,2023-04-29,11,Y,4.0,5.0,5.0,5.0
35,2304290008,e_e000010,9,연신내 칼국수,2023-04-29,2023-04-29,11,Y,4.0,4.0,4.0,4.0
36,2304290009,e_e000010,7,독립문,2023-04-29,2023-04-29,2,N,1.0,4.0,3.0,4.0
37,2304290010,e_e000010,10,친구 집,2023-04-29,2023-04-30,22,,,,,
38,2304300001,e_e000010,11,롯데월드 샤롯데씨어터,2023-04-30,2023-04-30,3,Y,1.0,5.0,5.0,5.0
39,2304300002,e_e000010,12,미사리밀빛초계국수 롯데월드점,2023-04-30,2023-04-30,11,N,5.0,5.0,5.0,5.0
40,2304300003,e_e000010,13,롯데월드 샤롯데씨어터,2023-04-30,2023-04-30,3,Y,1.0,5.0,5.0,5.0
41,2304300004,e_e000010,14,서울고속버스터미널(경부),2023-04-30,2023-04-30,9,Y,6.0,4.0,3.0,3.0
42,2304300005,e_e000010,15,집,2023-04-30,2023-05-01,21,,,,,
43,2304280001,e_e000011,1,사무실,2023-04-28,2023-04-28,23,,,,,
44,2304280002,e_e000011,2,서울역 1호선,2023-04-28,2023-04-28,9,Y,6.0,4.0,5.0,5.0
45,2304280003,e_e000011,3,삼환아파트,2023-04-28,2023-04-29,22,,,,,
46,2304290001,e_e000011,4,인사동 문화의 거리,2023-04-29,2023-04-29,4,Y,1.0,5.0,5.0,5.0
47,2304290002,e_e000011,5,꽃밥에 피다,2023-04-29,2023-04-29,11,N,1.0,2.0,1.0,2.0
48,2304290003,e_e000011,7,후후 라운지,2023-04-29,2023-04-29,13,N,9.0,3.0,1.0,1.0
49,2304290004,e_e000011,6,IFC 몰,2023-04-29,2023-04-29,4,N,8.0,4.0,4.0,4.0
50,2304290005,e_e000011,8,교대 이층집 여의도점,2023-04-29,2023-04-29,11,N,5.0,4.0,4.0,4.0
51,2304290006,e_e000011,9,삼환아파트,2023-04-29,2023-04-30,22,,,,,
52,2304300001,e_e000011,10,"서울랜드, 국립현대미술관",2023-04-30,2023-04-30,13,N,5.0,5.0,5.0,5.0
53,2304300002,e_e000011,11,동원 홈 푸드라운지 국립 현대미술관점,2023-04-30,2023-04-30,11,N,5.0,4.0,4.0,4.0
54,2304300003,e_e000011,12,광명역,2023-04-30,2023-04-30,9,N,6.0,4.0,4.0,4.0
55,2304300004,e_e000011,13,삼진 어묵 부산역 광장점,2023-04-30,2023-04-30,10,N,9.0,4.0,4.0,4.0
56,2304300005,e_e000011,14,김해 율하시티프라디움아파트,2023-04-30,2023-05-01,21,,,,,
57,2304280001,e_e000013,1,집,2023-04-28,2023-04-28,21,,,,,
58,2304280002,e_e000013,2,정안 알밤 휴게소 천안 방향,2023-04-28,2023-04-28,9,Y,11.0,5.0,5.0,5.0
59,2304280003,e_e000013,3,파주 프리미엄 아울렛,2023-04-28,2023-04-28,4,N,1.0,5.0,5.0,5.0
60,2304280004,e_e000013,4,이마트 파주점,2023-04-28,2023-04-28,4,N,7.0,4.0,3.0,3.0
61,2304280005,e_e000013,5,해브펀 캠핑 어라운드,2023-04-28,2023-04-29,24,N,11.0,5.0,5.0,5.0
62,2304290001,e_e000013,6,이케아 광명점,2023-04-29,2023-04-29,4,Y,4.0,5.0,5.0,5.0
63,2304290002,e_e000013,7,지중해마을,2023-04-29,2023-04-29,6,N,1.0,4.0,3.0,3.0
64,2304290003,e_e000013,8,집,2023-04-29,2023-04-30,21,,,,,
65,2305010001,e_e000014,1,집,2023-05-01,2023-05-01,21,,,,,
66,2305010002,e_e000014,2,에버랜드,2023-05-01,2023-05-01,6,Y,4.0,5.0,5.0,5.0
67,2305010003,e_e000014,3,집,2023-05-01,2023-05-02,21,,,,,
68,2304280001,e_e000015,1,집,2023-04-28,2023-04-28,21,,,,,
69,2304280002,e_e000015,4,스타필드 코엑스몰,2023-04-28,2023-04-28,3,N,5.0,4.0,5.0,4.0
70,2304280003,e_e000015,5,본가,2023-04-28,2023-04-29,21,,,,,
71,2304280004,e_e000015,3,정안 알밤 휴게소 천안 방향,2023-04-28,2023-04-28,9,N,11.0,3.0,3.0,3.0
72,2304280005,e_e000015,2,전주 고속버스터미널,2023-04-28,2023-04-28,9,Y,11.0,3.0,3.0,3.0
73,2304290001,e_e000015,6,아차산 김가네 맛집,2023-04-29,2023-04-29,11,N,2.0,4.0,3.0,4.0
74,2304290002,e_e000015,7,서울어린이대공원,2023-04-29,2023-04-29,7,Y,8.0,4.0,4.0,4.0
75,2304290003,e_e000015,8,스타벅스 아차산역,2023-04-29,2023-04-29,11,Y,5.0,3.0,3.0,3.0
76,2304290004,e_e000015,9,본가,2023-04-29,2023-04-30,22,,,,,
77,2304300001,e_e000015,10,명륜 진사갈비 서울 중곡점,2023-04-30,2023-04-30,11,Y,4.0,4.0,4.0,4.0
78,2304300002,e_e000015,11,에인절 코인 노래연습장 건대점,2023-04-30,2023-04-30,3,N,9.0,4.0,3.0,3.0
79,2304300003,e_e000015,12,코지에 FunCity,2023-04-30,2023-04-30,3,N,9.0,4.0,3.0,3.0
80,2304300004,e_e000015,13,엑스 클라임 건대점,2023-04-30,2023-04-30,12,N,2.0,5.0,4.0,4.0
81,2304300005,e_e000015,14,아웃 닭 건대점,2023-04-30,2023-04-30,11,N,5.0,5.0,4.0,4.0
82,2304300006,e_e000015,15,서피 동파,2023-04-30,2023-04-30,11,N,5.0,4.0,3.0,4.0
83,2304300007,e_e000015,16,에코 코인 노래연습장,2023-04-30,2023-04-30,12,N,9.0,3.0,2.0,2.0
84,2304300008,e_e000015,17,본가,2023-04-30,2023-05-01,22,,,,,
85,2305010001,e_e000015,24,집,2023-05-01,2023-05-02,21,,,,,
86,2305010002,e_e000015,18,합정옥,2023-05-01,2023-05-01,11,N,2.0,5.0,4.0,4.0
87,2305010003,e_e000015,19,동양 방앗간,2023-05-01,2023-05-01,1,N,5.0,4.0,3.0,4.0
88,2305010004,e_e000015,20,북촌 한옥마을,2023-05-01,2023-05-01,1,N,1.0,4.0,4.0,4.0
89,2305010005,e_e000015,21,낙원악기상가,2023-05-01,2023-05-01,4,N,9.0,3.0,2.0,3.0
90,2305010006,e_e000015,22,본가,2023-05-01,2023-05-01,22,,,,,
91,2305010007,e_e000015,23,센트럴시티터미널(호남),2023-05-01,2023-05-01,9,Y,6.0,4.0,3.0,3.0
92,2304290001,e_e000016,1,집,2023-04-29,2023-04-29,21,,,,,
93,2304290002,e_e000016,2,현대 프리미엄 아울렛 김포점,2023-04-29,2023-04-29,4,Y,4.0,4.0,4.0,4.0
94,2304290003,e_e000016,3,롯데몰 김포공항점,2023-04-29,2023-04-29,4,Y,6.0,4.0,4.0,4.0
95,2304290004,e_e000016,4,집,2023-04-29,2023-04-30,21,,,,,
96,2304290001,e_e000018,1,친구 친지 집,2023-04-29,2023-04-29,22,,,,,
97,2304290002,e_e000018,4,해솔마을 7단지 롯데캐슬 아파트,2023-04-29,2023-04-30,21,,,,,
98,2304290003,e_e000018,2,미소야 일산 화정점,2023-04-29,2023-04-29,11,N,6.0,5.0,5.0,5.0
99,2304290004,e_e000018,3,고양어린이 박물관,2023-04-29,2023-04-29,13,N,10.0,5.0,5.0,5.0
100,2304290001,e_e000020,1,집,2023-04-29,2023-04-29,21,,,,,
101,2304290002,e_e000020,2,본가신숙희 진골막국수,2023-04-29,2023-04-29,11,N,2.0,5.0,5.0,5.0
102,2304290003,e_e000020,3,아침고요 수목원,2023-04-29,2023-04-29,6,Y,4.0,5.0,5.0,5.0
103,2304290004,e_e000020,4,나무 아래 오후 N,2023-04-29,2023-04-29,4,N,9.0,5.0,5.0,5.0
104,2304290005,e_e000020,5,파르티아 워터하우스,2023-04-29,2023-04-29,24,N,8.0,4.0,3.0,4.0
105,2304290006,e_e000020,6,가평군 농협 하나로마트 설악점,2023-04-29,2023-04-29,10,N,5.0,4.0,3.0,4.0
106,2304290007,e_e000020,7,파르티아 워터하우스,2023-04-29,2023-04-30,24,N,8.0,4.0,3.0,4.0
107,2304300001,e_e000020,8,연청 국장,2023-04-30,2023-04-30,11,N,9.0,5.0,5.0,5.0
108,2304300002,e_e000020,9,가평 양떼목장,2023-04-30,2023-04-30,13,N,1.0,5.0,3.0,4.0
109,2304300003,e_e000020,10,윤명로,2023-04-30,2023-04-30,12,N,11.0,3.0,1.0,1.0
110,2304300004,e_e000020,11,카페 아우라,2023-04-30,2023-04-30,4,N,2.0,4.0,4.0,4.0
111,2304300005,e_e000020,12,화도 졸음쉼터 양양 방향,2023-04-30,2023-04-30,9,N,11.0,4.0,5.0,5.0
112,2304300006,e_e000020,13,집,2023-04-30,2023-05-01,21,,,,,
113,2304290001,e_e000021,1,집,2023-04-29,2023-04-29,21,,,,,
114,2304290002,e_e000021,3,남도 사골 순댓국 본점,2023-04-29,2023-04-29,10,Y,4.0,4.0,4.0,4.0
115,2304290003,e_e000021,4,스타벅스 화성 남양 DT점,2023-04-29,2023-04-29,11,N,5.0,4.0,4.0,4.0
116,2304290004,e_e000021,6,호텔 헤르메스,2023-04-29,2023-04-29,24,N,7.0,4.0,4.0,4.0
117,2304290005,e_e000021,7,마시다 초밥 이자카야,2023-04-29,2023-04-29,11,N,9.0,4.0,4.0,4.0
118,2304290006,e_e000021,8,준코인 노래연습장,2023-04-29,2023-04-29,4,N,9.0,4.0,4.0,4.0
119,2304290007,e_e000021,9,호텔 헤르메스,2023-04-29,2023-04-30,24,Y,11.0,4.0,4.0,4.0
120,2304290008,e_e000021,5,현대자동차 남양기술연구소 후문,2023-04-29,2023-04-29,12,N,11.0,4.0,4.0,4.0
121,2304290009,e_e000021,2,서울역,2023-04-29,2023-04-29,9,Y,6.0,4.0,4.0,4.0
122,2304300001,e_e000021,10,머슴 고기 화성 시청 본점,2023-04-30,2023-04-30,11,N,1.0,4.0,4.0,4.0
123,2304300002,e_e000021,11,티 카페 차희,2023-04-30,2023-04-30,11,N,1.0,5.0,4.0,4.0
124,2304300003,e_e000021,12,남양성모성지,2023-04-30,2023-04-30,2,N,6.0,4.0,4.0,4.0
125,2304300004,e_e000021,13,현대자동차 남양기술연구소 후문,2023-04-30,2023-04-30,12,Y,11.0,4.0,4.0,4.0
126,2304300005,e_e000021,14,수원역,2023-04-30,2023-04-30,9,Y,6.0,4.0,4.0,4.0
127,2304300006,e_e000021,15,용산역,2023-04-30,2023-04-30,9,Y,6.0,4.0,4.0,4.0
128,2304300007,e_e000021,16,집,2023-04-30,2023-05-01,21,,,,,
129,2304290001,e_e000022,1,집,2023-04-29,2023-04-29,21,,,,,
130,2304290002,e_e000022,2,향유 갈비,2023-04-29,2023-04-29,11,N,2.0,5.0,5.0,5.0
131,2304290003,e_e000022,3,허브아일랜드,2023-04-29,2023-04-29,6,N,2.0,4.0,4.0,4.0
132,2304290004,e_e000022,4,소요산,2023-04-29,2023-04-29,1,N,6.0,4.0,4.0,4.0
133,2304290005,e_e000022,5,집,2023-04-29,2023-04-30,21,,,,,
134,2304290001,e_e000023,1,집,2023-04-29,2023-04-29,21,,,,,
135,2304290002,e_e000023,2,서울 시티투어버스,2023-04-29,2023-04-29,2,N,3.0,3.0,3.0,3.0
136,2304290003,e_e000023,3,나주 소 나주곰탕 경복궁점,2023-04-29,2023-04-29,11,N,6.0,3.0,1.0,1.0
137,2304290004,e_e000023,4,광화문광장,2023-04-29,2023-04-29,2,N,1.0,5.0,5.0,5.0
138,2304290005,e_e000023,5,스타벅스 광화문점,2023-04-29,2023-04-29,11,N,9.0,5.0,5.0,5.0
139,2304290006,e_e000023,6,경복궁,2023-04-29,2023-04-29,2,Y,10.0,5.0,5.0,5.0
140,2304290007,e_e000023,7,집,2023-04-29,2023-04-30,21,,,,,
141,2304300001,e_e000025,1,집,2023-04-30,2023-04-30,21,,,,,
142,2304300002,e_e000025,5,집,2023-04-30,2023-05-01,21,,,,,
143,2304300003,e_e000025,2,꼬꼬 오리주물럭,2023-04-30,2023-04-30,11,N,2.0,5.0,4.0,4.0
144,2304300004,e_e000025,3,캐널시티,2023-04-30,2023-04-30,4,N,2.0,4.0,3.0,4.0
145,2304300005,e_e000025,4,포지티브 스페이스 566,2023-04-30,2023-04-30,11,N,1.0,3.0,2.0,3.0
146,2304290001,e_e000030,1,집,2023-04-29,2023-04-29,21,,,,,
147,2304290002,e_e000030,2,용산역,2023-04-29,2023-04-29,9,Y,11.0,5.0,5.0,5.0
148,2304290003,e_e000030,3,가평역 경춘선,2023-04-29,2023-04-29,9,N,11.0,5.0,5.0,5.0
149,2304290004,e_e000030,4,하색리,2023-04-29,2023-04-29,22,,,,,
150,2304290005,e_e000030,5,집,2023-04-29,2023-04-30,21,,,,,
151,2304300001,e_e000037,1,친구 친지 집,2023-04-30,2023-04-30,22,,,,,
152,2304300002,e_e000037,4,강촌 아파트,2023-04-30,2023-05-01,21,,,,,
153,2304300003,e_e000037,2,오서방네 조개찜,2023-04-30,2023-04-30,11,N,2.0,5.0,5.0,5.0
154,2304300004,e_e000037,3,카페 가우디,2023-04-30,2023-04-30,4,N,1.0,5.0,5.0,5.0
155,2304280001,e_e000038,1,사무실,2023-04-28,2023-04-28,23,,,,,
156,2304280002,e_e000038,2,가인,2023-04-28,2023-04-28,11,Y,5.0,5.0,5.0,5.0
157,2304280003,e_e000038,3,동백정 팔탄점,2023-04-28,2023-04-28,11,N,2.0,4.0,3.0,3.0
158,2304280009,e_e000038,4,호텔 더 메이,2023-04-28,2023-04-29,24,N,2.0,5.0,5.0,5.0
159,2304290001,e_e000038,9,강촌 아파트,2023-04-29,2023-04-30,21,,,,,
160,2304290002,e_e000038,5,월문온천,2023-04-29,2023-04-29,12,N,1.0,5.0,5.0,5.0
161,2304290003,e_e000038,6,한우 강국,2023-04-29,2023-04-29,11,N,2.0,5.0,5.0,5.0
162,2304290004,e_e000038,7,더 포레 베이커리,2023-04-29,2023-04-29,11,N,2.0,5.0,5.0,5.0
163,2304290005,e_e000038,8,모던하우스 용산 아이파크몰점,2023-04-29,2023-04-29,10,N,6.0,5.0,5.0,5.0
164,2304290001,e_e000039,1,집,2023-04-29,2023-04-29,21,,,,,
165,2304290002,e_e000039,9,집,2023-04-29,2023-04-30,21,,,,,
166,2304290003,e_e000039,2,SK엔크린 서울 하이패스센터 LPG 충전소,2023-04-29,2023-04-29,10,N,9.0,3.0,3.0,3.0
167,2304290004,e_e000039,3,에버랜드 매표소,2023-04-29,2023-04-29,6,N,5.0,5.0,5.0,5.0
168,2304290005,e_e000039,4,에버랜드 판다월드,2023-04-29,2023-04-29,6,N,9.0,5.0,5.0,5.0
169,2304290006,e_e000039,5,에버랜드 사파리월드,2023-04-29,2023-04-29,6,N,2.0,5.0,5.0,5.0
170,2304290007,e_e000039,6,에버랜드 T 익스프레스,2023-04-29,2023-04-29,6,N,1.0,5.0,5.0,5.0
171,2304290008,e_e000039,7,에버랜드 장미원,2023-04-29,2023-04-29,6,N,9.0,5.0,5.0,5.0
172,2304290009,e_e000039,8,포메인 에버랜드 직영점,2023-04-29,2023-04-29,6,N,9.0,4.0,3.0,4.0
173,2304280001,e_e000040,1,사무실,2023-04-28,2023-04-28,23,,,,,
174,2304280002,e_e000040,7,드림하우스,2023-04-28,2023-04-29,22,,,,,
175,2304280003,e_e000040,2,드림하우스,2023-04-28,2023-04-28,22,,,,,
176,2304280004,e_e000040,3,형제 네 생소금 구이,2023-04-28,2023-04-28,11,Y,5.0,4.0,4.0,4.0
177,2304280005,e_e000040,4,서울로 717,2023-04-28,2023-04-28,7,Y,4.0,4.0,3.0,4.0
178,2304280006,e_e000040,5,효자손 왕만두,2023-04-28,2023-04-28,11,N,9.0,4.0,3.0,3.0
179,2304280007,e_e000040,6,숭례문,2023-04-28,2023-04-28,2,Y,4.0,5.0,3.0,3.0
180,2304290001,e_e000040,9,드림하우스,2023-04-29,2023-04-30,22,,,,,
181,2304290002,e_e000040,8,폴 바셋 서소문점,2023-04-29,2023-04-29,11,Y,4.0,4.0,3.0,3.0
182,2304280001,e_e000041,1,사무실,2023-04-28,2023-04-28,23,,,,,
183,2304280002,e_e000041,2,경기도 안산시 단원구 고잔동 528-108,2023-04-28,2023-04-28,22,N,11.0,3.0,3.0,3.0
184,2304280003,e_e000041,3,영돈,2023-04-28,2023-04-28,11,N,5.0,4.0,4.0,4.0
185,2304280004,e_e000041,4,네이처 빌,2023-04-28,2023-04-29,22,,,,,
186,2304290001,e_e000041,5,양평 해장국 수원 본점 주차장,2023-04-29,2023-04-29,11,Y,1.0,5.0,5.0,5.0
187,2304290002,e_e000041,6,커피에 반하다 수원 시청역점,2023-04-29,2023-04-29,11,Y,11.0,5.0,5.0,5.0
188,2304290003,e_e000041,7,장안 면옥,2023-04-29,2023-04-29,11,Y,1.0,5.0,5.0,5.0
189,2304290004,e_e000041,8,유토피아추모관,2023-04-29,2023-04-29,12,Y,11.0,5.0,5.0,5.0
190,2304290005,e_e000041,9,엄니 토종 추어탕 본점,2023-04-29,2023-04-29,10,Y,4.0,5.0,5.0,5.0
191,2304290006,e_e000041,10,쌍용 폐기 닭 본점,2023-04-29,2023-04-29,4,Y,2.0,5.0,5.0,5.0
192,2304290007,e_e000041,11,곡반정동,2023-04-29,2023-04-30,22,,,,,
193,2304300001,e_e000041,12,해장촌,2023-04-30,2023-04-30,11,N,5.0,5.0,5.0,5.0
194,2304300002,e_e000041,14,바리고 빈스,2023-04-30,2023-04-30,2,N,2.0,5.0,5.0,5.0
195,2304300003,e_e000041,13,화성 융릉과 건릉,2023-04-30,2023-04-30,2,N,2.0,4.0,4.0,4.0
196,2304300004,e_e000041,15,떡 잘 곡반정점,2023-04-30,2023-04-30,11,Y,2.0,5.0,5.0,5.0
197,2304300005,e_e000041,16,DMC 파크뷰 자이 1단지 아파트,2023-04-30,2023-05-01,21,,,,,
198,2305010001,e_e000042,1,집,2023-05-01,2023-05-01,21,,,,,
199,2305010002,e_e000042,8,집,2023-05-01,2023-05-02,21,,,,,
200,2305010003,e_e000042,2,삼목선착장,2023-05-01,2023-05-01,9,N,11.0,4.0,4.0,4.0
201,2305010004,e_e000042,3,휠 프렌즈,2023-05-01,2023-05-01,5,N,2.0,5.0,5.0,5.0
202,2305010005,e_e000042,4,이소리라 식당,2023-05-01,2023-05-01,11,N,9.0,4.0,3.0,3.0
203,2305010006,e_e000042,5,수기 해변,2023-05-01,2023-05-01,2,N,1.0,4.0,4.0,4.0
204,2305010007,e_e000042,6,신도항(옹진),2023-05-01,2023-05-01,9,N,11.0,4.0,4.0,4.0
205,2305010008,e_e000042,7,예단포둘레길,2023-05-01,2023-05-01,7,N,1.0,4.0,4.0,4.0
206,2304290001,e_e000045,1,사무실,2023-04-29,2023-04-29,23,,,,,
207,2304290003,e_e000045,2,장흥농협 하나로마트 송추점,2023-04-29,2023-04-29,4,N,8.0,3.0,3.0,3.0
208,2304290004,e_e000045,3,대궐 캠핑 글램핑 펜션,2023-04-29,2023-04-29,24,N,2.0,4.0,3.0,3.0
209,2304290005,e_e000045,4,대궐 캠핑 글램핑 펜션,2023-04-29,2023-04-30,24,N,2.0,3.0,3.0,3.0
210,2304300001,e_e000045,5,대궐 산장식당,2023-04-30,2023-04-30,11,N,2.0,5.0,5.0,5.0
211,2304300002,e_e000045,6,마장호수,2023-04-30,2023-04-30,1,N,1.0,5.0,5.0,5.0
212,2304300003,e_e000045,7,로마 부동산,2023-04-30,2023-05-01,23,,,,,
213,2304280001,e_e000046,1,집,2023-04-28,2023-04-28,21,,,,,
214,2304280002,e_e000046,4,집,2023-04-28,2023-04-29,21,,,,,
215,2304280003,e_e000046,2,시흥 센트럴 푸르지오 아파트,2023-04-28,2023-04-28,22,Y,11.0,4.0,4.0,4.0
216,2304280004,e_e000046,3,푸른 솔 GC 포천,2023-04-28,2023-04-28,5,Y,4.0,5.0,5.0,5.0
217,2305280001,e_e000293,1,집,2023-05-28,2023-05-28,21,,,,,
218,2305280002,e_e000293,2,천안 고속버스터미널,2023-05-28,2023-05-28,9,Y,6.0,4.0,5.0,3.0
219,2305280003,e_e000293,3,서울고속버스터미널(경부),2023-05-28,2023-05-28,9,Y,6.0,4.0,5.0,3.0
220,2305280004,e_e000293,4,혜화역 4호선,2023-05-28,2023-05-28,9,Y,1.0,4.0,5.0,3.0
221,2305280005,e_e000293,5,링크 아트센터,2023-05-28,2023-05-28,3,Y,4.0,5.0,5.0,5.0
222,2305280006,e_e000293,6,일미리 금계 찜닭 대학로점,2023-05-28,2023-05-28,11,N,2.0,4.0,4.0,4.0
223,2305280007,e_e000293,7,예스24 스테이지,2023-05-28,2023-05-28,3,Y,1.0,4.0,5.0,4.0
224,2305280008,e_e000293,8,혜화역 4호선,2023-05-28,2023-05-28,9,Y,6.0,4.0,5.0,3.0
225,2305280009,e_e000293,9,서울고속버스터미널(경부),2023-05-28,2023-05-28,9,Y,6.0,4.0,5.0,4.0
226,2305280010,e_e000293,10,천안 고속버스터미널,2023-05-28,2023-05-28,9,Y,6.0,4.0,5.0,4.0
227,2305280011,e_e000293,11,집,2023-05-28,2023-05-29,21,,,,,
228,2305190001,e_e000294,1,집,2023-05-19,2023-05-19,21,,,,,
229,2305190002,e_e000294,2,정안 알밤 휴게소 천안 방향,2023-05-19,2023-05-19,9,N,7.0,1.0,4.0,4.0
230,2305190003,e_e000294,3,한화리조트 용인 베잔송,2023-05-19,2023-05-20,24,N,11.0,4.0,2.0,3.0
231,2305200001,e_e000294,4,에버랜드,2023-05-20,2023-05-20,6,Y,4.0,5.0,5.0,5.0
232,2305200002,e_e000294,5,봉화 회관,2023-05-20,2023-05-21,24,N,11.0,3.0,4.0,2.0
233,2305210001,e_e000294,6,두부 마당 포곡 본점,2023-05-21,2023-05-21,11,N,2.0,4.0,4.0,4.0
234,2305210002,e_e000294,7,집,2023-05-21,2023-05-22,21,,,,,
235,2305230001,e_e000296,1,집,2023-05-23,2023-05-23,21,,,,,
236,2305230002,e_e000296,3,개포동 근린공원,2023-05-23,2023-05-23,7,N,5.0,4.0,5.0,4.0
237,2305230003,e_e000296,2,백년 교동 짬뽕 개포점,2023-05-23,2023-05-23,11,N,8.0,4.0,3.0,3.0
238,2305230004,e_e000296,4,플랑크,2023-05-23,2023-05-23,11,N,2.0,5.0,5.0,4.0
239,2305230005,e_e000296,5,오리지널 팬케이크 하우스 잠실점,2023-05-23,2023-05-23,11,N,5.0,5.0,4.0,4.0
240,2305230006,e_e000296,6,류 게스트하우스,2023-05-23,2023-05-24,24,N,2.0,2.0,2.0,3.0
241,2305240001,e_e000296,7,런던 베이글 뮤지엄 도산점,2023-05-24,2023-05-24,11,N,1.0,3.0,1.0,3.0
242,2305240002,e_e000296,8,호남 식당,2023-05-24,2023-05-24,11,N,6.0,4.0,3.0,3.0
243,2305240003,e_e000296,9,컴포즈커피 먹골 중랑점,2023-05-24,2023-05-24,11,N,8.0,4.0,5.0,4.0
244,2305240004,e_e000296,10,서울 장미축제,2023-05-24,2023-05-24,8,N,3.0,4.0,4.0,4.0
245,2305240005,e_e000296,11,보슬보슬 압구정본점,2023-05-24,2023-05-24,11,N,2.0,5.0,4.0,4.0
246,2305240006,e_e000296,12,류 게스트하우스,2023-05-24,2023-05-25,24,Y,8.0,4.0,3.0,2.0
247,2305250001,e_e000296,13,집,2023-05-25,2023-05-26,21,,,,,
248,2305270001,e_e000299,1,집,2023-05-27,2023-05-27,21,,,,,
249,2305270002,e_e000299,2,제주 국제공항,2023-05-27,2023-05-27,9,Y,11.0,4.0,5.0,5.0
250,2305270003,e_e000299,3,김포국제공항 국내선,2023-05-27,2023-05-27,9,Y,6.0,5.0,5.0,5.0
251,2305270004,e_e000299,4,버거킹 시청역점,2023-05-27,2023-05-27,11,Y,6.0,4.0,4.0,3.0
