AGE_GRP,FAMILY_MEMB,TRAVEL_COMPANIONS_NUM,TRAVEL_TERM,TRAVEL_NUM,companions_per_family,lodging_payment_sum,lodging_payment_count,lodging_store_count,TRAVEL_STATUS_ACCOMPANY_CODE,visit_move_cnt,activity_payment_sum,activity_payment_count,activity_store_count,activity_history_rows,activity_type_unique,activity_per_day,spending_per_day,activity_to_lodging_ratio,MVMN_NM_CODE,IS_FAILED_TRIP
20.0,1.0,0.0,2.0,1.0,0.0,80000,1,1,6,12.0,99400,7,4,15,4,2.333333333333333,59800.0,1.242484468944138,1,1.0
40.0,4.0,1.0,3.0,7.0,0.25,119000,0,0,8,13.0,45000,1,1,22,7,0.25,41000.0,0.3781480827892202,1,0.0
30.0,2.0,3.0,2.0,2.0,1.5,119000,0,0,5,6.0,318840,4,3,9,5,1.3333333333333333,145946.66666666666,2.679305215922555,2,0.0
30.0,1.0,0.0,2.0,3.0,0.0,119000,0,0,6,5.0,8700,1,1,4,3,0.5,63850.0,0.0731086293392492,2,1.0
40.0,4.0,2.0,2.0,3.0,0.5,119000,0,0,7,4.0,155000,2,2,4,3,1.0,137000.0,1.3025100629406476,3,0.0
40.0,3.0,2.0,1.0,5.0,0.6666666666666666,119000,0,0,8,5.0,24400,1,1,6,4,1.0,143400.0,0.2050402937790438,2,0.0
20.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,5.0,36700,2,2,4,2,1.0,77850.0,0.3084007697414307,2,0.0
30.0,4.0,5.0,3.0,2.0,1.25,550000,3,1,3,7.0,204000,6,5,12,6,1.5,188500.0,0.3709084165301518,2,0.0
30.0,3.0,2.0,3.0,3.0,0.6666666666666666,174900,1,1,5,4.0,99700,4,4,5,4,1.3333333333333333,91533.33333333331,0.5700367636548677,2,1.0
40.0,4.0,2.0,2.0,2.0,0.5,217800,1,1,3,10.0,33300,2,2,11,4,0.6666666666666666,83700.0,0.1528918600006427,1,0.0
50.0,2.0,1.0,2.0,2.0,0.5,119000,0,0,2,3.0,84000,0,0,5,3,0.0,101500.0,0.7058764212065445,2,0.0
20.0,1.0,0.0,3.0,4.0,0.0,119000,0,0,6,7.0,37600,3,3,9,4,1.5,78300.0,0.3159637313972152,3,1.0
20.0,3.0,4.0,2.0,2.0,1.3333333333333333,119000,0,0,3,13.0,79500,4,3,13,6,1.0,49625.0,0.6680616129276225,2,0.0
30.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,8,2.0,11340,1,1,4,4,1.0,130340.0,0.0952933168628835,1,0.0
40.0,3.0,2.0,2.0,2.0,0.6666666666666666,119000,0,0,8,5.0,444000,7,4,5,3,3.5,281500.0,3.731061083520306,3,0.0
20.0,1.0,1.0,3.0,2.0,1.0,119000,0,0,2,5.0,204860,4,4,7,4,2.0,161930.0,1.7214981386711037,3,1.0
40.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,2,2.0,129800,3,3,4,2,3.0,248800.0,1.0907471365786845,2,0.0
40.0,2.0,1.0,3.0,4.0,0.5,119000,0,0,2,5.0,46800,2,2,4,3,1.0,82900.0,0.393274006100789,3,1.0
30.0,3.0,2.0,3.0,4.0,0.6666666666666666,119000,0,0,8,5.0,29000,2,2,3,3,1.0,74000.0,0.2436954311308308,2,0.0
50.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,1,5.0,54000,2,2,5,4,1.0,86500.0,0.4537776993470643,3,1.0
30.0,1.0,3.0,2.0,1.0,3.0,120000,1,1,6,14.0,403000,5,5,16,5,1.25,130750.0,3.358305347455438,1,0.0
20.0,4.0,0.0,3.0,2.0,0.0,119000,0,0,6,4.0,96900,4,4,8,5,2.0,107950.0,0.814278871606121,2,0.0
20.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,4.0,36000,2,2,2,2,1.0,77500.0,0.3025184662313762,3,0.0
30.0,2.0,0.0,2.0,1.0,0.0,70000,1,1,6,9.0,213560,9,9,15,7,4.5,141780.0,3.0508135598062887,1,0.0
40.0,4.0,3.0,3.0,6.0,0.75,168900,1,1,8,7.0,139490,3,3,8,5,1.0,102796.66666666669,0.8258684081207335,2,1.0
60.0,3.0,4.0,1.0,1.0,1.3333333333333333,119000,0,0,5,5.0,427000,1,1,7,3,0.5,273000.0,3.588205141133268,3,0.0
30.0,4.0,2.0,2.0,2.0,0.5,119000,0,0,5,4.0,163000,2,2,3,2,2.0,282000.0,1.3697363887698422,2,1.0
60.0,2.0,1.0,2.0,2.0,0.5,119000,0,0,1,11.0,19900,3,3,14,7,3.0,138900.0,0.1672254855001218,1,1.0
30.0,4.0,5.0,2.0,1.0,1.25,119000,0,0,8,4.0,84000,0,0,2,2,0.0,101500.0,0.7058764212065445,2,1.0
20.0,3.0,1.0,2.0,4.0,0.3333333333333333,119000,0,0,1,6.0,29500,3,2,6,4,1.5,74250.0,0.2478970764951555,1,0.0
50.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,7,4.0,35500,2,2,1,1,1.0,77250.0,0.2983168208670515,3,0.0
20.0,4.0,0.0,3.0,3.0,0.0,119000,0,0,6,4.0,6100,1,1,3,3,1.0,125100.0,0.0512600734447609,1,0.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,6.0,78500,2,2,5,4,1.0,98750.0,0.6596583221989731,2,1.0
30.0,4.0,3.0,2.0,4.0,0.75,119000,0,0,5,7.0,10000,1,1,5,3,0.5,64500.0,0.0840329072864933,2,0.0
40.0,2.0,0.0,3.0,4.0,0.0,119000,0,0,6,12.0,64300,5,5,21,6,1.6666666666666667,61100.0,0.5403315938521525,1,0.0
50.0,4.0,3.0,3.0,5.0,0.75,527560,1,1,5,10.0,152500,3,3,14,4,1.0,226686.66666666663,0.2890660985175174,1,0.0
20.0,4.0,1.0,4.0,3.0,0.25,119000,0,0,2,5.0,23000,1,1,5,2,0.5,71000.0,0.1932756867589348,1,0.0
30.0,4.0,1.0,3.0,5.0,0.25,119000,0,0,2,6.0,68500,3,3,5,3,1.5,93750.0,0.5756254149124798,3,1.0
20.0,1.0,0.0,2.0,2.0,0.0,119000,0,0,6,4.0,28500,2,2,3,2,1.0,73750.0,0.2394937857665061,2,0.0
20.0,1.0,1.0,3.0,3.0,1.0,20000,1,1,1,6.0,211270,3,3,6,5,1.5,115635.0,10.56297185140743,2,1.0
30.0,1.0,0.0,3.0,5.0,0.0,35000,1,1,6,14.0,48400,4,4,18,5,1.3333333333333333,27800.0,1.382817633781892,1,0.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,16.0,81600,5,5,19,5,1.6666666666666667,66866.66666666667,0.6857085234577861,1,0.0
30.0,4.0,0.0,2.0,1.0,0.0,119000,0,0,6,4.0,84000,0,0,5,3,0.0,203000.0,0.7058764212065445,1,0.0
50.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,5.0,39690,3,3,5,4,3.0,158690.0,0.3335266090200923,3,1.0
20.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,3.0,29000,1,1,7,4,0.5,74000.0,0.2436954311308308,2,1.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,3.0,70890,1,1,2,1,0.5,94945.0,0.5957092797539516,3,0.0
20.0,3.0,1.0,2.0,2.0,0.3333333333333333,119000,0,0,2,6.0,36000,3,3,7,4,1.5,77500.0,0.3025184662313762,3,1.0
20.0,5.0,1.0,2.0,2.0,0.2,119000,0,0,2,5.0,42000,2,2,5,3,1.0,80500.0,0.3529382106032722,2,1.0
20.0,2.0,1.0,3.0,2.0,0.5,119000,0,0,2,4.0,45500,3,3,2,2,1.5,82250.0,0.3823497281535449,1,0.0
30.0,1.0,0.0,3.0,3.0,0.0,119000,0,0,6,6.0,63900,2,2,4,3,1.0,91450.0,0.5369702775606928,3,0.0
30.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,8.0,9350,3,3,12,6,1.5,64175.0,0.0785707683128713,1,0.0
40.0,1.0,0.0,3.0,10.0,0.0,49500,1,1,6,10.0,71900,7,7,16,6,2.333333333333333,40466.66666666666,1.452495909173552,2,0.0
40.0,2.0,1.0,2.0,1.0,0.5,436561,4,3,1,16.0,155800,4,4,20,6,1.0,148090.25,0.3568794352234047,2,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,2,5.0,27000,3,3,4,2,1.5,73000.0,0.2268888496735321,2,1.0
20.0,3.0,0.0,3.0,4.0,0.0,23000,1,1,6,7.0,225000,2,2,7,3,1.0,124000.0,9.78218338333116,1,0.0
20.0,1.0,1.0,2.0,3.0,1.0,119000,0,0,2,5.0,30500,1,1,4,3,0.5,74750.0,0.2563003672238048,1,0.0
30.0,2.0,1.0,3.0,8.0,0.5,119000,0,0,2,5.0,84000,0,0,2,2,0.0,101500.0,0.7058764212065445,3,1.0
30.0,3.0,1.0,3.0,3.0,0.3333333333333333,119000,0,0,8,12.0,47860,3,3,11,6,1.0,55620.0,0.4021814942731573,1,0.0
30.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,8,5.0,43000,3,3,4,2,1.5,81000.0,0.3613415013319215,2,0.0
30.0,2.0,3.0,3.0,6.0,1.5,73656,1,1,5,8.0,164550,4,4,9,4,1.3333333333333333,79402.0,2.234003557027845,1,1.0
40.0,1.0,0.0,3.0,5.0,0.0,119000,0,0,6,4.0,18800,2,2,4,3,1.0,68900.0,0.1579818656986076,3,0.0
30.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,3.0,31000,3,3,3,3,3.0,150000.0,0.2605020125881295,2,0.0
30.0,3.0,0.0,1.0,1.0,0.0,119000,0,0,6,6.0,84000,0,0,5,4,0.0,101500.0,0.7058764212065445,2,0.0
20.0,4.0,1.0,3.0,3.0,0.25,119000,0,0,2,4.0,11600,1,1,4,3,1.0,130600.0,0.0974781724523323,3,0.0
20.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,6,4.0,51000,3,3,4,2,1.5,85000.0,0.4285678271611163,1,0.0
20.0,1.0,0.0,3.0,1.0,0.0,119000,0,0,6,5.0,16500,1,1,4,4,0.5,67750.0,0.1386542970227141,1,0.0
40.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,5.0,28000,1,1,2,2,0.5,73500.0,0.2352921404021815,2,0.0
20.0,3.0,3.0,3.0,5.0,1.0,260000,1,1,5,4.0,134100,4,2,20,5,1.3333333333333333,131366.66666666666,0.5157672470490499,2,1.0
20.0,1.0,3.0,3.0,4.0,3.0,119000,0,0,5,8.0,82300,3,3,12,6,1.5,100650.0,0.6915908269678406,1,0.0
30.0,4.0,3.0,2.0,2.0,0.75,82000,1,1,8,12.0,192150,6,5,10,6,1.5,68537.5,2.343264106535286,2,0.0
30.0,2.0,1.0,1.0,2.0,0.5,119000,0,0,1,4.0,11000,1,1,8,6,0.5,65000.0,0.0924361980151427,3,0.0
20.0,4.0,0.0,2.0,1.0,0.0,45000,1,1,6,10.0,138450,6,5,9,5,2.0,61150.0,3.076598297815604,2,0.0
30.0,3.0,1.0,2.0,2.0,0.3333333333333333,119000,0,0,2,7.0,85700,3,3,3,2,1.5,102350.0,0.7201620154452484,3,0.0
30.0,2.0,1.0,3.0,6.0,0.5,110000,1,1,2,5.0,167000,6,5,11,4,3.0,138500.0,1.518168016654394,2,1.0
20.0,4.0,0.0,3.0,3.0,0.0,109753,1,1,6,11.0,64200,5,5,6,5,1.6666666666666667,57984.333333333336,0.5849445122729012,2,0.0
20.0,4.0,0.0,2.0,1.0,0.0,189000,3,3,6,11.0,141800,9,9,14,7,2.25,82700.0,0.7502605806318485,1,0.0
30.0,5.0,3.0,1.0,1.0,0.6,119000,0,0,5,20.0,268770,7,7,21,5,1.75,96942.5,2.2585524491390827,1,0.0
20.0,2.0,1.0,2.0,1.0,0.5,0,1,1,1,12.0,79500,2,2,10,5,0.6666666666666666,26500.0,79500.0,2,0.0
20.0,4.0,1.0,3.0,2.0,0.25,119000,0,0,2,2.0,28000,2,1,1,1,2.0,147000.0,0.2352921404021815,3,1.0
30.0,3.0,1.0,3.0,6.0,0.3333333333333333,119000,0,0,2,12.0,421100,11,11,12,3,2.75,135025.0,3.538625725834237,1,0.0
50.0,5.0,5.0,2.0,1.0,1.0,119000,0,0,8,4.0,330000,1,1,3,2,0.5,224500.0,2.773085940454282,2,1.0
20.0,4.0,1.0,3.0,4.0,0.25,119000,0,0,2,5.0,20500,1,1,8,5,0.5,69750.0,0.1722674599373114,2,1.0
40.0,4.0,3.0,3.0,4.0,0.75,119000,0,0,5,3.0,150400,3,2,3,2,1.5,134700.0,1.2638549255888607,2,1.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,2,7.0,68800,3,3,11,6,1.0,62600.0,0.5781464021310745,2,0.0
20.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,2,8.0,42500,2,2,8,3,1.0,80750.0,0.3571398559675969,2,0.0
20.0,4.0,0.0,3.0,5.0,0.0,0,1,1,6,13.0,83900,5,5,20,6,1.6666666666666667,27966.666666666668,83900.0,1,1.0
30.0,1.0,1.0,3.0,3.0,1.0,119000,0,0,2,4.0,113000,4,4,3,2,2.0,116000.0,0.9495718523373752,2,1.0
30.0,4.0,1.0,2.0,2.0,0.25,119000,0,0,2,7.0,81300,3,3,8,4,1.5,100150.0,0.6831875362391913,1,0.0
30.0,3.0,1.0,2.0,2.0,0.3333333333333333,119000,0,0,2,8.0,68900,7,7,8,3,3.5,93950.0,0.5789867312039395,1,1.0
50.0,4.0,2.0,1.0,2.0,0.5,190000,1,1,8,5.0,76100,4,4,8,3,1.3333333333333333,88700.0,0.4005242077673275,2,0.0
60.0,4.0,0.0,3.0,7.0,0.0,119000,0,0,6,3.0,26000,1,1,1,1,1.0,145000.0,0.2184855589448828,2,1.0
40.0,1.0,0.0,3.0,2.0,0.0,119000,0,0,6,4.0,1300,1,1,6,4,0.5,60150.0,0.0109242779472441,3,1.0
60.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,9.0,46700,3,3,9,5,1.5,82850.0,0.3924336770279241,2,0.0
20.0,4.0,0.0,3.0,2.0,0.0,119000,0,0,6,7.0,42600,3,3,4,4,1.5,80800.0,0.3579801850404618,1,0.0
20.0,3.0,1.0,3.0,6.0,0.3333333333333333,50000,1,1,2,9.0,100000,2,2,8,5,0.6666666666666666,50000.0,1.999960000799984,2,0.0
20.0,5.0,3.0,2.0,2.0,0.6,119000,0,0,5,12.0,174900,5,5,17,8,1.25,73475.0,1.4697355484407697,1,1.0
40.0,4.0,0.0,2.0,1.0,0.0,119000,0,0,6,8.0,175500,4,4,6,4,1.3333333333333333,98166.66666666669,1.474777522877959,2,0.0
40.0,2.0,0.0,2.0,2.0,0.0,119000,0,0,6,6.0,84000,0,0,5,3,0.0,101500.0,0.7058764212065445,1,0.0
30.0,3.0,2.0,3.0,6.0,0.6666666666666666,119000,0,0,8,4.0,45300,6,4,7,4,3.0,82150.0,0.3806690700078151,3,0.0
40.0,2.0,4.0,2.0,1.0,2.0,119000,0,0,5,4.0,59700,3,2,6,3,3.0,178700.0,0.5016764565003655,3,0.0
30.0,3.0,2.0,2.0,1.0,0.6666666666666666,298820,2,2,8,16.0,115800,10,10,18,4,2.5,103655.0,0.387522965253446,2,1.0
30.0,1.0,2.0,3.0,4.0,2.0,119000,0,0,5,9.0,96100,6,5,7,4,3.0,107550.0,0.8075562390232015,1,1.0
20.0,2.0,0.0,2.0,1.0,0.0,119000,0,0,6,6.0,74500,4,4,10,5,2.0,96750.0,0.6260451592843758,1,0.0
30.0,2.0,1.0,2.0,2.0,0.5,119000,0,0,2,5.0,103700,4,4,11,5,2.0,111350.0,0.8714212485609365,2,0.0
50.0,2.0,3.0,2.0,3.0,1.5,119000,0,0,7,3.0,13100,2,2,3,3,2.0,132100.0,0.1100831085453063,2,1.0
30.0,4.0,3.0,2.0,3.0,0.75,119000,0,0,5,10.0,302360,6,6,13,5,1.5,105340.0,2.5408189847144143,2,0.0
60.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,8,3.0,30000,1,1,2,2,0.5,74500.0,0.2520987218594802,3,0.0
30.0,1.0,0.0,2.0,2.0,0.0,119000,0,0,6,11.0,204000,4,4,11,6,1.3333333333333333,107666.66666666669,1.7142713086444652,2,0.0
50.0,4.0,0.0,2.0,2.0,0.0,119000,0,0,6,4.0,17500,3,3,3,2,1.5,68250.0,0.1470575877513634,3,0.0
40.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,6.0,84000,0,0,4,3,0.0,101500.0,0.7058764212065445,3,0.0
20.0,4.0,3.0,3.0,2.0,0.75,119000,0,0,7,6.0,107380,6,5,8,5,6.0,226380.0,0.902345358442366,2,1.0
20.0,2.0,1.0,2.0,2.0,0.5,180000,1,1,6,18.0,764700,7,4,15,6,1.75,236175.0,4.248309731612602,1,0.0
20.0,1.0,1.0,2.0,1.0,1.0,200000,1,1,2,11.0,74950,6,6,19,7,2.0,91650.0,0.3747481262593687,1,0.0
40.0,4.0,3.0,2.0,4.0,0.75,119000,0,0,5,4.0,49500,2,2,3,2,1.0,84250.0,0.4159628910681422,2,1.0
40.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,8,3.0,108300,1,1,2,2,1.0,227300.0,0.9100763859127234,2,1.0
20.0,1.0,0.0,3.0,2.0,0.0,119000,0,0,6,4.0,15800,2,2,6,4,1.0,67400.0,0.1327719935126595,3,1.0
60.0,2.0,1.0,3.0,2.0,0.5,119000,0,0,1,4.0,110000,1,1,3,3,0.5,114500.0,0.9243619801514272,3,0.0
60.0,2.0,2.0,3.0,2.0,1.0,119000,0,0,3,3.0,7500,1,1,4,3,0.5,63250.0,0.06302468046487,2,0.0
20.0,6.0,1.0,3.0,2.0,0.1666666666666666,53800,1,1,2,8.0,223300,8,8,13,6,2.6666666666666665,92366.66666666669,4.150480474340625,1,0.0
30.0,1.0,1.0,3.0,1.0,1.0,119000,0,0,2,2.0,43100,2,1,4,3,2.0,162100.0,0.3621818304047865,1,0.0
40.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,1,8.0,23500,4,4,7,3,2.0,71250.0,0.1974773321232594,1,0.0
60.0,1.0,0.0,3.0,9.0,0.0,119000,0,0,6,5.0,5900,1,1,3,2,0.5,62450.0,0.0495794152990311,3,0.0
20.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,11.0,88000,5,5,11,6,2.5,103500.0,0.7394895841211419,1,0.0
30.0,2.0,0.0,2.0,2.0,0.0,119000,0,0,6,9.0,40700,4,3,11,4,2.0,79850.0,0.3420139326560281,3,0.0
20.0,2.0,0.0,3.0,3.0,0.0,119000,0,0,6,10.0,75100,6,6,7,4,6.0,194100.0,0.6310871337215653,1,0.0
20.0,4.0,1.0,3.0,5.0,0.25,152600,1,1,2,10.0,234120,7,6,15,5,3.5,193360.0,1.5341970236105924,2,0.0
40.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,5,6.0,130000,2,2,5,2,1.0,124500.0,1.092427794724414,3,0.0
30.0,2.0,0.0,3.0,6.0,0.0,119000,0,0,6,5.0,21500,3,3,8,4,1.5,70250.0,0.1806707506659607,1,0.0
20.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,6,6.0,570000,4,4,3,3,2.0,344500.0,4.789875715330124,1,0.0
20.0,1.0,3.0,3.0,3.0,3.0,110000,1,1,5,10.0,357700,8,8,13,4,2.6666666666666665,155900.0,3.251788620103454,1,0.0
40.0,3.0,2.0,3.0,4.0,0.6666666666666666,119000,0,0,8,10.0,89700,4,4,9,5,1.3333333333333333,69566.66666666667,0.7537751783598458,2,0.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,9.0,58900,5,3,9,5,2.5,88950.0,0.4949538239174461,1,1.0
20.0,1.0,0.0,2.0,2.0,0.0,119000,0,0,6,7.0,35500,2,2,6,2,1.0,77250.0,0.2983168208670515,3,0.0
50.0,4.0,0.0,2.0,2.0,0.0,119000,0,0,6,5.0,68000,2,2,3,2,2.0,187000.0,0.5714237695481551,3,1.0
20.0,1.0,2.0,2.0,1.0,2.0,119000,0,0,5,6.0,25000,2,2,8,4,1.0,72000.0,0.2100822682162334,3,1.0
20.0,4.0,1.0,2.0,2.0,0.25,119000,0,0,2,14.0,87900,5,5,15,5,2.5,103450.0,0.7386492550482769,1,1.0
20.0,4.0,1.0,3.0,4.0,0.25,45000,1,1,2,6.0,175100,8,6,12,5,4.0,110050.0,3.8910246438968015,1,0.0
20.0,1.0,1.0,3.0,3.0,1.0,90000,1,1,2,8.0,128400,2,2,11,6,0.6666666666666666,72800.0,1.4266508149909445,1,0.0
30.0,3.0,2.0,3.0,2.0,0.6666666666666666,240000,1,1,8,10.0,180800,6,6,10,4,1.5,105200.0,0.7533301944575231,2,0.0
30.0,4.0,0.0,2.0,1.0,0.0,119000,0,0,6,6.0,39710,3,3,10,6,1.5,79355.0,0.3336946748346652,1,1.0
40.0,3.0,3.0,2.0,2.0,1.0,119000,0,0,5,7.0,83550,7,6,9,4,3.5,101275.0,0.7020949403786523,2,0.0
20.0,3.0,1.0,2.0,1.0,0.3333333333333333,259000,1,1,2,6.0,55500,3,3,9,5,1.0,104833.33333333331,0.2142848869309385,2,0.0
50.0,3.0,1.0,4.0,4.0,0.3333333333333333,119000,0,0,2,6.0,16500,1,1,5,3,0.5,67750.0,0.1386542970227141,2,0.0
50.0,4.0,3.0,3.0,5.0,0.75,119000,0,0,8,5.0,108700,5,5,7,5,2.5,113850.0,0.9134377022041832,2,1.0
30.0,2.0,0.0,3.0,10.0,0.0,119000,0,0,6,4.0,32600,2,2,2,1,1.0,75800.0,0.2739472777539684,2,0.0
40.0,4.0,3.0,1.0,1.0,0.75,119000,0,0,8,7.0,65900,3,2,13,5,1.0,61633.333333333336,0.5537768590179915,2,1.0
30.0,3.0,1.0,3.0,3.0,0.3333333333333333,119000,0,0,2,4.0,84400,3,3,3,2,1.5,101700.0,0.7092377374980042,2,0.0
20.0,4.0,0.0,2.0,2.0,0.0,119000,0,0,6,6.0,56000,4,4,6,3,2.0,87500.0,0.470584280804363,1,1.0
20.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,15.0,501400,7,7,14,4,1.75,155100.0,4.213409971344778,1,0.0
20.0,1.0,1.0,3.0,4.0,1.0,150000,1,1,2,9.0,92000,4,4,8,3,1.3333333333333333,80666.66666666667,0.6133292444717036,2,0.0
50.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,1,12.0,97000,4,4,10,4,1.3333333333333333,72000.0,0.8151192006789859,2,0.0
50.0,4.0,0.0,3.0,3.0,0.0,119000,0,0,6,4.0,57680,4,4,2,2,4.0,176680.0,0.4847018092284939,1,0.0
30.0,2.0,0.0,3.0,3.0,0.0,119000,0,0,6,6.0,84000,0,0,4,4,0.0,101500.0,0.7058764212065445,2,0.0
20.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,2,8.0,56500,4,4,7,4,2.0,87750.0,0.4747859261686876,2,0.0
20.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,4.0,45100,2,2,2,2,1.0,82050.0,0.3789884118620852,1,1.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,5.0,344200,6,6,8,5,6.0,463200.0,2.8924126688011027,3,0.0
20.0,3.0,1.0,2.0,1.0,0.3333333333333333,40000,1,1,2,9.0,94700,8,6,12,5,2.6666666666666665,44900.0,2.3674408139796506,2,1.0
40.0,2.0,1.0,3.0,4.0,0.5,0,1,1,1,12.0,83900,6,6,26,6,1.5,20975.0,83900.0,1,0.0
30.0,2.0,0.0,2.0,2.0,0.0,44038,1,1,6,18.0,91600,6,6,12,4,2.0,45212.66666666666,2.0799745679965485,2,0.0
20.0,3.0,0.0,3.0,2.0,0.0,78500,1,1,6,11.0,121000,4,4,16,6,1.3333333333333333,66500.0,1.5413816384504655,1,0.0
20.0,4.0,0.0,3.0,2.0,0.0,119000,0,0,6,8.0,59000,3,3,4,4,0.75,44500.0,0.495794152990311,1,0.0
20.0,1.0,1.0,3.0,4.0,1.0,119000,0,0,2,2.0,81000,3,3,3,2,3.0,200000.0,0.6806665490205964,1,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,5.0,42500,5,5,7,5,2.5,80750.0,0.3571398559675969,2,0.0
50.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,5,5.0,29500,2,2,5,5,1.0,74250.0,0.2478970764951555,1,0.0
30.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,2,6.0,76100,2,2,5,3,1.0,97550.0,0.6394904244502148,2,1.0
30.0,2.0,1.0,3.0,1.0,0.5,119000,0,0,2,8.0,169500,4,4,8,4,4.0,288500.0,1.424357778506063,1,1.0
30.0,2.0,1.0,3.0,3.0,0.5,119000,0,0,1,9.0,807970,8,7,7,4,4.0,463485.0,6.789606810026807,3,0.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,5.0,80200,5,5,5,2,2.5,99600.0,0.673943916437677,3,0.0
30.0,1.0,0.0,3.0,2.0,0.0,119000,0,0,6,7.0,85400,4,3,6,2,4.0,204400.0,0.7176410282266535,1,0.0
50.0,4.0,1.0,3.0,3.0,0.25,119000,0,0,8,4.0,18000,2,1,5,4,1.0,68500.0,0.1512592331156881,2,1.0
20.0,4.0,0.0,2.0,2.0,0.0,119000,0,0,6,5.0,37700,3,3,5,3,3.0,156700.0,0.3168040604700801,3,1.0
20.0,3.0,1.0,2.0,1.0,0.3333333333333333,151598,2,1,2,20.0,430200,16,16,24,6,4.0,145449.5,2.837749589377238,1,1.0
40.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,3.0,38500,2,2,4,3,1.0,78750.0,0.3235266930529996,2,1.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,5,3.0,34000,2,2,3,1,1.0,76500.0,0.2857118847740775,3,1.0
30.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,2,4.0,200050,4,4,7,4,2.0,159525.0,1.6810783102663005,1,0.0
20.0,4.0,2.0,2.0,2.0,0.5,492093,2,2,5,8.0,164820,5,5,11,5,1.6666666666666667,218971.0,0.3349360081610424,1,0.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,6.0,42000,1,1,6,4,0.5,80500.0,0.3529382106032722,2,0.0
20.0,4.0,1.0,3.0,2.0,0.25,119000,0,0,2,4.0,108300,4,2,5,3,2.0,113650.0,0.9100763859127234,2,0.0
30.0,3.0,2.0,2.0,2.0,0.6666666666666666,194000,1,1,8,5.0,29500,2,2,4,3,1.0,111750.0,0.1520610718501451,3,0.0
40.0,2.0,0.0,3.0,8.0,0.0,119000,0,0,6,4.0,26000,1,1,0,0,0.5,72500.0,0.2184855589448828,3,0.0
20.0,5.0,1.0,3.0,5.0,0.2,138700,2,2,2,9.0,67800,3,3,11,5,1.0,68833.33333333333,0.4888212774240993,1,0.0
30.0,2.0,1.0,2.0,2.0,0.5,119000,0,0,2,4.0,167000,4,3,2,2,2.0,143000.0,1.4033495516844396,3,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,2,7.0,91700,3,3,5,2,1.5,105350.0,0.7705817598171444,1,1.0
30.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,5.0,201500,1,1,4,2,0.5,160250.0,1.6932630818228418,3,0.0
20.0,4.0,0.0,2.0,9.0,0.0,38700,1,1,6,8.0,108900,3,3,11,4,1.0,49200.0,2.813880778274464,1,0.0
30.0,3.0,0.0,3.0,4.0,0.0,35000,1,1,6,4.0,61400,4,3,6,4,1.3333333333333333,32133.33333333333,1.7542355932687637,1,0.0
