AGE_GRP,FAMILY_MEMB,TRAVEL_COMPANIONS_NUM,TRAVEL_TERM,TRAVEL_NUM,companions_per_family,lodging_payment_sum,lodging_payment_count,lodging_store_count,TRAVEL_STATUS_ACCOMPANY_CODE,visit_move_cnt,activity_payment_sum,activity_payment_count,activity_store_count,activity_history_rows,activity_type_unique,activity_per_day,spending_per_day,activity_to_lodging_ratio,MVMN_NM_CODE,IS_FAILED_TRIP
20.0,4.0,3.0,2.0,1.0,0.75,263200,1,1,5,6.0,215790,5,5,10,5,1.6666666666666667,159663.33333333334,0.8198677056698113,2,0.0
20.0,1.0,0.0,3.0,4.0,0.0,119000,0,0,6,15.0,81300,5,5,11,6,1.25,50075.0,0.6831875362391913,1,0.0
30.0,1.0,0.0,3.0,1.0,0.0,119000,0,0,6,4.0,3000,1,1,4,3,0.5,61000.0,0.025209872185948,3,1.0
40.0,2.0,0.0,4.0,6.0,0.0,119000,0,0,6,5.0,42600,4,4,4,3,4.0,161600.0,0.3579801850404618,1,1.0
30.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,8.0,99200,3,3,5,3,0.75,54550.0,0.8336064402820145,2,0.0
30.0,4.0,1.0,1.0,1.0,0.25,80000,1,1,2,9.0,73400,6,6,20,5,3.0,76700.0,0.9174885313933576,2,1.0
40.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,3,4.0,84000,0,0,5,4,0.0,101500.0,0.7058764212065445,2,1.0
40.0,4.0,1.0,4.0,1.0,0.25,119000,0,0,1,3.0,125300,4,2,2,2,2.0,122150.0,1.0529323282997622,2,0.0
30.0,5.0,1.0,3.0,3.0,0.2,99000,1,1,2,22.0,285040,11,10,25,5,2.75,96010.0,2.879162836739023,2,1.0
50.0,4.0,1.0,1.0,4.0,0.25,119000,0,0,8,4.0,24000,1,1,2,2,0.5,71500.0,0.2016789774875841,2,0.0
20.0,1.0,1.0,3.0,4.0,1.0,84000,1,1,2,14.0,110200,8,8,18,7,2.6666666666666665,64733.333333333336,1.311889144176855,1,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,2,9.0,49500,2,2,7,5,2.0,168500.0,0.4159628910681422,2,1.0
30.0,4.0,0.0,3.0,10.0,0.0,119000,0,0,6,3.0,210500,5,5,9,5,2.5,164750.0,1.768892698380686,1,1.0
20.0,1.0,1.0,3.0,5.0,1.0,119000,0,0,2,7.0,53900,3,2,7,4,1.5,86450.0,0.4529373702741994,1,0.0
30.0,2.0,0.0,2.0,2.0,0.0,119000,0,0,6,4.0,84000,0,0,3,2,0.0,101500.0,0.7058764212065445,3,1.0
40.0,4.0,3.0,3.0,8.0,0.75,244720,2,2,8,10.0,433020,11,8,14,6,2.75,169435.0,1.769443570433269,2,1.0
30.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,8,6.0,117660,6,6,10,5,3.0,118330.0,0.9887311871328812,1,0.0
30.0,1.0,1.0,1.0,1.0,1.0,119000,0,0,2,2.0,216900,5,5,6,4,2.5,167950.0,1.8226737590440416,3,0.0
20.0,1.0,0.0,2.0,1.0,0.0,383795,2,1,6,10.0,199500,3,3,12,4,1.0,194431.66666666663,0.5198073976800175,1,1.0
20.0,4.0,0.0,2.0,1.0,0.0,119000,0,0,6,15.0,29900,3,3,15,5,1.0,49633.333333333336,0.2512583927866152,1,0.0
40.0,3.0,2.0,3.0,3.0,0.6666666666666666,119000,0,0,8,6.0,4400,1,1,3,3,0.5,61700.0,0.036974479206057,3,1.0
20.0,1.0,1.0,3.0,6.0,1.0,119000,0,0,2,5.0,34000,2,2,6,3,1.0,76500.0,0.2857118847740775,3,0.0
20.0,3.0,1.0,3.0,10.0,0.3333333333333333,90000,1,1,2,9.0,44800,3,3,21,6,1.0,44933.333333333336,0.4977722469750336,1,0.0
60.0,2.0,0.0,2.0,5.0,0.0,119000,0,0,6,11.0,18400,3,3,11,5,1.5,68700.0,0.1546205494071478,1,1.0
30.0,1.0,0.0,3.0,6.0,0.0,119000,0,0,6,3.0,36400,2,2,5,3,2.0,155400.0,0.3058797825228359,2,0.0
20.0,5.0,0.0,4.0,1.0,0.0,119000,0,0,6,9.0,88000,3,3,12,4,1.5,103500.0,0.7394895841211419,1,0.0
40.0,3.0,2.0,3.0,6.0,0.6666666666666666,119000,0,0,8,4.0,595000,6,4,8,4,3.0,357000.0,4.999957983546357,3,1.0
20.0,2.0,1.0,3.0,6.0,0.5,0,1,1,2,14.0,93800,5,5,15,6,1.6666666666666667,31266.666666666668,93800.0,1,0.0
30.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,4.0,157000,4,4,7,4,2.0,138000.0,1.3193166443979465,3,1.0
40.0,2.0,0.0,2.0,2.0,0.0,119000,0,0,6,5.0,5990,1,1,3,2,0.5,62495.0,0.0503357114646095,3,0.0
20.0,3.0,1.0,2.0,3.0,0.3333333333333333,119000,0,0,2,15.0,106740,7,7,21,5,1.4,45148.0,0.8969672523760305,2,0.0
30.0,4.0,6.0,2.0,3.0,1.5,119000,0,0,5,5.0,510400,5,5,3,3,2.5,314700.0,4.289039587902622,3,1.0
20.0,1.0,0.0,3.0,3.0,0.0,153076,1,1,6,12.0,86520,5,5,20,6,1.6666666666666667,79865.33333333333,0.5652057461277658,1,0.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,4.0,77700,1,1,4,3,0.5,98350.0,0.6529356896160536,3,1.0
40.0,5.0,0.0,2.0,1.0,0.0,119000,0,0,6,5.0,25500,1,1,7,5,0.5,72250.0,0.2142839135805581,2,0.0
30.0,2.0,1.0,3.0,4.0,0.5,119000,0,0,2,4.0,69000,5,5,8,4,2.5,94000.0,0.5798270602768044,3,1.0
20.0,2.0,3.0,2.0,3.0,1.5,70000,1,1,5,7.0,434900,5,5,6,3,1.6666666666666667,168300.0,6.212768389023014,2,1.0
40.0,1.0,0.0,2.0,2.0,0.0,119000,0,0,6,5.0,9000,1,1,8,3,1.0,128000.0,0.075629616557844,1,1.0
30.0,1.0,1.0,2.0,3.0,1.0,119000,0,0,2,3.0,134300,6,4,6,3,3.0,126650.0,1.1285619448576063,1,0.0
40.0,1.0,0.0,1.0,2.0,0.0,119000,0,0,6,6.0,9000,1,1,4,3,0.5,64000.0,0.075629616557844,3,1.0
20.0,1.0,3.0,3.0,5.0,3.0,119000,0,0,5,11.0,188600,3,3,7,3,0.75,76900.0,1.5848606314232654,2,0.0
30.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,8,7.0,5600,2,2,7,4,1.0,62300.0,0.0470584280804362,2,1.0
50.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,6.0,15900,1,1,6,4,0.5,67450.0,0.1336123225855245,2,1.0
50.0,4.0,0.0,2.0,1.0,0.0,119000,0,0,6,3.0,84000,0,0,4,2,0.0,101500.0,0.7058764212065445,3,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,4.0,11000,1,1,4,3,0.5,65000.0,0.0924361980151427,3,1.0
30.0,3.0,9.0,3.0,5.0,3.0,340000,1,1,5,5.0,128200,4,2,7,4,1.3333333333333333,156066.66666666666,0.3770577145361337,2,1.0
40.0,2.0,1.0,3.0,7.0,0.5,119000,0,0,6,11.0,134600,8,8,13,4,2.6666666666666665,84533.33333333333,1.131082932076201,1,0.0
20.0,1.0,1.0,2.0,1.0,1.0,121000,1,1,2,7.0,80700,4,4,9,5,1.3333333333333333,67233.33333333333,0.6669366368872984,2,0.0
40.0,6.0,5.0,2.0,1.0,0.8333333333333334,252000,1,1,8,6.0,17600,1,1,8,5,0.25,67400.0,0.0698409926944734,2,0.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,3.0,49400,2,2,4,3,1.0,84200.0,0.4151225619952773,3,0.0
60.0,1.0,4.0,3.0,5.0,4.0,119000,0,0,8,5.0,121300,3,3,4,3,1.5,120150.0,1.0193191653851648,3,0.0
30.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,13.0,269490,11,11,14,4,2.75,97122.5,2.2646028184637106,1,0.0
30.0,1.0,4.0,2.0,1.0,4.0,119000,0,0,5,3.0,123400,2,2,3,2,1.0,121200.0,1.0369660759153283,3,0.0
40.0,3.0,6.0,2.0,2.0,2.0,560000,1,1,5,3.0,250810,4,3,6,3,1.3333333333333333,270270.0,0.4478742002246424,2,1.0
20.0,4.0,0.0,2.0,3.0,0.0,119000,0,0,6,4.0,47600,2,2,3,2,1.0,83300.0,0.3999966386837085,2,0.0
30.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,5,4.0,68500,2,2,6,3,1.0,93750.0,0.5756254149124798,3,1.0
30.0,1.0,0.0,1.0,2.0,0.0,119000,0,0,6,5.0,36500,2,2,6,4,2.0,155500.0,0.3067201115957009,1,1.0
20.0,3.0,3.0,3.0,20.0,1.0,119000,0,0,5,13.0,148900,7,7,15,6,2.333333333333333,89300.0,1.2512499894958866,1,0.0
30.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,5.0,17000,1,1,7,4,0.5,68000.0,0.1428559423870387,2,0.0
40.0,3.0,3.0,2.0,1.0,1.0,119000,0,0,5,7.0,103100,5,5,9,5,2.5,111050.0,0.8663792741237468,3,0.0
30.0,1.0,1.0,3.0,6.0,1.0,119000,0,0,2,6.0,37600,2,2,6,3,1.0,78300.0,0.3159637313972152,3,0.0
20.0,4.0,1.0,3.0,2.0,0.25,119000,0,0,2,17.0,302740,9,8,13,5,2.25,105435.0,2.544012235191301,1,1.0
20.0,3.0,0.0,3.0,6.0,0.0,119000,0,0,6,5.0,10200,1,1,4,4,0.5,64600.0,0.0857135654322232,1,0.0
20.0,1.0,1.0,3.0,3.0,1.0,164600,2,2,2,13.0,125510,7,7,24,7,3.5,145055.0,0.7625105558289439,1,1.0
40.0,3.0,3.0,3.0,4.0,1.0,119000,0,0,8,3.0,68400,4,2,7,4,2.0,93700.0,0.5747850858396147,3,0.0
40.0,3.0,1.0,2.0,1.0,0.3333333333333333,35000,1,1,8,8.0,6000,1,1,13,7,0.3333333333333333,13666.666666666666,0.1714236736093254,2,0.0
20.0,5.0,1.0,3.0,2.0,0.2,119000,0,0,2,8.0,269800,3,3,6,3,1.5,194400.0,2.2672078385895915,2,0.0
40.0,1.0,4.0,2.0,1.0,4.0,119000,0,0,2,4.0,14500,1,1,3,2,0.5,66750.0,0.1218477155654154,2,1.0
30.0,1.0,1.0,3.0,3.0,1.0,119000,0,0,2,4.0,49000,3,3,2,1,1.5,84000.0,0.4117612457038176,2,0.0
20.0,3.0,0.0,3.0,2.0,0.0,119000,0,0,6,8.0,15000,3,3,9,5,1.0,44666.66666666666,0.1260493609297401,1,0.0
20.0,3.0,1.0,2.0,1.0,0.3333333333333333,35000,1,1,2,17.0,59080,7,6,20,5,2.333333333333333,31360.0,1.6879517728064912,1,1.0
20.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,4.0,84000,0,0,4,3,0.0,203000.0,0.7058764212065445,2,0.0
30.0,2.0,1.0,2.0,2.0,0.5,60000,1,1,1,3.0,18000,1,1,4,3,0.3333333333333333,26000.0,0.2999950000833319,2,0.0
30.0,1.0,1.0,2.0,1.0,1.0,60000,1,1,2,11.0,1558450,4,4,14,6,1.3333333333333333,539483.3333333334,25.973733771103817,1,1.0
20.0,5.0,3.0,2.0,2.0,0.6,170000,1,1,5,10.0,207900,7,6,11,6,2.333333333333333,125966.66666666669,1.222933982741278,2,0.0
20.0,1.0,1.0,3.0,5.0,1.0,119000,0,0,2,5.0,76200,3,3,4,3,1.5,97600.0,0.6403307535230797,2,0.0
20.0,3.0,0.0,3.0,1.0,0.0,119000,0,0,6,5.0,84000,0,0,8,6,0.0,101500.0,0.7058764212065445,2,1.0
30.0,1.0,3.0,2.0,2.0,3.0,119000,0,0,5,6.0,189000,2,2,5,4,2.0,308000.0,1.588221947714725,2,0.0
20.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,5.0,84600,4,4,5,3,2.0,101800.0,0.710918395643734,1,0.0
20.0,4.0,1.0,3.0,8.0,0.25,151000,1,1,2,8.0,150500,4,4,8,4,1.3333333333333333,100500.0,0.996682141177873,1,0.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,6.0,111000,3,3,5,3,1.5,115000.0,0.9327652708800768,2,0.0
20.0,1.0,1.0,3.0,3.0,1.0,119000,0,0,2,7.0,50500,3,3,10,4,1.5,84750.0,0.4243661817967916,2,0.0
20.0,8.0,1.0,2.0,3.0,0.125,42282,1,1,6,18.0,347050,15,15,28,7,5.0,129777.33333333331,8.207790364922072,1,0.0
20.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,4.0,7100,3,3,10,4,3.0,126100.0,0.0596633641734103,1,0.0
20.0,4.0,1.0,2.0,1.0,0.25,75000,1,1,2,5.0,90000,3,3,6,5,1.0,55000.0,1.1999840002133304,2,1.0
40.0,3.0,3.0,2.0,2.0,1.0,119000,0,0,5,1.0,9500,1,1,2,2,1.0,128500.0,0.0798312619221687,1,0.0
30.0,2.0,1.0,2.0,1.0,0.5,80000,1,1,2,5.0,83500,3,2,6,2,1.0,54500.0,1.0437369532880838,2,0.0
30.0,1.0,0.0,3.0,4.0,0.0,119000,0,0,6,7.0,13400,1,1,9,6,0.5,66200.0,0.1126040957639011,3,0.0
20.0,1.0,1.0,3.0,3.0,1.0,19800,1,1,2,16.0,100360,6,6,16,6,2.0,40053.333333333336,5.0684308873289226,1,0.0
30.0,1.0,0.0,3.0,4.0,0.0,51300,1,1,6,10.0,224500,6,6,12,4,2.0,91933.33333333331,4.376133018849536,2,1.0
20.0,2.0,0.0,3.0,2.0,0.0,26900,1,1,6,11.0,71300,6,6,15,4,3.0,49100.0,2.6504590907401213,1,1.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,6,8.0,41550,2,2,8,3,1.0,80275.0,0.34915672977538,1,1.0
20.0,2.0,4.0,3.0,5.0,2.0,297574,1,1,5,6.0,197800,3,3,5,2,1.0,165124.66666666666,0.6647063765437284,1,1.0
30.0,3.0,1.0,3.0,3.0,0.3333333333333333,119000,0,0,2,8.0,64000,3,3,6,3,0.75,45750.0,0.5378106066335577,2,0.0
30.0,4.0,1.0,2.0,1.0,0.25,100000,1,1,2,16.0,100200,11,10,19,6,3.6666666666666665,66733.33333333333,1.001989980100199,1,0.0
40.0,6.0,0.0,3.0,6.0,0.0,119000,0,0,6,5.0,79500,3,3,6,5,1.0,66166.66666666667,0.6680616129276225,1,1.0
30.0,1.0,1.0,3.0,3.0,1.0,119000,0,0,1,5.0,31500,1,1,3,3,0.5,75250.0,0.2647036579524542,3,0.0
20.0,1.0,1.0,3.0,5.0,1.0,80355,2,2,2,10.0,115500,6,6,13,5,2.0,65285.0,1.4373537756981432,2,0.0
30.0,4.0,2.0,2.0,3.0,0.5,119000,0,0,8,4.0,20500,2,2,6,5,1.0,69750.0,0.1722674599373114,1,0.0
30.0,3.0,0.0,3.0,4.0,0.0,119000,0,0,2,4.0,78000,2,2,5,3,1.0,98500.0,0.6554566768346485,3,1.0
20.0,1.0,0.0,3.0,4.0,0.0,119000,0,0,6,10.0,18400,3,3,11,5,1.5,68700.0,0.1546205494071478,3,1.0
20.0,3.0,0.0,2.0,2.0,0.0,119000,0,0,6,5.0,84000,0,0,5,3,0.0,101500.0,0.7058764212065445,1,0.0
40.0,3.0,4.0,2.0,1.0,1.3333333333333333,119000,0,0,5,3.0,48000,1,1,2,2,0.5,83500.0,0.4033579549751683,3,0.0
50.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,8,6.0,221500,8,7,9,5,4.0,170250.0,1.8613288963958283,3,0.0
30.0,2.0,1.0,3.0,6.0,0.5,119000,0,0,6,5.0,88400,4,2,5,3,2.0,103700.0,0.7428509004126016,1,1.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,5.0,49800,2,2,5,3,1.0,84400.0,0.4184838782867371,3,0.0
20.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,4.0,169100,3,2,4,3,1.5,144050.0,1.4209964622146032,1,0.0
20.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,6,9.0,112300,6,6,13,5,3.0,115650.0,0.9436895488273208,1,0.0
20.0,1.0,0.0,2.0,1.0,0.0,197000,1,1,6,8.0,85140,5,5,8,4,1.6666666666666667,94046.66666666669,0.4321805473068664,1,0.0
40.0,3.0,2.0,2.0,2.0,0.6666666666666666,119000,0,0,8,12.0,84000,0,0,9,6,0.0,50750.0,0.7058764212065445,2,0.0
30.0,1.0,0.0,3.0,10.0,0.0,119000,0,0,6,8.0,84000,0,0,11,6,0.0,101500.0,0.7058764212065445,3,0.0
20.0,4.0,3.0,2.0,1.0,0.75,280375,4,4,6,17.0,388700,10,10,24,7,1.6666666666666667,111512.5,1.3863526122064656,1,0.0
30.0,1.0,0.0,2.0,6.0,0.0,119000,0,0,6,5.0,124100,4,4,8,4,1.3333333333333333,81033.33333333333,1.0428483794253829,1,1.0
20.0,4.0,1.0,3.0,3.0,0.25,119000,0,0,2,8.0,43000,2,2,8,4,1.0,81000.0,0.3613415013319215,1,0.0
40.0,4.0,0.0,3.0,2.0,0.0,119000,0,0,6,4.0,21000,1,1,4,4,0.5,70000.0,0.1764691053016361,2,0.0
40.0,2.0,1.0,3.0,5.0,0.5,80000,1,1,1,12.0,280200,16,16,29,5,5.333333333333333,120066.66666666669,3.5024562192972586,1,0.0
30.0,3.0,2.0,2.0,2.0,0.6666666666666666,119000,0,0,8,5.0,24000,1,1,5,2,0.5,71500.0,0.2016789774875841,3,0.0
40.0,4.0,3.0,3.0,4.0,0.75,107650,1,1,8,5.0,172600,10,8,9,5,3.333333333333333,93416.66666666669,1.603329277015541,2,0.0
20.0,3.0,0.0,2.0,2.0,0.0,119000,0,0,6,17.0,64900,6,6,21,6,6.0,183900.0,0.5453735682893421,3,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,7.0,21300,3,1,10,6,1.5,70150.0,0.1789900925202309,1,1.0
30.0,1.0,0.0,3.0,5.0,0.0,119000,0,0,6,5.0,9600,1,1,4,4,0.5,64300.0,0.0806715909950336,1,0.0
30.0,4.0,1.0,3.0,3.0,0.25,119000,0,0,2,6.0,59600,2,2,5,3,1.0,89300.0,0.5008361274275006,3,1.0
20.0,1.0,1.0,3.0,4.0,1.0,70000,1,1,2,7.0,329900,9,7,6,3,3.0,133300.0,4.712789817288324,2,0.0
30.0,2.0,1.0,3.0,5.0,0.5,212360,1,1,2,18.0,160500,10,10,21,6,2.5,93215.0,0.7557884922372752,1,0.0
20.0,1.0,1.0,3.0,5.0,1.0,119000,0,0,2,5.0,32000,1,1,2,2,0.5,75500.0,0.2689053033167788,1,0.0
20.0,1.0,0.0,3.0,2.0,0.0,119000,0,0,6,6.0,20500,4,4,5,4,4.0,139500.0,0.1722674599373114,1,0.0
20.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,3.0,27500,2,2,1,1,1.0,73250.0,0.2310904950378568,2,0.0
20.0,4.0,1.0,2.0,4.0,0.25,119000,0,0,2,7.0,346400,4,4,8,4,2.0,232700.0,2.910899908404131,3,1.0
30.0,4.0,0.0,3.0,2.0,0.0,93500,1,1,6,9.0,118800,7,7,11,4,3.5,106150.0,1.270574646260468,1,1.0
30.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,6.0,27500,2,2,3,2,1.0,73250.0,0.2310904950378568,3,1.0
40.0,4.0,2.0,2.0,2.0,0.5,119000,0,0,5,6.0,60300,4,4,7,4,2.0,89650.0,0.5067184309375552,1,1.0
40.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,3.0,13000,2,2,3,2,1.0,66000.0,0.1092427794724414,3,0.0
30.0,4.0,3.0,3.0,5.0,0.75,340550,1,1,8,6.0,84000,0,0,11,5,0.0,141516.66666666666,0.2466590907088806,2,0.0
30.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,7.0,103000,4,4,7,5,1.3333333333333333,74000.0,0.8655389450508819,1,0.0
50.0,3.0,0.0,3.0,4.0,0.0,119000,0,0,6,5.0,9000,1,1,3,2,0.5,64000.0,0.075629616557844,2,0.0
30.0,4.0,2.0,2.0,3.0,0.5,0,1,1,5,10.0,206950,4,4,14,6,1.3333333333333333,68983.33333333333,206950.0,2,0.0
40.0,4.0,3.0,3.0,4.0,0.75,119000,0,0,8,5.0,89000,2,2,3,2,1.0,104000.0,0.7478928748497912,2,1.0
50.0,2.0,1.0,3.0,6.0,0.5,119000,0,0,2,4.0,73400,4,4,7,5,2.0,96200.0,0.6168015394828615,2,0.0
20.0,1.0,0.0,3.0,2.0,0.0,119000,0,0,6,5.0,2000,1,1,5,4,0.3333333333333333,40333.333333333336,0.0168065814572986,1,0.0
30.0,4.0,0.0,2.0,3.0,0.0,119000,0,0,6,10.0,81600,7,7,11,5,3.5,100300.0,0.6857085234577861,3,0.0
30.0,1.0,1.0,2.0,1.0,1.0,199000,1,1,2,13.0,149800,6,6,14,6,2.0,116266.66666666669,0.7527600363817267,1,0.0
20.0,4.0,3.0,1.0,1.0,0.75,115600,1,1,7,7.0,93540,4,4,8,5,2.0,104570.0,0.8091625504969681,2,0.0
20.0,1.0,2.0,3.0,4.0,2.0,119000,0,0,5,11.0,231000,9,9,11,6,4.5,175000.0,1.9411601583179967,2,0.0
20.0,1.0,3.0,2.0,2.0,3.0,160000,1,1,5,4.0,55000,2,2,5,4,1.0,107500.0,0.3437478515759276,1,0.0
20.0,2.0,0.0,3.0,4.0,0.0,124200,1,1,6,15.0,45400,6,6,15,5,2.0,56533.333333333336,0.3655365093678794,1,0.0
60.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,2,5.0,46000,3,3,5,2,1.5,82500.0,0.3865513735178696,3,0.0
40.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,4.0,12000,1,1,4,4,0.5,65500.0,0.100839488743792,3,0.0
30.0,3.0,4.0,2.0,1.0,1.3333333333333333,119000,0,0,7,3.0,131500,3,3,4,4,1.5,125250.0,1.1050327308173882,2,0.0
20.0,4.0,0.0,2.0,1.0,0.0,119000,0,0,6,6.0,84000,0,0,4,3,0.0,101500.0,0.7058764212065445,1,0.0
30.0,1.0,0.0,3.0,3.0,0.0,119000,0,0,6,6.0,29800,4,4,5,4,2.0,74400.0,0.2504180637137503,1,0.0
20.0,4.0,1.0,2.0,1.0,0.25,128885,1,1,2,10.0,187900,7,7,12,5,3.5,158392.5,1.457877504150955,1,0.0
20.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,5.0,47000,2,2,6,3,1.0,83000.0,0.3949546642465189,2,0.0
40.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,8.0,12300,1,1,7,3,0.5,65650.0,0.1033604759623868,2,0.0
20.0,4.0,1.0,3.0,2.0,0.25,119000,0,0,2,10.0,73300,8,8,13,7,4.0,96150.0,0.6159612104099965,1,0.0
30.0,3.0,0.0,3.0,4.0,0.0,119000,0,0,6,6.0,26300,2,2,6,5,1.0,72650.0,0.2210065461634776,3,0.0
40.0,3.0,0.0,2.0,1.0,0.0,163900,2,2,6,16.0,245800,7,7,22,7,1.75,102425.0,1.4996857859317514,1,0.0
30.0,2.0,1.0,3.0,6.0,0.5,119000,0,0,1,6.0,31900,2,2,4,3,1.0,75450.0,0.2680649742439139,2,0.0
60.0,2.0,0.0,3.0,5.0,0.0,119000,0,0,6,5.0,84000,0,0,4,3,0.0,101500.0,0.7058764212065445,1,0.0
40.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,3.0,94200,5,5,6,4,5.0,213200.0,0.7915899866387678,2,0.0
20.0,3.0,0.0,3.0,3.0,0.0,119000,0,0,6,4.0,84000,0,0,3,2,0.0,101500.0,0.7058764212065445,2,0.0
20.0,1.0,1.0,4.0,1.0,1.0,50000,1,1,2,6.0,84000,0,0,6,3,0.0,134000.0,1.6799664006719863,2,0.0
20.0,4.0,1.0,1.0,5.0,0.25,100000,2,1,2,20.0,148100,7,7,28,7,2.333333333333333,82700.0,1.4809851901480986,1,1.0
40.0,4.0,3.0,2.0,1.0,0.75,910000,1,1,8,8.0,115300,5,5,13,5,1.6666666666666667,341766.6666666667,0.1267031574690577,2,0.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,9.0,25200,3,2,14,6,3.0,144200.0,0.2117629263619633,2,0.0
30.0,2.0,1.0,2.0,2.0,0.5,36000,1,1,1,7.0,69200,2,2,10,5,0.5,26300.0,1.922168828643649,2,0.0
30.0,1.0,3.0,3.0,4.0,3.0,200000,1,1,5,4.0,50690,2,2,3,2,0.5,62672.5,0.2534487327563362,2,1.0
20.0,4.0,1.0,2.0,2.0,0.25,119000,0,0,2,6.0,101950,3,3,3,3,3.0,220950.0,0.8567154897858001,3,0.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,4.0,103000,9,6,7,3,4.5,111000.0,0.8655389450508819,2,0.0
20.0,4.0,1.0,4.0,2.0,0.25,119000,0,0,6,6.0,50600,3,3,6,3,1.5,84800.0,0.4252065108696565,1,0.0
30.0,3.0,2.0,2.0,2.0,0.6666666666666666,119000,0,0,8,4.0,47900,5,5,4,4,2.5,83450.0,0.4025176259023033,3,0.0
20.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,3.0,17500,2,2,6,3,1.0,68250.0,0.1470575877513634,2,1.0
20.0,2.0,1.0,3.0,5.0,0.5,45000,1,1,1,5.0,89200,5,5,9,5,1.6666666666666667,44733.333333333336,1.98217817381836,2,0.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,6.0,62000,2,2,5,3,1.0,90500.0,0.521004025176259,2,0.0
30.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,3.0,8600,1,1,4,3,1.0,127600.0,0.0722683002663843,3,0.0
50.0,2.0,1.0,3.0,5.0,0.5,119000,0,0,2,4.0,76000,3,3,5,4,1.5,97500.0,0.6386500953773497,2,0.0
30.0,2.0,0.0,3.0,3.0,0.0,119000,0,0,6,7.0,30500,3,2,6,4,1.5,74750.0,0.2563003672238048,1,0.0
20.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,2,8.0,48500,4,4,13,5,2.0,83750.0,0.4075596003394929,3,1.0
20.0,4.0,0.0,3.0,4.0,0.0,30000,1,1,6,8.0,11000,3,3,12,4,0.75,10250.0,0.3666544448518383,1,0.0
40.0,3.0,2.0,1.0,1.0,0.6666666666666666,119000,0,0,8,10.0,84000,0,0,7,4,0.0,22555.555555555555,0.7058764212065445,3,0.0
20.0,3.0,1.0,2.0,3.0,0.3333333333333333,119000,0,0,2,8.0,17700,3,3,10,4,1.5,68350.0,0.1487382458970933,2,0.0
30.0,1.0,0.0,1.0,1.0,0.0,119000,0,0,6,4.0,21980,2,2,3,3,1.0,70490.0,0.1847043302157124,3,1.0
30.0,2.0,0.0,2.0,1.0,0.0,12000,1,1,6,8.0,97000,10,8,14,5,5.0,54500.0,8.082659778351804,2,0.0
40.0,4.0,3.0,2.0,2.0,0.75,120000,1,1,8,16.0,252710,7,4,18,5,1.75,93177.5,2.105899117507354,1,0.0
20.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,7.0,9400,1,1,7,3,0.5,64200.0,0.0789909328493038,1,0.0
20.0,1.0,1.0,2.0,2.0,1.0,119000,0,0,2,7.0,71000,3,3,8,4,1.5,95000.0,0.596633641734103,3,0.0
20.0,1.0,1.0,3.0,4.0,1.0,119000,0,0,2,4.0,75500,4,4,6,4,4.0,194500.0,0.6344484500130251,3,0.0
50.0,4.0,0.0,3.0,2.0,0.0,119000,0,0,6,3.0,160000,2,2,3,3,1.0,139500.0,1.3445265165838942,3,0.0
