TRAVEL_ID,AGE_GRP,GENDER,MOVE_CNT,MVMN_NM,INCOME,HOUSE_INCOME,LODGING_PAYMENT_SUM,TRIP_DAYS,DGSTFN_AVG,RCMDTN_AVG,REVISIT_AVG,TRAVEL_START_YEAR,TRAVEL_START_MONTH,TRAVEL_START_YMD,TRAVEL_END_YMD,ACTIVITY_CD_1,ACTIVITY_CD_2,ACTIVITY_CD_3,ACTIVITY_CD_4,ACTIVITY_CD_5,ACTIVITY_HISTORY_ROWS,ACTIVITY_PAYMENT_SUM,ACTIVITY_TYPE_UNIQUE,MISSION_CODE_COUNT,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_ACCOMPANY,IS_FAILED_TRIP,TRAIN_PURPOSE,TRAVEL_MISSION_CHECK,MISSION_PURPOSE_GAP_RATIO
e_e005421,30,남,11,자가용,5,5.0,297351,2,4.91,4.73,4.64,2023,7,2023-07-21,2023-07-23,7,0,3,0,2,12,490400,3,3,1,2인 여행(가족 외),0,1;22;23;6,22;23;3,0.3333
e_e005423,30,여,5,대중교통 등,2,8.0,0,1,4.0,2.8,3.8,2023,7,2023-07-29,2023-07-30,2,1,0,3,1,8,19300,5,3,0,나홀로 여행,1,1;22;4,1;21;4,0.3333
e_e005438,30,남,4,자가용,6,11.0,69240,2,4.25,4.25,4.25,2023,8,2023-08-02,2023-08-04,7,0,2,0,4,13,259900,3,3,1,자녀 동반 여행,0,2;23;5,2;23;5,0.0
e_e005440,30,여,6,자가용,4,9.0,70000,2,4.17,4.0,4.0,2023,7,2023-07-26,2023-07-28,4,2,1,4,4,15,141100,5,3,1,2인 여행(가족 외),0,11;21;22;24;4,1;21;24,0.3333
e_e005442,50,여,5,자가용,7,9.0,40000,2,3.8,4.0,4.0,2023,7,2023-07-22,2023-07-24,2,1,0,2,3,8,82180,4,3,2,3인 이상 여행(가족 외),1,22;27,27;28;8,0.6667
e_e005443,40,남,8,자가용,6,6.0,134000,2,4.5,4.12,4.38,2023,7,2023-07-23,2023-07-25,1,0,0,6,1,8,75000,3,3,4,자녀 동반 여행,0,12;24;27;28;3,24;27;3,0.0
e_e005446,30,남,3,자가용,5,7.0,0,1,3.33,3.33,3.33,2023,7,2023-07-22,2023-07-23,2,0,1,0,1,4,14000,3,3,0,나홀로 여행,1,1;3;4,24;3;5,0.6667
e_e005447,20,여,36,대중교통 등,4,7.0,0,3,3.47,3.47,3.28,2023,8,2023-08-04,2023-08-07,8,4,4,13,3,36,86400,7,3,0,나홀로 여행,1,1;2;22;26,1;2;6,0.3333
e_e005448,20,여,25,대중교통 등,2,6.0,98820,4,4.52,4.28,4.4,2023,8,2023-08-02,2023-08-06,10,6,8,7,8,41,353000,7,3,1,2인 여행(가족 외),0,1;22;4;6;9,3;4;6,0.3333
e_e005472,20,남,7,대중교통 등,1,7.0,0,1,5.0,5.0,5.0,2023,7,2023-07-24,2023-07-25,6,3,0,0,0,9,310700,2,3,1,2인 가족 여행,0,1;21;4;6,1;21;4,0.0
e_e005476,20,여,26,대중교통 등,4,9.0,570223,3,4.88,4.88,4.88,2023,8,2023-08-02,2023-08-05,12,4,3,4,5,34,284500,7,3,1,2인 여행(가족 외),0,1;2;4;5;6,10;22;5,0.6667
e_e005483,30,여,12,자가용,3,7.0,0,1,3.67,3.58,3.58,2023,7,2023-07-22,2023-07-23,3,1,0,8,0,12,70800,3,3,1,2인 가족 여행,1,22;24;26;28;6,24;26;3,0.3333
e_e005484,30,남,5,자가용,5,5.0,0,1,3.6,3.4,3.4,2023,7,2023-07-22,2023-07-23,6,1,0,0,2,10,60900,4,3,1,2인 여행(가족 외),1,1;22;24,1;22;24,0.0
e_e005485,20,남,10,대중교통 등,4,7.0,120000,2,4.4,4.2,4.2,2023,7,2023-07-21,2023-07-23,6,0,1,3,1,11,340100,4,3,0,나홀로 여행,0,22;6;7,22;24;6,0.3333
e_e005488,20,여,11,대중교통 등,4,7.0,234000,2,4.0,3.91,4.0,2023,7,2023-07-22,2023-07-24,3,2,1,3,2,13,77200,7,3,0,나홀로 여행,0,21;22;24;26;27,23;3;6,1.0
e_e005495,30,여,4,대중교통 등,4,10.0,0,1,3.75,4.0,3.75,2023,7,2023-07-22,2023-07-23,2,2,1,1,1,8,55000,6,3,0,나홀로 여행,1,1;26;6,3;4;6,0.6667
e_e005497,30,여,6,자가용,4,11.0,0,1,4.0,3.83,3.83,2023,7,2023-07-22,2023-07-23,3,2,0,0,0,7,129800,3,3,2,자녀 동반 여행,0,10;22,10;21;22,0.3333
e_e005504,20,여,10,대중교통 등,5,7.0,0,2,3.8,3.7,3.7,2023,7,2023-07-29,2023-07-31,4,3,1,2,4,17,92200,6,3,0,나홀로 여행,0,1;12;21;24;27;4;6,1;21;6,0.0
e_e005506,20,남,26,대중교통 등,4,7.0,190400,3,4.46,3.85,3.81,2023,8,2023-08-04,2023-08-07,5,10,2,5,5,30,128500,6,3,1,2인 여행(가족 외),1,1;2;3;4;6,1;24;4,0.3333
e_e005510,40,남,4,자가용,7,7.0,0,1,4.0,4.25,4.0,2023,7,2023-07-23,2023-07-24,2,3,1,0,0,6,165480,3,3,3,자녀 동반 여행,0,1;11;24;26;6,1;11;6,0.0
e_e005517,20,남,15,대중교통 등,4,7.0,0,1,4.33,4.4,4.47,2023,7,2023-07-25,2023-07-26,1,3,1,0,0,16,20600,4,3,1,2인 여행(가족 외),0,1;6,1;11;3,0.6667
e_e005518,30,여,6,대중교통 등,3,7.0,0,1,4.83,5.0,5.0,2023,7,2023-07-22,2023-07-23,1,1,2,0,1,7,31500,5,3,1,2인 여행(가족 외),0,6,1;21;3,1.0
e_e005527,30,남,4,자가용,5,7.0,0,1,4.25,4.25,3.75,2023,7,2023-07-23,2023-07-24,3,1,1,0,0,5,94700,3,3,1,2인 여행(가족 외),1,22;3;4;6,22;26;6,0.3333
e_e005528,30,남,11,자가용,4,9.0,77000,2,4.45,4.45,4.45,2023,7,2023-07-22,2023-07-24,4,2,1,4,4,15,217220,5,3,1,2인 가족 여행,0,1;2;21;4;6,1;2;6,0.0
e_e005532,50,남,23,자가용,1,9.0,88669,2,4.91,4.91,4.87,2023,7,2023-07-31,2023-08-02,8,2,18,0,4,33,671700,5,3,3,3인 이상 여행(가족 외),0,2;22;5;6;9,2;6;9,0.0
e_e005551,20,여,3,자가용,4,7.0,0,1,5.0,4.67,5.0,2023,7,2023-07-29,2023-07-30,3,0,0,0,1,5,130000,3,3,1,2인 여행(가족 외),0,10;2;21;22;23;24,10;23;24,0.0
e_e005553,40,남,4,대중교통 등,5,12.0,0,1,4.5,4.5,4.5,2023,7,2023-07-28,2023-07-29,2,4,2,0,0,8,91700,3,3,1,자녀 동반 여행,0,11;6,1;11;6,0.3333
e_e005555,20,여,4,대중교통 등,2,5.0,0,1,5.0,5.0,5.0,2023,7,2023-07-26,2023-07-27,2,1,1,1,0,6,33000,5,3,0,나홀로 여행,0,12;22;24;27;6,12;27;6,0.0
e_e005562,40,여,6,자가용,4,9.0,255058,2,4.0,3.67,3.83,2023,7,2023-07-31,2023-08-02,4,0,1,2,2,10,151200,5,3,3,자녀 동반 여행,0,8,24;5;8,0.6667
e_e005570,60,여,9,자가용,4,7.0,0,1,5.0,4.78,5.0,2023,7,2023-07-29,2023-07-30,2,1,4,3,2,13,99800,6,3,1,2인 여행(가족 외),0,22;3;4,12;3;6,0.6667
e_e005573,40,여,2,자가용,1,7.0,0,1,3.5,3.5,3.5,2023,7,2023-07-26,2023-07-27,2,1,1,1,0,5,55550,4,3,2,자녀 동반 여행,1,2,1;2;7,0.6667
e_e005575,30,여,6,자가용,1,5.0,0,1,4.33,4.33,4.17,2023,8,2023-08-04,2023-08-05,4,1,1,3,1,11,43500,6,3,1,자녀 동반 여행,0,22;24;26;3;6,22;24;6,0.0
e_e005577,20,여,5,자가용,4,6.0,275000,2,4.4,4.6,4.2,2023,7,2023-07-28,2023-07-30,3,1,1,1,4,11,147200,6,3,1,2인 여행(가족 외),0,2;22;5;7;8,22;26;5,0.3333
e_e005579,20,남,7,대중교통 등,3,10.0,45000,2,4.71,4.71,4.71,2023,7,2023-07-31,2023-08-02,5,4,0,3,4,21,154500,5,3,1,2인 여행(가족 외),0,1;21;22;23;24;26;4;7,22;23;7,0.0
e_e005585,30,여,4,대중교통 등,5,7.0,0,1,5.0,5.0,5.0,2023,7,2023-07-25,2023-07-26,1,1,0,0,1,5,135700,4,3,0,나홀로 여행,0,1,1;22;26,0.6667
e_e005590,20,여,8,대중교통 등,4,11.0,0,2,5.0,3.88,4.25,2023,7,2023-07-29,2023-07-31,7,1,0,2,1,11,342400,4,3,1,2인 여행(가족 외),0,1;22;26;4,1;4;7,0.3333
e_e005591,20,남,10,자가용,6,12.0,430000,3,3.5,3.5,3.3,2023,8,2023-08-03,2023-08-06,8,0,1,5,2,17,332980,5,3,5,부모 동반 여행,1,22;24;25;28;5,24;25;5,0.0
e_e005598,20,여,6,대중교통 등,7,7.0,0,1,3.33,4.0,3.83,2023,7,2023-07-29,2023-07-30,2,2,3,1,0,8,36500,4,3,0,나홀로 여행,1,11;4;6;7;9,6;7;9,0.0
e_e005599,20,여,11,대중교통 등,1,5.0,0,1,3.27,3.36,3.36,2023,7,2023-07-27,2023-07-28,4,0,2,1,1,12,78800,7,3,1,2인 가족 여행,1,2;22;3,2;22;3,0.0
e_e005602,20,여,5,대중교통 등,4,7.0,0,1,4.6,4.0,4.0,2023,7,2023-07-29,2023-07-30,3,0,0,0,1,6,78500,3,3,1,2인 여행(가족 외),0,22,22;4;5,0.6667
e_e005605,40,여,6,대중교통 등,1,5.0,0,1,4.0,3.83,3.83,2023,7,2023-07-25,2023-07-26,2,1,2,3,2,11,34300,6,3,1,자녀 동반 여행,0,1;4;5;6;9,1;4;6,0.0
e_e005617,30,남,10,대중교통 등,5,7.0,0,2,4.6,4.4,4.4,2023,8,2023-08-05,2023-08-07,4,2,1,1,0,10,165900,5,3,1,2인 여행(가족 외),0,1;2;22;4,1;2;26,0.3333
e_e005619,20,남,15,대중교통 등,2,10.0,163000,3,4.47,4.4,4.4,2023,8,2023-08-01,2023-08-04,6,0,1,6,6,19,167100,4,3,0,나홀로 여행,0,10;21;22;23;24,21;23;24,0.0
e_e005627,40,여,3,자가용,1,5.0,0,1,4.67,4.67,4.67,2023,7,2023-07-28,2023-07-29,3,0,1,0,1,5,130100,3,3,2,자녀 동반 여행,0,10;22,10;2;22,0.3333
e_e005642,20,여,5,자가용,2,10.0,0,2,5.0,4.8,4.8,2023,7,2023-07-27,2023-07-29,6,4,1,2,1,15,131900,6,3,1,2인 여행(가족 외),0,1;2;22;23;24,1;2;23,0.0
e_e005645,20,여,14,자가용,1,4.0,277612,3,4.86,4.86,4.86,2023,8,2023-08-02,2023-08-05,9,4,0,4,4,22,159500,5,3,2,부모 동반 여행,0,21;22;23;26,1;22;26,0.3333
e_e005662,20,남,11,대중교통 등,2,7.0,70000,2,4.27,4.36,4.36,2023,8,2023-08-05,2023-08-07,7,6,3,1,1,18,243580,5,3,1,2인 여행(가족 외),0,1;21;22;6;7,1;2;21,0.3333
e_e005664,20,여,22,대중교통 등,5,7.0,40000,3,3.64,3.45,3.41,2023,7,2023-07-31,2023-08-03,5,0,5,8,4,22,54800,4,3,0,나홀로 여행,1,12;3;6,21;3;6,0.3333
e_e005665,50,여,6,대중교통 등,4,7.0,0,1,4.33,5.0,5.0,2023,7,2023-07-27,2023-07-28,1,1,1,5,1,9,6000,5,3,0,나홀로 여행,0,12;3;6,12;3;6,0.0
e_e005676,30,여,4,대중교통 등,2,8.0,0,1,4.25,4.0,3.5,2023,7,2023-07-29,2023-07-30,2,0,1,1,1,6,121100,5,3,2,3인 이상 여행(가족 외),1,2;4,2;22;4,0.3333
e_e005679,30,남,16,대중교통 등,5,7.0,167018,2,3.88,4.06,4.06,2023,7,2023-07-29,2023-07-31,7,3,3,1,5,23,460400,8,3,1,2인 여행(가족 외),0,21;22;23;24;26;6,22;26;6,0.0
e_e005682,20,여,2,자가용,1,8.0,0,1,5.0,5.0,5.0,2023,7,2023-07-29,2023-07-30,2,2,1,1,0,6,1256000,4,3,2,부모 동반 여행,0,1;22;6,1;21;6,0.3333
e_e005706,20,여,8,대중교통 등,4,5.0,0,1,4.38,4.38,4.12,2023,8,2023-08-03,2023-08-04,2,0,1,1,1,9,47500,5,3,1,2인 가족 여행,0,12;2;22,12;2;22,0.0
e_e005711,60,여,3,자가용,1,5.0,0,1,4.33,4.33,4.0,2023,7,2023-07-30,2023-07-31,1,1,0,1,2,5,34000,4,3,1,2인 가족 여행,0,22,1;2;22,0.6667
e_e005713,30,여,6,대중교통 등,3,5.0,0,1,3.67,3.67,3.5,2023,7,2023-07-31,2023-08-01,4,1,1,0,0,7,27000,4,3,0,나홀로 여행,0,1;2;22,1;2;6,0.3333
e_e005716,30,여,5,자가용,3,8.0,0,1,4.2,3.8,3.6,2023,7,2023-07-31,2023-08-01,3,3,2,2,0,11,282400,5,3,2,자녀 동반 여행,0,1;2;22,1;2;22,0.0
e_e005718,30,남,18,대중교통 등,5,7.0,160414,3,3.67,3.56,3.39,2023,7,2023-07-28,2023-07-31,8,2,3,2,4,19,310900,5,3,1,2인 여행(가족 외),1,22;24;4;6,22;24;6,0.0
e_e005745,30,남,4,자가용,5,7.0,0,1,4.75,4.75,5.0,2023,7,2023-07-29,2023-07-30,2,1,0,1,1,5,85600,4,3,1,2인 여행(가족 외),0,4;6;9,1;4;6,0.3333
e_e005752,30,남,4,대중교통 등,1,5.0,0,1,4.25,3.75,4.25,2023,7,2023-07-29,2023-07-30,4,0,0,0,0,4,54600,1,3,1,2인 여행(가족 외),0,1;2;4;6;7,1;22;26,0.6667
e_e005759,20,남,20,대중교통 등,2,7.0,176634,3,4.2,3.95,3.8,2023,8,2023-08-02,2023-08-05,10,2,2,6,11,32,387200,6,3,1,2인 여행(가족 외),0,22;24;27;6;9,24;6;9,0.0
e_e005763,30,남,4,자가용,2,10.0,0,2,4.75,4.25,4.25,2023,8,2023-08-05,2023-08-07,3,4,4,1,1,13,112500,5,3,2,자녀 동반 여행,0,1;12;2;22;4,1;11;22,0.3333
e_e005765,40,남,4,자가용,5,7.0,0,1,4.0,4.0,3.75,2023,7,2023-07-27,2023-07-28,3,1,1,0,0,5,78400,3,3,1,2인 여행(가족 외),0,1;4,1;4;6,0.3333
e_e005775,50,여,9,대중교통 등,3,9.0,0,1,4.22,4.33,4.11,2023,8,2023-08-02,2023-08-03,4,1,3,2,4,17,23000,7,3,0,나홀로 여행,0,1;10;21;22,10;22;6,0.3333
e_e005781,20,여,13,대중교통 등,3,4.0,339812,3,4.46,4.46,4.31,2023,8,2023-08-04,2023-08-07,5,5,4,3,4,21,349520,5,3,4,부모 동반 여행,0,21;25;5,21;25;4,0.3333
e_e005790,30,남,9,자가용,6,10.0,140000,2,4.11,4.0,3.89,2023,7,2023-07-30,2023-08-01,2,1,3,0,2,9,102930,5,3,2,자녀 동반 여행,1,8,11;5;8,0.6667
e_e005793,40,여,7,자가용,5,5.0,233429,2,4.14,3.71,3.86,2023,7,2023-07-28,2023-07-30,4,3,0,1,2,10,192400,4,3,1,2인 여행(가족 외),0,1;23;4,1;23;4,0.0
e_e005803,20,남,4,대중교통 등,4,9.0,0,1,4.75,4.5,4.5,2023,7,2023-07-29,2023-07-30,2,4,0,0,1,7,102300,3,3,0,나홀로 여행,0,1,1;22;24,0.6667
e_e005804,30,여,3,대중교통 등,4,4.0,0,1,2.67,4.33,4.33,2023,8,2023-08-01,2023-08-02,2,1,1,1,0,7,13500,5,3,0,나홀로 여행,1,1;11;3;4;6,1;22;6,0.3333
e_e005807,30,여,11,대중교통 등,3,5.0,0,1,4.64,4.64,4.64,2023,8,2023-08-19,2023-08-20,5,2,2,0,0,15,206700,4,3,0,나홀로 여행,0,4;6,1;3;6,0.6667
e_e005810,20,여,3,대중교통 등,2,7.0,0,1,4.0,4.0,3.33,2023,7,2023-07-29,2023-07-30,2,0,2,2,2,8,13600,4,3,1,2인 여행(가족 외),1,22;26;5,22;3;5,0.3333
e_e005813,20,여,21,대중교통 등,4,7.0,181748,3,3.71,3.57,3.43,2023,8,2023-08-02,2023-08-05,9,4,4,2,5,24,164930,5,3,0,나홀로 여행,1,1;22;23;4;6,22;24;6,0.3333
e_e005822,40,남,4,자가용,2,6.0,0,1,3.25,4.0,4.0,2023,7,2023-07-29,2023-07-30,1,1,1,1,2,7,73000,6,3,2,자녀 동반 여행,1,1;22;27;6,22;24;26,0.6667
e_e005826,60,여,3,자가용,6,7.0,0,1,4.0,4.0,3.67,2023,7,2023-07-30,2023-07-31,2,0,1,1,0,4,71600,3,3,3,3인 이상 여행(가족 외),0,22;24;26,22;26;3,0.3333
e_e005831,20,남,6,대중교통 등,4,7.0,0,1,4.0,3.83,3.67,2023,7,2023-07-29,2023-07-30,3,2,1,0,2,8,122800,4,3,1,2인 여행(가족 외),0,1;22;26;4,1;22;26,0.0
e_e005833,20,남,5,대중교통 등,4,8.0,79000,2,4.2,4.4,3.8,2023,8,2023-08-04,2023-08-06,3,3,2,0,0,8,143900,3,3,1,2인 여행(가족 외),0,23;6;9,22;23;9,0.3333
e_e005840,20,남,3,대중교통 등,1,4.0,0,1,3.67,5.0,5.0,2023,7,2023-07-30,2023-07-31,1,1,3,3,2,10,9780,5,3,1,2인 여행(가족 외),0,22;24;26;3;4;5;6,3;4;6,0.0
e_e005853,20,여,2,자가용,4,9.0,0,1,3.5,3.5,4.0,2023,7,2023-07-31,2023-08-01,2,1,0,1,1,5,127500,4,3,1,2인 여행(가족 외),1,1;21;22;27;5,1;22;5,0.0
e_e005860,60,여,9,대중교통 등,3,4.0,300000,2,4.67,4.44,4.44,2023,8,2023-08-19,2023-08-21,3,1,2,3,1,11,196400,6,3,4,3대 동반 여행(친척 포함),0,12;21;22;24;4,2;26;4,0.6667
e_e005862,30,여,7,대중교통 등,4,10.0,0,1,3.43,3.43,3.0,2023,7,2023-07-29,2023-07-30,4,5,2,0,0,11,184866,3,3,1,2인 여행(가족 외),1,1;11;22;26;4,11;22;26,0.0
e_e005863,40,여,4,자가용,5,12.0,585000,2,4.0,3.75,3.5,2023,8,2023-08-06,2023-08-08,4,2,0,0,2,9,393650,4,3,6,3인 이상 여행(가족 외),1,1;22;23;26,1;22;23,0.0
e_e005876,30,여,8,자가용,6,7.0,181090,2,4.0,4.12,4.12,2023,8,2023-08-16,2023-08-18,4,1,0,1,2,9,202230,5,3,0,나홀로 여행,0,22;23;27;8,22;23;24,0.3333
e_e005885,20,여,4,자가용,4,7.0,0,1,5.0,5.0,4.5,2023,7,2023-07-29,2023-07-30,3,0,1,1,1,6,66400,4,3,1,2인 여행(가족 외),0,1;24;26;27;28,2;22;24,0.6667
e_e005886,30,남,11,대중교통 등,4,5.0,0,2,4.55,4.45,4.36,2023,8,2023-08-05,2023-08-07,5,3,0,0,1,12,317600,5,3,3,3인 이상 여행(가족 외),0,1;22;26;4;7,1;22;7,0.0
e_e005891,40,남,9,자가용,10,7.0,90000,2,5.0,5.0,5.0,2023,8,2023-08-12,2023-08-14,5,1,3,2,2,14,240500,6,3,1,2인 여행(가족 외),0,21;22;26;4;5,12;21;22,0.3333
e_e005899,40,남,1,자가용,5,6.0,0,1,5.0,5.0,5.0,2023,7,2023-07-29,2023-07-30,1,1,1,1,1,5,146800,5,3,2,자녀 동반 여행,0,2,2;5;7,0.6667
e_e005910,30,여,2,대중교통 등,6,11.0,0,1,5.0,5.0,5.0,2023,7,2023-07-30,2023-07-31,2,0,1,0,0,3,57000,2,3,1,2인 가족 여행,0,1;4;6,1;4;6,0.0
e_e005915,30,여,7,자가용,4,7.0,0,1,4.14,4.57,4.14,2023,7,2023-07-30,2023-07-31,3,1,2,5,3,14,27900,5,3,0,나홀로 여행,0,1;22;24;4;5,1;21;5,0.3333
e_e005922,20,여,17,자가용,2,3.0,315000,3,4.41,4.29,4.24,2023,8,2023-08-21,2023-08-24,8,3,0,1,3,19,263250,5,3,1,2인 여행(가족 외),0,2;22;23;26,2;22;23,0.0
e_e005926,60,여,8,자가용,1,6.0,140000,2,4.38,4.5,4.62,2023,9,2023-09-17,2023-09-19,4,3,0,2,3,12,245250,4,3,1,2인 여행(가족 외),0,1;10;21,1;23;6,0.6667
e_e005930,20,여,13,대중교통 등,4,6.0,79399,2,4.69,4.77,4.69,2023,8,2023-08-26,2023-08-28,6,1,3,2,4,17,302900,6,3,0,나홀로 여행,0,2;22;4;6,2;22;6,0.0
e_e005935,30,여,4,자가용,5,7.0,0,1,4.0,3.75,3.5,2023,7,2023-07-30,2023-07-31,4,0,0,2,0,8,47300,3,3,1,2인 여행(가족 외),1,22;24;25;26;3,25;26;3,0.0
e_e005940,50,남,3,자가용,1,8.0,135000,2,5.0,5.0,5.0,2023,8,2023-08-04,2023-08-06,4,0,0,0,1,5,92900,2,3,3,3인 이상 여행(가족 외),0,10,1;10;5,0.6667
e_e005945,30,남,11,자가용,7,9.0,443000,3,5.0,4.82,4.73,2023,8,2023-08-13,2023-08-16,9,1,3,0,4,18,281800,5,3,1,2인 가족 여행,0,22;23;24;7,2;22;23,0.3333
e_e005947,40,여,4,대중교통 등,2,4.0,0,2,5.0,5.0,5.0,2023,8,2023-08-05,2023-08-07,2,0,5,4,2,13,140000,4,3,4,3인 이상 여행(가족 외),0,10;11;2;21;22;23;5,10;11;5,0.0
e_e005961,30,여,7,대중교통 등,5,7.0,0,1,3.0,3.29,3.0,2023,8,2023-08-11,2023-08-12,2,0,1,0,0,7,56800,3,3,1,2인 여행(가족 외),1,1;2;22;3,22;3;9,0.3333
e_e005965,30,남,3,자가용,7,11.0,0,1,5.0,4.67,4.67,2023,8,2023-08-05,2023-08-06,1,1,0,1,0,4,23650,4,3,1,2인 가족 여행,0,1;25;4,1;25;26,0.3333
e_e005970,40,여,4,자가용,4,7.0,0,1,3.5,4.25,4.5,2023,8,2023-08-04,2023-08-05,2,0,1,1,1,5,61500,4,3,4,3인 이상 여행(가족 외),1,22,2;22;26,0.6667
e_e005973,20,남,4,대중교통 등,2,6.0,0,1,3.5,3.25,3.25,2023,7,2023-07-30,2023-07-31,3,1,1,2,1,10,82000,6,3,1,2인 여행(가족 외),1,2;4,12;2;4,0.3333
e_e005978,20,여,4,대중교통 등,1,11.0,255000,2,4.25,4.25,3.25,2023,8,2023-08-01,2023-08-03,4,2,2,1,2,11,77000,5,3,1,2인 여행(가족 외),1,1;21;22;5;8,1;22;5,0.0
e_e005999,20,여,4,자가용,4,7.0,0,1,4.75,4.25,4.25,2023,7,2023-07-30,2023-07-31,2,1,1,1,2,7,70000,5,3,1,2인 여행(가족 외),0,1;22;25;26,25;3;6,0.6667
e_e006003,20,남,3,대중교통 등,2,11.0,0,1,4.67,4.33,4.33,2023,8,2023-08-14,2023-08-15,2,0,0,0,0,3,78800,2,3,1,2인 여행(가족 외),0,1;22;26;5,1;22;26,0.0
e_e006005,20,여,6,자가용,4,4.0,0,1,5.0,5.0,5.0,2023,8,2023-08-12,2023-08-13,3,1,1,0,1,7,142900,5,3,1,2인 여행(가족 외),0,1;6;9,1;11;6,0.3333
e_e006014,30,여,11,자가용,4,7.0,59500,2,4.45,4.18,4.36,2023,8,2023-08-14,2023-08-16,4,2,4,1,3,15,70500,6,3,1,자녀 동반 여행,0,1;22;23;26;27,22;23;3,0.3333
e_e006016,60,여,10,대중교통 등,3,8.0,87120,2,4.0,3.6,3.5,2023,8,2023-08-02,2023-08-04,4,3,3,1,1,12,233200,5,3,1,2인 가족 여행,1,21;22;23;4;6,1;4;6,0.3333
e_e006022,40,여,13,자가용,5,7.0,302800,2,4.85,4.85,4.77,2023,8,2023-08-02,2023-08-04,5,0,5,2,4,17,140100,5,3,3,자녀 동반 여행,0,3;4;5;6;9,23;3;4,0.3333
e_e006025,20,여,4,대중교통 등,1,5.0,0,1,5.0,5.0,5.0,2023,8,2023-08-07,2023-08-08,2,2,0,1,1,6,72500,4,3,1,2인 가족 여행,0,1;22;26,1;22;26,0.0
e_e006028,20,여,4,대중교통 등,4,6.0,0,1,4.75,4.75,4.5,2023,7,2023-07-30,2023-07-31,3,0,0,0,1,5,154800,3,3,1,2인 여행(가족 외),0,22;26;4,22;26;4,0.0
e_e006029,40,여,4,자가용,4,7.0,0,1,4.25,3.5,3.5,2023,8,2023-08-05,2023-08-06,2,0,1,1,2,6,246500,4,3,9,3인 이상 여행(가족 외),1,22;27;28;5,27;28;5,0.0
e_e006030,30,여,8,자가용,5,7.0,250000,2,5.0,5.0,4.88,2023,8,2023-08-28,2023-08-30,3,2,1,3,1,11,157360,6,3,1,2인 여행(가족 외),0,23;3;6,23;3;6,0.0
e_e006032,30,남,4,자가용,5,12.0,0,1,5.0,4.75,5.0,2023,7,2023-07-30,2023-07-31,2,1,0,1,0,5,121600,4,3,1,2인 여행(가족 외),0,5,1;2;5,0.6667
e_e006033,20,남,13,대중교통 등,2,5.0,0,1,4.77,4.62,4.31,2023,7,2023-07-30,2023-07-31,8,3,1,2,0,18,123000,5,3,1,2인 여행(가족 외),0,1;26;4;6,1;26;4,0.0
e_e006041,20,남,10,대중교통 등,2,10.0,138000,2,3.8,4.2,4.1,2023,8,2023-08-30,2023-09-01,5,2,0,2,5,17,152480,5,3,1,2인 여행(가족 외),1,22;23;24,22;23;24,0.0
e_e006042,60,남,4,자가용,6,12.0,250000,2,4.5,4.5,4.5,2023,8,2023-08-13,2023-08-15,4,0,1,1,2,8,128390,4,3,2,3대 동반 여행(친척 포함),0,2;22;23,23;4;8,0.6667
e_e006050,40,남,7,자가용,3,9.0,279900,2,4.43,4.43,4.43,2023,8,2023-08-16,2023-08-18,4,2,0,1,3,11,418588,5,3,4,3인 이상 여행(가족 외),0,21;22;27,21;22;27,0.0
e_e006052,40,남,1,자가용,5,7.0,0,1,5.0,5.0,5.0,2023,8,2023-08-06,2023-08-07,1,1,0,0,0,2,44300,2,3,3,3인 이상 여행(가족 외),0,1;22;24;26;28;4,22;26;28,0.0
e_e006057,60,여,5,대중교통 등,4,7.0,0,1,4.2,3.8,3.6,2023,8,2023-08-05,2023-08-06,3,0,0,1,1,6,142600,4,3,1,2인 여행(가족 외),1,1;2;3;4;5,27;28;5,0.6667
e_e006059,30,여,13,대중교통 등,4,8.0,150000,2,4.08,3.92,3.92,2023,8,2023-08-14,2023-08-16,5,1,2,2,1,13,319400,6,3,1,2인 가족 여행,0,22;23;3;6,1;3;6,0.3333
e_e006069,20,여,5,자가용,3,11.0,197000,2,4.6,4.6,4.6,2023,8,2023-08-01,2023-08-03,4,1,0,1,3,9,241450,4,3,3,부모 동반 여행,0,12;22;26;27;8,12;22;8,0.0
e_e006073,60,여,2,자가용,1,5.0,0,1,4.5,4.5,4.5,2023,8,2023-08-04,2023-08-05,2,0,0,0,1,4,215200,3,3,4,3대 동반 여행(친척 포함),0,8,24;5;8,0.6667
e_e006081,20,여,9,자가용,5,7.0,118843,2,4.33,4.33,4.22,2023,8,2023-08-26,2023-08-28,4,1,2,3,2,12,275000,5,3,1,2인 여행(가족 외),0,2;22;23;26,2;22;23,0.0
e_e006086,20,여,9,자가용,4,6.0,125000,2,3.67,3.56,3.44,2023,8,2023-08-26,2023-08-28,5,0,2,4,4,15,149700,4,3,1,2인 여행(가족 외),1,1;22;23;4;9,24;6;9,0.6667
e_e006090,30,여,3,자가용,1,9.0,0,1,3.67,3.67,3.67,2023,8,2023-08-24,2023-08-25,1,0,0,1,0,3,205200,3,3,1,자녀 동반 여행,1,1;21;22,11;22;24,0.6667
e_e006098,30,여,14,대중교통 등,5,7.0,0,1,4.07,4.14,4.43,2023,8,2023-08-05,2023-08-06,4,0,2,6,3,21,153700,5,3,2,3인 이상 여행(가족 외),0,21;24;27;3;6,21;3;6,0.0
