TRAVEL_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_MISSION_CHECK,TRAVEL_LENGTH,SEASON_Fall,SEASON_Summer,SEASON_nan,WEEKEND_RATIO,SEASON_Spring,activity_payment_sum,activity_payment_count,activity_store_count,activity_history_rows,activity_type_unique,lodging_payment_sum,lodging_payment_count,lodging_store_count,IS_FAILED_TRIP,visit_trip_days,visit_move_cnt,AVG_ACTIVITIES_PER_DAY,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_STATUS_ACCOMPANY,TRAVEL_COMPANIONS_NUM
e_e002753,11;2;23;6;7,2023-06-10,2023-06-12,자가용,6;11;23,3,False,True,False,0.6666666666666666,False,145400,8,8,16,5,30000,1,1,1.0,3.0,11.0,5.333333333333333,43.0,여,20.0,5.0,1.0,3.0,3.0,4.0,6.0,2.0,1.0,2인 여행(가족 외),1.0
e_e002754,22;26;4;6,2023-06-29,2023-07-01,자가용,6;23;22,3,False,True,False,0.3333333333333333,False,201500,7,7,9,4,120920,1,1,0.0,3.0,9.0,3.0,44.0,남,20.0,4.0,1.0,1.0,12.0,4.0,7.0,2.0,2.0,2인 여행(가족 외),1.0
e_e002755,1;3;4;6;22,2023-06-17,2023-06-18,대중교통 등,3;22;1,2,False,True,False,1.0,False,24300,2,2,7,3,119000,0,0,0.0,2.0,6.0,3.5,41.0,남,50.0,4.0,2.0,2.0,7.0,11.0,11.0,4.0,1.0,나홀로 여행,0.0
e_e002756,10;2;22;26,2023-06-16,2023-06-18,자가용,22;26;2,3,False,True,False,0.6666666666666666,False,296130,9,9,14,5,119000,0,0,0.0,3.0,13.0,4.666666666666667,11.0,남,20.0,5.0,1.0,1.0,2.0,5.0,7.0,2.0,3.0,2인 여행(가족 외),1.0
e_e002759,1,2023-06-10,2023-06-11,대중교통 등,1;22;21,2,False,True,False,1.0,False,37700,2,2,9,6,119000,0,0,1.0,2.0,8.0,4.5,11.0,여,50.0,6.0,1.0,1.0,3.0,3.0,7.0,2.0,1.0,나홀로 여행,0.0
e_e002760,11;2;22;24,2023-06-10,2023-06-11,자가용,24;22;11,2,False,True,False,1.0,False,85200,5,5,4,2,119000,0,0,0.0,2.0,5.0,2.0,11.0,남,30.0,6.0,2.0,4.0,13.0,3.0,9.0,2.0,2.0,자녀 동반 여행,1.0
e_e002763,23;24,2023-07-01,2023-07-03,대중교통 등,1;23;24,3,False,True,False,0.6666666666666666,False,57300,2,2,7,4,157000,1,1,0.0,3.0,7.0,2.3333333333333335,41.0,남,20.0,6.0,1.0,4.0,3.0,4.0,6.0,2.0,3.0,2인 여행(가족 외),1.0
e_e002764,2;22;25;26;28,2023-06-25,2023-06-26,자가용,25;26;28,2,False,True,False,0.5,False,64500,3,3,4,4,119000,0,0,1.0,2.0,6.0,2.0,11.0,남,30.0,5.0,2.0,2.0,4.0,3.0,7.0,2.0,2.0,2인 여행(가족 외),1.0
e_e002767,1;21;22;27,2023-06-17,2023-06-19,자가용,22;2;21,3,False,True,False,0.6666666666666666,False,463480,7,6,13,6,500000,1,1,0.0,3.0,7.0,4.333333333333333,28.0,여,20.0,5.0,1.0,4.0,2.0,5.0,6.0,2.0,2.0,부모 동반 여행,12.0
e_e002770,1;23,2023-07-01,2023-07-03,자가용,23;24;1,3,False,True,False,0.6666666666666666,False,110090,6,4,16,4,381123,1,1,0.0,3.0,15.0,5.333333333333333,41.0,여,30.0,6.0,2.0,2.0,2.0,5.0,7.0,3.0,3.0,2인 가족 여행,1.0
e_e002773,1;2;3;4;5,2023-06-17,2023-06-18,자가용,13;24;21,2,False,True,False,1.0,False,74000,3,3,8,4,119000,0,0,0.0,2.0,5.0,4.0,11.0,여,60.0,6.0,2.0,4.0,13.0,4.0,6.0,3.0,2.0,부모 동반 여행,1.0
e_e002775,2;27;28,2023-06-24,2023-06-25,자가용,21;6;27,2,False,True,False,1.0,False,137000,2,2,12,5,119000,0,0,0.0,2.0,7.0,6.0,11.0,여,40.0,6.0,2.0,3.0,3.0,8.0,11.0,2.0,1.0,자녀 동반 여행,2.0
e_e002782,21;22;24;8,2023-07-08,2023-07-10,자가용,8;22;11,3,False,True,False,0.6666666666666666,False,84000,0,0,2,1,170000,1,1,0.0,3.0,3.0,0.6666666666666666,11.0,여,30.0,5.0,2.0,4.0,4.0,1.0,5.0,2.0,2.0,자녀 동반 여행,3.0
e_e002784,1;27;3;24;22;21;6,2023-06-23,2023-06-25,대중교통 등,6;3;4,3,False,True,False,0.6666666666666666,False,124850,6,6,13,7,103977,1,1,1.0,3.0,14.0,4.333333333333333,27.0,여,20.0,6.0,1.0,3.0,3.0,2.0,9.0,2.0,2.0,나홀로 여행,0.0
e_e002786,2;26,2023-06-10,2023-06-11,자가용,2;3;11,2,False,True,False,1.0,False,32700,2,2,6,4,119000,0,0,1.0,2.0,5.0,3.0,11.0,여,30.0,7.0,2.0,4.0,3.0,6.0,10.0,1.0,1.0,자녀 동반 여행,3.0
e_e002793,10;3,2023-06-13,2023-06-14,자가용,10;3;1,2,False,True,False,0.0,False,32000,4,4,7,5,119000,0,0,0.0,2.0,8.0,3.5,11.0,남,40.0,5.0,1.0,1.0,9.0,4.0,7.0,3.0,6.0,나홀로 여행,0.0
e_e002800,2;22;23;24;26,2023-06-10,2023-06-12,자가용,2;22;24,3,False,True,False,0.6666666666666666,False,336400,8,6,9,4,60000,1,1,1.0,3.0,9.0,3.0,43.0,여,60.0,6.0,2.0,3.0,3.0,1.0,6.0,2.0,5.0,3대 동반 여행(친척 포함),3.0
e_e002812,1;22;4,2023-06-10,2023-06-12,대중교통 등,24;21;6,3,False,True,False,0.6666666666666666,False,189200,8,8,24,5,113219,1,1,0.0,3.0,23.0,8.0,29.0,남,30.0,6.0,1.0,4.0,2.0,6.0,11.0,2.0,1.0,2인 여행(가족 외),1.0
e_e002915,25,2023-06-18,2023-06-20,자가용,25;1;22,3,False,True,False,0.3333333333333333,False,105600,4,4,10,5,159000,1,1,0.0,3.0,7.0,3.3333333333333335,11.0,여,20.0,6.0,1.0,4.0,13.0,5.0,12.0,2.0,1.0,2인 여행(가족 외),1.0
e_e002916,22;6,2023-07-08,2023-07-10,대중교통 등,6;22;4,3,False,True,False,0.6666666666666666,False,276500,4,4,7,4,119000,0,0,0.0,3.0,9.0,2.3333333333333335,45.0,여,30.0,5.0,1.0,4.0,2.0,4.0,5.0,3.0,3.0,나홀로 여행,0.0
e_e002922,1;22;24;26;4,2023-06-17,2023-06-18,자가용,2;6;24,2,False,True,False,1.0,False,108150,5,4,10,5,119000,0,0,0.0,2.0,7.0,5.0,11.0,남,30.0,7.0,1.0,4.0,3.0,5.0,8.0,2.0,2.0,2인 여행(가족 외),1.0
e_e002923,22;8,2023-06-25,2023-06-27,자가용,8;5;22,3,False,True,False,0.3333333333333333,False,47300,1,1,4,3,229000,1,1,0.0,3.0,4.0,1.3333333333333333,41.0,여,40.0,6.0,2.0,3.0,3.0,6.0,11.0,3.0,6.0,자녀 동반 여행,5.0
e_e002925,2;21;6,2023-06-10,2023-06-11,자가용,4;3;21,2,False,True,False,1.0,False,223000,1,1,5,3,119000,0,0,0.0,2.0,5.0,2.5,11.0,남,60.0,6.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,자녀 동반 여행,4.0
e_e002928,12;21;22;28;3,2023-06-10,2023-06-12,자가용,22;3;13,3,False,True,False,0.6666666666666666,False,169400,2,2,8,4,119000,0,0,0.0,3.0,7.0,2.6666666666666665,11.0,여,30.0,6.0,1.0,1.0,3.0,4.0,7.0,3.0,2.0,나홀로 여행,0.0
e_e002931,25;28,2023-06-11,2023-06-12,자가용,3;28;21,2,False,True,False,0.5,False,42000,1,1,2,2,119000,0,0,0.0,2.0,4.0,1.0,41.0,남,50.0,4.0,2.0,4.0,7.0,7.0,10.0,3.0,12.0,3인 이상 여행(가족 외),3.0
e_e002932,1;21;22;24;26,2023-06-17,2023-06-18,자가용,1;4;26,2,False,True,False,1.0,False,150540,2,2,5,4,119000,0,0,0.0,2.0,6.0,2.5,41.0,여,60.0,4.0,2.0,2.0,11.0,3.0,4.0,3.0,2.0,2인 가족 여행,1.0
e_e002935,23;22;2,2023-06-17,2023-06-19,자가용,2;23;22,3,False,True,False,0.6666666666666666,False,193000,4,3,5,3,690000,1,1,0.0,3.0,6.0,1.6666666666666667,11.0,여,30.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,자녀 동반 여행,5.0
e_e002937,21;22;23;26,2023-06-10,2023-06-12,자가용,11;22;23,3,False,True,False,0.6666666666666666,False,325100,6,5,12,4,80869,1,1,0.0,3.0,12.0,4.0,11.0,여,20.0,6.0,2.0,2.0,3.0,4.0,7.0,2.0,3.0,2인 가족 여행,1.0
e_e002938,1;22;26,2023-06-12,2023-06-13,대중교통 등,1;21;22,2,False,True,False,0.0,False,62810,6,4,9,3,119000,0,0,0.0,2.0,10.0,4.5,44.0,여,20.0,6.0,1.0,4.0,3.0,4.0,10.0,3.0,4.0,2인 가족 여행,1.0
e_e002939,22,2023-06-24,2023-06-26,자가용,22;24;5,3,False,True,False,0.6666666666666666,False,440420,4,4,9,4,329000,1,1,1.0,3.0,10.0,3.0,41.0,여,30.0,6.0,2.0,2.0,3.0,4.0,7.0,2.0,1.0,나홀로 여행,0.0
e_e002940,2;22;24;27;5,2023-07-08,2023-07-10,자가용,5;24;21,3,False,True,False,0.6666666666666666,False,856500,5,5,6,3,380000,1,1,1.0,3.0,8.0,2.0,41.0,여,30.0,6.0,1.0,3.0,12.0,1.0,4.0,3.0,3.0,3인 이상 여행(가족 외),9.0
e_e002949,5,2023-06-24,2023-06-25,대중교통 등,5;4;22,2,False,True,False,1.0,False,82000,3,3,7,5,119000,0,0,0.0,2.0,9.0,3.5,41.0,여,40.0,7.0,2.0,3.0,2.0,7.0,12.0,2.0,2.0,2인 가족 여행,1.0
e_e002957,1;4;8,2023-06-17,2023-06-19,자가용,1;4;8,3,False,True,False,0.6666666666666666,False,817390,11,9,11,5,1200000,1,1,0.0,3.0,9.0,3.6666666666666665,41.0,남,40.0,7.0,2.0,3.0,2.0,7.0,9.0,2.0,2.0,자녀 동반 여행,2.0
e_e002958,22;26;27;4;5,2023-06-17,2023-06-19,자가용,5;27;22,3,False,True,False,0.6666666666666666,False,296578,6,6,9,5,74000,1,1,0.0,3.0,10.0,3.0,11.0,여,30.0,6.0,1.0,4.0,2.0,4.0,5.0,2.0,3.0,3인 이상 여행(가족 외),2.0
e_e002965,1;3;22,2023-06-17,2023-06-19,자가용,3;1;22,3,False,True,False,0.6666666666666666,False,99810,4,4,7,5,0,1,1,0.0,3.0,9.0,2.3333333333333335,41.0,남,30.0,6.0,2.0,2.0,5.0,3.0,4.0,3.0,6.0,2인 가족 여행,1.0
e_e002972,1;22;6,2023-06-24,2023-06-25,대중교통 등,6;1;22,2,False,True,False,1.0,False,84600,6,6,9,5,119000,0,0,1.0,2.0,10.0,4.5,26.0,여,30.0,6.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,나홀로 여행,0.0
e_e002973,22;27;8,2023-06-23,2023-06-25,대중교통 등,3;8;22,3,False,True,False,0.6666666666666666,False,67920,3,3,10,5,119000,0,0,0.0,3.0,8.0,3.3333333333333335,11.0,여,60.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,3대 동반 여행(친척 포함),4.0
e_e002976,1;23;3;6,2023-07-07,2023-07-09,대중교통 등,6;23;3,3,False,True,False,0.6666666666666666,False,246339,11,11,16,6,109500,1,1,1.0,3.0,15.0,5.333333333333333,26.0,여,30.0,6.0,1.0,3.0,7.0,6.0,11.0,3.0,3.0,나홀로 여행,0.0
e_e002980,27,2023-06-24,2023-06-26,자가용,2;27;1,3,False,True,False,0.6666666666666666,False,165000,3,3,4,4,119000,0,0,1.0,3.0,7.0,1.3333333333333333,41.0,남,20.0,6.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,부모 동반 여행,2.0
e_e002981,21;22;24;26,2023-06-15,2023-06-16,대중교통 등,24;26;22,2,False,True,False,0.0,False,76000,2,2,4,3,119000,0,0,1.0,2.0,4.0,2.0,41.0,여,60.0,2.0,4.0,1.0,9.0,3.0,7.0,3.0,3.0,자녀 동반 여행,1.0
e_e002984,5;6;22;24,2023-06-18,2023-06-19,대중교통 등,5;28;24,2,False,True,False,0.5,False,18400,1,1,4,4,119000,0,0,1.0,2.0,4.0,2.0,11.0,여,20.0,6.0,1.0,3.0,3.0,4.0,8.0,1.0,1.0,2인 여행(가족 외),1.0
e_e002985,1;22;24;5;6,2023-06-18,2023-06-19,자가용,13;6;22,2,False,True,False,0.5,False,140300,3,3,4,3,119000,0,0,0.0,2.0,4.0,2.0,41.0,남,40.0,6.0,1.0,2.0,3.0,4.0,6.0,2.0,1.0,3인 이상 여행(가족 외),2.0
e_e002986,1;2;24;6;9,2023-06-17,2023-06-19,자가용,2;22;6,3,False,True,False,0.6666666666666666,False,115800,6,6,10,4,60000,1,1,1.0,3.0,9.0,3.3333333333333335,11.0,남,20.0,6.0,1.0,1.0,3.0,4.0,7.0,3.0,4.0,2인 여행(가족 외),1.0
e_e002987,1;22;24;26,2023-06-16,2023-06-17,대중교통 등,3;24;28,2,False,True,False,0.5,False,32400,3,3,10,5,119000,0,0,1.0,2.0,7.0,5.0,41.0,여,30.0,6.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,2인 가족 여행,1.0
e_e002991,22;12;3;4;21,2023-06-10,2023-06-12,자가용,1;3;4,3,False,True,False,0.6666666666666666,False,502700,9,9,22,5,119000,0,0,1.0,3.0,23.0,7.333333333333333,41.0,여,40.0,4.0,2.0,2.0,11.0,2.0,4.0,4.0,1.0,3인 이상 가족 여행(친척 포함),3.0
e_e003000,4;4;4;22;27,2023-06-29,2023-06-30,대중교통 등,4;1;9,2,False,True,False,0.0,False,12000,3,2,8,5,119000,0,0,1.0,2.0,8.0,4.0,11.0,여,20.0,4.0,1.0,4.0,12.0,1.0,6.0,3.0,5.0,나홀로 여행,0.0
e_e003001,1;23;4;6;9,2023-06-16,2023-06-18,대중교통 등,1;6;23,3,False,True,False,0.6666666666666666,False,357900,18,18,24,6,316750,2,2,0.0,3.0,16.0,8.0,29.0,여,30.0,6.0,2.0,2.0,3.0,5.0,6.0,2.0,1.0,2인 가족 여행,1.0
e_e003002,11;21;22;24;26,2023-07-07,2023-07-09,자가용,11;21;26,3,False,True,False,0.6666666666666666,False,84000,0,0,6,4,180000,1,1,0.0,3.0,6.0,2.0,41.0,남,30.0,6.0,2.0,3.0,11.0,2.0,6.0,2.0,1.0,자녀 동반 여행,1.0
e_e003003,1;3;9;21;22;24;25;26,2023-06-12,2023-06-13,자가용,1;24;21,2,False,True,False,0.0,False,156490,5,4,6,5,119000,0,0,0.0,2.0,5.0,3.0,11.0,남,60.0,6.0,2.0,4.0,2.0,7.0,11.0,2.0,4.0,2인 가족 여행,1.0
e_e003004,22;23;9;12;24;4;26,2023-07-01,2023-07-03,대중교통 등,12;3;22,3,False,True,False,0.6666666666666666,False,90900,8,8,14,4,110000,1,1,1.0,3.0,14.0,4.666666666666667,41.0,남,30.0,6.0,1.0,3.0,3.0,4.0,12.0,2.0,2.0,2인 여행(가족 외),1.0
e_e003006,12;21;22;6,2023-06-11,2023-06-12,대중교통 등,3;6;22,2,False,True,False,0.5,False,82000,1,1,6,4,119000,0,0,0.0,2.0,7.0,3.0,41.0,남,30.0,4.0,2.0,2.0,7.0,7.0,10.0,2.0,1.0,2인 가족 여행,1.0
e_e003017,1;12;2;23;3,2023-06-11,2023-06-13,자가용,3;23;2,3,False,True,False,0.3333333333333333,False,131200,9,9,25,5,40000,1,1,0.0,3.0,17.0,8.333333333333334,44.0,남,30.0,6.0,1.0,1.0,3.0,5.0,7.0,2.0,4.0,2인 여행(가족 외),1.0
e_e003019,1;4;6;13;1;1;1,2023-06-15,2023-06-16,대중교통 등,1;4;6,2,False,True,False,0.0,False,76320,3,3,7,3,119000,0,0,1.0,2.0,8.0,3.5,28.0,남,30.0,6.0,1.0,1.0,13.0,2.0,7.0,3.0,1.0,나홀로 여행,0.0
e_e003020,2;22;27;4;6,2023-07-02,2023-07-04,자가용,6;1;26,3,False,True,False,0.3333333333333333,False,332700,7,7,16,5,90000,1,1,0.0,3.0,16.0,5.333333333333333,29.0,남,20.0,7.0,1.0,1.0,12.0,2.0,7.0,2.0,2.0,2인 여행(가족 외),1.0
e_e003022,23;24;22;3;1,2023-07-01,2023-07-03,자가용,23;5;1,3,False,True,False,0.6666666666666666,False,172300,4,4,11,5,250000,1,1,0.0,3.0,9.0,3.6666666666666665,11.0,여,30.0,6.0,2.0,4.0,3.0,7.0,12.0,3.0,3.0,자녀 동반 여행,2.0
e_e003023,8;22;24;5,2023-07-08,2023-07-10,자가용,8;5;22,3,False,True,False,0.6666666666666666,False,77000,2,2,11,4,27500,1,1,0.0,3.0,8.0,3.6666666666666665,11.0,남,40.0,7.0,2.0,4.0,3.0,5.0,11.0,2.0,1.0,자녀 동반 여행,3.0
e_e003025,2;3;6;9,2023-06-11,2023-06-12,자가용,2;3;6,2,False,True,False,0.5,False,81500,6,6,10,5,119000,0,0,0.0,2.0,9.0,5.0,41.0,남,60.0,7.0,1.0,2.0,3.0,12.0,12.0,2.0,5.0,2인 가족 여행,1.0
e_e003033,2;22;23;26,2023-06-11,2023-06-13,자가용,2;22;26,3,False,True,False,0.3333333333333333,False,189290,8,7,8,3,87360,1,1,0.0,3.0,7.0,2.6666666666666665,43.0,남,30.0,6.0,1.0,3.0,3.0,4.0,5.0,2.0,1.0,2인 여행(가족 외),1.0
e_e003034,2;21;22;23;6,2023-06-18,2023-06-20,자가용,23;22;1,3,False,True,False,0.3333333333333333,False,118400,3,3,7,5,63000,1,1,1.0,3.0,5.0,2.3333333333333335,11.0,남,20.0,5.0,1.0,4.0,2.0,2.0,5.0,3.0,5.0,2인 가족 여행,1.0
e_e003039,1,2023-06-16,2023-06-18,자가용,1;8;24,3,False,True,False,0.6666666666666666,False,92850,3,3,8,5,120000,1,1,1.0,3.0,6.0,2.6666666666666665,41.0,여,30.0,6.0,2.0,4.0,5.0,11.0,12.0,2.0,1.0,나홀로 여행,0.0
e_e003040,1;11;3;4,2023-06-19,2023-06-20,자가용,1;4;22,2,False,True,False,0.0,False,60900,3,3,7,4,119000,0,0,1.0,2.0,6.0,3.5,41.0,남,40.0,6.0,2.0,4.0,11.0,1.0,6.0,2.0,1.0,자녀 동반 여행,1.0
e_e003045,1;24;3;4;6,2023-06-17,2023-06-18,자가용,4;11;3,2,False,True,False,1.0,False,133500,7,7,13,5,119000,0,0,0.0,2.0,10.0,6.5,41.0,여,30.0,5.0,1.0,3.0,3.0,4.0,8.0,3.0,4.0,나홀로 여행,0.0
e_e003051,22;3;4,2023-06-24,2023-06-26,대중교통 등,3;7;28,3,False,True,False,0.6666666666666666,False,105200,5,4,17,6,80000,1,1,1.0,3.0,14.0,5.666666666666667,41.0,남,60.0,6.0,1.0,1.0,4.0,2.0,7.0,2.0,3.0,2인 여행(가족 외),1.0
e_e003056,22;24;26;4;6,2023-06-25,2023-06-26,대중교통 등,6;26;22,2,False,True,False,0.5,False,172000,1,1,3,3,119000,0,0,0.0,2.0,3.0,1.5,41.0,여,20.0,6.0,1.0,2.0,12.0,2.0,4.0,3.0,2.0,2인 여행(가족 외),1.0
e_e003062,1;2;22;4;6,2023-06-23,2023-06-25,자가용,2;26;22,3,False,True,False,0.6666666666666666,False,183300,7,7,13,5,73997,1,1,0.0,3.0,10.0,4.333333333333333,28.0,남,30.0,6.0,1.0,1.0,2.0,4.0,7.0,2.0,1.0,2인 여행(가족 외),1.0
e_e003065,1;2;21;24;4,2023-07-02,2023-07-03,자가용,3;2;6,2,False,True,False,0.5,False,148600,8,8,10,3,119000,0,0,0.0,2.0,11.0,5.0,11.0,여,50.0,7.0,2.0,3.0,3.0,8.0,12.0,2.0,2.0,3인 이상 여행(가족 외),2.0
e_e003068,1;4;6;9,2023-06-11,2023-06-12,자가용,2;3;11,2,False,True,False,0.5,False,42600,5,5,6,2,119000,0,0,0.0,2.0,8.0,3.0,41.0,남,40.0,7.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,2인 여행(가족 외),1.0
e_e003071,2;3;22;1;6,2023-06-14,2023-06-16,대중교통 등,3;2;22,3,False,True,False,0.0,False,411200,10,9,19,7,40000,1,1,0.0,3.0,16.0,6.333333333333333,46.0,남,20.0,6.0,1.0,2.0,12.0,1.0,7.0,3.0,2.0,2인 여행(가족 외),1.0
e_e003073,1;11;2,2023-07-04,2023-07-06,대중교통 등,1;22;24,3,False,True,False,0.0,False,308550,5,5,6,3,718000,2,1,1.0,3.0,7.0,2.0,11.0,여,20.0,6.0,1.0,2.0,12.0,1.0,1.0,1.0,5.0,3인 이상 여행(가족 외),7.0
e_e003079,12;21;27;3,2023-07-01,2023-07-03,자가용,1;3;21,3,False,True,False,0.6666666666666666,False,881500,8,8,15,5,0,1,1,0.0,3.0,13.0,5.0,27.0,여,30.0,6.0,2.0,2.0,3.0,4.0,6.0,2.0,2.0,2인 여행(가족 외),1.0
e_e003080,8;27,2023-06-24,2023-06-26,자가용,8;27;7,3,False,True,False,0.6666666666666666,False,161890,4,4,7,4,418000,2,2,0.0,3.0,5.0,2.3333333333333335,11.0,남,30.0,5.0,1.0,2.0,4.0,6.0,6.0,2.0,1.0,나홀로 여행,0.0
e_e003083,1;22;24;3,2023-06-23,2023-06-24,대중교통 등,3;6;24,2,False,True,False,0.5,False,20600,2,2,11,5,119000,0,0,0.0,2.0,7.0,5.5,41.0,여,40.0,6.0,2.0,2.0,3.0,3.0,6.0,1.0,2.0,2인 여행(가족 외),1.0
e_e003086,1;22;4;6;7,2023-06-15,2023-06-17,대중교통 등,1;4;24,3,False,True,False,0.3333333333333333,False,92000,4,4,7,5,119000,0,0,0.0,3.0,9.0,2.3333333333333335,11.0,여,20.0,4.0,1.0,1.0,12.0,2.0,7.0,3.0,6.0,나홀로 여행,0.0
e_e003095,2;22,2023-06-25,2023-06-26,자가용,2;22;24,2,False,True,False,0.5,False,208900,5,5,6,4,119000,0,0,0.0,2.0,6.0,3.0,41.0,남,30.0,6.0,2.0,4.0,2.0,5.0,7.0,2.0,3.0,자녀 동반 여행,3.0
e_e003097,28,2023-06-17,2023-06-18,자가용,28;5;24,2,False,True,False,1.0,False,11000,1,1,2,2,119000,0,0,1.0,2.0,4.0,1.0,41.0,남,20.0,7.0,1.0,1.0,2.0,4.0,7.0,2.0,1.0,2인 여행(가족 외),1.0
e_e003102,1;22;23;4,2023-06-30,2023-07-02,대중교통 등,23;1;4,3,False,True,False,0.6666666666666666,False,40000,1,1,8,5,264650,1,1,1.0,3.0,6.0,2.6666666666666665,11.0,남,30.0,6.0,1.0,1.0,3.0,6.0,7.0,2.0,3.0,2인 여행(가족 외),1.0
e_e003103,2,2023-06-17,2023-06-18,자가용,2;8;22,2,False,True,False,1.0,False,110000,1,1,4,4,119000,0,0,0.0,2.0,4.0,2.0,41.0,여,30.0,5.0,2.0,4.0,11.0,1.0,5.0,1.0,1.0,자녀 동반 여행,3.0
e_e003107,2,2023-06-24,2023-06-26,자가용,1;2;6,3,False,True,False,0.6666666666666666,False,233100,7,5,13,6,104010,1,1,1.0,3.0,11.0,4.333333333333333,11.0,남,50.0,5.0,2.0,4.0,3.0,5.0,12.0,3.0,6.0,3인 이상 여행(가족 외),3.0
e_e003109,24,2023-06-24,2023-06-26,대중교통 등,22;1;5,3,False,True,False,0.6666666666666666,False,280700,5,5,7,4,276230,1,1,1.0,3.0,9.0,2.3333333333333335,11.0,남,40.0,4.0,1.0,1.0,4.0,3.0,7.0,3.0,2.0,3인 이상 여행(가족 외),3.0
e_e003115,2;21;22;23;6,2023-06-25,2023-06-27,자가용,23;27;2,3,False,True,False,0.3333333333333333,False,191800,8,7,13,6,150000,1,1,0.0,3.0,10.0,4.333333333333333,41.0,여,30.0,5.0,2.0,3.0,2.0,3.0,6.0,3.0,5.0,부모 동반 여행,3.0
e_e003116,1;22,2023-06-13,2023-06-14,대중교통 등,1;22;4,2,False,True,False,0.0,False,118100,4,4,8,5,119000,0,0,0.0,2.0,9.0,4.0,28.0,여,20.0,6.0,1.0,3.0,13.0,1.0,9.0,3.0,2.0,나홀로 여행,0.0
e_e003120,22;26,2023-07-02,2023-07-04,자가용,26;22;5,3,False,True,False,0.3333333333333333,False,157000,4,4,7,4,249000,1,1,0.0,3.0,8.0,2.3333333333333335,11.0,여,30.0,6.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,2인 가족 여행,1.0
e_e003126,1;22;4;5;8,2023-06-24,2023-06-26,자가용,22;9;2,3,False,True,False,0.6666666666666666,False,408700,8,8,13,5,205000,1,1,0.0,3.0,10.0,4.333333333333333,41.0,여,20.0,7.0,1.0,3.0,2.0,5.0,10.0,1.0,1.0,3인 이상 여행(가족 외),2.0
e_e003133,21;22;27;4,2023-07-08,2023-07-09,대중교통 등,3;27;21,2,False,True,False,1.0,False,46000,3,2,8,5,119000,0,0,0.0,2.0,8.0,4.0,28.0,남,40.0,6.0,2.0,4.0,2.0,5.0,6.0,2.0,2.0,나홀로 여행,0.0
e_e003137,5;1;22,2023-06-24,2023-06-25,자가용,5;1;22,2,False,True,False,1.0,False,126300,4,4,4,3,119000,0,0,0.0,2.0,6.0,2.0,11.0,여,20.0,6.0,1.0,4.0,3.0,4.0,7.0,3.0,3.0,2인 여행(가족 외),1.0
e_e003138,2,2023-07-01,2023-07-02,대중교통 등,2;7;6,2,False,True,False,1.0,False,68000,2,2,4,3,119000,0,0,0.0,2.0,4.0,2.0,11.0,남,40.0,5.0,1.0,3.0,3.0,4.0,9.0,3.0,6.0,3인 이상 여행(가족 외),2.0
e_e003143,1;3;4;23;24,2023-07-01,2023-07-03,대중교통 등,23;1;22,3,False,True,False,0.6666666666666666,False,183750,8,7,24,6,135000,1,1,0.0,3.0,16.0,8.0,26.0,여,20.0,6.0,1.0,1.0,3.0,4.0,7.0,3.0,2.0,나홀로 여행,0.0
e_e003150,8,2023-06-23,2023-06-25,자가용,8;24;1,3,False,True,False,0.6666666666666666,False,23000,2,2,5,2,50000,1,1,0.0,3.0,5.0,1.6666666666666667,41.0,여,30.0,6.0,2.0,2.0,3.0,4.0,7.0,3.0,5.0,2인 가족 여행,1.0
e_e003156,1;22;23,2023-06-18,2023-06-20,자가용,23;1;22,3,False,True,False,0.3333333333333333,False,143600,6,6,10,4,100000,1,1,1.0,3.0,8.0,3.3333333333333335,41.0,여,40.0,5.0,2.0,4.0,11.0,1.0,7.0,2.0,2.0,나홀로 여행,0.0
e_e003158,21;22;24;26;27,2023-06-15,2023-06-16,대중교통 등,4;24;21,2,False,True,False,0.0,False,69580,3,3,6,4,119000,0,0,0.0,2.0,6.0,3.0,11.0,여,20.0,6.0,1.0,3.0,12.0,1.0,5.0,3.0,1.0,2인 여행(가족 외),1.0
e_e003159,21;24;26;27;4,2023-06-24,2023-06-26,자가용,24;21;4,3,False,True,False,0.6666666666666666,False,382500,8,7,12,3,0,1,1,0.0,3.0,12.0,4.0,41.0,남,40.0,6.0,1.0,1.0,3.0,7.0,7.0,2.0,2.0,3인 이상 여행(가족 외),4.0
e_e003162,1;22;23;3,2023-06-17,2023-06-19,대중교통 등,6;3;22,3,False,True,False,0.6666666666666666,False,47800,11,10,27,7,166858,1,1,0.0,3.0,19.0,9.0,26.0,여,30.0,5.0,1.0,4.0,13.0,4.0,11.0,3.0,5.0,나홀로 여행,0.0
