TRAVEL_ID,SUCCESS_SCORE,TRIP_DAYS,MOVE_CNT,activity_payment_sum,activity_history_rows,ACTIVITY_TYPE_CD,payment_persona,activity_balance_index,GENDER,AGE_GRP,HOUSE_INCOME,TRAVEL_MOTIVE_1,TRAVEL_STATUS_ACCOMPANY,TRAVEL_COMPANIONS_NUM,RESIDENCE_SGG_CD,move_cnt_per_day,activity_payment_sum_per_day,activity_history_rows_per_day,travel_intensity_index
a_a000568,44.28571428571429,3,10,207900,11,1.0,high,2.368522519072036,1,20,5,7,3인 이상 여행(가족 외),3.0,41.0,3.3333333333333335,69300.0,3.6666666666666665,0.013872957667156488
a_a000517,46.0,3,5,551000,5,1.0,high,1.3709505901265835,2,30,7,3,정보없음,1.0,36.0,1.6666666666666667,183666.66666666666,1.6666666666666667,-2.1160060035307198
a_a006582,46.0,2,5,76200,4,1.0,med,1.4999999956719148,2,20,7,1,2인 여행(가족 외),1.0,41.0,2.5,38100.0,2.0,-1.3785935726049114
a_a003383,36.666666666666664,2,5,84000,8,1.0,med,2.4056390535733962,1,20,4,7,나홀로 여행,0.0,41.0,2.5,42000.0,4.0,-0.3960124235855219
a_a005726,48.0,1,6,189000,5,1.0,high,1.921928089116582,2,30,7,3,3인 이상 여행(가족 외),3.0,11.0,6.0,189000.0,5.0,2.504603556498995
a_a015313,39.33333333333333,2,5,84600,5,1.0,med,1.5219280905592771,2,20,7,3,2인 여행(가족 외),1.0,41.0,2.5,42300.0,2.5,-1.1329482853500639
a_a006209,40.222222222222214,3,8,150500,8,5.0,med,1.7499999942292197,2,20,10,2,2인 여행(가족 외),1.0,41.0,2.6666666666666665,50166.666666666664,2.6666666666666665,-0.936336741713933
a_a006770,46.0,2,6,111000,5,1.0,med,1.5219280905592771,1,40,9,3,자녀 동반 여행,3.0,41.0,3.0,55500.0,2.5,-0.788758941696518
a_a003450,39.111111111111114,2,7,50500,10,4.0,med,1.8464393389002354,2,20,7,3,2인 여행(가족 외),1.0,11.0,3.5,25250.0,5.0,0.7836568382312648
a_a007359,40.0,2,4,253700,7,1.0,high,0.0,2,30,7,3,정보없음,1.0,36.0,2.0,126850.0,3.5,-0.9858470544939153
a_a000413,44.50980392156864,3,18,347050,28,1.0,high,2.3423709830782435,1,20,5,1,나홀로 여행,1.0,26.0,6.0,115683.33333333333,9.333333333333334,4.633529379374339
a_a000013,36.83333333333333,4,6,294050,7,1.0,high,1.4488156313970995,2,30,7,3,정보없음,1.0,36.0,1.5,73512.5,1.75,-2.1897949035394273
a_a005991,39.11111111111111,1,4,7100,10,2.0,low,1.921928089116582,2,20,3,1,나홀로 여행,0.0,41.0,4.0,7100.0,10.0,3.5842990544332842
a_a006080,37.77777777777777,3,5,90000,6,4.0,med,2.2516291601743474,1,20,7,1,2인 여행(가족 외),1.0,11.0,1.6666666666666667,30000.0,2.0,-1.952242478694155
a_a006559,44.0,1,1,9500,2,1.0,low,0.99999999711461,2,40,12,1,3인 이상 여행(가족 외),3.0,42.0,1.0,9500.0,2.0,-2.4111616035655494
a_a004454,44.0,3,5,83500,6,1.0,med,0.9182958311690995,1,30,6,3,2인 여행(가족 외),1.0,29.0,1.6666666666666667,27833.333333333332,2.0,-1.952242478694155
a_a007253,49.333333333333336,2,7,13400,9,2.0,low,2.5032583261194756,2,30,7,7,나홀로 여행,0.0,28.0,3.5,6700.0,4.5,0.5380115509764174
a_a004009,39.11111111111111,2,4,23000,6,1.0,low,1.9182958282837093,2,30,7,3,정보없음,1.0,36.0,2.0,11500.0,3.0,-1.2314923417487627
a_a002042,39.523809523809526,3,16,100360,16,2.0,med,2.4300365239210957,2,20,7,1,2인 여행(가족 외),1.0,47.0,5.333333333333333,33453.333333333336,5.333333333333333,2.2094479564641647
a_a007198,33.46464646464647,2,2,60500,1,3.0,med,-1.4426951595367387e-09,2,60,11,1,자녀 동반 여행,3.0,28.0,1.0,30250.0,0.5,-3.1480974653300917
a_a002566,32.583333333333336,3,10,224500,12,1.0,high,1.7924812445897977,2,30,7,2,나홀로 여행,0.0,11.0,3.3333333333333335,74833.33333333333,4.0,0.1776364825037215
a_a005346,37.66666666666667,2,11,71300,15,1.0,med,1.889246422738378,1,20,4,1,나홀로 여행,0.0,43.0,5.5,35650.0,7.5,3.3886406491196857
a_a001935,36.370370370370374,3,11,58000,8,1.0,med,1.4056390579014812,2,30,7,3,정보없음,1.0,36.0,3.6666666666666665,19333.333333333332,2.6666666666666665,-0.24795805440684104
a_a006350,24.88888888888889,2,8,41550,8,2.0,low,1.4056390579014812,2,30,7,1,나홀로 여행,1.0,41.0,4.0,20775.0,4.0,0.6365556073751161
a_a001904,29.833333333333336,3,6,197800,5,1.0,high,0.9709505915692787,2,20,5,1,3인 이상 여행(가족 외),4.0,26.0,2.0,65933.33333333333,1.6666666666666667,-1.8865464410950223
a_a001624,37.33333333333333,4,8,64000,6,4.0,med,1.4591479126991596,1,30,10,6,2인 여행(가족 외),1.0,11.0,2.0,16000.0,1.5,-1.9684282035133047
a_a000085,41.055555555555564,4,14,168100,19,4.0,high,1.8968204306697998,2,30,7,3,정보없음,1.0,36.0,3.5,42025.0,4.75,0.6608341946038411
a_a003003,43.57142857142857,3,16,100200,19,1.0,med,2.038760744206516,2,30,7,3,2인 여행(가족 외),1.0,48.0,5.333333333333333,33400.0,6.333333333333333,2.7007385309738594
a_a004732,36.666666666666664,3,5,79500,6,1.0,med,2.2516291601743474,1,40,7,1,나홀로 여행,0.0,42.0,1.6666666666666667,26500.0,2.0,-1.952242478694155
a_a017643,42.66666666666667,2,5,31500,3,1.0,low,1.584962496393071,2,30,7,1,2인 가족 여행,1.0,11.0,2.5,15750.0,1.5,-1.6242388598597586
a_a001817,40.0,3,10,115500,13,1.0,med,2.1339375588814415,2,20,7,3,2인 여행(가족 외),1.0,28.0,3.3333333333333335,38500.0,4.333333333333333,0.3414000073402862
a_a005297,42.22222222222222,2,4,20500,6,3.0,low,2.2516291601743474,2,30,11,7,자녀 동반 여행,2.0,41.0,2.0,10250.0,3.0,-1.2314923417487627
a_a018087,36.0,2,4,78000,5,2.0,med,1.5219280905592771,2,30,7,2,2인 여행(가족 외),0.0,41.0,2.0,39000.0,2.5,-1.47713762900361
a_a003138,32.66666666666667,3,7,64800,6,1.0,med,1.9182958282837093,2,30,7,3,정보없음,1.0,36.0,2.3333333333333335,21600.0,2.0,-1.4933233538227602
a_a017744,36.25,2,10,18400,11,2.0,low,2.1180782021362337,1,20,7,2,나홀로 여행,0.0,41.0,5.0,9200.0,5.5,2.06187015644675
c_c002932,42.66666666666667,2,5,84000,5,4.0,med,1.5219280905592771,1,20,11,1,나홀로 여행,0.0,41.0,2.5,42000.0,2.5,-1.1329482853500639
b_b005996,44.0,2,3,48000,2,3.0,med,0.99999999711461,1,40,6,3,3인 이상 여행(가족 외),4.0,11.0,1.5,24000.0,1.0,-2.558262834421698
a_a004269,41.66666666666667,2,6,221500,9,3.0,high,2.197159716210674,1,50,12,1,자녀 동반 여행,2.0,11.0,3.0,110750.0,4.5,0.19382220732287136
a_a017867,45.0,2,6,69100,6,1.0,med,2.2516291601743474,2,30,7,3,정보없음,1.0,36.0,3.0,34550.0,3.0,-0.5431136544416707
a_a007163,27.111111111111107,2,5,88400,5,3.0,med,1.5219280905592771,2,30,6,1,나홀로 여행,1.0,41.0,2.5,44200.0,2.5,-1.1329482853500639
a_a007950,36.0,2,5,49800,5,1.0,med,1.5219280905592771,2,40,7,1,자녀 동반 여행,3.0,41.0,2.5,24900.0,2.5,-1.1329482853500639
a_a014783,39.33333333333333,2,4,169100,4,1.0,high,1.4999999956719148,2,20,7,1,나홀로 여행,0.0,41.0,2.0,84550.0,2.0,-1.7227829162584576
a_a014205,44.16666666666667,2,9,112300,13,1.0,med,2.1339375588814415,2,20,7,1,나홀로 여행,1.0,27.0,4.5,56150.0,6.5,2.208971387302899
a_a002221,46.095238095238095,3,8,85140,8,7.0,med,1.9056390564587862,2,20,7,2,나홀로 여행,0.0,41.0,2.6666666666666665,28380.0,2.6666666666666665,-0.936336741713933
c_c002983,37.916666666666664,4,12,84000,9,1.0,med,2.4193819369902014,1,40,8,3,자녀 동반 여행,2.0,29.0,3.0,21000.0,2.25,-0.9115815853239417
a_a017840,46.66666666666667,2,8,84000,11,7.0,med,2.4817145643299026,1,30,7,1,나홀로 여행,0.0,11.0,4.0,42000.0,5.5,1.3734914691396582
a_a001425,39.76190476190476,6,17,388700,24,1.0,high,2.097244479813395,2,20,8,1,나홀로 여행,3.0,26.0,2.8333333333333335,64783.333333333336,4.0,-0.1665528611498245
a_a002234,35.166666666666664,3,7,18200,6,1.0,low,1.584962496393071,2,30,7,3,정보없음,1.0,36.0,2.3333333333333335,6066.666666666667,2.0,-1.4933233538227602
a_a003794,33.55555555555556,3,5,124100,8,1.0,med,1.7499999942292197,2,30,7,7,나홀로 여행,0.0,41.0,1.6666666666666667,41366.666666666664,2.6666666666666665,-1.624715429021025
a_a006990,41.88888888888889,2,8,43000,8,1.0,low,1.9056390564587862,2,20,7,1,2인 여행(가족 외),1.0,41.0,4.0,21500.0,4.0,0.6365556073751161
a_a006218,48.0,2,4,21000,4,1.0,low,1.9999999942292197,2,40,12,7,나홀로 여행,0.0,41.0,2.0,10500.0,2.0,-1.7227829162584576
a_a005638,46.0,2,5,75000,3,1.0,med,1.584962496393071,2,30,7,3,정보없음,1.0,36.0,2.5,37500.0,1.5,-1.6242388598597586
a_a009903,49.523809523809526,4,11,845485,14,1.0,high,2.064042630789527,2,30,7,3,정보없음,1.0,36.0,2.75,211371.25,3.5,-0.46956303901359636
a_a003139,42.91666666666667,3,10,460900,11,1.0,high,2.0403733864750206,2,30,7,3,정보없음,1.0,36.0,3.3333333333333335,153633.33333333334,3.6666666666666665,0.013872957667156488
a_a008359,37.66666666666667,3,12,280200,29,1.0,high,1.9054668864388675,1,40,6,1,2인 가족 여행,1.0,44.0,4.0,93400.0,9.666666666666666,3.420535529596719
a_a005160,40.66666666666667,2,5,24000,5,4.0,low,0.7219280920019722,1,30,6,1,자녀 동반 여행,2.0,28.0,2.5,12000.0,2.5,-1.1329482853500639
a_a006133,40.0,3,5,172600,9,1.0,high,2.281036105339948,1,40,5,2,자녀 동반 여행,3.0,28.0,1.6666666666666667,57533.333333333336,3.0,-1.46095190418446
a_a007260,41.25,1,17,64900,21,4.0,med,2.2556142996808353,2,20,5,8,나홀로 여행,0.0,11.0,17.0,64900.0,21.0,17.93741830903212
a_a006914,22.666666666666664,2,7,21300,10,3.0,low,2.3709505857984987,1,30,11,1,2인 가족 여행,1.0,11.0,3.5,10650.0,5.0,0.7836568382312648
a_a001823,35.77777777777777,2,5,9600,4,1.0,low,1.9999999942292197,2,30,7,6,나홀로 여행,0.0,11.0,2.5,4800.0,2.0,-1.3785935726049114
a_a007966,25.333333333333336,2,6,59600,5,1.0,med,1.5219280905592771,1,30,10,2,2인 여행(가족 외),1.0,41.0,3.0,29800.0,2.5,-0.788758941696518
a_a001321,36.555555555555564,3,7,329900,6,1.0,high,1.4591479126991596,2,20,7,1,2인 여행(가족 외),1.0,11.0,2.3333333333333335,109966.66666666667,2.0,-1.4933233538227602
a_a002456,38.541666666666664,4,18,160500,21,1.0,high,2.5294881056100302,2,30,7,1,2인 여행(가족 외),1.0,26.0,4.5,40125.0,5.25,1.5948581691657804
a_a000536,32.76190476190476,4,10,132870,9,2.0,med,1.8910611063018723,2,30,7,3,정보없음,1.0,36.0,2.5,33217.5,2.25,-1.2557709289774879
a_a002184,41.11111111111111,1,4,124000,10,1.0,med,1.960964040230206,2,30,7,3,정보없음,1.0,36.0,4.0,124000.0,10.0,3.5842990544332842
a_a010296,37.33333333333333,2,5,32000,2,1.0,low,0.99999999711461,1,20,7,2,2인 여행(가족 외),1.0,11.0,2.5,16000.0,1.0,-1.8698841471146062
a_a003447,41.33333333333334,1,6,20500,5,4.0,low,1.921928089116582,2,20,7,1,나홀로 여행,0.0,11.0,6.0,20500.0,5.0,2.504603556498995
a_a004157,32.0,2,3,27500,1,1.0,low,-1.4426951595367387e-09,2,20,7,2,2인 여행(가족 외),1.0,41.0,1.5,13750.0,0.5,-2.8039081216765456
a_a005432,36.0,2,6,93500,5,1.0,med,1.3709505901265835,2,30,7,3,정보없음,1.0,36.0,3.0,46750.0,2.5,-0.788758941696518
a_a005191,34.666666666666664,2,7,346400,8,1.0,high,1.9056390564587862,2,20,12,9,2인 여행(가족 외),1.0,28.0,3.5,173200.0,4.0,0.29236626372157004
a_a005707,35.083333333333336,2,9,118800,11,1.0,med,1.6171895668219345,1,30,8,1,나홀로 여행,0.0,41.0,4.5,59400.0,5.5,1.7176808127932042
a_a017994,27.333333333333336,2,6,27500,3,4.0,low,0.9182958311690995,1,30,5,1,자녀 동반 여행,3.0,41.0,3.0,13750.0,1.5,-1.2800495162062127
a_a013755,38.83333333333333,2,6,60300,7,4.0,med,1.8423709874063285,2,40,11,6,3인 이상 여행(가족 외),2.0,41.0,3.0,30150.0,3.5,-0.29746836718682335
a_a018015,37.33333333333333,2,3,13000,3,3.0,low,0.9182958311690995,2,40,6,1,나홀로 여행,0.0,41.0,1.5,6500.0,1.5,-2.312617547166851
a_a000896,41.66666666666667,3,6,84000,11,1.0,med,2.162644110833785,1,30,10,2,자녀 동반 여행,3.0,11.0,2.0,28000.0,3.6666666666666665,-0.9039652920756329
a_a014782,39.333333333333336,3,7,103000,7,1.0,med,2.1280852716779193,2,30,7,5,나홀로 여행,0.0,26.0,2.3333333333333335,34333.333333333336,2.3333333333333335,-1.329559828986195
a_a007784,39.0,2,5,9000,3,4.0,low,0.9182958311690995,2,50,7,4,나홀로 여행,0.0,36.0,2.5,4500.0,1.5,-1.6242388598597586
a_a007398,32.44444444444444,1,3,12500,6,4.0,low,1.9182958282837093,2,30,7,3,정보없음,1.0,36.0,3.0,12500.0,6.0,0.9307580690874135
a_a001026,49.58333333333333,3,10,206950,14,1.0,high,2.41379955594951,2,30,11,1,3인 이상 여행(가족 외),2.0,28.0,3.3333333333333335,68983.33333333333,4.666666666666667,0.5051635321768514
b_b006189,30.666666666666664,2,5,89000,3,1.0,med,0.9182958311690995,2,40,7,2,자녀 동반 여행,3.0,44.0,2.5,44500.0,1.5,-1.6242388598597586
a_a005669,35.66666666666667,2,4,75500,2,1.0,med,0.99999999711461,2,30,7,3,정보없음,1.0,36.0,2.0,37750.0,1.0,-2.2140734907681523
a_a004575,46.66666666666667,2,4,73400,7,1.0,med,2.2359263434155574,2,50,8,3,2인 여행(가족 외),1.0,11.0,2.0,36700.0,3.5,-0.9858470544939153
a_a011569,48.0,3,5,2000,5,3.0,low,1.921928089116582,1,20,7,1,나홀로 여행,0.0,43.0,1.6666666666666667,666.6666666666666,1.6666666666666667,-2.1160060035307198
a_a018143,50.0,2,10,81600,11,2.0,med,2.0403733864750206,2,30,5,10,나홀로 여행,0.0,50.0,5.0,40800.0,5.5,2.06187015644675
a_a003642,43.939393939393945,3,13,149800,14,1.0,med,2.217021877223548,1,30,7,3,2인 여행(가족 외),1.0,44.0,4.333333333333333,49933.333333333336,4.666666666666667,1.1935422194839431
a_a003796,42.77777777777778,2,7,93540,8,1.0,med,2.155639055016091,1,20,10,3,부모 동반 여행,3.0,11.0,3.5,46770.0,4.0,0.29236626372157004
a_a015211,46.0,2,11,231000,11,1.0,high,2.550340700890218,2,20,7,1,3인 이상 여행(가족 외),2.0,11.0,5.5,115500.0,5.5,2.4060595001002962
a_a000290,43.0,2,4,55000,5,1.0,med,1.921928089116582,2,20,7,3,3인 이상 여행(가족 외),3.0,11.0,2.0,27500.0,2.5,-1.47713762900361
a_a004539,36.38095238095238,3,9,194500,6,1.0,high,0.9182958311690995,2,30,7,3,정보없음,1.0,36.0,3.0,64833.333333333336,2.0,-1.0344042289513655
a_a001933,32.44444444444444,2,4,119300,7,1.0,med,1.8423709874063285,2,30,7,3,정보없음,1.0,36.0,2.0,59650.0,3.5,-0.9858470544939153
a_a001964,43.095238095238095,3,15,45400,15,1.0,low,2.149255389955025,2,20,6,1,나홀로 여행,0.0,47.0,5.0,15133.333333333334,5.0,1.8162248691919027
a_a007942,39.66666666666667,2,4,6500,7,1.0,low,1.950212059143967,2,30,7,3,정보없음,1.0,36.0,2.0,3250.0,3.5,-0.9858470544939153
a_a005607,30.666666666666664,2,5,46000,5,1.0,med,0.9709505915692787,1,60,8,2,2인 여행(가족 외),1.0,11.0,2.5,23000.0,2.5,-1.1329482853500639
a_a004281,44.66666666666667,2,4,12000,4,1.0,low,1.9999999942292197,1,40,5,7,나홀로 여행,0.0,41.0,2.0,6000.0,2.0,-1.7227829162584576
a_a002580,22.666666666666664,1,2,11800,5,1.0,low,1.3709505901265835,2,30,7,3,정보없음,1.0,36.0,2.0,11800.0,5.0,-0.24891119272937323
a_a003429,42.76190476190476,3,9,96300,6,1.0,med,1.9182958282837093,2,30,7,3,정보없음,1.0,36.0,3.0,32100.0,2.0,-1.0344042289513655
a_a004026,33.0,2,6,84900,9,1.0,med,1.8365916623381988,2,30,7,3,정보없음,1.0,36.0,3.0,42450.0,4.5,0.19382220732287136
a_a002345,48.0,2,3,131500,4,1.0,med,1.9999999942292197,2,30,8,9,부모 동반 여행,4.0,11.0,1.5,65750.0,2.0,-2.0669722599120037
a_a006390,42.66666666666667,2,6,84000,4,5.0,med,1.4999999956719148,2,20,6,1,나홀로 여행,0.0,41.0,3.0,42000.0,2.0,-1.0344042289513655
a_a018119,41.25,2,10,31500,9,7.0,low,2.4193819369902014,2,30,7,3,정보없음,1.0,36.0,5.0,15750.0,4.5,1.5705795819370554
a_a009815,41.33333333333333,2,6,29800,5,1.0,low,1.921928089116582,2,30,7,1,나홀로 여행,0.0,11.0,3.0,14900.0,2.5,-0.788758941696518
a_a002440,43.33333333333333,2,10,187900,12,1.0,high,1.8962406179668136,2,20,12,9,2인 여행(가족 외),1.0,27.0,5.0,93950.0,6.0,2.3075154437015977
a_a006602,42.66666666666667,2,5,47000,6,1.0,med,1.4591479126991596,1,20,7,2,나홀로 여행,0.0,41.0,2.5,23500.0,3.0,-0.8873029980952167
a_a008073,36.0,2,8,12300,7,2.0,low,1.3787834891580906,1,40,7,2,나홀로 여행,0.0,11.0,4.0,6150.0,3.5,0.39091032012026866
a_a014923,38.88888888888889,2,10,73300,13,2.0,med,2.6612262461709246,2,20,12,10,2인 여행(가족 외),1.0,41.0,5.0,36650.0,6.5,2.553160730956445
a_a017919,44.16666666666667,2,6,26300,6,2.0,low,2.2516291601743474,2,30,6,6,나홀로 여행,0.0,11.0,3.0,13150.0,3.0,-0.5431136544416707
a_a002471,39.28571428571429,4,16,245800,22,1.0,high,2.4817145628872073,2,40,7,8,나홀로 여행,0.0,42.0,4.0,61450.0,5.5,1.3734914691396582
a_a006528,32.666666666666664,2,6,31900,4,1.0,low,1.4999999956719148,1,30,10,1,2인 가족 여행,1.0,41.0,3.0,15950.0,2.0,-1.0344042289513655
a_a006406,36.0,2,5,84000,4,1.0,med,1.4999999956719148,2,60,12,1,나홀로 여행,0.0,11.0,2.5,42000.0,2.0,-1.3785935726049114
a_a010370,41.33333333333333,1,3,94200,6,1.0,med,1.9182958282837093,2,40,9,3,자녀 동반 여행,3.0,11.0,3.0,94200.0,6.0,0.9307580690874135
a_a003288,29.0,2,4,84000,3,3.0,med,0.9182958311690995,1,20,8,2,나홀로 여행,0.0,11.0,2.0,42000.0,1.5,-1.9684282035133047
a_a008471,41.83333333333333,2,6,134500,4,2.0,med,1.4999999956719148,2,30,7,3,정보없음,1.0,36.0,3.0,67250.0,2.0,-1.0344042289513655
a_a002131,32.888888888888886,1,4,38400,4,1.0,low,0.99999999711461,2,30,7,3,정보없음,1.0,36.0,4.0,38400.0,4.0,0.6365556073751161
a_a008418,39.99999999999999,1,6,84000,6,1.0,med,1.4591479126991596,2,20,7,2,2인 여행(가족 외),1.0,11.0,6.0,84000.0,6.0,2.9958941310086895
a_a009402,35.08771929824562,3,20,148100,28,1.0,med,2.6230242170040903,2,20,7,1,2인 여행(가족 외),1.0,45.0,6.666666666666667,49366.666666666664,9.333333333333334,5.092448504245734
a_a002881,38.57142857142857,3,8,115300,13,3.0,med,2.1996877875178527,2,40,5,3,자녀 동반 여행,3.0,28.0,2.6666666666666665,38433.333333333336,4.333333333333333,-0.11751911753110866
a_a005186,37.33333333333333,2,4,84000,3,4.0,med,0.9182958311690995,2,30,7,3,정보없음,1.0,36.0,2.0,42000.0,1.5,-1.9684282035133047
a_a013709,37.777777777777786,3,8,313190,13,1.0,high,2.045841633671699,2,30,7,3,정보없음,1.0,36.0,2.6666666666666665,104396.66666666667,4.333333333333333,-0.11751911753110866
a_a003605,40.0,3,8,93310,11,1.0,med,2.0403733864750206,2,30,7,3,정보없음,1.0,36.0,2.6666666666666665,31103.333333333332,3.6666666666666665,-0.4450461672042384
a_a011565,42.5,1,9,25200,14,4.0,low,2.3527457722156995,1,30,7,2,2인 여행(가족 외),1.0,41.0,9.0,25200.0,14.0,8.991354789007524
a_a000415,46.66666666666666,4,7,69200,10,1.0,med,2.1219280876738873,1,30,7,1,2인 가족 여행,1.0,11.0,1.75,17300.0,2.5,-1.649232300830383
a_a003298,24.0,4,4,50690,3,1.0,med,0.9182958311690995,2,30,7,3,3인 이상 여행(가족 외),3.0,41.0,1.0,12672.5,0.75,-3.025274821702668
a_a004314,40.66666666666667,1,6,101950,3,1.0,med,1.584962496393071,1,20,6,3,2인 여행(가족 외),1.0,41.0,6.0,101950.0,3.0,1.5220224074796054
a_a001827,38.5,2,4,103000,7,1.0,med,1.5566567031347378,2,30,7,1,2인 여행(가족 외),1.0,11.0,2.0,51500.0,3.5,-0.9858470544939153
a_a000809,42.91666666666667,4,10,66800,13,5.0,med,2.4116022093185014,2,30,7,3,정보없음,1.0,36.0,2.5,16700.0,3.25,-0.7644803544677929
a_a006603,43.5,2,6,50600,6,4.0,med,1.4591479126991596,1,20,9,3,나홀로 여행,1.0,11.0,3.0,25300.0,3.0,-0.5431136544416707
a_a010391,38.0,2,4,47900,4,1.0,med,1.9999999942292197,2,30,6,1,자녀 동반 여행,2.0,28.0,2.0,23950.0,2.0,-1.7227829162584576
c_c006746,34.19047619047619,3,9,82750,10,1.0,med,1.760964041672901,2,30,7,3,정보없음,1.0,36.0,3.0,27583.333333333332,3.3333333333333335,-0.3793501296051057
a_a000139,21.0,2,4,133900,6,1.0,med,1.2516291630597378,2,30,7,3,정보없음,1.0,36.0,2.0,66950.0,3.0,-1.2314923417487627
a_a006771,34.333333333333336,2,3,17500,6,1.0,low,1.584962496393071,1,20,7,2,나홀로 여행,0.0,11.0,1.5,8750.0,3.0,-1.5756816854023088
a_a009689,44.16666666666667,3,5,89200,9,1.0,med,1.8799649415136361,2,20,5,6,2인 가족 여행,1.0,30.0,1.6666666666666667,29733.333333333332,3.0,-1.46095190418446
a_a006700,34.888888888888886,2,6,62000,5,2.0,med,1.3709505901265835,2,30,7,1,2인 여행(가족 외),1.0,41.0,3.0,31000.0,2.5,-0.788758941696518
a_a007388,36.0,1,3,8600,4,5.0,low,1.4999999956719148,2,30,7,1,나홀로 여행,0.0,11.0,3.0,8600.0,4.0,-0.05182307993197596
a_a002832,43.0,2,4,76000,5,1.0,med,1.921928089116582,1,50,5,3,2인 여행(가족 외),1.0,41.0,2.0,38000.0,2.5,-1.47713762900361
a_a002587,36.66666666666667,2,7,30500,6,1.0,low,1.9182958282837093,2,30,6,8,나홀로 여행,0.0,41.0,3.5,15250.0,3.0,-0.1989243107881247
a_a018110,38.333333333333336,2,8,48500,13,4.0,med,2.1996877875178527,2,20,3,7,2인 여행(가족 외),1.0,11.0,4.0,24250.0,6.5,1.864782043649353
a_a010294,43.0,4,8,11000,12,1.0,low,1.8879184969003524,1,20,7,4,나홀로 여행,0.0,11.0,2.0,2750.0,3.0,-1.2314923417487627
b_b011659,42.444444444444436,9,10,84000,7,1.0,med,1.8423709874063285,2,40,12,6,자녀 동반 여행,2.0,41.0,1.1111111111111112,9333.333333333334,0.7777777777777778,-2.9351413404877214
a_a002896,48.0,2,8,17700,10,1.0,low,1.8464393389002354,2,20,6,7,2인 여행(가족 외),1.0,27.0,4.0,8850.0,5.0,1.1278461818848107
a_a007335,29.333333333333336,2,4,21980,3,1.0,low,1.584962496393071,1,30,7,1,나홀로 여행,0.0,42.0,2.0,10990.0,1.5,-1.9684282035133047
a_a001383,46.66666666666667,2,8,97000,14,2.0,med,2.182005807546738,2,30,5,1,나홀로 여행,0.0,41.0,4.0,48500.0,7.0,2.1104273309042
a_a010502,50.0,4,16,252710,18,1.0,high,2.107735245408629,2,40,11,1,자녀 동반 여행,3.0,41.0,4.0,63177.5,4.5,0.8822008946299633
a_a006443,46.0,2,7,9400,7,4.0,low,1.5566567031347378,2,20,8,2,나홀로 여행,0.0,41.0,3.5,4700.0,3.5,0.04672097646672267
a_a017745,36.66666666666667,2,7,71000,8,1.0,med,1.7499999942292197,1,20,7,2,2인 여행(가족 외),1.0,41.0,3.5,35500.0,4.0,0.29236626372157004
a_a006268,43.55555555555556,1,4,75500,6,1.0,med,1.9182958282837093,1,20,7,3,2인 여행(가족 외),1.0,41.0,4.0,75500.0,6.0,1.6191367563945054
a_a007274,41.0,2,3,160000,3,1.0,high,1.584962496393071,2,50,10,7,나홀로 여행,0.0,41.0,1.5,80000.0,1.5,-2.312617547166851
a_a007412,40.66666666666667,2,3,46800,2,1.0,med,0.99999999711461,1,40,9,8,자녀 동반 여행,4.0,41.0,1.5,23400.0,1.0,-2.558262834421698
a_a018215,30.666666666666664,2,5,27200,3,1.0,low,0.9182958311690995,2,30,7,3,정보없음,1.0,36.0,2.5,13600.0,1.5,-1.6242388598597586
a_a004841,36.57142857142857,3,8,131500,8,1.0,med,1.8112781186883526,2,20,12,2,2인 여행(가족 외),1.0,41.0,2.6666666666666665,43833.333333333336,2.6666666666666665,-0.936336741713933
a_a006306,38.222222222222214,2,5,51050,8,1.0,med,1.5612781201310477,2,30,10,3,2인 여행(가족 외),1.0,11.0,2.5,25525.0,4.0,-0.3960124235855219
a_a002238,37.5,4,14,201600,18,1.0,high,1.7688538304025245,2,30,7,3,정보없음,1.0,36.0,3.5,50400.0,4.5,0.5380115509764174
a_a000163,37.66666666666667,2,4,120200,6,1.0,med,1.4591479126991596,1,20,7,3,3인 이상 여행(가족 외),3.0,11.0,2.0,60100.0,3.0,-1.2314923417487627
a_a007296,36.83333333333333,1,5,206600,7,2.0,high,1.5566567031347378,2,60,8,2,2인 여행(가족 외),1.0,41.0,5.0,206600.0,7.0,2.798806018211292
a_a000299,45.83333333333333,4,10,148020,12,4.0,med,2.1258145764804364,2,30,7,3,정보없음,1.0,36.0,2.5,37005.0,3.0,-0.8873029980952167
a_a008086,48.0,4,5,62619,9,1.0,med,1.8910611063018723,1,30,11,3,3인 이상 여행(가족 외),2.0,28.0,1.25,15654.75,2.25,-2.1162442881113526
a_a007089,22.0,2,3,25900,1,2.0,low,-1.4426951595367387e-09,2,20,7,1,2인 여행(가족 외),1.0,11.0,1.5,12950.0,0.5,-2.8039081216765456
a_a017842,36.0,2,8,60000,3,4.0,med,0.9182958311690995,1,50,7,3,2인 여행(가족 외),1.0,41.0,4.0,30000.0,1.5,-0.5916708288991207
a_a009447,29.0,2,3,11000,2,1.0,low,0.99999999711461,2,60,7,6,나홀로 여행,0.0,11.0,1.5,5500.0,1.0,-2.558262834421698
a_a003726,40.58333333333333,3,10,301500,6,1.0,high,1.4591479126991596,1,30,6,2,2인 여행(가족 외),1.0,11.0,3.3333333333333335,100500.0,2.0,-0.804944666515668
a_a017892,42.66666666666667,2,5,84000,7,5.0,med,1.5566567031347378,2,30,7,10,나홀로 여행,0.0,41.0,2.5,42000.0,3.5,-0.6416577108403693
