TRAVEL_ID,SUCCESS_SCORE,TRIP_DAYS,MOVE_CNT,activity_payment_sum,activity_history_rows,ACTIVITY_TYPE_CD,payment_persona,activity_balance_index,GENDER,AGE_GRP,HOUSE_INCOME,TRAVEL_MOTIVE_1,TRAVEL_STATUS_ACCOMPANY,TRAVEL_COMPANIONS_NUM,RESIDENCE_SGG_CD,move_cnt_per_day,activity_payment_sum_per_day,activity_history_rows_per_day,travel_intensity_index
a_a017517,33.0,1,5,39690,5,2.0,low,1.921928089116582,2,50,7,2,나홀로 여행,0.0,41.0,5.0,39690.0,5.0,1.8162248691919027
a_a004184,28.0,2,3,29000,7,5.0,low,1.8423709874063285,1,20,7,7,2인 여행(가족 외),1.0,41.0,1.5,14500.0,3.5,-1.3300363981474614
a_a006547,35.33333333333333,2,3,70890,2,2.0,med,-1.4426951595367387e-09,1,30,4,3,2인 가족 여행,1.0,41.0,1.5,35445.0,1.0,-2.558262834421698
a_a007645,33.833333333333336,2,6,36000,7,1.0,low,1.8423709874063285,2,20,8,1,2인 여행(가족 외),1.0,11.0,3.0,18000.0,3.5,-0.29746836718682335
b_b015583,37.11111111111111,2,5,42000,5,3.0,low,1.5219280905592771,2,20,7,1,2인 여행(가족 외),1.0,41.0,2.5,21000.0,2.5,-1.1329482853500639
a_a002380,42.33333333333333,2,4,45500,2,2.0,low,0.99999999711461,1,20,9,1,2인 여행(가족 외),1.0,28.0,2.0,22750.0,1.0,-2.2140734907681523
a_a017772,37.66666666666667,2,6,63900,4,4.0,med,1.4999999956719148,2,30,7,1,나홀로 여행,0.0,11.0,3.0,31950.0,2.0,-1.0344042289513655
a_a006394,39.44444444444444,2,8,9350,12,2.0,low,2.4591479083710746,2,30,7,6,나홀로 여행,0.0,11.0,4.0,4675.0,6.0,1.6191367563945054
a_a001835,38.333333333333336,3,10,71900,16,1.0,med,2.224601744058411,2,40,7,2,나홀로 여행,0.0,11.0,3.3333333333333335,23966.666666666668,5.333333333333333,0.832690581849981
a_a000658,43.33333333333333,4,16,155800,20,1.0,high,2.2709505857984986,2,40,6,2,2인 가족 여행,1.0,41.0,4.0,38950.0,5.0,1.1278461818848107
a_a002735,29.0,2,5,27000,4,1.0,low,0.8112781215737428,2,30,4,3,2인 여행(가족 외),1.0,11.0,2.5,13500.0,2.0,-1.3785935726049114
a_a003905,46.0,2,7,225000,7,1.0,high,1.5566567031347378,1,20,5,6,나홀로 여행,0.0,41.0,3.5,112500.0,3.5,0.04672097646672267
a_a003226,39.33333333333333,2,5,30500,4,3.0,low,1.4999999956719148,2,20,7,1,2인 여행(가족 외),1.0,41.0,2.5,15250.0,2.0,-1.3785935726049114
a_a007258,27.333333333333336,2,5,84000,2,1.0,med,0.99999999711461,1,30,7,3,2인 여행(가족 외),1.0,41.0,2.5,42000.0,1.0,-1.8698841471146062
a_a000771,47.666666666666664,3,12,47860,11,7.0,med,2.4817145643299026,2,30,5,3,자녀 동반 여행,1.0,29.0,4.0,15953.333333333334,3.6666666666666665,0.47279208253855104
a_a005273,44.0,2,5,43000,4,1.0,low,0.8112781215737428,1,30,8,1,자녀 동반 여행,2.0,41.0,2.5,21500.0,2.0,-1.3785935726049114
a_a007379,35.46464646464647,2,2,84000,2,1.0,med,0.99999999711461,2,60,7,5,2인 가족 여행,1.0,11.0,1.0,42000.0,1.0,-2.902452178075244
a_a010291,30.916666666666664,3,8,164550,9,1.0,high,1.8910611063018723,2,30,5,1,3인 이상 여행(가족 외),3.0,11.0,2.6666666666666665,54850.0,3.0,-0.7725732168773681
a_a006282,39.33333333333333,2,4,18800,4,1.0,low,1.4999999956719148,2,40,7,6,나홀로 여행,0.0,41.0,2.0,9400.0,2.0,-1.7227829162584576
a_a007483,46.0,1,3,31000,3,1.0,low,1.584962496393071,1,30,5,2,2인 여행(가족 외),1.0,28.0,3.0,31000.0,3.0,-0.5431136544416707
a_a005107,48.0,2,6,84000,5,5.0,med,1.921928089116582,2,30,11,1,나홀로 여행,0.0,41.0,3.0,42000.0,2.5,-0.788758941696518
a_a014874,38.0,2,6,332470,8,1.0,high,2.155639055016091,2,30,7,3,정보없음,1.0,36.0,3.0,166235.0,4.0,-0.05182307993197596
a_a017709,39.33333333333333,1,4,11600,4,5.0,low,1.4999999956719148,2,20,8,5,2인 여행(가족 외),1.0,41.0,4.0,11600.0,4.0,0.6365556073751161
c_c004673,30.0,2,2,84000,7,1.0,med,0.0,2,30,7,3,정보없음,1.0,36.0,1.0,42000.0,3.5,-1.6742257418010074
a_a003668,44.0,2,4,51000,4,1.0,med,0.8112781215737428,2,20,5,1,나홀로 여행,1.0,41.0,2.0,25500.0,2.0,-1.7227829162584576
a_a001867,43.0,2,5,16500,4,1.0,low,1.9999999942292197,1,20,7,1,나홀로 여행,0.0,11.0,2.5,8250.0,2.0,-1.3785935726049114
a_a010060,44.0,2,5,28000,2,5.0,low,0.99999999711461,1,40,9,3,자녀 동반 여행,3.0,11.0,2.5,14000.0,1.0,-1.8698841471146062
a_a000954,30.0,3,4,134100,20,3.0,med,2.14643933745754,1,20,6,1,3인 이상 여행(가족 외),3.0,11.0,1.3333333333333333,44700.0,6.666666666666667,0.11098730658205658
a_a008107,41.66666666666667,2,8,82300,12,4.0,med,2.52205520021803,1,20,7,1,3인 이상 여행(가족 외),3.0,42.0,4.0,41150.0,6.0,1.6191367563945054
a_a000276,42.592592592592595,4,12,192150,10,1.0,high,2.321928086231192,2,30,7,8,자녀 동반 여행,3.0,41.0,3.0,48037.5,2.5,-0.788758941696518
a_a004274,50.0,2,4,11000,8,4.0,low,2.49999999134383,2,30,5,2,2인 가족 여행,1.0,11.0,2.0,5500.0,4.0,-0.7402017672390679
a_a015818,41.25,3,10,138450,9,2.0,med,2.197159716210674,2,20,9,2,나홀로 여행,0.0,11.0,3.3333333333333335,46150.0,3.0,-0.3136540920059733
a_a003593,47.575757575757585,3,13,123000,10,1.0,med,2.4464393360148455,2,30,7,3,정보없음,1.0,36.0,4.333333333333333,41000.0,3.3333333333333335,0.5384881201376834
a_a017900,44.0,2,7,85700,3,1.0,med,0.9182958311690995,2,30,7,1,2인 여행(가족 외),1.0,28.0,3.5,42850.0,1.5,-0.9358601725526667
a_a001170,34.666666666666664,3,6,111100,5,1.0,med,1.921928089116582,2,30,7,3,정보없음,1.0,36.0,2.0,37033.333333333336,1.6666666666666667,-1.8865464410950223
a_a004884,34.0,2,5,167000,11,1.0,high,1.4911148442844055,1,30,10,1,2인 여행(가족 외),1.0,11.0,2.5,83500.0,5.5,0.34092343817902016
a_a004186,37.407407407407405,3,11,64200,6,1.0,med,2.2516291601743474,1,20,11,4,나홀로 여행,0.0,41.0,3.6666666666666665,21400.0,2.0,-0.5754851040799709
a_a018109,38.0,2,3,62900,6,1.0,med,1.9182958282837093,2,30,7,3,정보없음,1.0,36.0,1.5,31450.0,3.0,-1.5756816854023088
a_a003127,43.99999999999999,4,11,141800,14,1.0,med,2.610577233232777,2,20,6,4,나홀로 여행,0.0,11.0,2.75,35450.0,3.5,-0.46956303901359636
a_a000746,40.925925925925924,4,20,268770,21,2.0,high,2.0892446547747956,2,30,3,5,3인 이상 여행(가족 외),3.0,27.0,5.0,67192.5,5.25,1.9390475128193265
a_a003735,43.0,3,12,79500,10,1.0,med,2.1219280876738873,2,20,8,1,2인 가족 여행,1.0,41.0,4.0,26500.0,3.3333333333333335,0.3090285577019863
a_a005292,38.666666666666664,1,6,192200,8,1.0,high,1.4056390579014812,2,30,7,3,정보없음,1.0,36.0,6.0,192200.0,8.0,3.978475280028079
a_a008034,28.666666666666664,1,2,28000,1,4.0,low,-1.4426951595367387e-09,2,20,9,3,2인 여행(가족 외),1.0,11.0,2.0,28000.0,1.0,-2.2140734907681523
a_a003952,42.5,2,6,16000,7,3.0,low,2.2359263434155574,2,30,7,3,정보없음,1.0,36.0,3.0,8000.0,3.5,-0.29746836718682335
a_a005126,48.0,2,7,9000,7,6.0,low,1.8423709874063285,2,30,7,3,정보없음,1.0,36.0,3.5,4500.0,3.5,0.04672097646672267
a_a007224,23.111111111111107,2,4,79000,1,1.0,med,-1.4426951595367387e-09,2,30,7,3,정보없음,1.0,36.0,2.0,39500.0,0.5,-2.4597187780229994
a_a000613,42.333333333333336,4,12,421100,12,1.0,high,1.4591479126991596,2,30,7,3,2인 여행(가족 외),1.0,41.0,3.0,105275.0,3.0,-0.5431136544416707
a_a014484,29.0,2,4,330000,3,1.0,high,0.9182958311690995,1,50,12,3,자녀 동반 여행,5.0,41.0,2.0,165000.0,1.5,-1.9684282035133047
b_b005303,36.666666666666664,2,5,20500,8,1.0,low,2.249999992786525,1,20,9,2,2인 여행(가족 외),1.0,11.0,2.5,10250.0,4.0,-0.3960124235855219
a_a005717,30.666666666666664,2,3,150400,3,2.0,med,0.9182958311690995,1,40,5,7,3인 이상 여행(가족 외),3.0,41.0,1.5,75200.0,1.5,-2.312617547166851
a_a005460,47.77777777777778,3,7,68800,11,1.0,med,2.413088427769587,1,30,3,3,2인 여행(가족 외),1.0,11.0,2.3333333333333335,22933.333333333332,3.6666666666666665,-0.6745057296399355
a_a010131,40.444444444444436,2,8,42500,8,4.0,low,1.4056390579014812,1,20,5,3,2인 여행(가족 외),1.0,11.0,4.0,21250.0,4.0,0.6365556073751161
a_a004349,40.606060606060616,3,13,83900,20,1.0,med,2.5037016874011777,1,20,6,1,나홀로 여행,0.0,41.0,4.333333333333333,27966.666666666668,6.666666666666667,2.1761233685033328
c_c005232,43.33333333333333,1,11,86000,14,4.0,med,2.0670314879441087,2,30,7,3,정보없음,1.0,36.0,11.0,86000.0,14.0,10.368112163621708
a_a007321,46.0,1,4,9100,7,7.0,low,1.5566567031347378,2,30,7,3,정보없음,1.0,36.0,4.0,9100.0,7.0,2.1104273309042
a_a004099,37.33333333333333,2,4,113000,3,1.0,med,0.9182958311690995,2,30,7,2,2인 여행(가족 외),1.0,11.0,2.0,56500.0,1.5,-1.9684282035133047
a_a001384,36.0,2,7,81300,8,1.0,med,1.9056390564587862,2,30,9,1,2인 여행(가족 외),1.0,41.0,3.5,40650.0,4.0,0.29236626372157004
a_a008701,34.333333333333336,2,8,68900,8,1.0,med,1.4999999956719148,2,30,6,1,2인 여행(가족 외),1.0,45.0,4.0,34450.0,4.0,0.6365556073751161
a_a000087,46.0,3,5,76100,8,2.0,med,1.5612781201310477,1,50,8,3,자녀 동반 여행,2.0,41.0,1.6666666666666667,25366.666666666668,2.6666666666666665,-1.624715429021025
a_a005469,32.0,1,3,26000,1,1.0,low,-1.4426951595367387e-09,1,60,5,10,나홀로 여행,0.0,11.0,3.0,26000.0,1.0,-1.52569480346106
a_a018112,34.666666666666664,2,4,1300,6,1.0,low,1.7924812445897977,1,40,7,7,나홀로 여행,0.0,11.0,2.0,650.0,3.0,-1.2314923417487627
a_a014163,42.857142857142854,2,9,46700,9,1.0,med,2.197159716210674,2,60,2,1,2인 가족 여행,1.0,11.0,4.5,23350.0,4.5,1.2263902382835095
a_a002848,39.33333333333333,2,7,42600,4,1.0,low,1.9999999942292197,2,20,8,1,나홀로 여행,0.0,41.0,3.5,21300.0,2.0,-0.6902148852978195
a_a001534,40.95238095238095,3,9,100000,8,1.0,med,2.155639055016091,2,20,5,2,2인 여행(가족 외),1.0,28.0,3.0,33333.333333333336,2.6666666666666665,-0.7068771792782356
a_a002631,32.592592592592595,4,12,174900,17,1.0,high,2.8665870942873983,2,20,1,1,3인 이상 여행(가족 외),3.0,11.0,3.0,43725.0,4.25,0.07099956369544769
a_a005876,36.66666666666667,3,8,175500,6,1.0,high,1.9182958282837093,1,40,8,2,나홀로 여행,0.0,43.0,2.6666666666666665,58500.0,2.0,-1.263863791387063
a_a013588,46.0,2,6,84000,5,7.0,med,1.3709505901265835,1,40,6,6,나홀로 여행,0.0,11.0,3.0,42000.0,2.5,-0.788758941696518
a_a007196,38.0,2,4,45300,7,1.0,low,1.6644977734296813,2,30,7,1,자녀 동반 여행,2.0,11.0,2.0,22650.0,3.5,-0.9858470544939153
a_a005133,36.0,1,4,59700,6,2.0,med,1.4591479126991596,1,40,11,8,3인 이상 여행(가족 외),4.0,11.0,4.0,59700.0,6.0,1.6191367563945054
a_a003364,35.61904761904761,4,16,115800,18,1.0,med,1.6158045261694716,2,30,4,8,자녀 동반 여행,2.0,26.0,4.0,28950.0,4.5,0.8822008946299633
b_b005459,44.28571428571429,3,15,61200,16,1.0,med,1.9211796847340221,2,30,7,3,정보없음,1.0,36.0,5.0,20400.0,5.333333333333333,1.9799883940284675
a_a006166,33.714285714285715,2,9,96100,7,3.0,med,1.8423709874063285,2,30,7,1,3인 이상 여행(가족 외),2.0,11.0,4.5,48050.0,3.5,0.7350996637738147
a_a002712,46.66666666666666,2,6,74500,10,1.0,med,2.1709505872411934,2,20,12,2,나홀로 여행,0.0,41.0,3.0,37250.0,5.0,0.4394674945777188
a_a007091,43.33333333333333,2,5,103700,11,1.0,med,2.1180782021362337,2,30,9,1,2인 여행(가족 외),1.0,11.0,2.5,51850.0,5.5,0.34092343817902016
a_a005392,27.111111111111107,1,3,13100,3,1.0,low,1.584962496393071,2,50,9,2,부모 동반 여행,3.0,41.0,3.0,13100.0,3.0,-0.5431136544416707
a_a003782,43.33333333333333,4,10,302360,13,1.0,high,2.1996877875178527,2,30,7,8,3인 이상 여행(가족 외),3.0,30.0,2.5,75590.0,3.25,-0.7644803544677929
a_a007216,44.0,2,3,30000,2,1.0,low,0.99999999711461,2,60,11,2,자녀 동반 여행,2.0,11.0,1.5,15000.0,1.0,-2.558262834421698
a_a002358,40.666666666666664,3,11,204000,11,1.0,high,2.2998963825117205,1,30,7,7,나홀로 여행,0.0,44.0,3.6666666666666665,68000.0,3.6666666666666665,0.2433325201028536
a_a017984,44.0,2,4,17500,3,3.0,low,0.9182958311690995,2,50,11,2,나홀로 여행,0.0,11.0,2.0,8750.0,1.5,-1.9684282035133047
a_a017794,46.0,2,6,84000,4,4.0,med,1.4999999956719148,2,40,12,7,나홀로 여행,0.0,11.0,3.0,42000.0,2.0,-1.0344042289513655
a_a003871,30.666666666666664,1,6,107380,8,2.0,med,2.155639055016091,2,20,6,1,부모 동반 여행,3.0,11.0,6.0,107380.0,8.0,3.978475280028079
a_a000182,49.01960784313726,4,18,764700,15,1.0,high,2.282588721845663,1,20,12,1,나홀로 여행,1.0,48.0,4.5,191175.0,3.75,0.8579223074012384
a_a006386,32.666666666666664,2,5,435700,3,1.0,high,1.584962496393071,2,30,7,3,정보없음,1.0,36.0,2.5,217850.0,1.5,-1.6242388598597586
a_a002102,44.333333333333336,3,11,74950,19,1.0,med,2.649794451944705,2,20,7,7,2인 여행(가족 외),1.0,28.0,3.6666666666666665,24983.333333333332,6.333333333333333,1.5534407187953727
a_a009613,20.666666666666664,2,4,49500,3,1.0,med,0.9182958311690995,2,40,7,1,3인 이상 여행(가족 외),3.0,41.0,2.0,24750.0,1.5,-1.9684282035133047
a_a018138,35.166666666666664,2,6,28000,6,5.0,low,1.4591479126991596,2,30,7,3,정보없음,1.0,36.0,3.0,14000.0,3.0,-0.5431136544416707
a_a004747,24.0,1,3,108300,2,1.0,med,0.99999999711461,1,40,6,3,자녀 동반 여행,2.0,41.0,3.0,108300.0,2.0,-1.0344042289513655
a_a017622,39.66666666666667,2,4,15800,6,1.0,low,1.9182958282837093,1,20,7,8,나홀로 여행,0.0,11.0,2.0,7900.0,3.0,-1.2314923417487627
a_a005170,46.0,2,4,110000,3,1.0,med,1.584962496393071,1,60,8,3,2인 가족 여행,1.0,11.0,2.0,55000.0,1.5,-1.9684282035133047
a_a011463,36.0,2,3,7500,4,1.0,low,1.4999999956719148,2,60,2,1,3대 동반 여행(친척 포함),2.0,28.0,1.5,3750.0,2.0,-2.0669722599120037
a_a010958,48.57142857142857,3,8,223300,13,1.0,high,2.3458519806820908,2,20,7,7,2인 여행(가족 외),1.0,29.0,2.6666666666666665,74433.33333333333,4.333333333333333,-0.11751911753110866
a_a002721,38.83333333333333,2,6,54900,5,5.0,med,1.921928089116582,2,30,7,3,정보없음,1.0,36.0,3.0,27450.0,2.5,-0.788758941696518
a_a005947,46.0,1,2,43100,4,1.0,low,1.4999999956719148,1,30,7,7,2인 여행(가족 외),1.0,41.0,2.0,43100.0,4.0,-0.7402017672390679
a_a005811,46.0,2,8,23500,7,4.0,low,1.3787834891580906,1,40,8,8,2인 가족 여행,1.0,41.0,4.0,11750.0,3.5,0.39091032012026866
a_a017970,30.666666666666664,2,5,5900,3,1.0,low,0.9182958311690995,2,60,7,6,나홀로 여행,0.0,11.0,2.5,2950.0,1.5,-1.6242388598597586
a_a009891,49.629629629629626,2,11,88000,11,1.0,med,2.368522519072036,2,20,7,3,2인 여행(가족 외),1.0,43.0,5.5,44000.0,5.5,2.4060595001002962
a_a017669,45.08333333333333,2,9,40700,11,1.0,low,1.9808259304582982,2,30,6,8,나홀로 여행,0.0,26.0,4.5,20350.0,5.5,1.7176808127932042
a_a010251,46.51851851851852,1,10,75100,7,4.0,med,1.8423709874063285,1,20,5,5,나홀로 여행,0.0,42.0,10.0,75100.0,7.0,6.2406994547467525
a_a010542,42.66666666666667,3,7,504800,9,4.0,high,1.8365916623381988,2,30,7,3,정보없음,1.0,36.0,2.3333333333333335,168266.66666666666,3.0,-1.0020327793130652
a_a001870,41.48148148148148,2,10,234120,15,2.0,high,2.105587254484785,2,20,9,9,2인 여행(가족 외),1.0,11.0,5.0,117060.0,7.5,3.0444513054661395
a_a007252,37.99999999999999,2,6,130000,5,1.0,med,0.7219280920019722,2,40,6,3,3인 이상 여행(가족 외),2.0,41.0,3.0,65000.0,2.5,-0.788758941696518
a_a006421,48.0,2,5,21500,8,5.0,low,1.9056390564587862,1,30,6,6,나홀로 여행,0.0,41.0,2.5,10750.0,4.0,-0.3960124235855219
a_a000976,39.33333333333333,2,6,570000,3,1.0,high,1.584962496393071,2,20,12,9,나홀로 여행,2.0,27.0,3.0,285000.0,1.5,-1.2800495162062127
a_a003977,33.92592592592593,3,10,357700,13,1.0,high,1.6691803310959508,1,20,7,3,3인 이상 여행(가족 외),3.0,29.0,3.3333333333333335,119233.33333333333,4.333333333333333,0.3414000073402862
a_a004880,34.285714285714285,3,10,89700,9,1.0,med,2.0588138831177263,1,40,12,3,자녀 동반 여행,2.0,11.0,3.3333333333333335,29900.0,3.0,-0.3136540920059733
a_a004583,32.083333333333336,2,9,58900,9,1.0,med,2.1132833270813998,2,30,7,3,2인 여행(가족 외),1.0,11.0,4.5,29450.0,4.5,1.2263902382835095
a_a008435,44.0,2,7,35500,6,6.0,low,0.99999999711461,1,20,7,6,나홀로 여행,0.0,11.0,3.5,17750.0,3.0,-0.1989243107881247
a_a006004,33.166666666666664,1,5,68000,3,2.0,med,0.9182958311690995,1,50,6,1,나홀로 여행,0.0,41.0,5.0,68000.0,3.0,0.8336437201725133
a_a005670,32.166666666666664,2,6,25000,8,4.0,low,1.9056390564587862,2,20,7,1,3인 이상 여행(가족 외),2.0,11.0,3.0,12500.0,4.0,-0.05182307993197596
a_a004051,38.611111111111114,2,14,87900,15,1.0,med,2.149255389955025,2,20,7,7,2인 여행(가족 외),1.0,43.0,7.0,43950.0,7.5,4.421208680080324
a_a004102,45.33333333333333,2,6,175100,12,1.0,high,2.2516291601743474,1,20,6,7,2인 여행(가족 외),1.0,41.0,3.0,87550.0,6.0,0.9307580690874135
a_a005686,36.888888888888886,2,5,45000,6,1.0,low,1.9182958282837093,2,30,7,3,정보없음,1.0,36.0,2.5,22500.0,3.0,-0.8873029980952167
a_a007548,38.555555555555564,1,6,22700,8,4.0,low,1.9056390564587862,2,20,7,2,나홀로 여행,0.0,11.0,6.0,22700.0,8.0,3.978475280028079
a_a000165,43.33333333333333,3,8,128400,11,5.0,med,2.368522519072036,1,20,7,2,2인 여행(가족 외),1.0,11.0,2.6666666666666665,42800.0,3.6666666666666665,-0.4450461672042384
a_a000219,41.33333333333333,4,10,180800,10,1.0,high,1.760964041672901,2,30,11,2,자녀 동반 여행,2.0,11.0,2.5,45200.0,2.5,-1.1329482853500639
a_a004306,32.333333333333336,2,5,53400,2,1.0,med,0.99999999711461,2,30,7,3,정보없음,1.0,36.0,2.5,26700.0,1.0,-1.8698841471146062
a_a007786,37.5,2,6,39710,10,4.0,low,2.4464393360148455,2,30,5,7,나홀로 여행,0.0,41.0,3.0,19855.0,5.0,0.4394674945777188
a_a001167,47.444444444444436,2,7,83550,9,1.0,med,1.8365916623381988,2,40,6,10,3인 이상 여행(가족 외),3.0,28.0,3.5,41775.0,4.5,0.5380115509764174
a_a001152,41.66666666666667,3,6,55500,9,1.0,med,2.1132833270813998,1,20,12,3,2인 여행(가족 외),1.0,11.0,2.0,18500.0,3.0,-1.2314923417487627
a_a006485,35.166666666666664,2,6,16500,5,5.0,low,1.3709505901265835,2,50,8,3,2인 여행(가족 외),1.0,41.0,3.0,8250.0,2.5,-0.788758941696518
a_a002589,36.666666666666664,2,5,108700,7,1.0,med,2.1280852716779193,2,50,7,3,자녀 동반 여행,3.0,41.0,2.5,54350.0,3.5,-0.6416577108403693
a_a007913,33.11111111111111,2,4,32600,2,1.0,low,-1.4426951595367387e-09,1,30,7,1,나홀로 여행,0.0,11.0,2.0,16300.0,1.0,-2.2140734907681523
a_a003476,40.83333333333333,3,7,65900,13,5.0,med,2.1996877875178527,1,40,8,3,자녀 동반 여행,3.0,41.0,2.3333333333333335,21966.666666666668,4.333333333333333,-0.3469786799668058
a_a007730,34.666666666666664,2,5,82600,4,1.0,med,1.9999999942292197,2,30,7,3,정보없음,1.0,36.0,2.5,41300.0,2.0,-1.3785935726049114
a_a002127,38.444444444444436,2,4,84400,3,1.0,med,0.9182958311690995,2,30,8,8,2인 여행(가족 외),1.0,41.0,2.0,42200.0,1.5,-1.9684282035133047
a_a007753,40.16666666666667,2,6,56000,6,2.0,med,1.4591479126991596,2,20,12,1,나홀로 여행,0.0,28.0,3.0,28000.0,3.0,-0.5431136544416707
a_a003818,45.87878787878788,4,15,501400,14,1.0,high,1.7783283479606313,1,20,7,2,나홀로 여행,0.0,29.0,3.75,125350.0,3.5,0.2188156482934957
a_a009594,43.61904761904762,3,9,92000,8,1.0,med,1.4999999956719148,1,20,7,1,2인 여행(가족 외),1.0,41.0,3.0,30666.666666666668,2.6666666666666665,-0.7068771792782356
a_a002762,35.407407407407405,3,12,97000,10,3.0,med,1.760964041672901,2,50,7,2,2인 가족 여행,1.0,41.0,4.0,32333.333333333332,3.3333333333333335,0.3090285577019863
a_a014172,39.0,1,4,57680,2,2.0,med,0.99999999711461,2,50,11,1,나홀로 여행,0.0,11.0,4.0,57680.0,2.0,-0.34602554164427346
a_a002917,45.5,2,6,84000,4,1.0,med,1.9999999942292197,1,30,4,4,나홀로 여행,0.0,41.0,3.0,42000.0,2.0,-1.0344042289513655
a_a012513,38.0,2,8,56500,7,1.0,med,1.8423709874063285,1,20,7,1,2인 여행(가족 외),1.0,11.0,4.0,28250.0,3.5,0.39091032012026866
a_a010286,32.333333333333336,2,4,45100,2,2.0,low,0.99999999711461,2,20,7,2,2인 여행(가족 외),1.0,41.0,2.0,22550.0,1.0,-2.2140734907681523
a_a002943,42.88888888888889,2,5,31000,3,1.0,low,0.9182958311690995,2,30,7,3,정보없음,1.0,36.0,2.5,15500.0,1.5,-1.6242388598597586
a_a007616,50.0,1,5,344200,8,1.0,high,2.249999992786525,1,30,5,2,2인 가족 여행,1.0,41.0,5.0,344200.0,8.0,3.290096592720987
a_a002274,37.61904761904761,3,9,94700,12,1.0,med,2.054585162124324,2,20,7,1,2인 여행(가족 외),1.0,11.0,3.0,31566.666666666668,4.0,-0.05182307993197596
a_a006019,35.46464646464647,2,2,32000,3,1.0,low,0.9182958311690995,1,30,10,10,2인 여행(가족 외),1.0,42.0,1.0,16000.0,1.5,-2.6568068908203966
a_a000906,38.0,4,12,83900,26,2.0,med,2.3576470408986427,2,40,5,1,2인 가족 여행,1.0,41.0,3.0,20975.0,6.5,1.176403356342261
a_a015349,39.875,3,18,91600,12,1.0,med,1.6258145779231312,2,30,7,4,나홀로 여행,0.0,28.0,6.0,30533.333333333332,4.0,2.0133129819893
a_a002154,44.0,3,11,121000,16,1.0,med,2.4772169928063126,1,20,9,1,나홀로 여행,0.0,11.0,3.6666666666666665,40333.333333333336,5.333333333333333,1.062150144285678
a_a002044,38.666666666666664,4,8,59000,4,2.0,med,1.9999999942292197,1,20,5,6,나홀로 여행,0.0,44.0,2.0,14750.0,1.0,-2.2140734907681523
a_a006823,34.0,1,2,81000,3,4.0,med,0.9182958311690995,2,20,7,3,2인 여행(가족 외),1.0,41.0,2.0,81000.0,3.0,-1.2314923417487627
a_a011550,42.5,2,5,42500,7,1.0,low,2.1280852716779193,2,30,9,1,2인 가족 여행,1.0,41.0,2.5,21250.0,3.5,-0.6416577108403693
a_a014106,36.666666666666664,2,5,29500,5,1.0,low,2.321928087673887,2,50,7,6,3인 이상 여행(가족 외),2.0,11.0,2.5,14750.0,2.5,-1.1329482853500639
a_a003723,47.5,3,12,168370,18,1.0,high,2.6835423523343658,2,30,7,3,정보없음,1.0,36.0,4.0,56123.333333333336,6.0,1.6191367563945054
a_a007165,34.333333333333336,2,6,76100,5,1.0,med,1.5219280905592771,1,30,8,1,2인 여행(가족 외),1.0,11.0,3.0,38050.0,2.5,-0.788758941696518
a_a014226,30.85714285714285,1,8,169500,8,1.0,high,1.5487949349246184,2,30,5,7,2인 여행(가족 외),1.0,41.0,8.0,169500.0,8.0,5.355232654642263
b_b006609,41.33333333333333,2,9,807970,7,1.0,high,1.950212059143967,2,30,1,2,2인 가족 여행,1.0,45.0,4.5,403985.0,3.5,0.7350996637738147
a_a007953,44.0,2,5,80200,5,1.0,med,0.7219280920019722,1,30,7,6,2인 여행(가족 외),1.0,11.0,2.5,40100.0,2.5,-1.1329482853500639
a_a007496,34.95238095238095,1,7,85400,6,2.0,med,0.9182958311690995,1,30,7,7,나홀로 여행,0.0,41.0,7.0,85400.0,6.0,3.684272818315782
a_a007820,36.333333333333336,2,4,18000,5,1.0,low,1.921928089116582,2,50,8,3,자녀 동반 여행,1.0,41.0,2.0,9000.0,2.5,-1.47713762900361
a_a017864,38.5,1,5,37700,5,1.0,low,1.3709505901265835,1,20,12,1,나홀로 여행,0.0,41.0,5.0,37700.0,5.0,1.8162248691919027
a_a008224,34.81481481481481,4,20,430200,24,1.0,high,2.2704260328302075,2,20,8,1,2인 여행(가족 외),1.0,48.0,5.0,107550.0,6.0,2.3075154437015977
a_a006880,33.333333333333336,2,9,44400,9,4.0,low,2.197159716210674,2,30,7,3,정보없음,1.0,36.0,4.5,22200.0,4.5,1.2263902382835095
a_a006182,26.0,2,3,38500,4,5.0,low,1.4999999956719148,2,40,7,3,2인 여행(가족 외),1.0,11.0,1.5,19250.0,2.0,-2.0669722599120037
a_a006535,30.333333333333336,2,3,34000,3,3.0,low,-1.4426951595367387e-09,1,40,10,1,3인 이상 여행(가족 외),3.0,41.0,1.5,17000.0,1.5,-2.312617547166851
a_a004739,38.0,2,4,200050,7,1.0,high,1.950212059143967,1,30,6,3,2인 여행(가족 외),1.0,28.0,2.0,100025.0,3.5,-0.9858470544939153
a_a001922,39.52380952380952,3,8,164820,11,1.0,high,1.8676338837577369,2,20,3,6,3인 이상 여행(가족 외),2.0,42.0,2.6666666666666665,54940.0,3.6666666666666665,-0.4450461672042384
a_a007318,37.46464646464647,2,1,47500,3,1.0,med,1.584962496393071,1,40,7,3,자녀 동반 여행,3.0,41.0,0.5,23750.0,1.5,-3.0009962344739427
a_a007159,39.66666666666667,2,6,42000,6,3.0,low,1.9182958282837093,1,40,6,1,자녀 동반 여행,3.0,28.0,3.0,21000.0,3.0,-0.5431136544416707
