TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM
e003381,41,2,30,7,1,2,13,5,6.0,2,2,3,4,2,4,4,2,3,6,경기도,경기,2인 여행(가족 외),1,1
e009505,41,1,30,6,1,1,5,4,7.0,3,3,1,1,1,6,1,1,7,2,경기도,경기,2인 여행(가족 외),3,1
e007871,41,2,40,6,2,3,11,2,6.0,2,2,3,2,2,1,3,4,1,6,경기도,서울,자녀 동반 여행,8,2
e007583,41,1,20,5,1,1,2,6,7.0,2,1,6,2,4,2,3,6,5,5,경기도,서울,2인 여행(가족 외),3,1
e002045,28,1,30,6,1,2,3,5,5.0,3,6,2,1,4,3,2,2,2,5,인천광역시,경기,2인 여행(가족 외),2,1
e001251,41,2,30,7,2,4,2,7,12.0,1,1,6,1,3,1,4,6,4,2,경기도,서울,자녀 동반 여행,3,3
e003409,43,2,30,6,1,2,3,4,5.0,2,2,1,1,1,4,4,4,7,7,충청북도,서울,2인 여행(가족 외),5,1
e003870,11,1,60,4,2,2,13,5,6.0,2,2,3,3,4,4,3,4,5,5,서울특별시,경기,3대 동반 여행(친척 포함),3,5
e003073,11,2,20,6,1,2,12,1,1.0,1,5,6,4,4,2,3,4,7,5,서울특별시,경기,3인 이상 여행(가족 외),1,7
e003547,41,2,20,6,1,4,12,2,11.0,3,1,6,5,4,2,4,6,5,2,경기도,서울,나홀로 여행,7,0
e004313,41,2,20,6,1,4,2,4,10.0,2,1,2,3,1,7,4,3,2,6,경기도,경기,나홀로 여행,1,0
e001188,41,1,40,6,2,3,3,6,7.0,2,1,1,1,4,2,4,4,4,4,경기도,경기,3인 이상 여행(가족 외),3,2
e010740,41,2,20,5,1,5,3,4,8.0,3,7,4,2,2,2,2,2,2,6,경기도,서울,나홀로 여행,1,0
e006816,11,1,30,6,2,2,11,2,7.0,2,1,3,1,1,1,1,2,1,6,서울특별시,경기,2인 여행(가족 외),1,1
e010729,41,2,20,6,1,3,3,4,6.0,3,1,6,2,2,2,2,6,2,5,경기도,서울,부모 동반 여행,7,2
e001103,41,2,40,5,1,3,13,4,6.0,2,1,1,1,4,4,2,2,3,6,경기도,서울,3인 이상 여행(가족 외),2,2
e000745,11,2,40,6,2,4,2,5,9.0,2,1,2,4,2,2,6,3,1,5,서울특별시,경기,3인 이상 여행(가족 외),3,2
e010991,11,1,30,6,4,1,3,5,7.0,2,1,2,2,1,4,1,2,1,7,서울특별시,경기,2인 여행(가족 외),3,1
e007421,11,2,30,7,1,4,2,6,12.0,2,2,1,7,1,1,7,1,1,7,서울특별시,경기,2인 여행(가족 외),3,1
e001142,11,2,30,5,1,1,13,3,7.0,3,6,3,1,1,4,4,4,5,6,서울특별시,인천,2인 여행(가족 외),1,1
e001026,41,1,30,7,2,2,13,6,11.0,3,10,2,2,3,3,2,4,2,6,경기도,경기,2인 가족 여행,3,1
e000628,11,1,40,6,1,1,3,7,7.0,3,3,5,3,2,6,5,4,4,5,서울특별시,경기,3인 이상 여행(가족 외),3,2
e002284,41,1,20,7,1,1,12,4,7.0,2,1,2,2,1,3,4,2,6,7,경기도,경기,2인 여행(가족 외),3,1
e004561,41,2,30,6,2,2,3,5,9.0,2,1,3,6,3,3,3,2,6,5,경기도,경기,나홀로 여행,7,0
e004050,11,2,30,6,2,4,3,9,12.0,2,2,4,3,2,1,6,5,2,7,서울특별시,경기,자녀 동반 여행,1,3
e003775,41,2,30,7,1,1,13,6,7.0,2,1,2,2,1,2,2,3,3,6,경기도,서울,2인 여행(가족 외),3,1
e000686,41,1,30,4,1,1,8,4,7.0,3,8,3,2,1,2,2,6,3,3,경기도,경기,2인 여행(가족 외),1,1
e007862,41,2,40,5,1,2,3,4,4.0,3,3,4,3,3,3,4,4,6,6,경기도,인천,2인 여행(가족 외),1,1
e007914,11,2,20,6,1,4,3,4,4.0,4,1,4,5,3,4,6,3,6,7,서울특별시,경기,2인 여행(가족 외),8,1
e002775,11,2,40,6,2,3,3,8,11.0,2,1,1,4,4,6,6,3,2,2,서울특별시,경기,자녀 동반 여행,1,2
e006497,41,1,40,6,2,3,2,8,8.0,3,10,1,2,2,1,1,2,1,3,경기도,서울,자녀 동반 여행,3,2
e004655,41,2,30,4,1,2,3,4,5.0,2,2,4,4,4,4,4,4,4,4,경기도,서울,2인 여행(가족 외),1,1
e002625,43,2,30,5,1,2,4,4,8.0,4,1,3,1,4,3,3,5,6,6,충청북도,경기,2인 여행(가족 외),2,1
e009412,28,2,20,4,1,5,12,1,6.0,2,1,5,5,5,3,3,5,5,5,인천광역시,서울,2인 여행(가족 외),3,1
e012268,11,2,30,6,1,1,2,4,7.0,2,2,1,2,2,6,2,1,6,2,서울특별시,경기,2인 여행(가족 외),3,1
e002064,41,1,20,6,1,5,12,2,10.0,2,1,6,1,1,1,7,2,1,7,경기도,서울,2인 여행(가족 외),3,1
e007816,11,1,30,6,1,3,2,7,11.0,3,2,4,1,6,2,2,4,1,3,서울특별시,경기,나홀로 여행,2,0
e002084,11,1,20,5,1,2,2,4,4.0,2,2,3,4,2,3,4,3,6,5,서울특별시,경기,2인 여행(가족 외),1,1
e005157,30,1,60,6,2,2,3,1,4.0,2,1,3,5,5,5,3,5,5,4,대전광역시,서울,자녀 동반 여행,8,2
e002570,11,1,50,7,2,4,2,7,8.0,2,2,2,3,4,4,2,3,3,6,서울특별시,경기,3인 이상 여행(가족 외),3,3
e010492,41,2,20,6,1,5,2,3,8.0,2,1,3,4,2,3,2,2,3,5,경기도,인천,부모 동반 여행,3,3
e006272,41,2,30,5,1,2,3,4,4.0,2,1,3,4,4,4,2,3,2,1,경기도,경기,2인 여행(가족 외),1,1
e004326,11,1,20,5,1,3,10,5,8.0,2,1,5,4,5,5,5,5,4,6,서울특별시,경기,3인 이상 가족 여행(친척 포함),3,2
e004658,45,2,20,6,1,6,3,4,4.0,2,2,6,2,2,6,4,3,2,7,전라북도,서울,2인 여행(가족 외),3,1
e007796,11,2,40,5,2,4,13,3,8.0,2,1,2,2,2,2,2,6,2,6,서울특별시,경기,자녀 동반 여행,2,3
e007155,41,2,20,6,1,4,3,4,8.0,2,2,3,3,2,2,3,2,4,6,경기도,경기,2인 여행(가족 외),6,1
e002527,28,2,30,6,2,3,4,3,5.0,2,1,7,7,7,5,5,7,3,3,인천광역시,경기,나홀로 여행,2,0
e005472,47,1,20,4,1,4,12,1,7.0,3,6,5,3,3,5,5,5,3,5,경상북도,서울,2인 가족 여행,3,1
e002991,41,2,40,4,2,2,11,2,4.0,4,1,2,2,4,5,6,4,2,6,경기도,경기,3인 이상 가족 여행(친척 포함),2,3
e004393,42,2,20,6,1,4,4,3,8.0,2,1,2,1,1,6,5,3,7,3,강원도,경기,2인 여행(가족 외),1,1
e003006,41,1,30,4,2,2,7,7,10.0,2,1,6,1,1,6,1,6,2,1,경기도,경기,2인 가족 여행,8,1
e004860,29,2,20,4,1,4,3,4,11.0,2,1,2,1,1,4,3,5,6,7,광주광역시,경기,2인 가족 여행,3,1
e000693,11,1,40,5,2,4,11,2,6.0,2,2,1,4,1,3,6,1,1,6,서울특별시,인천,자녀 동반 여행,1,2
e004380,11,2,30,6,2,4,4,4,7.0,3,4,3,4,2,4,4,4,4,5,서울특별시,인천,자녀 동반 여행,7,3
e010724,41,2,20,6,1,1,4,4,7.0,3,5,3,3,2,4,5,3,5,4,경기도,경기,2인 여행(가족 외),3,1
e000018,41,2,40,6,2,5,11,1,5.0,3,6,2,1,2,7,4,1,2,2,경기도,경기,자녀 동반 여행,1,2
e011151,11,1,30,6,2,2,3,7,12.0,3,3,3,7,4,6,4,2,6,4,서울특별시,경기,2인 가족 여행,1,1
e001351,11,1,30,6,1,2,3,6,8.0,1,2,4,2,3,2,3,5,5,6,서울특별시,경기,2인 여행(가족 외),1,1
e011588,11,1,40,6,2,4,2,7,8.0,2,1,6,2,2,2,2,4,2,3,서울특별시,경기,자녀 동반 여행,3,2
e001458,11,2,60,6,3,2,2,2,8.0,2,1,2,3,3,2,2,2,2,2,서울특별시,경기,자녀 동반 여행,1,1
e007800,28,1,30,5,2,3,7,6,6.0,2,3,4,4,3,4,4,3,2,5,인천광역시,경기,자녀 동반 여행,8,2
e003885,11,2,20,6,1,3,3,6,7.0,2,2,1,2,2,6,6,3,5,7,서울특별시,경기,2인 여행(가족 외),2,1
e005483,28,2,30,5,2,2,11,3,7.0,2,1,3,5,2,4,3,6,3,7,인천광역시,경기,2인 가족 여행,3,1
e005781,41,2,20,6,1,2,4,3,4.0,3,2,3,2,2,6,6,2,6,2,서울특별시,경기,부모 동반 여행,2,4
e005110,41,1,30,7,1,1,2,5,7.0,2,2,2,2,2,2,2,1,1,7,경기도,경기,3인 이상 여행(가족 외),2,3
e013030,44,1,40,7,2,4,2,6,8.0,2,1,4,4,2,2,4,4,2,2,충청남도,경기,자녀 동반 여행,5,3
e003867,28,2,20,6,1,4,3,4,9.0,3,5,3,1,3,2,5,6,2,4,인천광역시,경기,2인 여행(가족 외),1,1
e003126,41,2,20,7,1,3,2,5,10.0,1,1,1,6,1,4,4,6,6,5,경기도,경기,3인 이상 여행(가족 외),1,2
e008174,11,1,40,6,2,4,3,5,6.0,2,1,5,3,3,5,5,3,3,5,서울특별시,경기,나홀로 여행,1,0
e009771,28,1,20,6,1,2,2,4,5.0,3,3,4,1,2,4,5,2,7,3,인천광역시,경기,2인 여행(가족 외),3,1
e004821,11,2,20,6,1,1,3,4,7.0,2,2,4,2,2,3,4,4,1,7,서울특별시,경기,2인 여행(가족 외),3,1
e007509,11,2,30,4,1,4,3,3,4.0,3,1,7,4,4,1,4,4,4,7,서울특별시,경기,자녀 동반 여행,7,3
e010055,30,2,30,6,1,5,12,2,12.0,2,2,2,4,4,3,2,2,4,3,대전광역시,인천,3인 이상 여행(가족 외),9,4
e003433,41,1,30,6,1,2,3,5,5.0,2,1,4,1,2,2,5,6,5,7,경기도,경기,3인 이상 여행(가족 외),7,2
e005711,41,2,60,6,2,2,11,1,5.0,3,2,4,3,6,4,4,7,5,5,경기도,경기,2인 가족 여행,5,1
e003237,28,2,30,6,2,2,3,5,7.0,3,4,1,1,4,2,1,2,3,6,인천광역시,경기,2인 가족 여행,3,1
e000942,41,1,30,5,1,2,3,5,5.0,3,2,4,1,2,4,2,2,3,2,서울특별시,경기,2인 여행(가족 외),1,1
e006098,30,2,30,6,1,3,2,5,7.0,3,4,2,6,3,2,3,3,2,2,대전광역시,서울,3인 이상 여행(가족 외),3,2
e005102,41,1,30,6,2,2,3,5,7.0,3,2,2,2,5,2,6,5,3,2,경기도,서울,2인 여행(가족 외),2,1
e005351,42,2,20,6,1,1,3,6,7.0,3,5,3,2,2,3,4,4,3,6,강원도,경기,3인 이상 여행(가족 외),3,4
e004800,45,1,20,6,1,1,12,1,7.0,4,1,3,4,2,5,3,6,2,5,전라북도,서울,2인 여행(가족 외),1,1
e003241,41,1,30,6,2,2,2,5,10.0,2,1,6,4,1,2,2,3,6,2,경기도,인천,2인 가족 여행,1,1
e004245,28,1,30,6,1,3,3,5,9.0,1,2,3,5,4,2,2,2,1,5,인천광역시,서울,2인 여행(가족 외),7,1
e004864,47,2,20,6,1,4,12,1,9.0,3,5,5,4,5,5,3,5,5,4,경상북도,서울,2인 가족 여행,2,1
e007660,11,2,20,6,1,1,13,1,7.0,1,1,4,4,4,4,5,5,5,5,서울특별시,경기,나홀로 여행,6,0
e006544,44,2,20,6,1,4,12,1,1.0,2,3,1,7,1,4,5,4,1,7,충청북도,서울,2인 여행(가족 외),3,1
e000037,11,2,30,6,2,1,5,4,7.0,2,1,4,3,1,1,4,4,4,4,서울특별시,경기,나홀로 여행,4,0
e005175,41,1,30,4,1,2,8,5,7.0,2,1,2,4,2,6,3,2,2,6,경기도,경기,부모 동반 여행,8,2
e001140,41,1,40,7,2,3,3,5,5.0,3,3,4,4,4,4,4,4,4,4,서울특별시,경기,나홀로 여행,5,0
e005335,28,1,20,6,2,2,4,5,7.0,2,1,4,1,3,4,3,6,2,7,인천광역시,경기,2인 가족 여행,3,1
e002176,41,2,40,5,2,4,7,5,6.0,3,2,1,1,1,1,1,4,6,2,경기도,경기,나홀로 여행,2,0
e006407,43,1,20,6,1,5,13,3,6.0,3,3,6,4,5,3,3,5,2,4,충청북도,서울,2인 여행(가족 외),1,1
e007783,11,1,30,6,1,3,3,4,5.0,3,3,6,1,2,1,4,5,5,7,서울특별시,경기,2인 여행(가족 외),3,1
e008809,41,2,20,6,1,1,3,3,7.0,3,2,1,4,1,1,4,4,1,7,경기도,서울,2인 여행(가족 외),2,1
e001382,11,2,30,6,2,2,2,5,10.0,2,3,1,1,1,2,2,7,2,7,서울특별시,경기,2인 여행(가족 외),2,1
e009772,41,2,30,5,1,2,4,4,6.0,2,2,3,6,1,3,5,2,5,6,경기도,서울,2인 여행(가족 외),6,1
e003062,28,1,30,6,1,1,2,4,7.0,2,1,1,1,4,3,1,2,7,1,인천광역시,경기,2인 여행(가족 외),1,1
e005886,30,1,30,5,1,3,12,4,5.0,3,5,5,2,2,5,3,5,5,6,대전광역시,서울,3인 이상 여행(가족 외),5,3
e006452,11,2,20,4,1,4,3,3,6.0,3,7,2,2,2,1,7,4,7,5,서울특별시,경기,2인 여행(가족 외),9,1
e003419,28,2,20,6,1,4,4,2,6.0,3,5,1,2,1,5,5,5,5,6,인천광역시,경기,2인 여행(가족 외),9,1
e002760,11,1,30,6,2,4,13,3,9.0,2,2,7,1,2,2,2,7,1,6,서울특별시,경기,자녀 동반 여행,8,1
e001132,11,1,20,6,1,1,2,5,7.0,3,2,4,2,1,3,2,4,2,6,서울특별시,경기,2인 여행(가족 외),7,1
e010678,11,2,20,5,1,4,2,4,11.0,2,1,2,4,2,1,1,3,3,6,서울특별시,인천,2인 여행(가족 외),1,1
e002931,41,1,50,4,2,4,7,7,10.0,3,12,1,1,1,1,4,6,1,7,경기도,경기,3인 이상 여행(가족 외),6,3
e000025,11,2,40,6,2,3,2,4,9.0,2,1,2,6,6,2,2,6,6,1,서울특별시,경기,자녀 동반 여행,3,2
e007937,41,2,20,6,1,4,12,2,9.0,3,2,4,5,3,4,3,5,3,6,경기도,경기,나홀로 여행,1,0
e001471,11,1,30,6,1,4,2,3,7.0,3,2,1,1,2,4,1,1,1,1,서울특별시,경기,나홀로 여행,1,0
e000360,41,1,30,7,2,2,3,5,8.0,3,5,2,1,1,5,4,2,1,7,경기도,경기,2인 가족 여행,2,1
e000818,41,2,30,6,1,3,2,5,10.0,3,7,2,1,2,2,2,2,2,7,경기도,경기,2인 여행(가족 외),2,1
e011396,11,2,20,6,1,3,3,5,12.0,3,4,2,2,1,2,6,6,2,7,서울특별시,경기,나홀로 여행,1,0
e004310,11,1,40,6,1,4,3,5,9.0,2,2,5,2,2,2,4,4,3,4,서울특별시,인천,3인 이상 여행(가족 외),3,2
e007770,41,2,20,6,1,3,3,3,6.0,4,1,3,4,3,2,6,5,2,1,경기도,서울,나홀로 여행,8,0
e011643,11,2,30,5,1,2,3,5,8.0,3,5,3,3,2,2,2,3,6,4,서울특별시,경기,2인 여행(가족 외),2,1
e002784,27,2,20,6,1,3,3,2,9.0,2,2,6,3,2,3,4,6,2,5,대구광역시,서울,나홀로 여행,2,0
e011413,41,2,30,6,2,4,3,7,12.0,1,1,2,6,2,4,4,6,6,6,경기도,경기,자녀 동반 여행,3,3
e007192,11,2,30,7,1,1,3,7,7.0,3,4,2,2,1,4,3,2,1,6,서울특별시,경기,나홀로 여행,5,0
e003019,28,1,30,6,1,1,13,2,7.0,3,1,1,1,1,5,2,2,3,2,인천광역시,서울,나홀로 여행,1,0
e002248,42,2,30,6,2,3,4,1,6.0,2,2,4,1,1,1,4,7,4,7,강원도,서울,나홀로 여행,6,0
e008354,41,2,30,4,1,2,2,3,6.0,2,1,1,1,1,3,1,1,2,7,경기도,서울,나홀로 여행,5,0
e007552,11,2,40,7,2,2,3,5,11.0,3,5,2,2,2,4,6,2,2,6,서울특별시,경기,나홀로 여행,2,0
e002260,11,2,20,6,1,2,4,3,6.0,2,1,2,6,1,6,7,2,5,6,서울특별시,경기,나홀로 여행,7,0
e002506,41,1,30,6,2,2,2,6,7.0,2,1,1,2,6,5,1,2,6,2,경기도,경기,2인 가족 여행,2,1
e009055,11,2,20,7,1,1,4,4,7.0,2,2,4,4,3,3,3,4,6,4,서울특별시,경기,나홀로 여행,1,0
e000994,28,2,20,4,1,1,3,4,7.0,3,3,3,1,4,5,6,2,7,6,인천광역시,경기,부모 동반 여행,2,2
e002437,11,1,30,6,2,4,3,6,9.0,2,1,3,4,5,4,2,5,2,4,서울특별시,경기,자녀 동반 여행,3,3
e000959,41,2,40,6,2,3,11,1,7.0,3,2,5,5,4,3,5,5,3,5,경기도,서울,자녀 동반 여행,1,3
e003753,11,2,30,7,1,4,3,5,12.0,3,2,2,4,2,1,4,4,6,6,서울특별시,경기,부모 동반 여행,3,2
e000752,50,2,40,5,2,4,11,1,4.0,3,6,4,1,1,7,7,7,7,1,제주특별자치도,경기,나홀로 여행,6,0
e011100,28,2,50,5,2,3,11,1,7.0,3,2,2,2,1,3,2,1,6,3,인천광역시,서울,3인 이상 여행(가족 외),8,6
e001987,41,2,20,6,1,4,12,7,8.0,2,1,4,3,2,2,4,3,6,5,경기도,경기,3인 이상 여행(가족 외),3,4
e011538,11,1,20,6,1,4,12,2,12.0,3,2,2,6,1,6,2,2,2,5,서울특별시,경기,2인 여행(가족 외),3,1
e010700,11,2,20,4,1,5,12,1,8.0,3,3,6,5,3,5,2,6,6,5,서울특별시,경기,2인 가족 여행,1,1
e004575,41,2,20,6,1,4,12,1,5.0,4,1,7,2,2,2,1,1,3,4,경기도,서울,2인 여행(가족 외),3,1
e005127,41,2,20,6,1,1,3,2,7.0,3,2,4,1,4,4,3,4,2,5,경기도,경기,나홀로 여행,2,0
e001013,41,2,40,6,2,1,2,10,7.0,3,3,3,4,4,2,4,4,5,4,경기도,경기,나홀로 여행,1,0
e012554,45,1,20,6,2,2,13,3,5.0,2,1,4,2,2,4,2,3,2,6,전라북도,경기,2인 가족 여행,1,1
e008404,41,1,20,4,1,4,12,1,9.0,3,2,7,1,1,1,1,3,1,7,경기도,서울,2인 여행(가족 외),8,1
e000830,41,1,30,6,2,3,11,1,5.0,2,2,3,7,1,1,4,5,1,4,경기도,경기,자녀 동반 여행,7,2
e003348,11,1,30,5,1,1,13,2,7.0,2,2,1,2,1,5,5,2,4,2,서울특별시,경기,2인 여행(가족 외),6,1
e003259,28,2,20,4,1,1,12,1,7.0,2,2,5,5,3,5,3,3,3,6,인천광역시,서울,나홀로 여행,1,0
e001183,28,2,40,6,2,4,3,2,7.0,2,3,5,6,3,3,6,6,6,6,인천광역시,경기,자녀 동반 여행,3,3
e000042,11,2,20,6,1,4,3,4,10.0,3,11,1,1,1,3,2,1,6,5,서울특별시,인천,2인 여행(가족 외),1,1
e009858,11,1,40,6,1,1,13,6,7.0,2,1,1,3,1,4,7,7,6,4,서울특별시,인천,2인 여행(가족 외),1,1
e003311,28,1,30,6,1,1,2,4,7.0,3,4,2,3,1,3,2,1,1,6,인천광역시,경기,2인 가족 여행,3,1
e003618,11,2,30,6,1,1,3,6,7.0,3,5,1,3,4,4,3,2,3,7,서울특별시,인천,2인 가족 여행,3,1
e004878,41,2,30,6,1,3,3,5,10.0,2,1,2,6,3,7,3,3,2,7,경기도,서울,나홀로 여행,4,0
e006153,11,1,30,5,2,3,3,5,5.0,2,1,1,1,4,1,3,4,6,7,서울특별시,경기,자녀 동반 여행,2,2
e005804,42,2,30,6,1,2,3,4,4.0,3,3,1,1,2,4,1,1,1,1,강원도,서울,나홀로 여행,7,0
e006221,43,1,30,6,1,4,3,5,12.0,3,6,1,5,1,5,6,2,4,5,충청북도,경기,3인 이상 여행(가족 외),3,3
e010636,11,1,40,6,1,4,2,7,12.0,3,3,1,1,1,4,1,1,1,4,서울특별시,경기,3인 이상 여행(가족 외),8,2
e003678,11,2,60,6,4,1,2,7,7.0,2,1,2,2,5,2,2,2,1,6,서울특별시,경기,2인 가족 여행,1,1
e001125,43,1,30,6,2,3,3,4,4.0,3,6,6,2,2,2,1,6,2,5,충청북도,경기,2인 가족 여행,3,1
e006069,41,2,20,6,1,4,3,3,11.0,3,20,2,2,2,2,2,2,2,7,경기도,경기,부모 동반 여행,3,3
e004506,11,2,20,4,1,4,3,4,12.0,3,2,4,1,1,1,1,1,7,7,서울특별시,경기,부모 동반 여행,3,3
e006849,11,1,60,7,2,2,2,4,7.0,3,3,6,2,4,2,2,2,2,6,서울특별시,경기,2인 가족 여행,7,1
e007137,41,1,40,6,1,1,2,4,7.0,3,2,4,1,1,4,3,1,5,5,경기도,경기,2인 여행(가족 외),3,1
e000375,11,2,40,7,2,4,1,4,7.0,2,1,1,1,3,5,1,4,2,5,서울특별시,경기,자녀 동반 여행,2,3
e000747,11,2,40,6,2,3,3,1,8.0,3,6,4,1,1,1,7,4,7,1,서울특별시,경기,3인 이상 여행(가족 외),1,6
