TRAVEL_ID,TRAVELER_ID,TRAVEL_LENGTH
e_e001110,e001110,2
e_e001113,e001113,4
e_e001114,e001114,2
e_e001117,e001117,3
e_e001118,e001118,3
e_e001124,e001124,3
e_e001125,e001125,5
e_e001126,e001126,2
e_e001127,e001127,2
e_e001130,e001130,3
e_e001131,e001131,3
e_e001132,e001132,4
e_e001134,e001134,2
e_e001137,e001137,3
e_e001140,e001140,2
e_e001142,e001142,4
e_e001146,e001146,2
e_e001147,e001147,2
e_e001149,e001149,4
e_e001150,e001150,4
e_e001159,e001159,3
e_e001164,e001164,4
e_e001166,e001166,4
e_e001171,e001171,2
e_e001172,e001172,2
e_e001173,e001173,4
e_e001174,e001174,4
e_e001176,e001176,2
e_e001178,e001178,2
e_e001180,e001180,4
e_e001182,e001182,3
e_e001183,e001183,2
e_e001188,e001188,2
e_e001190,e001190,4
e_e001194,e001194,2
e_e001200,e001200,3
e_e001201,e001201,3
e_e001207,e001207,3
e_e001211,e001211,2
e_e001212,e001212,4
e_e001215,e001215,2
e_e001218,e001218,4
e_e001220,e001220,2
e_e001230,e001230,3
e_e001233,e001233,3
e_e001238,e001238,2
e_e001239,e001239,4
e_e001243,e001243,4
e_e001244,e001244,2
e_e001246,e001246,2
e_e001247,e001247,5
e_e001251,e001251,3
e_e001252,e001252,2
e_e001254,e001254,4
e_e001257,e001257,2
e_e001261,e001261,2
e_e001262,e001262,2
e_e001264,e001264,2
e_e001265,e001265,3
e_e001267,e001267,2
e_e001271,e001271,5
e_e001276,e001276,3
e_e001279,e001279,3
e_e001280,e001280,3
e_e001281,e001281,4
e_e001287,e001287,2
e_e001291,e001291,2
e_e001295,e001295,2
e_e001296,e001296,2
e_e001301,e001301,3
e_e001308,e001308,2
e_e001312,e001312,5
e_e001314,e001314,2
e_e001316,e001316,2
e_e001321,e001321,2
e_e001325,e001325,2
e_e001326,e001326,3
e_e001329,e001329,4
e_e001330,e001330,2
e_e001331,e001331,2
e_e001341,e001341,4
e_e001344,e001344,2
e_e001346,e001346,2
e_e001351,e001351,3
e_e001356,e001356,3
e_e001360,e001360,2
e_e001372,e001372,3
e_e001377,e001377,2
e_e001380,e001380,2
e_e001382,e001382,3
e_e001384,e001384,2
e_e001386,e001386,3
e_e001392,e001392,2
e_e001396,e001396,2
e_e001400,e001400,2
e_e001408,e001408,3
e_e001409,e001409,3
e_e001411,e001411,2
e_e001412,e001412,3
e_e001413,e001413,2
e_e001414,e001414,2
e_e001415,e001415,2
e_e001416,e001416,2
e_e001421,e001421,2
e_e001422,e001422,4
e_e001424,e001424,2
e_e001426,e001426,2
e_e001427,e001427,3
e_e001428,e001428,3
e_e001429,e001429,2
e_e001430,e001430,2
e_e001432,e001432,2
e_e001434,e001434,2
e_e001436,e001436,3
e_e001440,e001440,2
e_e001448,e001448,3
e_e001449,e001449,2
e_e001452,e001452,2
e_e001458,e001458,2
e_e001459,e001459,2
e_e001464,e001464,2
e_e001467,e001467,3
e_e001468,e001468,2
e_e001470,e001470,4
e_e001471,e001471,2
e_e001480,e001480,2
e_e001482,e001482,3
e_e001485,e001485,2
e_e001489,e001489,2
e_e001499,e001499,3
e_e001503,e001503,3
e_e001510,e001510,2
e_e001519,e001519,3
e_e001521,e001521,2
e_e001522,e001522,4
e_e001523,e001523,2
e_e001525,e001525,2
e_e001526,e001526,3
e_e001529,e001529,3
e_e001530,e001530,2
e_e001532,e001532,2
e_e001534,e001534,2
e_e001538,e001538,3
e_e001542,e001542,3
e_e001544,e001544,2
e_e001548,e001548,4
e_e001553,e001553,2
e_e001554,e001554,5
e_e001557,e001557,2
e_e001559,e001559,2
e_e001563,e001563,2
e_e001564,e001564,2
e_e001565,e001565,2
e_e001568,e001568,2
e_e001569,e001569,2
e_e001571,e001571,4
e_e001576,e001576,2
e_e001577,e001577,2
e_e001578,e001578,2
e_e001888,e001888,2
e_e001890,e001890,2
e_e001891,e001891,2
e_e001892,e001892,2
e_e001897,e001897,2
e_e001899,e001899,3
e_e001900,e001900,2
e_e001905,e001905,2
e_e001909,e001909,2
e_e001911,e001911,3
e_e001913,e001913,3
e_e001914,e001914,3
e_e001916,e001916,3
e_e001923,e001923,2
e_e001924,e001924,2
e_e001926,e001926,3
e_e001935,e001935,3
e_e001936,e001936,3
e_e001937,e001937,2
e_e001940,e001940,3
e_e001944,e001944,2
e_e001949,e001949,2
e_e001950,e001950,3
e_e001955,e001955,2
e_e001968,e001968,3
e_e001972,e001972,2
e_e001976,e001976,4
e_e001982,e001982,2
e_e001987,e001987,3
e_e001989,e001989,3
e_e001990,e001990,2
e_e001993,e001993,2
e_e001996,e001996,3
e_e001997,e001997,3
e_e002011,e002011,3
e_e002013,e002013,3
e_e002014,e002014,2
e_e002018,e002018,2
e_e002024,e002024,2
e_e002025,e002025,2
e_e002030,e002030,2
e_e002033,e002033,2
e_e002034,e002034,2
e_e002035,e002035,2
e_e002036,e002036,2
e_e002038,e002038,2
e_e002045,e002045,3
e_e002049,e002049,3
e_e002051,e002051,2
e_e002053,e002053,3
e_e002056,e002056,2
e_e002058,e002058,3
e_e002059,e002059,3
e_e002064,e002064,2
e_e002066,e002066,2
e_e002069,e002069,2
e_e002070,e002070,2
e_e002071,e002071,2
e_e002074,e002074,3
e_e002076,e002076,2
e_e002077,e002077,2
e_e002079,e002079,2
e_e002081,e002081,2
e_e002082,e002082,3
e_e002084,e002084,2
e_e002089,e002089,2
e_e002092,e002092,2
e_e002093,e002093,2
e_e002097,e002097,3
e_e002099,e002099,2
e_e002106,e002106,2
e_e002108,e002108,2
e_e002110,e002110,2
e_e002121,e002121,2
e_e002126,e002126,3
e_e002130,e002130,2
e_e002131,e002131,3
e_e002132,e002132,2
e_e002135,e002135,3
e_e002136,e002136,2
e_e002141,e002141,3
e_e002143,e002143,3
e_e002145,e002145,2
e_e002148,e002148,3
e_e002152,e002152,2
e_e002154,e002154,2
e_e002157,e002157,3
e_e002158,e002158,2
e_e002159,e002159,3
e_e002160,e002160,2
e_e002161,e002161,3
e_e002163,e002163,2
e_e002168,e002168,3
e_e002169,e002169,2
e_e002171,e002171,3
e_e002176,e002176,3
e_e002178,e002178,2
e_e002182,e002182,3
e_e002183,e002183,2
e_e002184,e002184,3
e_e002186,e002186,3
e_e002187,e002187,2
e_e002189,e002189,2
e_e002197,e002197,2
e_e002198,e002198,2
e_e002202,e002202,3
e_e002204,e002204,3
e_e002206,e002206,2
e_e002209,e002209,3
e_e002212,e002212,3
e_e002213,e002213,2
e_e002214,e002214,3
e_e002215,e002215,3
e_e002220,e002220,3
e_e002222,e002222,3
e_e002231,e002231,2
e_e002233,e002233,2
e_e002234,e002234,3
e_e002235,e002235,2
e_e002236,e002236,3
e_e002243,e002243,2
e_e002246,e002246,2
e_e002248,e002248,3
e_e002250,e002250,2
e_e002251,e002251,3
e_e002253,e002253,2
e_e002254,e002254,3
e_e002255,e002255,3
e_e002259,e002259,2
e_e002260,e002260,3
e_e002263,e002263,2
e_e002264,e002264,2
e_e002266,e002266,3
e_e002272,e002272,3
e_e002279,e002279,2
e_e002283,e002283,3
e_e002284,e002284,2
e_e002288,e002288,2
e_e002289,e002289,2
e_e002291,e002291,2
e_e002304,e002304,3
e_e002306,e002306,3
e_e002308,e002308,3
e_e002310,e002310,2
e_e002313,e002313,2
e_e002314,e002314,2
e_e002316,e002316,2
e_e002318,e002318,3
e_e002323,e002323,3
e_e002330,e002330,2
e_e002332,e002332,2
e_e002336,e002336,2
e_e002340,e002340,2
e_e002342,e002342,3
e_e002351,e002351,3
e_e002364,e002364,3
e_e002375,e002375,2
e_e002376,e002376,3
e_e002389,e002389,2
e_e002391,e002391,2
e_e002392,e002392,2
e_e002394,e002394,3
e_e002396,e002396,3
e_e002399,e002399,2
e_e002401,e002401,2
e_e002402,e002402,2
e_e002405,e002405,2
e_e002409,e002409,2
e_e002410,e002410,3
e_e002411,e002411,2
e_e002412,e002412,2
e_e002414,e002414,3
e_e002415,e002415,3
e_e002421,e002421,2
e_e002422,e002422,3
e_e002423,e002423,3
e_e002425,e002425,2
e_e002433,e002433,2
e_e002437,e002437,2
e_e002451,e002451,2
e_e002456,e002456,3
e_e002462,e002462,3
e_e002465,e002465,2
e_e002467,e002467,3
e_e002470,e002470,2
e_e002471,e002471,3
e_e002476,e002476,2
e_e002477,e002477,2
e_e002479,e002479,3
e_e002481,e002481,3
e_e002483,e002483,3
e_e002491,e002491,3
e_e002495,e002495,3
e_e002506,e002506,3
e_e002507,e002507,3
e_e002508,e002508,3
e_e002511,e002511,2
e_e002513,e002513,3
e_e002514,e002514,3
e_e002527,e002527,2
e_e002536,e002536,3
e_e002541,e002541,3
e_e002548,e002548,3
e_e002550,e002550,3
e_e002551,e002551,3
e_e002555,e002555,3
e_e002556,e002556,3
e_e002557,e002557,3
e_e002558,e002558,3
e_e002565,e002565,2
e_e002566,e002566,3
e_e002569,e002569,3
e_e002570,e002570,3
e_e002572,e002572,2
e_e002574,e002574,2
e_e002576,e002576,3
e_e002577,e002577,3
e_e002579,e002579,2
e_e002582,e002582,3
e_e002583,e002583,3
e_e002584,e002584,3
e_e002589,e002589,3
e_e002590,e002590,2
e_e002593,e002593,2
e_e002597,e002597,3
e_e002599,e002599,2
e_e002600,e002600,2
e_e002605,e002605,2
e_e002606,e002606,2
e_e002607,e002607,3
e_e002610,e002610,3
e_e002622,e002622,3
e_e002625,e002625,3
e_e002627,e002627,3
e_e002633,e002633,3
e_e002634,e002634,2
e_e002635,e002635,2
e_e002638,e002638,3
e_e002641,e002641,3
e_e002650,e002650,2
e_e002662,e002662,2
e_e002673,e002673,2
e_e002677,e002677,3
e_e002681,e002681,3
e_e002683,e002683,3
e_e002684,e002684,2
e_e002697,e002697,3
e_e002699,e002699,2
e_e002705,e002705,2
e_e002719,e002719,2
e_e002721,e002721,2
e_e002728,e002728,3
e_e002736,e002736,2
e_e002737,e002737,2
e_e002739,e002739,2
e_e002740,e002740,3
e_e002742,e002742,2
e_e002745,e002745,3
e_e002746,e002746,3
e_e002747,e002747,3
e_e002753,e002753,3
e_e002754,e002754,3
e_e002755,e002755,2
e_e002756,e002756,3
e_e002759,e002759,2
e_e002760,e002760,2
e_e002763,e002763,3
e_e002764,e002764,2
e_e002767,e002767,3
e_e002770,e002770,3
e_e002773,e002773,2
e_e002775,e002775,2
e_e002782,e002782,3
e_e002784,e002784,3
e_e002786,e002786,2
e_e002793,e002793,2
e_e002800,e002800,3
e_e002812,e002812,3
e_e002915,e002915,3
e_e002916,e002916,3
e_e002922,e002922,2
e_e002923,e002923,3
e_e002925,e002925,2
e_e002928,e002928,3
e_e002931,e002931,2
e_e002932,e002932,2
e_e002935,e002935,3
e_e002937,e002937,3
e_e002938,e002938,2
e_e002939,e002939,3
e_e002940,e002940,3
e_e002949,e002949,2
e_e002957,e002957,3
e_e002958,e002958,3
e_e002965,e002965,3
e_e002972,e002972,2
e_e002973,e002973,3
e_e002976,e002976,3
e_e002980,e002980,3
e_e002981,e002981,2
e_e002984,e002984,2
e_e002985,e002985,2
e_e002986,e002986,3
e_e002987,e002987,2
e_e002991,e002991,3
e_e003000,e003000,2
e_e003001,e003001,3
e_e003002,e003002,3
e_e003003,e003003,2
e_e003004,e003004,3
e_e003006,e003006,2
e_e003017,e003017,3
e_e003019,e003019,2
e_e003020,e003020,3
e_e003022,e003022,3
e_e003023,e003023,3
e_e003025,e003025,2
e_e003033,e003033,3
e_e003034,e003034,3
e_e003039,e003039,3
e_e003040,e003040,2
e_e003045,e003045,2
e_e003051,e003051,3
e_e003056,e003056,2
e_e003062,e003062,3
e_e003065,e003065,2
e_e003068,e003068,2
e_e003071,e003071,3
e_e003073,e003073,3
e_e003079,e003079,3
e_e003080,e003080,3
e_e003083,e003083,2
e_e003086,e003086,3
e_e003095,e003095,2
e_e003097,e003097,2
e_e003102,e003102,3
e_e003103,e003103,2
e_e003107,e003107,3
e_e003109,e003109,3
e_e003115,e003115,3
e_e003116,e003116,2
e_e003120,e003120,3
e_e003126,e003126,3
e_e003133,e003133,2
e_e003137,e003137,2
e_e003138,e003138,2
e_e003143,e003143,3
e_e003150,e003150,3
e_e003156,e003156,3
e_e003158,e003158,2
e_e003159,e003159,3
e_e003162,e003162,3
e_e003172,e003172,3
e_e003175,e003175,3
e_e003180,e003180,2
e_e003184,e003184,3
e_e003190,e003190,3
e_e003194,e003194,3
e_e003196,e003196,3
e_e003198,e003198,3
e_e003199,e003199,2
e_e003202,e003202,3
e_e003204,e003204,2
e_e003205,e003205,3
e_e003206,e003206,2
e_e003210,e003210,3
e_e003212,e003212,3
e_e003222,e003222,3
e_e003223,e003223,3
e_e003227,e003227,3
e_e003230,e003230,3
e_e003231,e003231,2
e_e003235,e003235,3
e_e003237,e003237,3
e_e003241,e003241,3
e_e003245,e003245,3
e_e003251,e003251,3
e_e003258,e003258,2
e_e003259,e003259,2
e_e003262,e003262,2
e_e003267,e003267,3
e_e003269,e003269,2
e_e003271,e003271,2
e_e003272,e003272,3
e_e003275,e003275,2
e_e003276,e003276,2
e_e003278,e003278,3
e_e003279,e003279,2
e_e003280,e003280,3
e_e003282,e003282,2
e_e003283,e003283,2
e_e003285,e003285,3
e_e003288,e003288,2
e_e003289,e003289,3
e_e003291,e003291,3
e_e003293,e003293,3
e_e003294,e003294,3
e_e003296,e003296,3
e_e003297,e003297,2
e_e003298,e003298,2
e_e003300,e003300,3
e_e003303,e003303,2
e_e003307,e003307,2
e_e003308,e003308,2
e_e003311,e003311,3
e_e003314,e003314,2
e_e003323,e003323,2
e_e003324,e003324,3
e_e003326,e003326,3
e_e003328,e003328,3
e_e003329,e003329,3
e_e003330,e003330,2
e_e003331,e003331,3
e_e003332,e003332,3
e_e003334,e003334,2
e_e003335,e003335,3
e_e003336,e003336,3
e_e003337,e003337,2
e_e003341,e003341,3
e_e003342,e003342,3
e_e003348,e003348,2
e_e003349,e003349,3
e_e003356,e003356,3
e_e003357,e003357,3
e_e003360,e003360,3
e_e003364,e003364,2
e_e003369,e003369,3
e_e003371,e003371,3
e_e003378,e003378,3
e_e003380,e003380,3
e_e003381,e003381,2
e_e003383,e003383,2
e_e003386,e003386,3
e_e003388,e003388,3
e_e003394,e003394,2
e_e003400,e003400,3
e_e003402,e003402,3
e_e003407,e003407,2
e_e003408,e003408,2
e_e003409,e003409,3
e_e003411,e003411,3
e_e003412,e003412,2
e_e003413,e003413,2
e_e003415,e003415,2
e_e003416,e003416,2
e_e003417,e003417,3
e_e003419,e003419,2
e_e003431,e003431,3
e_e003433,e003433,2
e_e003434,e003434,2
e_e003435,e003435,2
e_e003438,e003438,2
e_e003439,e003439,3
e_e003440,e003440,3
e_e003442,e003442,3
e_e003449,e003449,2
e_e003463,e003463,3
e_e003465,e003465,3
e_e003467,e003467,2
e_e003468,e003468,2
e_e003469,e003469,2
e_e003470,e003470,3
e_e003471,e003471,3
e_e003472,e003472,3
e_e003475,e003475,3
e_e003477,e003477,2
e_e003482,e003482,3
e_e003483,e003483,2
e_e003485,e003485,2
e_e003486,e003486,2
e_e003495,e003495,2
e_e003497,e003497,2
e_e003502,e003502,3
e_e003506,e003506,3
e_e003514,e003514,3
e_e003515,e003515,3
e_e003518,e003518,3
e_e003520,e003520,3
e_e003521,e003521,2
e_e003527,e003527,2
e_e003530,e003530,2
e_e003535,e003535,2
e_e003540,e003540,2
e_e003547,e003547,3
e_e003549,e003549,2
e_e003555,e003555,2
e_e003561,e003561,3
e_e003564,e003564,2
e_e003569,e003569,3
e_e003570,e003570,3
e_e003572,e003572,3
e_e003574,e003574,2
e_e003576,e003576,3
e_e003580,e003580,2
e_e003582,e003582,2
e_e003589,e003589,3
e_e003591,e003591,3
e_e003593,e003593,2
e_e003596,e003596,2
e_e003602,e003602,2
e_e003603,e003603,3
e_e003609,e003609,2
e_e003611,e003611,3
e_e003614,e003614,3
e_e003615,e003615,2
e_e003617,e003617,3
e_e003618,e003618,3
e_e003620,e003620,2
e_e003627,e003627,2
e_e003628,e003628,2
e_e003630,e003630,2
e_e003632,e003632,3
e_e003638,e003638,2
e_e003640,e003640,3
e_e003643,e003643,3
e_e003646,e003646,2
e_e003648,e003648,2
e_e003657,e003657,3
e_e003663,e003663,3
e_e003664,e003664,2
e_e003669,e003669,3
e_e003673,e003673,3
e_e003675,e003675,2
e_e003677,e003677,2
e_e003678,e003678,2
e_e003679,e003679,3
e_e003682,e003682,2
e_e003684,e003684,2
e_e003686,e003686,2
e_e003693,e003693,2
e_e003698,e003698,2
e_e003699,e003699,2
e_e003700,e003700,3
e_e003701,e003701,2
e_e003702,e003702,2
e_e003707,e003707,2
e_e003716,e003716,3
e_e003717,e003717,3
e_e003721,e003721,3
e_e003724,e003724,3
e_e003725,e003725,2
e_e003726,e003726,3
e_e003727,e003727,3
e_e003729,e003729,2
e_e003737,e003737,3
e_e003741,e003741,2
e_e003744,e003744,3
e_e003749,e003749,3
e_e003753,e003753,2
e_e003758,e003758,3
e_e003761,e003761,3
e_e003765,e003765,3
e_e003767,e003767,2
e_e003773,e003773,3
e_e003775,e003775,2
e_e003777,e003777,3
e_e003779,e003779,2
e_e003781,e003781,3
e_e003783,e003783,3
e_e003791,e003791,2
e_e003792,e003792,3
e_e003795,e003795,2
e_e003797,e003797,3
e_e003799,e003799,2
e_e003803,e003803,2
e_e003807,e003807,2
e_e003808,e003808,3
e_e003809,e003809,2
e_e003810,e003810,2
e_e003817,e003817,3
e_e003819,e003819,3
e_e003821,e003821,2
e_e003826,e003826,3
e_e003830,e003830,2
e_e003833,e003833,2
e_e003834,e003834,2
e_e003840,e003840,3
e_e003842,e003842,2
e_e003843,e003843,2
e_e003844,e003844,2
e_e003845,e003845,3
e_e003848,e003848,2
e_e003850,e003850,3
e_e003853,e003853,2
e_e003855,e003855,3
e_e003856,e003856,3
e_e003857,e003857,3
e_e003858,e003858,3
e_e003867,e003867,3
e_e003868,e003868,2
e_e003870,e003870,3
e_e003882,e003882,2
e_e003885,e003885,3
e_e003886,e003886,3
e_e003887,e003887,2
e_e003891,e003891,3
e_e003892,e003892,3
e_e003894,e003894,2
e_e003896,e003896,3
e_e003898,e003898,3
e_e003900,e003900,2
e_e003906,e003906,2
e_e003909,e003909,2
e_e003915,e003915,2
e_e003928,e003928,3
e_e003929,e003929,2
e_e003933,e003933,2
e_e003935,e003935,2
e_e003937,e003937,2
e_e003945,e003945,3
e_e003949,e003949,2
e_e003958,e003958,3
e_e003963,e003963,3
e_e003965,e003965,2
e_e003967,e003967,3
e_e003968,e003968,3
e_e003971,e003971,2
e_e003975,e003975,3
e_e003976,e003976,2
e_e003978,e003978,2
e_e003980,e003980,3
e_e003992,e003992,2
e_e003996,e003996,3
e_e003997,e003997,2
e_e003998,e003998,2
e_e003999,e003999,2
e_e004005,e004005,3
e_e004010,e004010,3
e_e004013,e004013,2
e_e004017,e004017,3
e_e004020,e004020,3
e_e004027,e004027,2
e_e004033,e004033,2
e_e004037,e004037,3
e_e004042,e004042,3
e_e004044,e004044,3
e_e004048,e004048,3
e_e004050,e004050,2
e_e004051,e004051,2
e_e004053,e004053,2
e_e004057,e004057,2
e_e004058,e004058,2
e_e004062,e004062,3
e_e004066,e004066,2
e_e004071,e004071,3
e_e004072,e004072,2
e_e004073,e004073,3
e_e004074,e004074,3
e_e004076,e004076,3
e_e004084,e004084,2
e_e004087,e004087,3
e_e004100,e004100,3
e_e004101,e004101,2
e_e004105,e004105,2
e_e004107,e004107,2
e_e004114,e004114,2
e_e004116,e004116,2
e_e004122,e004122,3
