iter	PRAUC	Logloss
882	0.6716248472	0.6240459623
883	0.6715784496	0.6240429171
884	0.6715802014	0.624038452
885	0.6715802014	0.6240383396
886	0.671643645	0.6240258135
887	0.6716434557	0.6240233889
888	0.6716578404	0.6240231471
889	0.671657777	0.624017566
890	0.671643907	0.624015452
891	0.6716229534	0.6239981523
892	0.6716043466	0.6239962508
893	0.6716043466	0.6239962117
894	0.6716263984	0.6239940759
895	0.6716263984	0.6239939897
896	0.6716163894	0.6239893824
897	0.6716143442	0.6239876049
898	0.6716298717	0.6239850405
899	0.6716182186	0.6239834228
900	0.6716299573	0.6239739386
901	0.6716453692	0.6239663814
902	0.6715846491	0.6239510665
903	0.6715859086	0.6239483289
904	0.6715863367	0.6239480857
905	0.6715629644	0.6239459449
906	0.6715742221	0.6239452917
907	0.6715731455	0.6239383241
908	0.6715733867	0.6239350354
909	0.6715759739	0.6239326043
910	0.6715759202	0.6239313138
911	0.6715450694	0.6239226739
912	0.6715576453	0.6239211522
913	0.6715729649	0.6238915449
914	0.6715919062	0.6238906456
915	0.6715776992	0.6238762007
916	0.6715661174	0.6238693354
917	0.6716688188	0.6238573284
918	0.6716729141	0.6238547109
919	0.6716805651	0.6238470268
920	0.6716799347	0.6238455462
921	0.6717521733	0.623843065
922	0.6717052554	0.623838972
923	0.6716947291	0.6238354709
924	0.6716867987	0.6238308293
925	0.671687223	0.6238294238
926	0.671687223	0.6238294238
927	0.6716894275	0.6238262531
928	0.6716874324	0.6238253406
929	0.6716937166	0.6238230286
930	0.6717055351	0.6238161695
931	0.6717055351	0.6238161316
932	0.6716711287	0.6238110093
933	0.6716641934	0.6238103673
934	0.6716644923	0.6238056832
935	0.6716669355	0.6238026323
936	0.671751775	0.6237842406
937	0.6716964485	0.623760504
938	0.6717162485	0.6237595316
939	0.6717162485	0.6237595296
940	0.6716955469	0.6237559061
941	0.6717097756	0.6237519788
942	0.6716853269	0.6237505676
943	0.6717219321	0.6237436614
944	0.671715514	0.6237425648
945	0.6719216855	0.6237060159
946	0.6719222002	0.6237005677
947	0.6719222002	0.6237005333
948	0.6719222002	0.6236977536
949	0.6719260426	0.6236963351
950	0.6719118121	0.6236944301
951	0.671910713	0.6236889796
952	0.6719101364	0.6236875184
953	0.6720025628	0.6236711204
954	0.6720025628	0.6236711197
955	0.6720025628	0.6236703129
956	0.671927692	0.6236677446
957	0.6719244025	0.623666182
958	0.6719278402	0.6236636331
959	0.6719290355	0.6236622025
960	0.6719290355	0.62366158
961	0.6718628737	0.623660342
962	0.6718549352	0.6236560551
963	0.6718549352	0.6236560454
964	0.6718490749	0.6236549013
965	0.6718494794	0.6236540674
966	0.6718491999	0.6236535123
967	0.6718490762	0.6236505182
968	0.6718490762	0.6236504378
969	0.6718542288	0.6236473301
970	0.6719196963	0.6236319946
971	0.6719150896	0.623625344
972	0.6719158724	0.6236210779
973	0.6719214406	0.6236178653
974	0.6719203142	0.6236128511
975	0.6719311261	0.6235992194
976	0.6719253492	0.6235951603
977	0.6719219849	0.6235921204
978	0.6719190555	0.6235807274
979	0.6719196814	0.6235786241
980	0.6719196814	0.6235785025
981	0.6719207064	0.6235760044
982	0.6719322064	0.6235742514
983	0.6719306719	0.6235737221
984	0.671937624	0.6235632103
985	0.671944807	0.6235626145
986	0.6719508583	0.6235537052
987	0.6719525822	0.623549342
988	0.6719638075	0.6235474866
989	0.6719748988	0.6235384002
990	0.6719750024	0.6235377095
991	0.6719744637	0.6235358376
992	0.6719841346	0.6235322163
993	0.6719841124	0.6235314175
994	0.6719841124	0.62352992
995	0.6719843563	0.6235294877
996	0.6719843563	0.6235287704
997	0.6719851645	0.6235245529
998	0.6719855523	0.6235221843
999	0.67198061	0.6235193386
1000	0.6719797854	0.6235148687
1001	0.6719797815	0.6235145922
1002	0.6719728336	0.6235128288
1003	0.6719735204	0.6235125576
1004	0.6720530721	0.6235073937
1005	0.6720504425	0.6235052173
1006	0.6720487956	0.6235047749
1007	0.672048137	0.6235046134
1008	0.6720497492	0.623501472
1009	0.6720500834	0.6234999934
1010	0.6720512353	0.6234993916
1011	0.6720509955	0.6234982576
1012	0.6720797563	0.6234798813
1013	0.6720903264	0.6234764116
1014	0.6720903264	0.6234759689
1015	0.6720940887	0.623459964
1016	0.6720760575	0.6234581568
1017	0.6720760575	0.6234579959
1018	0.6720772326	0.6234575142
1019	0.6720763265	0.6234569157
1020	0.6720869493	0.6234559612
1021	0.672075153	0.6234516132
1022	0.6720752091	0.6234495208
1023	0.6720753478	0.6234482756
1024	0.6720780391	0.6234471608
1025	0.6720760277	0.6234454926
1026	0.6720758941	0.6234437094
1027	0.6720658823	0.6234417762
1028	0.6720660877	0.6234385811
1029	0.6720670408	0.6234384333
1030	0.6720651758	0.6234381345
1031	0.6720623802	0.6234336565
1032	0.6720783681	0.6234282423
1033	0.6720788519	0.6234280712
1034	0.672078956	0.6234278814
1035	0.672078956	0.6234278814
1036	0.67207947	0.6234256794
1037	0.6720581624	0.6234225108
1038	0.6720580583	0.6234199518
1039	0.6720583005	0.6234181292
1040	0.6720578167	0.6234172862
1041	0.6720578167	0.6234172856
1042	0.6720635248	0.6234163546
1043	0.6720630461	0.623415373
1044	0.672064495	0.623411307
1045	0.6720661579	0.6234081856
1046	0.6720606908	0.6234059712
1047	0.6720606908	0.6234058303
1048	0.6720609151	0.6234020728
1049	0.6720606741	0.6234007894
1050	0.6720704897	0.623399635
1051	0.6720957996	0.623398691
1052	0.6720802532	0.6233949182
1053	0.6720802532	0.6233949182
1054	0.6720707581	0.6233907965
1055	0.6720707581	0.6233907903
1056	0.6720550921	0.6233856559
1057	0.6720617063	0.6233851354
1058	0.6720617953	0.623384488
1059	0.6720618994	0.6233829069
1060	0.6720618994	0.6233827736
