iter	PRAUC	Logloss
186	0.660345843	0.6336501463
187	0.6607427204	0.633561667
188	0.6608533883	0.6335246391
189	0.660793476	0.6335006844
190	0.6611052611	0.6333892212
191	0.6610729006	0.6333765388
192	0.661085826	0.6333233493
193	0.6610971473	0.6332863683
194	0.6611954584	0.6332408179
195	0.6611954584	0.6332407917
196	0.661268019	0.6331659976
197	0.6612894836	0.6331507569
198	0.6612161607	0.6331465785
199	0.6613170681	0.633089381
200	0.6615027355	0.6330456455
201	0.6614836495	0.6330055113
202	0.6615859081	0.6329404498
203	0.661581348	0.6329014822
204	0.6620487039	0.6328222185
205	0.6621178255	0.632784054
206	0.6622084342	0.6327557777
207	0.6621869641	0.6327336248
208	0.6622263396	0.6326731515
209	0.6622244407	0.632661744
210	0.6622655335	0.6326270273
211	0.6622912902	0.6325933083
212	0.6623697926	0.6325862372
213	0.6623158768	0.6325409362
214	0.6623453946	0.6324699531
215	0.6622243797	0.6324061248
216	0.6622243797	0.6324060824
217	0.6623014017	0.6323867635
218	0.6623070837	0.6323537549
219	0.6623169831	0.6323264654
220	0.6623679046	0.6322986952
221	0.6624150426	0.6322319578
222	0.6624568714	0.6321963174
223	0.6623759311	0.6321742428
224	0.6623711229	0.6321617025
225	0.6624783221	0.632121381
226	0.6623843991	0.6320211604
227	0.662365245	0.6319802803
228	0.6626230369	0.6319066619
229	0.6625159803	0.6318897506
230	0.6626168443	0.6318369802
231	0.6626992392	0.6318138583
232	0.662632051	0.6317901093
233	0.6627944437	0.6317722952
234	0.6632474422	0.6316316813
235	0.6629630095	0.6315985118
236	0.6632327183	0.6315657659
237	0.6633118693	0.6315477748
238	0.6632432019	0.6315432515
239	0.6631527893	0.6315039831
240	0.6631422815	0.6314836539
241	0.6633072146	0.631456589
242	0.6631725802	0.6314167241
243	0.6637106864	0.631230267
244	0.6636907587	0.6312038519
245	0.6637043169	0.6311798068
246	0.6638790396	0.6311011624
247	0.6640038255	0.6310933779
248	0.6639360392	0.6310898548
249	0.6641953903	0.6309269013
250	0.6640404626	0.6308431242
251	0.6642099033	0.6308380261
252	0.6642905277	0.630829367
253	0.6642069114	0.6307896614
254	0.6641413452	0.6307613963
255	0.6643354574	0.6306755845
256	0.6643003221	0.6305703829
257	0.6643095571	0.6305304681
258	0.664353951	0.6305201272
259	0.664810272	0.6304410069
260	0.6647199378	0.6304272871
261	0.6647113624	0.630395129
262	0.6645302238	0.6303620367
263	0.6645567628	0.6303471837
264	0.6645565049	0.6303468111
265	0.6646670643	0.6303328193
266	0.6646670643	0.630332819
267	0.6647157499	0.630313038
268	0.6648698747	0.6302516592
269	0.6648367269	0.6302099783
270	0.6650732756	0.6301530966
271	0.6651695074	0.6300995599
272	0.6651633591	0.6300709281
273	0.6651584367	0.6300679013
274	0.6651585593	0.6300409693
275	0.6651576249	0.6300287328
276	0.6651486973	0.6300126886
277	0.6651124179	0.6299973401
278	0.6651371428	0.6299562769
279	0.6651738121	0.6299227225
280	0.6651534792	0.6299149961
281	0.6651346421	0.6299050089
282	0.6651222344	0.6298856299
283	0.6651969607	0.6298593826
284	0.6651652976	0.6298457671
285	0.6651560465	0.6298246838
286	0.6651158056	0.6298146092
287	0.6650569899	0.6297986452
288	0.6650980747	0.6297747121
289	0.6651070308	0.6297622094
290	0.6651027482	0.6297518593
291	0.6651990646	0.6297111875
292	0.6651338047	0.6296796006
293	0.6650964411	0.6296484142
294	0.6650105189	0.6296404477
295	0.6650334116	0.6296303331
296	0.6651913709	0.6296173788
297	0.6651182583	0.6295790717
298	0.6660320759	0.6293891938
299	0.6661889711	0.6293662166
300	0.6661511788	0.6293558949
301	0.6662887949	0.6293252757
302	0.6663035816	0.6293031123
303	0.66633824	0.6292863938
304	0.6665610541	0.6292655142
305	0.6665787728	0.6292624927
306	0.6666730543	0.6292483033
307	0.6666595201	0.6292158913
308	0.6666721068	0.6291942427
309	0.6666523895	0.6291757239
310	0.6666368245	0.6290916266
311	0.6666978534	0.6290709309
312	0.6665765248	0.6290335448
313	0.6665931795	0.6290149267
314	0.6665931795	0.6290149263
315	0.6665595584	0.6290065846
316	0.6665316674	0.629003521
317	0.6665454073	0.6289955931
318	0.6667860001	0.6289408279
319	0.666724553	0.6289325018
320	0.6667516933	0.6289240055
321	0.6667638981	0.6289222632
322	0.6667229621	0.6289198657
323	0.6669317107	0.6287840334
324	0.6669358576	0.6287760964
325	0.6669573761	0.6287698141
326	0.6669634857	0.6287615409
327	0.6669902034	0.6287456052
328	0.6669909133	0.6287432965
329	0.6669875112	0.6287310719
330	0.6670066842	0.6287238864
331	0.6670680887	0.628671997
332	0.6670786046	0.628663334
333	0.6669208782	0.6286511011
334	0.6669401598	0.6286362676
335	0.6669273085	0.6286294221
336	0.6668662899	0.6286242776
337	0.6668653467	0.6286184325
338	0.6669363541	0.6286050565
339	0.6669148896	0.6285864952
340	0.6669048249	0.628581803
341	0.6669301317	0.6285755697
342	0.6670057609	0.6285327079
343	0.6669966208	0.628520026
344	0.6668629608	0.6285102586
345	0.6671606498	0.6284638102
346	0.6671572156	0.6284518736
347	0.6671348888	0.62842464
348	0.6671865106	0.6284229427
349	0.6671813788	0.6284190134
350	0.6672773087	0.6284059267
351	0.6672699647	0.6284013549
352	0.6671975417	0.6283998072
353	0.6672096842	0.6283833645
354	0.6672364453	0.6283692845
355	0.6672268254	0.6283601525
356	0.6673672152	0.6283124501
357	0.6674191221	0.6282995628
358	0.6673909494	0.6282981637
359	0.6674024119	0.6282757312
360	0.6673722021	0.6282696785
361	0.6673613037	0.6282648639
362	0.667393587	0.6282595421
363	0.6674090127	0.6282479474
364	0.6674232998	0.6282436477
365	0.6674315988	0.6282385982
366	0.6674793156	0.6282348883
367	0.6674506884	0.6282264258
368	0.6674641472	0.6282247596
369	0.6674196878	0.6282051393
370	0.6674032435	0.6281986723
371	0.6674206333	0.6281956981
372	0.6674010934	0.6281721361
373	0.6673792657	0.6281711844
374	0.6675041785	0.6281203771
375	0.6676208435	0.6281132343
376	0.6675969762	0.6280881613
377	0.6676754438	0.6280804989
378	0.6675764642	0.6280647607
379	0.6676252928	0.6280144665
380	0.6676219652	0.6280101128
381	0.6676463881	0.6279914855
382	0.6677423452	0.6279403465
383	0.6677915888	0.6279239318
384	0.6679595738	0.6278850339
385	0.6679598554	0.6278801759
386	0.6679611921	0.6278608735
387	0.6680872461	0.6278183421
388	0.6681297601	0.6278113332
389	0.6682781746	0.6277106621
390	0.6682937735	0.6277010966
391	0.6685074667	0.6276899354
392	0.6685035318	0.6276771747
393	0.6685039407	0.6276758207
394	0.6685058794	0.6276731247
395	0.6684531553	0.6276510213
396	0.6688249293	0.6275372966
397	0.6688378151	0.6275264308
398	0.6688380539	0.6275227663
399	0.668591387	0.6275177411
400	0.6684965092	0.6275111692
401	0.6685828679	0.6274948977
402	0.6686255184	0.627487625
403	0.6686771653	0.6274591761
404	0.6686520435	0.6274584146
405	0.6686624863	0.6274481055
406	0.6686649515	0.6274392833
407	0.668638101	0.6274316511
408	0.668636654	0.6274293509
409	0.6686728121	0.6274283169
410	0.6686217618	0.6274249397
411	0.6685869114	0.6274148899
412	0.6686392133	0.6273860946
413	0.6685658362	0.6273835556
414	0.6686741607	0.6273738777
415	0.6688100502	0.6273582806
416	0.6687531787	0.6273531215
417	0.6692585283	0.627334707
418	0.669234282	0.6273212364
419	0.6691547403	0.6272882175
420	0.6692018608	0.6272735464
421	0.6692002004	0.6272504614
422	0.6692696714	0.6272439891
423	0.6692665476	0.6272295474
424	0.6692659845	0.6272289344
425	0.6692349208	0.6271943924
426	0.6692357563	0.6271870807
427	0.6692608221	0.6271798606
428	0.6693001667	0.627174225
429	0.6693014825	0.6271725673
430	0.6693685621	0.6271390837
431	0.6693713624	0.6271248331
432	0.6694252471	0.6270993607
433	0.6693447665	0.6270613339
434	0.6693478921	0.6270576021
435	0.6693456923	0.6270519006
436	0.6693395585	0.6270327232
437	0.66932555	0.6270241199
438	0.6692496614	0.6270143034
439	0.6692484244	0.6270104238
440	0.6692443241	0.6269919723
441	0.6692508004	0.6269910629
442	0.6692496655	0.6269898279
443	0.6692484148	0.6269854453
444	0.6692222014	0.6269430637
445	0.6692219745	0.6269188919
446	0.6692212768	0.6269069021
447	0.6692223636	0.6269067684
448	0.6692284622	0.6269058424
449	0.6692548226	0.6268874698
450	0.6692558433	0.6268843719
451	0.6693423987	0.6268630938
452	0.6693400811	0.626859076
453	0.669288966	0.626813684
454	0.6692884456	0.6268130157
455	0.6693709231	0.6267773031
456	0.6693128863	0.6267741934
457	0.669290617	0.6267689972
458	0.6693037414	0.6267468888
459	0.6692972044	0.6267415394
460	0.6693100441	0.6267355708
461	0.6694461203	0.6267207869
462	0.6694031944	0.6267154596
463	0.6694723514	0.6266896309
464	0.6694697628	0.6266886915
465	0.6694748341	0.6266863086
466	0.6694765664	0.6266821179
467	0.6694529246	0.6266681274
468	0.6694597919	0.6266609232
469	0.6694597919	0.626660921
470	0.669488025	0.6266584736
471	0.6694949533	0.6266436452
472	0.6696211541	0.6266324388
473	0.6696430791	0.6266249048
474	0.6696418493	0.6266224185
475	0.6696423435	0.626621607
476	0.6696418112	0.6266107561
477	0.6696344931	0.6266030711
478	0.6696610776	0.6265918637
479	0.6696289183	0.6265789961
480	0.6696280178	0.626568914
481	0.6696537184	0.6265430244
482	0.6696564255	0.6265403946
483	0.6696113759	0.6265240611
484	0.669616639	0.6265203602
485	0.6696190159	0.6265171293
486	0.6695943646	0.6265037482
487	0.6696122383	0.6264994833
488	0.6695902186	0.6264863302
489	0.6696740732	0.6264794082
490	0.6696810918	0.6264786268
491	0.6696815132	0.6264743785
492	0.6696779449	0.6264663773
493	0.6696743236	0.6264650899
494	0.6696964312	0.6264616677
495	0.6696647089	0.6264516996
496	0.6696927491	0.6264265872
497	0.6696968623	0.6264060426
498	0.6696929894	0.6264033924
499	0.6696835845	0.6263968185
500	0.6699344457	0.6263146024
501	0.6698872748	0.6263051818
502	0.6699018379	0.6263010894
503	0.6699850934	0.6262716294
504	0.6699687559	0.6262702893
505	0.6698914868	0.626265272
506	0.6698710996	0.6262466868
507	0.6698709149	0.6262458101
508	0.6698809887	0.6262449714
509	0.6698808242	0.6262400002
510	0.66991166	0.6262309264
511	0.6699269491	0.6262248477
512	0.6698942969	0.62621713
513	0.669894069	0.6262142561
514	0.6698993783	0.6262112284
515	0.6698982679	0.6261995507
516	0.6699024242	0.6261812783
517	0.6700475233	0.6261375023
518	0.6700253433	0.6261102489
519	0.6700253433	0.6261102476
520	0.670174218	0.6260955747
521	0.6701037021	0.6260902656
522	0.6701144323	0.6260858344
523	0.6701193065	0.6260709973
524	0.6701193065	0.6260705246
525	0.6701008856	0.6260505597
526	0.6701013017	0.6260410477
527	0.6700927752	0.6260368159
528	0.6700967901	0.6260337502
529	0.6701017469	0.6260289231
530	0.6700989333	0.6260164167
531	0.6701504159	0.6260132544
532	0.6701029469	0.6260051136
533	0.6701270638	0.6260007799
534	0.6701662719	0.6259920695
535	0.6701663747	0.6259898049
536	0.6701332641	0.6259770439
537	0.6701656093	0.6259730272
538	0.6701564817	0.6259672028
539	0.67011551	0.6259638681
540	0.6701739689	0.6259604963
541	0.6700746879	0.6259578394
542	0.6701644708	0.625955673
543	0.6701571956	0.6259514014
544	0.6701649629	0.6259481125
545	0.6700939242	0.6259441309
546	0.6700866378	0.6259361882
547	0.6700696208	0.6259312755
548	0.6700673869	0.625924523
549	0.6700714392	0.6259181376
550	0.6700641159	0.6259161868
551	0.6701442596	0.6259026995
552	0.6700710499	0.6259010071
553	0.6700628265	0.6258940189
554	0.6700728616	0.6258863683
555	0.6700617457	0.6258829548
556	0.6700414782	0.6258730182
557	0.6700226391	0.6258675041
558	0.6700427293	0.6258471448
559	0.6700512634	0.6258375605
560	0.6700373856	0.6258339599
561	0.6700219215	0.6258316084
562	0.6701342946	0.6258231263
563	0.6701068114	0.6258173112
564	0.6701145795	0.6258127886
565	0.6701145795	0.6258127886
566	0.6701066632	0.6258125665
567	0.6701127094	0.6257962473
568	0.670152588	0.6257098048
569	0.6701372445	0.6256991933
570	0.6701497209	0.625690078
571	0.6700390383	0.6256868045
572	0.6700455103	0.6256841151
573	0.6700404381	0.6256777152
574	0.6700801318	0.6256468125
575	0.6701539717	0.6256240132
576	0.6702847212	0.6256037906
577	0.6702901601	0.6255898001
578	0.6702919298	0.6255767189
579	0.6702919298	0.6255767076
580	0.6703554182	0.6255686449
581	0.6703554182	0.6255686449
582	0.6703554182	0.6255686442
583	0.6703554182	0.6255686442
584	0.6705265407	0.6255587843
585	0.6705284411	0.6255540912
586	0.6705285557	0.6255540785
587	0.6705306319	0.6255510105
588	0.6705327998	0.6255487112
589	0.6705306152	0.625546561
590	0.6705281288	0.6255419307
591	0.6705381374	0.6255371955
592	0.6705397399	0.6255250007
593	0.6705424751	0.6255120796
594	0.6707270501	0.6255032086
595	0.6707096265	0.6254988375
596	0.6707728841	0.6254907009
597	0.6707462394	0.6254876818
598	0.6707048382	0.6254839633
599	0.670675618	0.6254829969
600	0.6707206342	0.6254805425
601	0.6707478878	0.6254777696
602	0.6707795041	0.6254505669
603	0.6705994841	0.6254483023
604	0.6706004372	0.6254456272
605	0.6707723165	0.6253715358
606	0.6706629006	0.6253533115
607	0.6706935439	0.6253438917
608	0.6706944574	0.6253397496
609	0.6706576034	0.6253365375
610	0.6706526345	0.6253345693
611	0.6706389398	0.6253291467
612	0.6706372604	0.6253285873
613	0.670644387	0.6253194288
614	0.6706270504	0.6253154789
615	0.6706226207	0.6253058688
616	0.6706197851	0.6253054987
617	0.6706200278	0.6253053702
618	0.6706647924	0.6253012265
619	0.6708278686	0.6252941765
620	0.670828111	0.6252907828
621	0.6707937082	0.6252849112
622	0.6707913452	0.6252845165
623	0.6709594844	0.6252820808
624	0.6709322065	0.6252793263
625	0.6709977323	0.6252430183
626	0.6710005156	0.6252413782
627	0.6709944321	0.625234473
628	0.6709941327	0.6252340314
629	0.6709808333	0.6252282717
630	0.6708495691	0.6252264058
631	0.6708629238	0.6252234431
632	0.6708592779	0.6252217769
633	0.6708516589	0.6252128287
634	0.670978389	0.6252090871
635	0.6709799079	0.6252070023
636	0.6710092268	0.6251994884
637	0.671002082	0.6251962682
638	0.6709780551	0.6251884126
639	0.6709767027	0.6251881081
640	0.6710164127	0.6251864952
641	0.6709912963	0.6251842649
642	0.6709946473	0.6251836699
643	0.6709286198	0.6251776238
644	0.6709962798	0.6251745244
645	0.6709944406	0.6251645417
646	0.6709944406	0.6251626113
647	0.6709303387	0.6251620547
648	0.6709983075	0.6251601553
649	0.6709905657	0.6251590158
650	0.6709409716	0.6251558102
651	0.6709409716	0.625153971
652	0.670947721	0.6251401917
653	0.6709421082	0.6251377174
654	0.6709481945	0.6251347199
655	0.6709787841	0.6251264424
656	0.6710703402	0.6250686421
657	0.6711506078	0.6250622473
658	0.6711939734	0.6250554227
659	0.6711944759	0.6250456738
660	0.6711952115	0.6250438091
661	0.6712023483	0.6250394934
662	0.6712335871	0.6250390477
663	0.6712335421	0.6250388144
664	0.6712008101	0.6250372583
665	0.6712397177	0.6250341863
666	0.6712371322	0.6250338445
667	0.6712432729	0.6250276103
668	0.6712358871	0.6250137286
669	0.6712409971	0.6250099842
670	0.6712264078	0.6250083762
671	0.6712265119	0.6250080814
672	0.6712098833	0.624975087
673	0.6712084192	0.6249684959
674	0.6712196507	0.6249639278
675	0.6712314618	0.6249574929
676	0.6712258924	0.624955453
677	0.6712364994	0.6249428931
678	0.6712314136	0.6249366477
679	0.6711897486	0.6249256802
680	0.6712388345	0.6249215717
681	0.6712378428	0.6249177569
682	0.6712361	0.6249170826
683	0.6712242133	0.6249159793
684	0.6712331512	0.6249126323
685	0.6712055221	0.6249093802
686	0.6712181976	0.6249075248
687	0.6711824202	0.6248994691
688	0.6711855811	0.6248968092
689	0.671195529	0.6248952409
690	0.6711982356	0.6248928109
691	0.6712301193	0.6248917095
692	0.6712345135	0.6248913904
693	0.6712285358	0.624880768
694	0.6712203247	0.6248747467
695	0.6712222784	0.6248680672
696	0.6711462517	0.6248623706
697	0.6711462517	0.6248622568
698	0.6711462517	0.6248621089
699	0.6711485382	0.6248619739
700	0.671173932	0.624857076
701	0.6711696621	0.6248494005
702	0.671158762	0.6248470106
703	0.671152788	0.6248412553
704	0.6711873593	0.6248337268
705	0.6711867221	0.6248327698
706	0.6712226705	0.6248218237
707	0.6711354679	0.6248191858
708	0.6711426689	0.6248169084
709	0.6711503625	0.6248159107
710	0.6711504191	0.6248113142
711	0.6712014752	0.6248060474
712	0.6711727557	0.6247995161
713	0.671164197	0.6247935891
714	0.6711643026	0.6247930359
715	0.671170764	0.6247881731
716	0.6711711343	0.6247840414
717	0.6711812626	0.6247814207
718	0.6712176567	0.6247789053
719	0.6712211209	0.6247758698
720	0.6712221016	0.6247731866
721	0.671241846	0.6247717441
722	0.6712277073	0.6247644184
723	0.6712285206	0.6247637639
724	0.671266208	0.6247257196
725	0.671237315	0.6247242271
726	0.6712373475	0.6247238082
727	0.6712434277	0.6247191062
728	0.6712393044	0.6247105775
729	0.6712398843	0.6247069279
730	0.671246654	0.6247007424
731	0.6712461726	0.6246928032
732	0.671239038	0.6246919094
733	0.6712248438	0.624690874
734	0.6712772262	0.6246672224
735	0.6712375643	0.6246671067
736	0.6712742426	0.6246660081
737	0.6712372139	0.6246613339
738	0.6712378962	0.6246527272
739	0.6712678752	0.6246504719
740	0.6712752436	0.6246496181
741	0.6712691023	0.6246481218
742	0.6713060216	0.6246409524
743	0.6712405921	0.6246407187
744	0.6712464726	0.6246354888
745	0.6712410865	0.6246143892
746	0.6712339041	0.6246132824
747	0.6712577727	0.6246120983
748	0.6712538947	0.6246052376
749	0.671249503	0.6246014313
750	0.6712642699	0.6246008271
751	0.6712670174	0.6245958913
752	0.6712670009	0.6245905826
753	0.6712676474	0.6245880366
754	0.6712657939	0.6245858162
755	0.6712497284	0.6245847578
756	0.6712553316	0.6245804512
757	0.6712621282	0.6245791365
758	0.6712682357	0.6245662411
759	0.6712782367	0.6245620768
760	0.6712632072	0.6245538887
761	0.6712632072	0.6245538531
762	0.6712749848	0.6245535189
763	0.6712684362	0.6245523278
764	0.6712664685	0.6245505206
765	0.6713176908	0.6245415135
766	0.6713182603	0.6245403955
767	0.6713164249	0.624533105
768	0.6713168577	0.6245305237
769	0.6713182492	0.6245253463
770	0.671340851	0.6244992531
771	0.6713876199	0.6244943595
772	0.6713878848	0.6244932762
773	0.6713872686	0.6244919345
774	0.6713880648	0.6244890874
775	0.6713880648	0.6244889153
776	0.6713877217	0.6244865318
777	0.671370128	0.6244796455
778	0.6713641782	0.6244634166
779	0.671362105	0.624461316
780	0.6713621543	0.6244612172
781	0.6714094216	0.6244596453
782	0.6714090733	0.6244553874
783	0.6713712216	0.6244539358
784	0.6713666299	0.6244496869
785	0.6713416413	0.6244469932
786	0.6713993576	0.6244448498
787	0.6714004286	0.6244359475
788	0.6714079859	0.6244348676
789	0.6713989089	0.6244332858
790	0.6713714445	0.624430672
791	0.6714058961	0.6244278962
792	0.6714057373	0.6244265487
793	0.6714058422	0.6244251343
794	0.6714057373	0.6244217969
795	0.6714057421	0.6244175984
796	0.6714140489	0.6244092526
797	0.6714140983	0.624408538
798	0.6714182912	0.624407905
799	0.6714275485	0.6244031117
800	0.6714192748	0.6244012398
801	0.671390333	0.6244010278
802	0.671390333	0.6244008789
803	0.671390333	0.6244008094
804	0.6713905728	0.6243932143
805	0.6714191012	0.6243928904
806	0.6714174472	0.6243494805
807	0.6714174472	0.6243494772
808	0.6714182629	0.6243437281
809	0.6713840133	0.6243377204
810	0.6713870079	0.6243350518
811	0.6713870079	0.6243337902
812	0.6713870079	0.62433378
813	0.6713824435	0.6243304662
814	0.6714020662	0.6243292635
815	0.6713403598	0.6243215411
816	0.6713916973	0.6243182706
817	0.6713916973	0.6243177091
818	0.6713908748	0.6243165392
819	0.6713908748	0.6243164128
820	0.6713908748	0.6243130796
821	0.6713838988	0.6243083717
822	0.6713817873	0.6243047533
823	0.6713818856	0.6243044255
824	0.6714215701	0.6242939692
825	0.6714207583	0.6242923786
826	0.6714209936	0.6242915872
827	0.6714209936	0.6242915868
828	0.6714207514	0.624291065
829	0.6714223313	0.6242891271
830	0.6714275574	0.624287895
831	0.6714273213	0.6242864125
832	0.6714595564	0.6242781363
833	0.6714599048	0.624274108
834	0.6714599048	0.6242738007
835	0.671458995	0.6242654974
836	0.6714588894	0.6242646251
837	0.6714597109	0.6242627876
838	0.6713817188	0.6242576366
839	0.6713814905	0.6242566294
840	0.6714323368	0.6242459085
841	0.6714329527	0.6242441058
842	0.6714328254	0.6242422445
843	0.6714328794	0.6242415263
844	0.6714328794	0.6242415261
845	0.6714328794	0.6242405713
846	0.6714328794	0.6242405689
847	0.6714319776	0.624240077
848	0.6713882615	0.6242355174
849	0.6713891632	0.6242323983
850	0.6714044145	0.624213469
851	0.6713930059	0.6242115548
852	0.6713930059	0.6242115542
853	0.6713929004	0.6242106052
854	0.6713940308	0.6242081481
855	0.6713945259	0.6242070931
856	0.6713945259	0.6242070926
857	0.6714038585	0.6242039421
858	0.6713945752	0.6242035617
859	0.6714019205	0.6242029634
860	0.6714448897	0.6242012072
861	0.6714448897	0.6242012069
862	0.6714448897	0.6242012047
863	0.6714448897	0.6242012047
864	0.6714443963	0.624198621
865	0.6713875495	0.6241954499
866	0.6714294856	0.6241943968
867	0.6714362213	0.6241832657
868	0.6715988977	0.6241342116
869	0.6715438685	0.6241315226
870	0.6715359941	0.6241273606
871	0.6715752686	0.6241239612
872	0.6715750301	0.6241207348
873	0.6715750301	0.6241203533
874	0.6715705621	0.624118975
875	0.6715750332	0.6241150243
876	0.671635766	0.6240656553
877	0.6716449577	0.6240529121
878	0.6716551226	0.6240524532
879	0.671662937	0.6240519511
880	0.6716205101	0.6240505644
881	0.6716205101	0.6240505594
